"plh0214","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Full Time","","","","","1"
"1 Strongly disagree","2005","Not Employed","Part Time","","","","","1"
"1 Strongly disagree","2005","Not Employed","Not Working","2366","0.323509621630719","0.31316021765575","0.333859025605688","1"
"1 Strongly disagree","2005","Employed","Full Time","1578","0.203770801182419","0.194956868660829","0.21258473370401","1"
"1 Strongly disagree","2005","Employed","Part Time","1162","0.252886636127827","0.240602864180205","0.26517040807545","1"
"1 Strongly disagree","2005","Employed","Not Working","","","","","1"
"2 on scale 1-7 ","2005","Not Employed","Not Working","1781","0.219007527770006","0.209858101288926","0.228156954251085","2"
"2 on scale 1-7 ","2005","Not Employed","Full Time","","","","","2"
"2 on scale 1-7 ","2005","Employed","Not Working","","","","","2"
"2 on scale 1-7 ","2005","Not Employed","Part Time","","","","","2"
"2 on scale 1-7 ","2005","Employed","Full Time","1914","0.229545219696978","0.220343110162462","0.238747329231494","2"
"2 on scale 1-7 ","2005","Employed","Part Time","1276","0.248353670803222","0.236143615950012","0.260563725656432","2"
"3 on scale 1-7 ","2005","Employed","Part Time","791","0.162985338457745","0.152547360993896","0.173423315921594","3"
"3 on scale 1-7 ","2005","Not Employed","Full Time","","","","","3"
"3 on scale 1-7 ","2005","Employed","Full Time","1349","0.1625401014204","0.15446697100546","0.170613231835339","3"
"3 on scale 1-7 ","2005","Not Employed","Not Working","1129","0.139084497235687","0.131429226524539","0.146739767946836","3"
"3 on scale 1-7 ","2005","Not Employed","Part Time","","","","","3"
"3 on scale 1-7 ","2005","Employed","Not Working","","","","","3"
"4 on scale 1-7","2005","Employed","Not Working","","","","","4"
"4 on scale 1-7","2005","Not Employed","Part Time","","","","","4"
"4 on scale 1-7","2005","Not Employed","Not Working","1096","0.139660497990894","0.13199195862222","0.147329037359568","4"
"4 on scale 1-7","2005","Employed","Part Time","665","0.139738164948936","0.129939917597465","0.149536412300407","4"
"4 on scale 1-7","2005","Not Employed","Full Time","","","","","4"
"4 on scale 1-7","2005","Employed","Full Time","1248","0.165231124486353","0.157104527025598","0.173357721947108","4"
"5 on scale 1-7","2005","Employed","Not Working","","","","","5"
"5 on scale 1-7","2005","Employed","Full Time","1211","0.148002521418655","0.140232299780868","0.155772743056443","5"
"5 on scale 1-7","2005","Employed","Part Time","561","0.118324948038514","0.109197108642348","0.127452787434679","5"
"5 on scale 1-7","2005","Not Employed","Full Time","","","","","5"
"5 on scale 1-7","2005","Not Employed","Part Time","","","","","5"
"5 on scale 1-7","2005","Not Employed","Not Working","913","0.112067496302904","0.105088857221025","0.119046135384783","5"
"6 on scale 1-7","2005","Employed","Not Working","","","","","6"
"6 on scale 1-7","2005","Not Employed","Not Working","375","0.0418585272303352","0.0374280784734","0.0462889759872705","6"
"6 on scale 1-7","2005","Employed","Part Time","261","0.0553140481441576","0.0488539814294709","0.0617741148588444","6"
"6 on scale 1-7","2005","Not Employed","Full Time","","","","","6"
"6 on scale 1-7","2005","Employed","Full Time","542","0.067264300608544","0.0617834077817458","0.0727451934353422","6"
"6 on scale 1-7","2005","Not Employed","Part Time","","","","","6"
"7 Strongly agree","2005","Employed","Not Working","","","","","7"
"7 Strongly agree","2005","Employed","Part Time","94","0.0223971934795982","0.018215486732636","0.0265789002265604","7"
"7 Strongly agree","2005","Not Employed","Not Working","189","0.0248118318394537","0.0213705950853775","0.0282530685935299","7"
"7 Strongly agree","2005","Employed","Full Time","181","0.0236459311866505","0.0203211614265377","0.0269707009467634","7"
"7 Strongly agree","2005","Not Employed","Full Time","","","","","7"
"7 Strongly agree","2005","Not Employed","Part Time","","","","","7"
"1 Strongly disagree","2006","Not Employed","Part Time","","","","","1"
"1 Strongly disagree","2006","Not Employed","Not Working","","","","","1"
"1 Strongly disagree","2006","Employed","Full Time","","","","","1"
"1 Strongly disagree","2006","Employed","Part Time","","","","","1"
"1 Strongly disagree","2006","Employed","Not Working","","","","","1"
"1 Strongly disagree","2006","Not Employed","Full Time","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Employed","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Employed","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Employed","Part Time","","","","","2"
"3 on scale 1-7 ","2006","Employed","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Employed","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Employed","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Full Time","","","","","3"
"4 on scale 1-7","2006","Not Employed","Part Time","","","","","4"
"4 on scale 1-7","2006","Not Employed","Full Time","","","","","4"
"4 on scale 1-7","2006","Employed","Not Working","","","","","4"
"4 on scale 1-7","2006","Employed","Part Time","","","","","4"
"4 on scale 1-7","2006","Employed","Full Time","","","","","4"
"4 on scale 1-7","2006","Not Employed","Not Working","","","","","4"
"5 on scale 1-7","2006","Employed","Not Working","","","","","5"
"5 on scale 1-7","2006","Employed","Part Time","","","","","5"
"5 on scale 1-7","2006","Not Employed","Not Working","","","","","5"
"5 on scale 1-7","2006","Employed","Full Time","","","","","5"
