"plh0214","year","age_gr","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","1068","0.197266843910767","0.186571701459942","0.207961986361592"
"1 Strongly disagree","2005","35-65 y.","2688","0.245009105241001","0.237179999797309","0.252838210684693"
"1 Strongly disagree","2005","66 and older","1350","0.383294569848335","0.367776952284335","0.398812187412336"
"2 on scale 1-7 ","2005","16-34 y.","1326","0.240165387336081","0.228684150662891","0.251646624009272"
"2 on scale 1-7 ","2005","35-65 y.","2810","0.22884190084049","0.221194926050758","0.236488875630222"
"2 on scale 1-7 ","2005","66 and older","835","0.21884756789334","0.205651073373947","0.232044062412733"
"3 on scale 1-7 ","2005","16-34 y.","919","0.171537162212964","0.161405293557971","0.181669030867957"
"3 on scale 1-7 ","2005","35-65 y.","1845","0.155397038029023","0.148802295546995","0.161991780511051"
"3 on scale 1-7 ","2005","66 and older","505","0.126494994415995","0.115885634228683","0.137104354603307"
"4 on scale 1-7","2005","16-34 y.","807","0.161364136462678","0.151477145231738","0.171251127693619"
"4 on scale 1-7","2005","35-65 y.","1727","0.153892336744901","0.147323756884372","0.160460916605431"
"4 on scale 1-7","2005","66 and older","475","0.123643677498224","0.113137465890271","0.134149889106177"
"5 on scale 1-7","2005","16-34 y.","717","0.140029390305015","0.130702747850559","0.149356032759471"
"5 on scale 1-7","2005","35-65 y.","1598","0.134344141868898","0.1281364210644","0.140551862673396"
"5 on scale 1-7","2005","66 and older","370","0.0933795087607995","0.0840928736293739","0.102666143892225"
"6 on scale 1-7","2005","16-34 y.","366","0.0679505087176404","0.0611867241322964","0.0747142933029845"
"6 on scale 1-7","2005","35-65 y.","668","0.0570383975636114","0.0528167610707171","0.0612600340565057"
"6 on scale 1-7","2005","66 and older","144","0.0319741083720491","0.0263589432368942","0.037589273507204"
"7 Strongly agree","2005","16-34 y.","115","0.0216865710548543","0.0177717818978444","0.0256013602118643"
"7 Strongly agree","2005","35-65 y.","257","0.0254770797120747","0.0226088031440934","0.0283453562800561"
"7 Strongly agree","2005","66 and older","92","0.0223655732112565","0.0176460504522131","0.0270850959702999"
"1 Strongly disagree","2006","16-34 y.","","","",""
"1 Strongly disagree","2006","35-65 y.","","","",""
"1 Strongly disagree","2006","66 and older","","","",""
"2 on scale 1-7 ","2006","16-34 y.","","","",""
"2 on scale 1-7 ","2006","35-65 y.","","","",""
"2 on scale 1-7 ","2006","66 and older","","","",""
"3 on scale 1-7 ","2006","16-34 y.","","","",""
"3 on scale 1-7 ","2006","35-65 y.","","","",""
"3 on scale 1-7 ","2006","66 and older","","","",""
"4 on scale 1-7","2006","16-34 y.","","","",""
"4 on scale 1-7","2006","35-65 y.","","","",""
"4 on scale 1-7","2006","66 and older","","","",""
"5 on scale 1-7","2006","16-34 y.","","","",""
"5 on scale 1-7","2006","35-65 y.","","","",""
"5 on scale 1-7","2006","66 and older","","","",""
"6 on scale 1-7","2006","16-34 y.","","","",""
"6 on scale 1-7","2006","35-65 y.","","","",""
"6 on scale 1-7","2006","66 and older","","","",""
"7 Strongly agree","2006","16-34 y.","","","",""
"7 Strongly agree","2006","35-65 y.","","","",""
"7 Strongly agree","2006","66 and older","","","",""
"1 Strongly disagree","2007","16-34 y.","","","",""
"1 Strongly disagree","2007","35-65 y.","","","",""
"1 Strongly disagree","2007","66 and older","","","",""
"2 on scale 1-7 ","2007","16-34 y.","","","",""
"2 on scale 1-7 ","2007","35-65 y.","","","",""
"2 on scale 1-7 ","2007","66 and older","","","",""
"3 on scale 1-7 ","2007","16-34 y.","","","",""
"3 on scale 1-7 ","2007","35-65 y.","","","",""
"3 on scale 1-7 ","2007","66 and older","","","",""
"4 on scale 1-7","2007","16-34 y.","","","",""
"4 on scale 1-7","2007","35-65 y.","","","",""
"4 on scale 1-7","2007","66 and older","","","",""
"5 on scale 1-7","2007","16-34 y.","","","",""
"5 on scale 1-7","2007","35-65 y.","","","",""
"5 on scale 1-7","2007","66 and older","","","",""
"6 on scale 1-7","2007","16-34 y.","","","",""
"6 on scale 1-7","2007","35-65 y.","","","",""
"6 on scale 1-7","2007","66 and older","","","",""
"7 Strongly agree","2007","16-34 y.","","","",""
"7 Strongly agree","2007","35-65 y.","","","",""
"7 Strongly agree","2007","66 and older","","","",""
"1 Strongly disagree","2008","16-34 y.","","","",""
"1 Strongly disagree","2008","35-65 y.","","","",""
"1 Strongly disagree","2008","66 and older","","","",""
"2 on scale 1-7 ","2008","16-34 y.","","","",""
"2 on scale 1-7 ","2008","35-65 y.","","","",""
"2 on scale 1-7 ","2008","66 and older","","","",""
"3 on scale 1-7 ","2008","16-34 y.","","","",""
"3 on scale 1-7 ","2008","35-65 y.","","","",""
"3 on scale 1-7 ","2008","66 and older","","","",""
"4 on scale 1-7","2008","16-34 y.","","","",""
"4 on scale 1-7","2008","35-65 y.","","","",""
"4 on scale 1-7","2008","66 and older","","","",""
"5 on scale 1-7","2008","16-34 y.","","","",""
"5 on scale 1-7","2008","35-65 y.","","","",""
"5 on scale 1-7","2008","66 and older","","","",""
"6 on scale 1-7","2008","16-34 y.","","","",""
"6 on scale 1-7","2008","35-65 y.","","","",""
"6 on scale 1-7","2008","66 and older","","","",""
"7 Strongly agree","2008","16-34 y.","","","",""
"7 Strongly agree","2008","35-65 y.","","","",""
"7 Strongly agree","2008","66 and older","","","",""
"1 Strongly disagree","2009","16-34 y.","630","0.151396096590142","0.140270204978313","0.162521988201971"
"1 Strongly disagree","2009","35-65 y.","1801","0.180967620853637","0.173367006147162","0.188568235560113"
"1 Strongly disagree","2009","66 and older","1142","0.300272509590436","0.28632325591452","0.314221763266353"
"2 on scale 1-7 ","2009","16-34 y.","963","0.23213671015436","0.219031655440494","0.245241764868226"
"2 on scale 1-7 ","2009","35-65 y.","2422","0.239083079347026","0.230662523028202","0.24750363566585"
"2 on scale 1-7 ","2009","66 and older","1029","0.238676392098248","0.22570405881908","0.251648725377417"
"3 on scale 1-7 ","2009","16-34 y.","786","0.190171296215905","0.177989984985037","0.202352607446773"
"3 on scale 1-7 ","2009","35-65 y.","1755","0.176277888007182","0.168754957932935","0.183800818081428"
