"plh0214","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","Male","1480","0.18887407221577","0.180492332943449","0.197255811488092"
"1 Strongly disagree","2005","no migration background","Female","2670","0.317580597708033","0.308022006261666","0.327139189154399"
"1 Strongly disagree","2005","direct migration background","Male","283","0.262183702913064","0.236344597291374","0.288022808534754"
"1 Strongly disagree","2005","direct migration background","Female","484","0.378417318556339","0.351520443432126","0.405314193680552"
"1 Strongly disagree","2005","indirect migration background","Male","82","0.21120024051483","0.17139978913759","0.25100069189207"
"1 Strongly disagree","2005","indirect migration background","Female","107","0.250078372623926","0.209003127855815","0.291153617392037"
"2 on scale 1-7 ","2005","no migration background","Male","1839","0.212818569159774","0.204053688379988","0.221583449939561"
"2 on scale 1-7 ","2005","no migration background","Female","2393","0.249473242535992","0.240588674622043","0.258357810449942"
"2 on scale 1-7 ","2005","direct migration background","Male","245","0.207740252298784","0.183906378694057","0.23157412590351"
"2 on scale 1-7 ","2005","direct migration background","Female","290","0.228621466542335","0.205332020995486","0.251910912089185"
"2 on scale 1-7 ","2005","indirect migration background","Male","97","0.200994943982913","0.161917626918954","0.240072261046872"
"2 on scale 1-7 ","2005","indirect migration background","Female","107","0.241790177940998","0.201178757109123","0.282401598772873"
"3 on scale 1-7 ","2005","no migration background","Male","1426","0.16492349479531","0.156976402984171","0.172870586606448"
"3 on scale 1-7 ","2005","no migration background","Female","1368","0.144249507343873","0.137035576349825","0.151463438337921"
"3 on scale 1-7 ","2005","direct migration background","Male","175","0.138926907005403","0.1186073749809","0.159246439029906"
"3 on scale 1-7 ","2005","direct migration background","Female","155","0.135380472672483","0.116406537833803","0.154354407511162"
"3 on scale 1-7 ","2005","indirect migration background","Male","72","0.191532902949889","0.1531612702346","0.229904535665177"
"3 on scale 1-7 ","2005","indirect migration background","Female","73","0.177863837140276","0.141593644852178","0.214134029428373"
"4 on scale 1-7","2005","no migration background","Male","1438","0.177376879430312","0.169196889027002","0.185556869833622"
"4 on scale 1-7","2005","no migration background","Female","1135","0.123273659668423","0.116523587634929","0.130023731701917"
"4 on scale 1-7","2005","direct migration background","Male","190","0.186878267396405","0.163977096230593","0.209779438562217"
"4 on scale 1-7","2005","direct migration background","Female","128","0.10244943616634","0.0856323356428529","0.119266536689828"
"4 on scale 1-7","2005","indirect migration background","Male","63","0.184433336691321","0.146614614328817","0.222252059053826"
"4 on scale 1-7","2005","indirect migration background","Female","55","0.143080735707824","0.109868761733397","0.176292709682251"
"5 on scale 1-7","2005","no migration background","Male","1354","0.155996797313114","0.148226570041171","0.163767024585057"
"5 on scale 1-7","2005","no migration background","Female","956","0.101654370126687","0.0954495957765909","0.107859144476783"
"5 on scale 1-7","2005","direct migration background","Male","147","0.140694428606196","0.120267043679658","0.161121813532733"
"5 on scale 1-7","2005","direct migration background","Female","119","0.0949611548986467","0.0787029169397581","0.111219392857535"
"5 on scale 1-7","2005","indirect migration background","Male","60","0.144983674361229","0.110651274416108","0.17931607430635"
"5 on scale 1-7","2005","indirect migration background","Female","49","0.125086912722256","0.0937091086506377","0.156464716793874"
"6 on scale 1-7","2005","no migration background","Male","606","0.0707216992368804","0.0652319428216914","0.0762114556520694"
"6 on scale 1-7","2005","no migration background","Female","434","0.0447422591214586","0.0404974274534665","0.0489870907894506"
"6 on scale 1-7","2005","direct migration background","Male","51","0.0370275212971701","0.025933991180206","0.0481210514141341"
"6 on scale 1-7","2005","direct migration background","Female","42","0.0393319413669252","0.0285517557464769","0.0501121269873736"
"6 on scale 1-7","2005","indirect migration background","Male","","","",""
"6 on scale 1-7","2005","indirect migration background","Female","","","",""
"7 Strongly agree","2005","no migration background","Male","234","0.029288487848839","0.0256777380285742","0.0328992376691038"
"7 Strongly agree","2005","no migration background","Female","156","0.0190263634955331","0.0162212670474507","0.0218314599436155"
"7 Strongly agree","2005","direct migration background","Male","","","",""
"7 Strongly agree","2005","direct migration background","Female","31","0.0208382097969306","0.0129164019520448","0.0287600176418163"
"7 Strongly agree","2005","indirect migration background","Male","","","",""
"7 Strongly agree","2005","indirect migration background","Female","","","",""
"1 Strongly disagree","2006","no migration background","Male","","","",""
"1 Strongly disagree","2006","no migration background","Female","","","",""
"1 Strongly disagree","2006","direct migration background","Male","","","",""
"1 Strongly disagree","2006","direct migration background","Female","","","",""
"1 Strongly disagree","2006","indirect migration background","Male","","","",""
"1 Strongly disagree","2006","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2006","no migration background","Male","","","",""
"2 on scale 1-7 ","2006","no migration background","Female","","","",""
"2 on scale 1-7 ","2006","direct migration background","Male","","","",""
"2 on scale 1-7 ","2006","direct migration background","Female","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2006","no migration background","Male","","","",""
"3 on scale 1-7 ","2006","no migration background","Female","","","",""
"3 on scale 1-7 ","2006","direct migration background","Male","","","",""
"3 on scale 1-7 ","2006","direct migration background","Female","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"4 on scale 1-7","2006","no migration background","Male","","","",""
"4 on scale 1-7","2006","no migration background","Female","","","",""
"4 on scale 1-7","2006","direct migration background","Male","","","",""
"4 on scale 1-7","2006","direct migration background","Female","","","",""
"4 on scale 1-7","2006","indirect migration background","Male","","","",""
"4 on scale 1-7","2006","indirect migration background","Female","","","",""
"5 on scale 1-7","2006","no migration background","Male","","","",""
"5 on scale 1-7","2006","no migration background","Female","","","",""
"5 on scale 1-7","2006","direct migration background","Male","","","",""
"5 on scale 1-7","2006","direct migration background","Female","","","",""
"5 on scale 1-7","2006","indirect migration background","Male","","","",""
"5 on scale 1-7","2006","indirect migration background","Female","","","",""
"6 on scale 1-7","2006","no migration background","Male","","","",""
"6 on scale 1-7","2006","no migration background","Female","","","",""
"6 on scale 1-7","2006","direct migration background","Male","","","",""
"6 on scale 1-7","2006","direct migration background","Female","","","",""
"6 on scale 1-7","2006","indirect migration background","Male","","","",""
"6 on scale 1-7","2006","indirect migration background","Female","","","",""
"7 Strongly agree","2006","no migration background","Male","","","",""
"7 Strongly agree","2006","no migration background","Female","","","",""
"7 Strongly agree","2006","direct migration background","Male","","","",""
