"plh0214","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","(0) in school","133","0.210630272203116","0.179379565351306","0.241880979054927"
"1 Strongly disagree","2005","16-34 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","16-34 y.","(1b) general elementary school","112","0.274518784511949","0.231685716464667","0.317351852559231"
"1 Strongly disagree","2005","16-34 y.","(1c) basic vocational qualification","124","0.203433966868743","0.171436254735123","0.235431679002364"
"1 Strongly disagree","2005","16-34 y.","(2b) intermediate general qualification","82","0.190308896842574","0.153713523184167","0.226904270500981"
"1 Strongly disagree","2005","16-34 y.","(2a) intermediate vocational","247","0.210000141278261","0.186418225581486","0.233582056975036"
"1 Strongly disagree","2005","16-34 y.","(2c_gen) general maturity certificate","105","0.136519802476548","0.110286125844319","0.162753479108777"
"1 Strongly disagree","2005","16-34 y.","(2c_voc) vocational maturity certificate","83","0.152272111208933","0.120905236959206","0.183638985458659"
"1 Strongly disagree","2005","16-34 y.","(3a) lower tertiary education","33","0.157967997617226","0.107039151880836","0.208896843353616"
"1 Strongly disagree","2005","16-34 y.","(3b) higher tertiary education","62","0.171560554904125","0.13051041027276","0.212610699535489"
"1 Strongly disagree","2005","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2005","35-65 y.","(1a) inadequately completed","48","0.275363427832013","0.201892221108612","0.348834634555413"
"1 Strongly disagree","2005","35-65 y.","(1b) general elementary school","223","0.315421051049259","0.281804189269497","0.34903791282902"
"1 Strongly disagree","2005","35-65 y.","(1c) basic vocational qualification","820","0.260709303630002","0.245895675538871","0.275522931721133"
"1 Strongly disagree","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","35-65 y.","(2a) intermediate vocational","734","0.226719029391442","0.212303811085574","0.24113424769731"
"1 Strongly disagree","2005","35-65 y.","(2c_gen) general maturity certificate","33","0.325129120395941","0.242347520751408","0.407910720040474"
"1 Strongly disagree","2005","35-65 y.","(2c_voc) vocational maturity certificate","194","0.233926090373494","0.205649881415308","0.262202299331681"
"1 Strongly disagree","2005","35-65 y.","(3a) lower tertiary education","225","0.198647806223701","0.175648074213554","0.221647538233848"
"1 Strongly disagree","2005","35-65 y.","(3b) higher tertiary education","371","0.214349091743344","0.195516447334462","0.233181736152227"
"1 Strongly disagree","2005","66 and older","(0) in school","","","",""
"1 Strongly disagree","2005","66 and older","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","66 and older","(1b) general elementary school","283","0.41746183355214","0.381111452776896","0.453812214327384"
"1 Strongly disagree","2005","66 and older","(1c) basic vocational qualification","597","0.363906811892278","0.341202465384125","0.386611158400431"
"1 Strongly disagree","2005","66 and older","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","66 and older","(2a) intermediate vocational","164","0.412003647497141","0.363889487179471","0.460117807814811"
"1 Strongly disagree","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","66 and older","(2c_voc) vocational maturity certificate","57","0.458807182780394","0.379063997795728","0.538550367765061"
"1 Strongly disagree","2005","66 and older","(3a) lower tertiary education","91","0.337891023149748","0.283824618460339","0.391957427839158"
"1 Strongly disagree","2005","66 and older","(3b) higher tertiary education","102","0.314412626145095","0.267105275882389","0.3617199764078"
"2 on scale 1-7 ","2005","16-34 y.","(0) in school","159","0.210833245521826","0.179571504958248","0.242094986085405"
"2 on scale 1-7 ","2005","16-34 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1b) general elementary school","88","0.212726279991751","0.173447904864089","0.252004655119413"
"2 on scale 1-7 ","2005","16-34 y.","(1c) basic vocational qualification","104","0.186281417907294","0.155334444217198","0.217228391597389"
"2 on scale 1-7 ","2005","16-34 y.","(2b) intermediate general qualification","106","0.219602418108598","0.181008979708113","0.258195856509083"
"2 on scale 1-7 ","2005","16-34 y.","(2a) intermediate vocational","285","0.227149522810116","0.202891274551224","0.251407771069008"
"2 on scale 1-7 ","2005","16-34 y.","(2c_gen) general maturity certificate","191","0.298757882589742","0.263785209619614","0.33373055555987"
"2 on scale 1-7 ","2005","16-34 y.","(2c_voc) vocational maturity certificate","155","0.299125595429229","0.259151401879639","0.339099788978819"
"2 on scale 1-7 ","2005","16-34 y.","(3a) lower tertiary education","54","0.268558161360056","0.206667652332089","0.330448670388023"
"2 on scale 1-7 ","2005","16-34 y.","(3b) higher tertiary education","102","0.319660749443584","0.268881882474634","0.370439616412533"
"2 on scale 1-7 ","2005","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1b) general elementary school","144","0.19715273062189","0.168370932237611","0.225934529006169"
"2 on scale 1-7 ","2005","35-65 y.","(1c) basic vocational qualification","723","0.192462527456165","0.179160127959794","0.205764926952536"
"2 on scale 1-7 ","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2a) intermediate vocational","774","0.244823212476603","0.230019890415155","0.259626534538051"
"2 on scale 1-7 ","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2c_voc) vocational maturity certificate","229","0.251756259533306","0.222765593018135","0.280746926048477"
"2 on scale 1-7 ","2005","35-65 y.","(3a) lower tertiary education","341","0.310857677662471","0.284176534440019","0.337538820884923"
