"plh0214","year","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","1973","0.299094196717921","0.288427581396702","0.30976081203914"
"1 Strongly disagree","2005","secondary school degree","1427","0.244922748622917","0.234047741990916","0.255797755254919"
"1 Strongly disagree","2005","college entrance qualification","1002","0.200019472272655","0.189136682027982","0.210902262517329"
"1 Strongly disagree","2005","Other degree","387","0.342111254760307","0.314289698870176","0.369932810650438"
"1 Strongly disagree","2005","no degree/no degree yet","222","0.246635870024571","0.218505502189272","0.274766237859871"
"2 on scale 1-7 ","2005","lower secondary degree","1491","0.20412556806091","0.194735606995965","0.213515529125856"
"2 on scale 1-7 ","2005","secondary school degree","1454","0.237297591603515","0.226539295355088","0.248055887851942"
"2 on scale 1-7 ","2005","college entrance qualification","1487","0.276868062699873","0.264694726557073","0.289041398842672"
"2 on scale 1-7 ","2005","Other degree","247","0.218944825233765","0.194693822305822","0.243195828161707"
"2 on scale 1-7 ","2005","no degree/no degree yet","205","0.19254096518377","0.166809373950233","0.218272556417306"
"3 on scale 1-7 ","2005","lower secondary degree","1053","0.141889129500869","0.13376009295869","0.150018166043049"
"3 on scale 1-7 ","2005","secondary school degree","963","0.163573384433581","0.154219553482489","0.172927215384673"
"3 on scale 1-7 ","2005","college entrance qualification","893","0.167507644801344","0.157348156014721","0.177667133587968"
"3 on scale 1-7 ","2005","Other degree","149","0.122716920787613","0.103475213415101","0.141958628160124"
"3 on scale 1-7 ","2005","no degree/no degree yet","149","0.174306031898166","0.149548315351607","0.199063748444725"
"4 on scale 1-7","2005","lower secondary degree","1095","0.152053667028574","0.143688484066536","0.160418849990612"
"4 on scale 1-7","2005","secondary school degree","878","0.144484595948045","0.135593731974594","0.153375459921495"
"4 on scale 1-7","2005","college entrance qualification","699","0.146041255575246","0.13643352897577","0.155648982174721"
"4 on scale 1-7","2005","Other degree","142","0.144311929838784","0.123704190129514","0.164919669548054"
"4 on scale 1-7","2005","no degree/no degree yet","138","0.174830936513181","0.150043852833036","0.199618020193327"
"5 on scale 1-7","2005","lower secondary degree","883","0.118931368648655","0.111390074341918","0.126472662955393"
"5 on scale 1-7","2005","secondary school degree","782","0.132258759765135","0.123691802172938","0.140825717357332"
"5 on scale 1-7","2005","college entrance qualification","728","0.136565305240077","0.12722310116918","0.145907509310973"
"5 on scale 1-7","2005","Other degree","129","0.120930995340469","0.101810382763717","0.140051607917222"
"5 on scale 1-7","2005","no degree/no degree yet","111","0.131163485741331","0.109133189892505","0.153193781590156"
"6 on scale 1-7","2005","lower secondary degree","400","0.0574104878987362","0.0519911063007001","0.0628298694967723"
"6 on scale 1-7","2005","secondary school degree","375","0.0554311743370873","0.0496447121586781","0.0612176365154964"
"6 on scale 1-7","2005","college entrance qualification","286","0.051783697342465","0.0457551226110042","0.0578122720739258"
"6 on scale 1-7","2005","Other degree","44","0.0381783067575456","0.0269406148822491","0.0494159986328422"
"6 on scale 1-7","2005","no degree/no degree yet","49","0.0425404986299652","0.0293698756795857","0.0557111215803447"
"7 Strongly agree","2005","lower secondary degree","183","0.0264955821443342","0.0227540583779266","0.0302371059107419"
"7 Strongly agree","2005","secondary school degree","128","0.0220317452897199","0.0183197612102929","0.025743729369147"
"7 Strongly agree","2005","college entrance qualification","95","0.0212145620683408","0.0172942088569136","0.0251349152797679"
"7 Strongly agree","2005","Other degree","","","",""
"7 Strongly agree","2005","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","lower secondary degree","","","",""
"1 Strongly disagree","2006","secondary school degree","","","",""
"1 Strongly disagree","2006","college entrance qualification","","","",""
"1 Strongly disagree","2006","Other degree","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","secondary school degree","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Other degree","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","secondary school degree","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Other degree","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","lower secondary degree","","","",""
"4 on scale 1-7","2006","secondary school degree","","","",""
"4 on scale 1-7","2006","college entrance qualification","","","",""
"4 on scale 1-7","2006","Other degree","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","lower secondary degree","","","",""
"5 on scale 1-7","2006","secondary school degree","","","",""
"5 on scale 1-7","2006","college entrance qualification","","","",""
"5 on scale 1-7","2006","Other degree","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","lower secondary degree","","","",""
"6 on scale 1-7","2006","secondary school degree","","","",""
"6 on scale 1-7","2006","college entrance qualification","","","",""
"6 on scale 1-7","2006","Other degree","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","","","",""
"7 Strongly agree","2006","lower secondary degree","","","",""
"7 Strongly agree","2006","secondary school degree","","","",""
"7 Strongly agree","2006","college entrance qualification","","","",""
"7 Strongly agree","2006","Other degree","","","",""
"7 Strongly agree","2006","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","lower secondary degree","","","",""
"1 Strongly disagree","2007","secondary school degree","","","",""
"1 Strongly disagree","2007","college entrance qualification","","","",""
"1 Strongly disagree","2007","Other degree","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","secondary school degree","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Other degree","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","","","",""
