"plh0214","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","(0) in school","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1a) inadequately completed","10","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1b) general elementary school","156","0.39607812535195","0.346839117307339","0.445317133396561"
"1 Strongly disagree","2005","1-pers.-HH","(1c) basic vocational qualification","322","0.365916585187559","0.334163479959493","0.397669690415626"
"1 Strongly disagree","2005","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2a) intermediate vocational","190","0.278768189434548","0.244110336983552","0.313426041885544"
"1 Strongly disagree","2005","1-pers.-HH","(2c_gen) general maturity certificate","28","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","61","0.26745871895284","0.210129664124111","0.324787773781569"
"1 Strongly disagree","2005","1-pers.-HH","(3a) lower tertiary education","55","0.246690518270767","0.191099446556152","0.302281589985381"
"1 Strongly disagree","2005","1-pers.-HH","(3b) higher tertiary education","80","0.256814341645449","0.209535212794069","0.304093470496829"
"1 Strongly disagree","2005","(Married) couple without C. ","(0) in school","1","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1a) inadequately completed","27","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1b) general elementary school","210","0.366719186548863","0.328126975485272","0.405311397612455"
"1 Strongly disagree","2005","(Married) couple without C. ","(1c) basic vocational qualification","712","0.292051454854139","0.274213036936979","0.309889872771298"
"1 Strongly disagree","2005","(Married) couple without C. ","(2b) intermediate general qualification","24","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2a) intermediate vocational","369","0.264040241658538","0.241136431473292","0.286944051843784"
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","33","0.245867063842165","0.171270772239412","0.320463355444919"
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","100","0.222581084996629","0.185132915031241","0.260029254962018"
"1 Strongly disagree","2005","(Married) couple without C. ","(3a) lower tertiary education","147","0.214313214304269","0.183761845480812","0.244864583127726"
"1 Strongly disagree","2005","(Married) couple without C. ","(3b) higher tertiary education","196","0.222092443596866","0.195840235765963","0.248344651427769"
"1 Strongly disagree","2005","Single parent ","(0) in school","22","","",""
"1 Strongly disagree","2005","Single parent ","(1a) inadequately completed","5","","",""
"1 Strongly disagree","2005","Single parent ","(1b) general elementary school","49","0.375473811717633","0.29745804404798","0.453489579387286"
"1 Strongly disagree","2005","Single parent ","(1c) basic vocational qualification","65","0.270362613975672","0.213816758900281","0.326908469051063"
"1 Strongly disagree","2005","Single parent ","(2b) intermediate general qualification","15","","",""
"1 Strongly disagree","2005","Single parent ","(2a) intermediate vocational","66","0.223037205242869","0.17272666446488","0.273347746020858"
"1 Strongly disagree","2005","Single parent ","(2c_gen) general maturity certificate","9","","",""
"1 Strongly disagree","2005","Single parent ","(2c_voc) vocational maturity certificate","13","","",""
"1 Strongly disagree","2005","Single parent ","(3a) lower tertiary education","9","","",""
"1 Strongly disagree","2005","Single parent ","(3b) higher tertiary education","17","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(0) in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1a) inadequately completed","11","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1b) general elementary school","55","0.264466884897312","0.205512566028844","0.32342120376578"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","177","0.231505931298305","0.202368485948235","0.260643376648376"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2a) intermediate vocational","262","0.222151558162584","0.19885418063292","0.245448935692248"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","16","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","80","0.199739968347238","0.162425535235594","0.237054401458882"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3a) lower tertiary education","59","0.230347103338817","0.182052845432535","0.278641361245098"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3b) higher tertiary education","109","0.185274653125705","0.152535829005691","0.21801347724572"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(0) in school","57","0.207277223956487","0.158836746969955","0.255717700943019"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1a) inadequately completed","17","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1b) general elementary school","75","0.264861782839738","0.212518504837033","0.317205060842442"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","167","0.212556216825808","0.184554294280911","0.240558139370705"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","32","0.225478099714675","0.16265886165434","0.28829733777501"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2a) intermediate vocational","172","0.204485444367348","0.176761304369736","0.23220958436496"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","42","0.162213810390985","0.11895680000062","0.20547082078135"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","47","0.274698487531617","0.21558134155629","0.333815633506943"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3a) lower tertiary education","47","0.174671311768139","0.126023375228325","0.223319248307954"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3b) higher tertiary education","83","0.236429421540332","0.194528372510928","0.278330470569736"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(0) in school","48","0.175692618341997","0.129075066718526","0.222310169965468"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1b) general elementary school","38","0.299485624797265","0.223613789466623","0.375357460127908"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","65","0.267458227532624","0.218025233961762","0.316891221103487"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","24","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","70","0.230909401267841","0.185303533041205","0.276515269494477"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","16","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","28","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","27","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","39","0.206791791581524","0.146265493076527","0.267318090086521"
"2 on scale 1-7 ","2005","1-pers.-HH","(0) in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","83","0.231608189891416","0.189136767510946","0.274079612271885"
"2 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","176","0.201826547261023","0.175368380869922","0.228284713652123"
"2 on scale 1-7 ","2005","1-pers.-HH","(2b) intermediate general qualification","16","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2a) intermediate vocational","147","0.233023898279417","0.200347532252744","0.26570026430609"
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_gen) general maturity certificate","47","0.323875453132866","0.246635695350995","0.401115210914738"
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","58","0.24422991722291","0.188585111668184","0.299874722777635"
"2 on scale 1-7 ","2005","1-pers.-HH","(3a) lower tertiary education","68","0.298926749475887","0.239892208687055","0.357961290264719"
"2 on scale 1-7 ","2005","1-pers.-HH","(3b) higher tertiary education","85","0.244553762969797","0.198038002533597","0.291069523405997"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(0) in school","1","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1a) inadequately completed","19","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1b) general elementary school","129","0.199512327226108","0.167508871841145","0.231515782611071"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1c) basic vocational qualification","534","0.204795210046541","0.18896359608186","0.220626824011223"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2b) intermediate general qualification","22","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2a) intermediate vocational","309","0.215834398682789","0.194459214503955","0.237209582861623"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","32","0.28875611334906","0.210247379512539","0.367264847185582"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","130","0.259589043641891","0.220121643597439","0.299056443686344"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3a) lower tertiary education","187","0.271536731357138","0.238423650032343","0.304649812681933"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3b) higher tertiary education","255","0.284058905619156","0.255576425832271","0.31254138540604"
"2 on scale 1-7 ","2005","Single parent ","(0) in school","18","","",""
"2 on scale 1-7 ","2005","Single parent ","(1a) inadequately completed","3","","",""
"2 on scale 1-7 ","2005","Single parent ","(1b) general elementary school","29","","",""
"2 on scale 1-7 ","2005","Single parent ","(1c) basic vocational qualification","49","0.204833550699932","0.153452439964527","0.256214661435338"
"2 on scale 1-7 ","2005","Single parent ","(2b) intermediate general qualification","10","","",""
"2 on scale 1-7 ","2005","Single parent ","(2a) intermediate vocational","59","0.293495740643798","0.238462066191365","0.348529415096231"
"2 on scale 1-7 ","2005","Single parent ","(2c_gen) general maturity certificate","23","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_voc) vocational maturity certificate","17","","",""
"2 on scale 1-7 ","2005","Single parent ","(3a) lower tertiary education","20","","",""
"2 on scale 1-7 ","2005","Single parent ","(3b) higher tertiary education","24","","",""
