"plh0214","year","education","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","Male","731","0.229892152313868","0.215868102548652","0.243916202079084"
"1 Strongly disagree","2005","lower secondary degree","Female","1242","0.363773503396427","0.348101835742759","0.379445171050095"
"1 Strongly disagree","2005","secondary school degree","Male","434","0.178880022126037","0.164054179495501","0.193705864756573"
"1 Strongly disagree","2005","secondary school degree","Female","993","0.299271543718589","0.283968547926249","0.314574539510929"
"1 Strongly disagree","2005","college entrance qualification","Male","414","0.152038457484026","0.138539874824279","0.165537040143773"
"1 Strongly disagree","2005","college entrance qualification","Female","588","0.254223056284091","0.237058372703286","0.271387739864895"
"1 Strongly disagree","2005","Other degree","Male","146","0.271346822011489","0.233562200492349","0.309131443530629"
"1 Strongly disagree","2005","Other degree","Female","241","0.406943428290718","0.367134064310212","0.446752792271224"
"1 Strongly disagree","2005","no degree/no degree yet","Male","78","0.171995915913155","0.135904929455732","0.208086902370578"
"1 Strongly disagree","2005","no degree/no degree yet","Female","144","0.318165438395165","0.276584855004616","0.359746021785715"
"2 on scale 1-7 ","2005","lower secondary degree","Male","634","0.174803923148642","0.162145204088335","0.18746264220895"
"2 on scale 1-7 ","2005","lower secondary degree","Female","857","0.231530880720832","0.217790097827661","0.245271663614002"
"2 on scale 1-7 ","2005","secondary school degree","Male","567","0.231418492833229","0.215103790572071","0.247733195094386"
"2 on scale 1-7 ","2005","secondary school degree","Female","887","0.242135700981518","0.227820613447616","0.25645078851542"
"2 on scale 1-7 ","2005","college entrance qualification","Male","741","0.266419542532891","0.249799570809221","0.283039514256561"
"2 on scale 1-7 ","2005","college entrance qualification","Female","746","0.28867163215669","0.270808361601553","0.306534902711827"
"2 on scale 1-7 ","2005","Other degree","Male","103","0.190281575082116","0.156926827796593","0.22363632236764"
"2 on scale 1-7 ","2005","Other degree","Female","144","0.245205204008698","0.210343432822218","0.280066975195179"
"2 on scale 1-7 ","2005","no degree/no degree yet","Male","89","0.149026106623322","0.11496860845496","0.183083604791685"
"2 on scale 1-7 ","2005","no degree/no degree yet","Female","116","0.234242478637141","0.19643279574764","0.272052161526642"
"3 on scale 1-7 ","2005","lower secondary degree","Male","565","0.152846946411726","0.140853474558645","0.164840418264808"
"3 on scale 1-7 ","2005","lower secondary degree","Female","488","0.131647466749317","0.120633390041362","0.142661543457272"
"3 on scale 1-7 ","2005","secondary school degree","Male","437","0.16785363163279","0.153395892352355","0.182311370913226"
"3 on scale 1-7 ","2005","secondary school degree","Female","526","0.160051024132486","0.147798528654218","0.172303519610755"
"3 on scale 1-7 ","2005","college entrance qualification","Male","490","0.186185497306587","0.171551633735096","0.200819360878078"
"3 on scale 1-7 ","2005","college entrance qualification","Female","403","0.146407496088753","0.13247173120031","0.160343260977196"
"3 on scale 1-7 ","2005","Other degree","Male","75","0.120573414252507","0.0929028605558584","0.148243967949155"
"3 on scale 1-7 ","2005","Other degree","Female","74","0.124680734842914","0.0979104447031677","0.15145102498266"
"3 on scale 1-7 ","2005","no degree/no degree yet","Male","76","0.179802898507279","0.143076283270141","0.216529513744417"
"3 on scale 1-7 ","2005","no degree/no degree yet","Female","73","0.169038229946498","0.135579645582382","0.202496814310614"
"4 on scale 1-7","2005","lower secondary degree","Male","637","0.182468731347987","0.169595664958545","0.195341797737428"
"4 on scale 1-7","2005","lower secondary degree","Female","458","0.12362639598907","0.112903945383985","0.134348846594155"
"4 on scale 1-7","2005","secondary school degree","Male","456","0.182440857872485","0.167500678929717","0.197381036815253"
"4 on scale 1-7","2005","secondary school degree","Female","422","0.113249103239752","0.102659319925113","0.123838886554392"
"4 on scale 1-7","2005","college entrance qualification","Male","403","0.158036330662002","0.144322824384593","0.17174983693941"
"4 on scale 1-7","2005","college entrance qualification","Female","296","0.132490561346441","0.119126039285396","0.145855083407487"
"4 on scale 1-7","2005","Other degree","Male","88","0.204021357388212","0.169777648313483","0.23826506646294"
"4 on scale 1-7","2005","Other degree","Female","54","0.08960800842071","0.066462976458607","0.112753040382813"
"4 on scale 1-7","2005","no degree/no degree yet","Male","74","0.213951006448227","0.174731202290971","0.253170810605483"
"4 on scale 1-7","2005","no degree/no degree yet","Female","64","0.137341072667549","0.106612361175304","0.168069784159793"
"5 on scale 1-7","2005","lower secondary degree","Male","532","0.15147244977847","0.139523344292613","0.163421555264328"
"5 on scale 1-7","2005","lower secondary degree","Female","351","0.0885170277983122","0.0792640504903305","0.097770005106294"
"5 on scale 1-7","2005","secondary school degree","Male","409","0.153309126094978","0.139371731367401","0.167246520822555"
"5 on scale 1-7","2005","secondary school degree","Female","373","0.114935700784469","0.10427750348818","0.125593898080758"
"5 on scale 1-7","2005","college entrance qualification","Male","445","0.153971309629912","0.14040268549557","0.167539933764253"
"5 on scale 1-7","2005","college entrance qualification","Female","283","0.116901948276825","0.104235956676107","0.129567939877544"
"5 on scale 1-7","2005","Other degree","Male","89","0.169425978920231","0.137549418892536","0.201302538947926"
"5 on scale 1-7","2005","Other degree","Female","40","0.0765013988798095","0.0549625262911176","0.0980402714685014"
"5 on scale 1-7","2005","no degree/no degree yet","Male","60","0.173952046810767","0.137699305907478","0.210204787714057"
"5 on scale 1-7","2005","no degree/no degree yet","Female","51","0.0901580036113855","0.064589241375651","0.11572676584712"
"6 on scale 1-7","2005","lower secondary degree","Male","246","0.0734879376852165","0.0647909437874099","0.0821849315830231"
"6 on scale 1-7","2005","lower secondary degree","Female","154","0.0423837886978215","0.0358209846327195","0.0489465927629236"
"6 on scale 1-7","2005","secondary school degree","Male","200","0.0643558975016234","0.0548633085685081","0.0738484864347387"
"6 on scale 1-7","2005","secondary school degree","Female","175","0.0480867175545848","0.0409371441489897","0.0552362909601798"
"6 on scale 1-7","2005","college entrance qualification","Male","167","0.0593109494863112","0.0504309314565923","0.06819096751603"
"6 on scale 1-7","2005","college entrance qualification","Female","119","0.0432802497653013","0.0352586478293667","0.051301851701236"
"6 on scale 1-7","2005","Other degree","Male","","","",""
"6 on scale 1-7","2005","Other degree","Female","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2005","lower secondary degree","Male","113","0.0350278593140899","0.028900127037521","0.0411555915906589"
"7 Strongly agree","2005","lower secondary degree","Female","70","0.0185209366482205","0.0141289015833346","0.0229129717131065"
"7 Strongly agree","2005","secondary school degree","Male","64","0.0217419719388577","0.0161002544820244","0.027383689395691"
"7 Strongly agree","2005","secondary school degree","Female","64","0.0222702095885999","0.0173391477849284","0.0272012713922714"
"7 Strongly agree","2005","college entrance qualification","Male","58","0.024037912898272","0.0182796933844872","0.0297961324120569"
"7 Strongly agree","2005","college entrance qualification","Female","37","0.0180250560818979","0.0127804560488254","0.0232696561149704"
"7 Strongly agree","2005","Other degree","Male","","","",""
"7 Strongly agree","2005","Other degree","Female","","","",""
"7 Strongly agree","2005","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2005","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2006","lower secondary degree","Male","","","",""
"1 Strongly disagree","2006","lower secondary degree","Female","","","",""
"1 Strongly disagree","2006","secondary school degree","Male","","","",""
"1 Strongly disagree","2006","secondary school degree","Female","","","",""
"1 Strongly disagree","2006","college entrance qualification","Male","","","",""
"1 Strongly disagree","2006","college entrance qualification","Female","","","",""
"1 Strongly disagree","2006","Other degree","Male","","","",""
"1 Strongly disagree","2006","Other degree","Female","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2006","Other degree","Male","","","",""
"2 on scale 1-7 ","2006","Other degree","Female","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2006","Other degree","Male","","","",""
"3 on scale 1-7 ","2006","Other degree","Female","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2006","lower secondary degree","Male","","","",""
"4 on scale 1-7","2006","lower secondary degree","Female","","","",""
"4 on scale 1-7","2006","secondary school degree","Male","","","",""
"4 on scale 1-7","2006","secondary school degree","Female","","","",""
"4 on scale 1-7","2006","college entrance qualification","Male","","","",""
"4 on scale 1-7","2006","college entrance qualification","Female","","","",""
"4 on scale 1-7","2006","Other degree","Male","","","",""
"4 on scale 1-7","2006","Other degree","Female","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2006","lower secondary degree","Male","","","",""
"5 on scale 1-7","2006","lower secondary degree","Female","","","",""
"5 on scale 1-7","2006","secondary school degree","Male","","","",""
"5 on scale 1-7","2006","secondary school degree","Female","","","",""
"5 on scale 1-7","2006","college entrance qualification","Male","","","",""
"5 on scale 1-7","2006","college entrance qualification","Female","","","",""
"5 on scale 1-7","2006","Other degree","Male","","","",""
"5 on scale 1-7","2006","Other degree","Female","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2006","lower secondary degree","Male","","","",""
"6 on scale 1-7","2006","lower secondary degree","Female","","","",""
"6 on scale 1-7","2006","secondary school degree","Male","","","",""
"6 on scale 1-7","2006","secondary school degree","Female","","","",""
"6 on scale 1-7","2006","college entrance qualification","Male","","","",""
"6 on scale 1-7","2006","college entrance qualification","Female","","","",""
"6 on scale 1-7","2006","Other degree","Male","","","",""
"6 on scale 1-7","2006","Other degree","Female","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2006","lower secondary degree","Male","","","",""
"7 Strongly agree","2006","lower secondary degree","Female","","","",""
"7 Strongly agree","2006","secondary school degree","Male","","","",""
"7 Strongly agree","2006","secondary school degree","Female","","","",""
"7 Strongly agree","2006","college entrance qualification","Male","","","",""
"7 Strongly agree","2006","college entrance qualification","Female","","","",""
"7 Strongly agree","2006","Other degree","Male","","","",""
"7 Strongly agree","2006","Other degree","Female","","","",""
"7 Strongly agree","2006","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2006","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2007","lower secondary degree","Male","","","",""
"1 Strongly disagree","2007","lower secondary degree","Female","","","",""
"1 Strongly disagree","2007","secondary school degree","Male","","","",""
"1 Strongly disagree","2007","secondary school degree","Female","","","",""
"1 Strongly disagree","2007","college entrance qualification","Male","","","",""
"1 Strongly disagree","2007","college entrance qualification","Female","","","",""
"1 Strongly disagree","2007","Other degree","Male","","","",""
"1 Strongly disagree","2007","Other degree","Female","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2007","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2007","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2007","Other degree","Male","","","",""
"2 on scale 1-7 ","2007","Other degree","Female","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2007","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2007","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2007","Other degree","Male","","","",""
"3 on scale 1-7 ","2007","Other degree","Female","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2007","lower secondary degree","Male","","","",""
"4 on scale 1-7","2007","lower secondary degree","Female","","","",""
"4 on scale 1-7","2007","secondary school degree","Male","","","",""
"4 on scale 1-7","2007","secondary school degree","Female","","","",""
"4 on scale 1-7","2007","college entrance qualification","Male","","","",""
"4 on scale 1-7","2007","college entrance qualification","Female","","","",""
"4 on scale 1-7","2007","Other degree","Male","","","",""
"4 on scale 1-7","2007","Other degree","Female","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2007","lower secondary degree","Male","","","",""
"5 on scale 1-7","2007","lower secondary degree","Female","","","",""
"5 on scale 1-7","2007","secondary school degree","Male","","","",""
"5 on scale 1-7","2007","secondary school degree","Female","","","",""
"5 on scale 1-7","2007","college entrance qualification","Male","","","",""
"5 on scale 1-7","2007","college entrance qualification","Female","","","",""
"5 on scale 1-7","2007","Other degree","Male","","","",""
"5 on scale 1-7","2007","Other degree","Female","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2007","lower secondary degree","Male","","","",""
"6 on scale 1-7","2007","lower secondary degree","Female","","","",""
"6 on scale 1-7","2007","secondary school degree","Male","","","",""
"6 on scale 1-7","2007","secondary school degree","Female","","","",""
"6 on scale 1-7","2007","college entrance qualification","Male","","","",""
"6 on scale 1-7","2007","college entrance qualification","Female","","","",""
"6 on scale 1-7","2007","Other degree","Male","","","",""
"6 on scale 1-7","2007","Other degree","Female","","","",""
"6 on scale 1-7","2007","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2007","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2007","lower secondary degree","Male","","","",""
