"plh0214","year","education","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","no migration background","1735","0.300149866638991","0.288765335873758","0.311534397404224"
"1 Strongly disagree","2005","lower secondary degree","direct migration background","172","0.300946580276414","0.264184727820438","0.337708432732389"
"1 Strongly disagree","2005","lower secondary degree","indirect migration background","66","0.263451033388915","0.209278144216171","0.317623922561659"
"1 Strongly disagree","2005","secondary school degree","no migration background","1308","0.243820345477213","0.232537932417151","0.255102758537275"
"1 Strongly disagree","2005","secondary school degree","direct migration background","81","0.299335873584262","0.241396099813494","0.357275647355029"
"1 Strongly disagree","2005","secondary school degree","indirect migration background","38","0.196156017399691","0.141531605751825","0.250780429047557"
"1 Strongly disagree","2005","college entrance qualification","no migration background","890","0.192038223037892","0.180811508467942","0.203264937607842"
"1 Strongly disagree","2005","college entrance qualification","direct migration background","70","0.31538821482859","0.259442082271044","0.371334347386137"
"1 Strongly disagree","2005","college entrance qualification","indirect migration background","42","0.176418829463177","0.123055154790939","0.229782504135415"
"1 Strongly disagree","2005","Other degree","no migration background","33","0.268519758538435","0.185698624617374","0.351340892459495"
"1 Strongly disagree","2005","Other degree","direct migration background","348","0.348057592194991","0.318369648544673","0.37774553584531"
"1 Strongly disagree","2005","Other degree","indirect migration background","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","no migration background","120","0.208389155996263","0.175504545039464","0.241273766953062"
"1 Strongly disagree","2005","no degree/no degree yet","direct migration background","81","0.329665715579626","0.267263149014129","0.392068282145122"
"1 Strongly disagree","2005","no degree/no degree yet","indirect migration background","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","no migration background","1303","0.203048015456156","0.193055864519966","0.213040166392347"
"2 on scale 1-7 ","2005","lower secondary degree","direct migration background","133","0.207435220131709","0.174937257729795","0.239933182533623"
"2 on scale 1-7 ","2005","lower secondary degree","indirect migration background","55","0.227270677018806","0.175733973977217","0.278807380060395"
"2 on scale 1-7 ","2005","secondary school degree","no migration background","1362","0.241485058502883","0.230239481783909","0.252730635221857"
"2 on scale 1-7 ","2005","secondary school degree","direct migration background","51","0.20497344200699","0.153901533716424","0.256045350297557"
"2 on scale 1-7 ","2005","secondary school degree","indirect migration background","41","0.182104103338371","0.129014564524745","0.235193642151998"
"2 on scale 1-7 ","2005","college entrance qualification","no migration background","1349","0.277936039948846","0.265168015632102","0.290704064265591"
"2 on scale 1-7 ","2005","college entrance qualification","direct migration background","69","0.233288612145327","0.182368672444325","0.284208551846329"
"2 on scale 1-7 ","2005","college entrance qualification","indirect migration background","69","0.337191888429043","0.271007962996557","0.403375813861529"
"2 on scale 1-7 ","2005","Other degree","no migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","direct migration background","220","0.221703787777219","0.195815164242361","0.247592411312078"
"2 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","no migration background","137","0.207575206647197","0.174738011787818","0.240412401506576"
"2 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","48","0.189258468930018","0.137260220355723","0.241256717504313"
"2 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","no migration background","928","0.142166147591538","0.13349167217193","0.150840623011146"
"3 on scale 1-7 ","2005","lower secondary degree","direct migration background","82","0.119580216236423","0.093574305788522","0.145586126684324"
"3 on scale 1-7 ","2005","lower secondary degree","indirect migration background","43","0.190557124243817","0.142258258675167","0.238855989812468"
"3 on scale 1-7 ","2005","secondary school degree","no migration background","879","0.158379794841997","0.148786617014349","0.167972972669645"
"3 on scale 1-7 ","2005","secondary school degree","direct migration background","38","0.198781093222652","0.14829106632743","0.249271120117873"
"3 on scale 1-7 ","2005","secondary school degree","indirect migration background","46","0.238761430685737","0.180114869671297","0.297407991700177"
"3 on scale 1-7 ","2005","college entrance qualification","no migration background","818","0.168612601459104","0.1579414774396","0.179283725478607"
"3 on scale 1-7 ","2005","college entrance qualification","direct migration background","47","0.162145035014918","0.117767680872623","0.206522389157213"
"3 on scale 1-7 ","2005","college entrance qualification","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Other degree","no migration background","","","",""
"3 on scale 1-7 ","2005","Other degree","direct migration background","127","0.116199811714829","0.0962274371506598","0.136172186278998"
"3 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","no migration background","104","0.180734417357577","0.149579107855645","0.211889726859509"
"3 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","","","",""
"4 on scale 1-7","2005","lower secondary degree","no migration background","964","0.152296273936918","0.143371232976596","0.16122131489724"
"4 on scale 1-7","2005","lower secondary degree","direct migration background","92","0.155491085596036","0.126447357252893","0.184534813939179"
"4 on scale 1-7","2005","lower secondary degree","indirect migration background","39","0.136196542602725","0.0940150694340612","0.178378015771388"
"4 on scale 1-7","2005","secondary school degree","no migration background","816","0.143183931490326","0.133980591350628","0.152387271630024"
"4 on scale 1-7","2005","secondary school degree","direct migration background","","","",""
"4 on scale 1-7","2005","secondary school degree","indirect migration background","35","0.202526003485385","0.147242095709949","0.25780991126082"
"4 on scale 1-7","2005","college entrance qualification","no migration background","651","0.150685791368727","0.140489698546783","0.160881884190671"
"4 on scale 1-7","2005","college entrance qualification","direct migration background","","","",""
"4 on scale 1-7","2005","college entrance qualification","indirect migration background","","","",""
"4 on scale 1-7","2005","Other degree","no migration background","","","",""
"4 on scale 1-7","2005","Other degree","direct migration background","130","0.145018394559406","0.123073177678307","0.166963611440505"
"4 on scale 1-7","2005","Other degree","indirect migration background","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","no migration background","93","0.174176880951565","0.143469833787073","0.204883928116058"
"4 on scale 1-7","2005","no degree/no degree yet","direct migration background","30","0.156933113918609","0.108648567496051","0.205217660341167"
"4 on scale 1-7","2005","no degree/no degree yet","indirect migration background","","","",""
"5 on scale 1-7","2005","lower secondary degree","no migration background","779","0.117168556330693","0.109179638233542","0.125157474427843"
"5 on scale 1-7","2005","lower secondary degree","direct migration background","73","0.141536409239402","0.113598588525973","0.169474229952832"
"5 on scale 1-7","2005","lower secondary degree","indirect migration background","31","0.113039290855102","0.0740990946219938","0.15197948708821"
