"plh0214","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","West Germany","1201","0.20309867111364","0.192995455819082","0.213201886408197"
"1 Strongly disagree","2005","Full Time","East Germany","377","0.207008310722281","0.18894186425349","0.225074757191072"
"1 Strongly disagree","2005","Part Time","West Germany","943","0.260477529279351","0.246530277011911","0.274424781546792"
"1 Strongly disagree","2005","Part Time","East Germany","219","0.213641865329831","0.188313773438582","0.23896995722108"
"1 Strongly disagree","2005","Not Working","West Germany","1738","0.323224643800259","0.311136742422585","0.335312545177933"
"1 Strongly disagree","2005","Not Working","East Germany","628","0.324576856113838","0.30454172943544","0.344611982792236"
"2 on scale 1-7 ","2005","Full Time","West Germany","1418","0.22608217057366","0.215577453151894","0.236586887995426"
"2 on scale 1-7 ","2005","Full Time","East Germany","496","0.246226000835227","0.227015793065154","0.2654362086053"
"2 on scale 1-7 ","2005","Part Time","West Germany","1001","0.244414779152452","0.230758471386409","0.258071086918495"
"2 on scale 1-7 ","2005","Part Time","East Germany","275","0.268717664466021","0.24132465483118","0.296110674100863"
"2 on scale 1-7 ","2005","Not Working","West Germany","1292","0.214712655538063","0.204100110945524","0.225325200130602"
"2 on scale 1-7 ","2005","Not Working","East Germany","489","0.235091711368146","0.216946221745541","0.253237200990752"
"3 on scale 1-7 ","2005","Full Time","West Germany","1023","0.161243779065096","0.152008220800785","0.170479337329406"
"3 on scale 1-7 ","2005","Full Time","East Germany","326","0.168784214259528","0.152082258294929","0.185486170224127"
"3 on scale 1-7 ","2005","Part Time","West Germany","615","0.161162866531133","0.149478661955399","0.172847071106866"
"3 on scale 1-7 ","2005","Part Time","East Germany","176","0.172407483074724","0.149065624461879","0.195749341687568"
"3 on scale 1-7 ","2005","Not Working","West Germany","836","0.141684371666901","0.13267154764055","0.150697195693253"
"3 on scale 1-7 ","2005","Not Working","East Germany","293","0.129348035840458","0.114988263313647","0.143707808367269"
"4 on scale 1-7","2005","Full Time","West Germany","947","0.166587492964733","0.157230097281374","0.175944888648092"
"4 on scale 1-7","2005","Full Time","East Germany","301","0.158697782069022","0.142404597564862","0.174990966573182"
"4 on scale 1-7","2005","Part Time","West Germany","521","0.139398382276407","0.128391665717038","0.150405098835776"
"4 on scale 1-7","2005","Part Time","East Germany","144","0.141494834795074","0.119957555000049","0.163032114590098"
"4 on scale 1-7","2005","Not Working","West Germany","822","0.142151798686104","0.133126578431584","0.151177018940624"
"4 on scale 1-7","2005","Not Working","East Germany","274","0.13033064238264","0.115924566398662","0.144736718366617"
"5 on scale 1-7","2005","Full Time","West Germany","957","0.152765916205002","0.143731112209502","0.161800720200502"
"5 on scale 1-7","2005","Full Time","East Germany","254","0.12505824801199","0.110308307430916","0.139808188593065"
"5 on scale 1-7","2005","Part Time","West Germany","449","0.118605128652375","0.108330530839932","0.128879726464819"
"5 on scale 1-7","2005","Part Time","East Germany","112","0.11687641968308","0.0970235500472344","0.136729289318926"
"5 on scale 1-7","2005","Not Working","West Germany","647","0.112010671980653","0.10385968908567","0.120161654875637"
"5 on scale 1-7","2005","Not Working","East Germany","266","0.112280301895846","0.0987709329270032","0.125789670864689"
"6 on scale 1-7","2005","Full Time","West Germany","399","0.0659538967845322","0.0597207381788009","0.0721870553902634"
"6 on scale 1-7","2005","Full Time","East Germany","143","0.0735762409283861","0.0619344935773671","0.085217988279405"
"6 on scale 1-7","2005","Part Time","West Germany","200","0.0542752701218515","0.047075623071153","0.0614749171725499"
"6 on scale 1-7","2005","Part Time","East Germany","61","0.0606845104312231","0.0459310543225978","0.0754379665398484"
"6 on scale 1-7","2005","Not Working","West Germany","272","0.0408265299978528","0.0357121119873878","0.0459409480083178"
"6 on scale 1-7","2005","Not Working","East Germany","103","0.0457233297351841","0.0367851017641607","0.0546615577062076"
"7 Strongly agree","2005","Full Time","West Germany","146","0.0242680732933377","0.0204036321426988","0.0281325144439766"
"7 Strongly agree","2005","Full Time","East Germany","35","0.0206492031735653","0.0143080927034299","0.0269903136437006"
"7 Strongly agree","2005","Part Time","West Germany","75","0.0216660439864305","0.0170394518987565","0.0262926360741045"
"7 Strongly agree","2005","Part Time","East Germany","19","","",""
"7 Strongly agree","2005","Not Working","West Germany","144","0.0253893283301666","0.0213237943586373","0.0294548623016958"
"7 Strongly agree","2005","Not Working","East Germany","45","0.0226491226638877","0.0162826878806475","0.0290155574471279"
"1 Strongly disagree","2006","Full Time","West Germany","","","",""
"1 Strongly disagree","2006","Full Time","East Germany","","","",""
"1 Strongly disagree","2006","Part Time","West Germany","","","",""
"1 Strongly disagree","2006","Part Time","East Germany","","","",""
"1 Strongly disagree","2006","Not Working","West Germany","","","",""
"1 Strongly disagree","2006","Not Working","East Germany","","","",""
"2 on scale 1-7 ","2006","Full Time","West Germany","","","",""
"2 on scale 1-7 ","2006","Full Time","East Germany","","","",""
"2 on scale 1-7 ","2006","Part Time","West Germany","","","",""
"2 on scale 1-7 ","2006","Part Time","East Germany","","","",""
"2 on scale 1-7 ","2006","Not Working","West Germany","","","",""
"2 on scale 1-7 ","2006","Not Working","East Germany","","","",""
"3 on scale 1-7 ","2006","Full Time","West Germany","","","",""
"3 on scale 1-7 ","2006","Full Time","East Germany","","","",""
"3 on scale 1-7 ","2006","Part Time","West Germany","","","",""
"3 on scale 1-7 ","2006","Part Time","East Germany","","","",""
"3 on scale 1-7 ","2006","Not Working","West Germany","","","",""
"3 on scale 1-7 ","2006","Not Working","East Germany","","","",""
"4 on scale 1-7","2006","Full Time","West Germany","","","",""
"4 on scale 1-7","2006","Full Time","East Germany","","","",""
"4 on scale 1-7","2006","Part Time","West Germany","","","",""
"4 on scale 1-7","2006","Part Time","East Germany","","","",""
"4 on scale 1-7","2006","Not Working","West Germany","","","",""
"4 on scale 1-7","2006","Not Working","East Germany","","","",""
"5 on scale 1-7","2006","Full Time","West Germany","","","",""
"5 on scale 1-7","2006","Full Time","East Germany","","","",""
"5 on scale 1-7","2006","Part Time","West Germany","","","",""
"5 on scale 1-7","2006","Part Time","East Germany","","","",""
"5 on scale 1-7","2006","Not Working","West Germany","","","",""
"5 on scale 1-7","2006","Not Working","East Germany","","","",""
"6 on scale 1-7","2006","Full Time","West Germany","","","",""
"6 on scale 1-7","2006","Full Time","East Germany","","","",""
"6 on scale 1-7","2006","Part Time","West Germany","","","",""
"6 on scale 1-7","2006","Part Time","East Germany","","","",""
"6 on scale 1-7","2006","Not Working","West Germany","","","",""
"6 on scale 1-7","2006","Not Working","East Germany","","","",""
"7 Strongly agree","2006","Full Time","West Germany","","","",""
"7 Strongly agree","2006","Full Time","East Germany","","","",""
"7 Strongly agree","2006","Part Time","West Germany","","","",""
"7 Strongly agree","2006","Part Time","East Germany","","","",""
"7 Strongly agree","2006","Not Working","West Germany","","","",""
"7 Strongly agree","2006","Not Working","East Germany","","","",""
