"plh0214","year","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","3882","0.263190314087293","0.256290155974764","0.270090472199821"
"1 Strongly disagree","2005","East Germany","1224","0.262072173034656","0.249926470818341","0.27421787525097"
"2 on scale 1-7 ","2005","West Germany","3711","0.225904702649391","0.219352213982401","0.232457191316382"
"2 on scale 1-7 ","2005","East Germany","1260","0.245569833494026","0.23368201238667","0.257457654601382"
"3 on scale 1-7 ","2005","West Germany","2474","0.153606931523623","0.147957068953764","0.159256794093481"
"3 on scale 1-7 ","2005","East Germany","795","0.151467213014044","0.141565761582238","0.161368664445849"
"4 on scale 1-7","2005","West Germany","2290","0.150765828977008","0.145159073468148","0.156372584485867"
"4 on scale 1-7","2005","East Germany","719","0.142335496186786","0.132685646282823","0.151985346090749"
"5 on scale 1-7","2005","West Germany","2053","0.128971517391183","0.123719701280235","0.134223333502131"
"5 on scale 1-7","2005","East Germany","632","0.117602541866469","0.108705498471081","0.126499585261856"
"6 on scale 1-7","2005","West Germany","871","0.0534592531652297","0.0499345095797768","0.0569839967506826"
"6 on scale 1-7","2005","East Germany","307","0.0582991349134658","0.0518278164863749","0.0647704533405566"
"7 Strongly agree","2005","West Germany","365","0.0241014522062728","0.0216983603616118","0.0265045440509338"
"7 Strongly agree","2005","East Germany","99","0.0226536074905545","0.0185440205450417","0.0267631944360673"
"1 Strongly disagree","2006","West Germany","","","",""
"1 Strongly disagree","2006","East Germany","","","",""
"2 on scale 1-7 ","2006","West Germany","","","",""
"2 on scale 1-7 ","2006","East Germany","","","",""
"3 on scale 1-7 ","2006","West Germany","","","",""
"3 on scale 1-7 ","2006","East Germany","","","",""
"4 on scale 1-7","2006","West Germany","","","",""
"4 on scale 1-7","2006","East Germany","","","",""
"5 on scale 1-7","2006","West Germany","","","",""
"5 on scale 1-7","2006","East Germany","","","",""
"6 on scale 1-7","2006","West Germany","","","",""
"6 on scale 1-7","2006","East Germany","","","",""
"7 Strongly agree","2006","West Germany","","","",""
"7 Strongly agree","2006","East Germany","","","",""
"1 Strongly disagree","2007","West Germany","","","",""
"1 Strongly disagree","2007","East Germany","","","",""
"2 on scale 1-7 ","2007","West Germany","","","",""
"2 on scale 1-7 ","2007","East Germany","","","",""
"3 on scale 1-7 ","2007","West Germany","","","",""
"3 on scale 1-7 ","2007","East Germany","","","",""
"4 on scale 1-7","2007","West Germany","","","",""
"4 on scale 1-7","2007","East Germany","","","",""
"5 on scale 1-7","2007","West Germany","","","",""
"5 on scale 1-7","2007","East Germany","","","",""
"6 on scale 1-7","2007","West Germany","","","",""
"6 on scale 1-7","2007","East Germany","","","",""
