"plh0214","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","(0) in school","97","0.200794188023328","0.165958762441918","0.235629613604739"
"1 Strongly disagree","2005","no migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","no migration background","(1b) general elementary school","409","0.35047993597607","0.32376169191244","0.377198180039699"
"1 Strongly disagree","2005","no migration background","(1c) basic vocational qualification","1301","0.286025750543977","0.273364985487325","0.298686515600629"
"1 Strongly disagree","2005","no migration background","(2b) intermediate general qualification","100","0.241491759993431","0.202338037523951","0.280645482462911"
"1 Strongly disagree","2005","no migration background","(2a) intermediate vocational","1067","0.242487675183807","0.229984883356949","0.254990467010664"
"1 Strongly disagree","2005","no migration background","(2c_gen) general maturity certificate","101","0.167488849145295","0.137659908892661","0.197317789397929"
"1 Strongly disagree","2005","no migration background","(2c_voc) vocational maturity certificate","234","0.207936199876414","0.18487830025322","0.230994099499608"
"1 Strongly disagree","2005","no migration background","(3a) lower tertiary education","326","0.220544415932188","0.199916946510485","0.241171885353891"
"1 Strongly disagree","2005","no migration background","(3b) higher tertiary education","431","0.192640394720766","0.176183324397279","0.209097465044254"
"1 Strongly disagree","2005","direct migration background","(0) in school","","","",""
"1 Strongly disagree","2005","direct migration background","(1a) inadequately completed","63","0.345962725013659","0.272712917369517","0.4192125326578"
"1 Strongly disagree","2005","direct migration background","(1b) general elementary school","178","0.355033089939778","0.313824633798301","0.396241546081254"
"1 Strongly disagree","2005","direct migration background","(1c) basic vocational qualification","201","0.300878397708692","0.266072163457926","0.335684631959457"
"1 Strongly disagree","2005","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","direct migration background","(2a) intermediate vocational","52","0.295439683027329","0.221935723052259","0.368943643002398"
"1 Strongly disagree","2005","direct migration background","(2c_gen) general maturity certificate","30","0.316754292734544","0.22860762222733","0.404900963241758"
"1 Strongly disagree","2005","direct migration background","(2c_voc) vocational maturity certificate","85","0.330103945590218","0.273803768412359","0.386404122768077"
"1 Strongly disagree","2005","direct migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","direct migration background","(3b) higher tertiary education","92","0.379214774229993","0.320687346361688","0.437742202098298"
"1 Strongly disagree","2005","indirect migration background","(0) in school","","","",""
"1 Strongly disagree","2005","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","indirect migration background","(1b) general elementary school","31","0.266456006233129","0.185653466645504","0.347258545820755"
"1 Strongly disagree","2005","indirect migration background","(1c) basic vocational qualification","39","0.27556402834093","0.203089911962735","0.348038144719125"
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","no migration background","(0) in school","125","0.226724011138996","0.190313040572779","0.263134981705214"
"2 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","no migration background","(1b) general elementary school","251","0.210180212617337","0.187364188609532","0.232996236625142"
"2 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","1024","0.198704369537214","0.187525028512432","0.209883710561996"
"2 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","107","0.209555090077797","0.172322207647654","0.246787972507939"
"2 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","1092","0.240303252793633","0.227838970631037","0.25276753495623"
"2 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","169","0.285345877311669","0.249272766306905","0.321418988316434"
"2 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","326","0.260462664586728","0.235526629405862","0.285398699767595"
"2 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","443","0.29420454117597","0.271533767132359","0.316875315219581"
"2 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","628","0.275052703935593","0.256418685814807","0.293686722056379"
"2 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","34","0.184003610522775","0.124334732084638","0.243672488960911"
"2 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","108","0.205999641809242","0.171171781576294","0.240827502042191"
"2 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","153","0.223319721552597","0.191713698559035","0.25492574454616"
"2 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","32","0.273290415139197","0.201492823328625","0.345088006949769"
"2 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","65","0.208784458234023","0.160123889313828","0.257445027154217"
"2 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","63","0.226528541362644","0.176035708376219","0.277021374349069"
"2 on scale 1-7 ","2005","indirect migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","30","0.22341145339168","0.15584675061229","0.290976156171071"
"2 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","no migration background","(0) in school","93","0.193830592008285","0.159455762496542","0.228205421520028"
"3 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","no migration background","(1b) general elementary school","178","0.125602847900596","0.107044720268792","0.144160975532399"
"3 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","733","0.147353497648588","0.137422775283665","0.157284220013511"
"3 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","83","0.170820752507371","0.136390811730454","0.205250693284289"
"3 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","699","0.156904408146937","0.146294214862416","0.167514601431459"
"3 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","112","0.168410254782848","0.138515935102174","0.198304574463523"
