"plh0214","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Urban Area","741","0.199165013074684","0.186029386349332","0.212300639800037","1"
"1 Strongly disagree","2005","16-34 y.","Rural Area","327","0.193154083009693","0.174747335053642","0.211560830965744","1"
"1 Strongly disagree","2005","35-65 y.","Urban Area","1849","0.246802309569508","0.237224288744733","0.256380330394282","1"
"1 Strongly disagree","2005","35-65 y.","Rural Area","839","0.241016435524862","0.227433860266369","0.254599010783355","1"
"1 Strongly disagree","2005","66 and older","Urban Area","928","0.38878860537151","0.369714233494454","0.407862977248565","1"
"1 Strongly disagree","2005","66 and older","Rural Area","422","0.37102793125461","0.344375465383513","0.397680397125708","1"
"2 on scale 1-7 ","2005","35-65 y.","Urban Area","1892","0.230051917100474","0.220702375318934","0.239401458882013","2"
"2 on scale 1-7 ","2005","16-34 y.","Urban Area","898","0.247408726605258","0.233216195622827","0.261601257587689","2"
"2 on scale 1-7 ","2005","66 and older","Rural Area","286","0.214552101833185","0.191903390778987","0.237200812887382","2"
"2 on scale 1-7 ","2005","16-34 y.","Rural Area","428","0.224471252637356","0.205017242772049","0.243925262502663","2"
"2 on scale 1-7 ","2005","35-65 y.","Rural Area","918","0.226147731971684","0.212862542493195","0.239432921450172","2"
"2 on scale 1-7 ","2005","66 and older","Urban Area","549","0.220771439942131","0.204542070879919","0.237000809004343","2"
"3 on scale 1-7 ","2005","66 and older","Urban Area","327","0.118459142386278","0.10581459537856","0.131103689393996","3"
"3 on scale 1-7 ","2005","16-34 y.","Urban Area","615","0.172829642003008","0.160393681000135","0.185265603005881","3"
"3 on scale 1-7 ","2005","35-65 y.","Rural Area","587","0.146467337911668","0.135238803579181","0.157695872244156","3"
"3 on scale 1-7 ","2005","35-65 y.","Urban Area","1258","0.159407581860882","0.151275646861926","0.167539516859837","3"
"3 on scale 1-7 ","2005","16-34 y.","Rural Area","304","0.168736747767841","0.151274347273312","0.18619914826237","3"
"3 on scale 1-7 ","2005","66 and older","Rural Area","178","0.144436795524743","0.12504208128657","0.163831509762916","3"
"4 on scale 1-7","2005","66 and older","Rural Area","167","0.129023955339532","0.110528854886904","0.147519055792161","4"
"4 on scale 1-7","2005","16-34 y.","Rural Area","292","0.178071086870714","0.160233189948921","0.195908983792508","4"
"4 on scale 1-7","2005","35-65 y.","Urban Area","1129","0.154621592369091","0.14658989522943","0.162653289508752","4"
"4 on scale 1-7","2005","66 and older","Urban Area","308","0.121233935223775","0.108462300165693","0.134005570281857","4"
"4 on scale 1-7","2005","16-34 y.","Urban Area","515","0.153653350727639","0.141792443414423","0.165514258040855","4"
"4 on scale 1-7","2005","35-65 y.","Rural Area","598","0.152268608316557","0.140858837351701","0.163678379281413","4"
"5 on scale 1-7","2005","66 and older","Rural Area","136","0.0882865827888425","0.0726336781175878","0.103939487460097","5"
"5 on scale 1-7","2005","35-65 y.","Rural Area","532","0.140652379647222","0.129611578546835","0.151693180747608","5"
"5 on scale 1-7","2005","66 and older","Urban Area","234","0.0956605506283853","0.0841517534458144","0.107169347810956","5"
"5 on scale 1-7","2005","16-34 y.","Urban Area","470","0.141978893477279","0.130499111659013","0.153458675295546","5"
"5 on scale 1-7","2005","16-34 y.","Rural Area","247","0.135805404068265","0.119832123670893","0.151778684465637","5"
"5 on scale 1-7","2005","35-65 y.","Urban Area","1066","0.131510960039804","0.124003209695741","0.139018710383867","5"
"6 on scale 1-7","2005","66 and older","Rural Area","45","0.0304774295303471","0.0209935387599043","0.0399613203007898","6"
"6 on scale 1-7","2005","35-65 y.","Urban Area","419","0.0527721329616825","0.0478053379697206","0.0577389279536444","6"
"6 on scale 1-7","2005","66 and older","Urban Area","99","0.032644447410757","0.0256910750730028","0.0395978197485112","6"
"6 on scale 1-7","2005","16-34 y.","Urban Area","229","0.0621167203103115","0.0541779833882753","0.0700554572323477","6"
"6 on scale 1-7","2005","35-65 y.","Rural Area","249","0.0665374742758236","0.0586229611411706","0.0744519874104766","6"
"6 on scale 1-7","2005","16-34 y.","Rural Area","137","0.0805905712172789","0.0678986779892021","0.0932824644453558","6"
"7 Strongly agree","2005","66 and older","Rural Area","28","","","","7"
"7 Strongly agree","2005","66 and older","Urban Area","64","0.0224418790371645","0.0166462755787323","0.0282374824955967","7"
"7 Strongly agree","2005","35-65 y.","Urban Area","171","0.0248335060985593","0.0213764607026475","0.0282905514944711","7"
"7 Strongly agree","2005","35-65 y.","Rural Area","86","0.0269100323521841","0.0217710608163947","0.0320490038879736","7"
"7 Strongly agree","2005","16-34 y.","Urban Area","83","0.0228476538018202","0.0179332063104352","0.0277621012932053","7"
"7 Strongly agree","2005","16-34 y.","Rural Area","32","0.0191708544288514","0.0127772283705161","0.0255644804871867","7"
"1 Strongly disagree","2006","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2006","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2006","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2006","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Urban Area","","","","","4"
"4 on scale 1-7","2006","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2006","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Urban Area","","","","","4"
"5 on scale 1-7","2006","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2006","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Urban Area","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Rural Area","","","","","5"
"6 on scale 1-7","2006","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2006","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Urban Area","","","","","6"
"7 Strongly agree","2006","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2006","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2006","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2006","66 and older","Urban Area","","","","","7"
"7 Strongly agree","2006","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2006","16-34 y.","Rural Area","","","","","7"
"1 Strongly disagree","2007","16-34 y.","Urban Area","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Rural Area","","","","","1"
