"plh0214","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","West Germany","1738","0.323224643800259","0.311136742422585","0.335312545177933"
"1 Strongly disagree","2005","Not Employed","East Germany","628","0.324576856113838","0.30454172943544","0.344611982792236"
"1 Strongly disagree","2005","Employed","West Germany","2144","0.224890807189932","0.216664451430643","0.233117162949221"
"1 Strongly disagree","2005","Employed","East Germany","596","0.209418104742095","0.194705053754874","0.224131155729317"
"2 on scale 1-7 ","2005","Not Employed","West Germany","1292","0.214712655538063","0.204100110945524","0.225325200130602"
"2 on scale 1-7 ","2005","Not Employed","East Germany","489","0.235091711368146","0.216946221745541","0.253237200990752"
"2 on scale 1-7 ","2005","Employed","West Germany","2419","0.233044782127006","0.224714784326419","0.241374779927594"
"2 on scale 1-7 ","2005","Employed","East Germany","771","0.254396624236968","0.238648392380681","0.270144856093254"
"3 on scale 1-7 ","2005","Not Employed","West Germany","836","0.141684371666901","0.13267154764055","0.150697195693253"
"3 on scale 1-7 ","2005","Not Employed","East Germany","293","0.129348035840458","0.114988263313647","0.143707808367269"
"3 on scale 1-7 ","2005","Employed","West Germany","1638","0.161213048984248","0.153967586361362","0.168458511607133"
"3 on scale 1-7 ","2005","Employed","East Germany","502","0.170100451486716","0.156514574041218","0.183686328932214"
"4 on scale 1-7","2005","Not Employed","West Germany","822","0.142151798686104","0.133126578431584","0.151177018940624"
"4 on scale 1-7","2005","Not Employed","East Germany","274","0.13033064238264","0.115924566398662","0.144736718366617"
"4 on scale 1-7","2005","Employed","West Germany","1468","0.156261236589917","0.149106892542808","0.163415580637025"
"4 on scale 1-7","2005","Employed","East Germany","445","0.152448408706396","0.13945070254022","0.165446114872572"
"5 on scale 1-7","2005","Not Employed","West Germany","647","0.112010671980653","0.10385968908567","0.120161654875637"
"5 on scale 1-7","2005","Not Employed","East Germany","266","0.112280301895846","0.0987709329270032","0.125789670864689"
"5 on scale 1-7","2005","Employed","West Germany","1406","0.139791860000011","0.13295930860135","0.146624411398672"
"5 on scale 1-7","2005","Employed","East Germany","366","0.122086007313811","0.11024793124635","0.133924083381271"
"6 on scale 1-7","2005","Not Employed","West Germany","272","0.0408265299978528","0.0357121119873878","0.0459409480083178"
"6 on scale 1-7","2005","Not Employed","East Germany","103","0.0457233297351841","0.0367851017641607","0.0546615577062076"
"6 on scale 1-7","2005","Employed","West Germany","599","0.0615184264814748","0.056784127555817","0.0662527254071327"
"6 on scale 1-7","2005","Employed","East Germany","204","0.0688930179966313","0.0597348292044881","0.0780512067887745"
"7 Strongly agree","2005","Not Employed","West Germany","144","0.0253893283301666","0.0213237943586373","0.0294548623016958"
"7 Strongly agree","2005","Not Employed","East Germany","45","0.0226491226638877","0.0162826878806475","0.0290155574471279"
"7 Strongly agree","2005","Employed","West Germany","221","0.0232798386274114","0.0203087524370253","0.0262509248177975"
"7 Strongly agree","2005","Employed","East Germany","54","0.0226573855173831","0.0172765401683002","0.028038230866466"
"1 Strongly disagree","2006","Not Employed","West Germany","","","",""
"1 Strongly disagree","2006","Not Employed","East Germany","","","",""
"1 Strongly disagree","2006","Employed","West Germany","","","",""
"1 Strongly disagree","2006","Employed","East Germany","","","",""
"2 on scale 1-7 ","2006","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2006","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2006","Employed","West Germany","","","",""
"2 on scale 1-7 ","2006","Employed","East Germany","","","",""
"3 on scale 1-7 ","2006","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2006","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2006","Employed","West Germany","","","",""
"3 on scale 1-7 ","2006","Employed","East Germany","","","",""
"4 on scale 1-7","2006","Not Employed","West Germany","","","",""
"4 on scale 1-7","2006","Not Employed","East Germany","","","",""
"4 on scale 1-7","2006","Employed","West Germany","","","",""
"4 on scale 1-7","2006","Employed","East Germany","","","",""
"5 on scale 1-7","2006","Not Employed","West Germany","","","",""
"5 on scale 1-7","2006","Not Employed","East Germany","","","",""
"5 on scale 1-7","2006","Employed","West Germany","","","",""
"5 on scale 1-7","2006","Employed","East Germany","","","",""
"6 on scale 1-7","2006","Not Employed","West Germany","","","",""
"6 on scale 1-7","2006","Not Employed","East Germany","","","",""
"6 on scale 1-7","2006","Employed","West Germany","","","",""
"6 on scale 1-7","2006","Employed","East Germany","","","",""
"7 Strongly agree","2006","Not Employed","West Germany","","","",""
"7 Strongly agree","2006","Not Employed","East Germany","","","",""
"7 Strongly agree","2006","Employed","West Germany","","","",""
"7 Strongly agree","2006","Employed","East Germany","","","",""
"1 Strongly disagree","2007","Not Employed","West Germany","","","",""
"1 Strongly disagree","2007","Not Employed","East Germany","","","",""
"1 Strongly disagree","2007","Employed","West Germany","","","",""
"1 Strongly disagree","2007","Employed","East Germany","","","",""
"2 on scale 1-7 ","2007","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2007","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2007","Employed","West Germany","","","",""
"2 on scale 1-7 ","2007","Employed","East Germany","","","",""
"3 on scale 1-7 ","2007","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2007","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2007","Employed","West Germany","","","",""
"3 on scale 1-7 ","2007","Employed","East Germany","","","",""
"4 on scale 1-7","2007","Not Employed","West Germany","","","",""
"4 on scale 1-7","2007","Not Employed","East Germany","","","",""
"4 on scale 1-7","2007","Employed","West Germany","","","",""
"4 on scale 1-7","2007","Employed","East Germany","","","",""
"5 on scale 1-7","2007","Not Employed","West Germany","","","",""
"5 on scale 1-7","2007","Not Employed","East Germany","","","",""
