"plh0214","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","1-pers.-HH","587","0.4219353162355","0.396329234104598","0.447541398366402","1"
"1 Strongly disagree","2005","Not Employed","(Married) couple without C. ","1051","0.312629063328805","0.297227360964335","0.328030765693276","1"
"1 Strongly disagree","2005","Not Employed","Single parent ","116","0.293284572882419","0.248100780135419","0.338468365629418","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. LE 16 ","181","0.263943289378776","0.23049328917874","0.297393289578811","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. GT 16 ","230","0.224114644044839","0.199256474883217","0.248972813206461","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. LE and GT 16","125","0.230144661219936","0.194707945624195","0.265581376815676","1"
"1 Strongly disagree","2005","Employed","1-pers.-HH","334","0.20387936904575","0.183705240298573","0.224053497792927","1"
"1 Strongly disagree","2005","Employed","(Married) couple without C. ","785","0.239782223367533","0.225693835340879","0.253870611394188","1"
"1 Strongly disagree","2005","Employed","Single parent ","165","0.232630562874273","0.201596136035907","0.263664989712639","1"
"1 Strongly disagree","2005","Employed","Couple + C. LE 16 ","605","0.213197098783654","0.198642772471156","0.227751425096153","1"
"1 Strongly disagree","2005","Employed","Couple + C. GT 16 ","536","0.215602680616306","0.199684837901134","0.231520523331479","1"
"1 Strongly disagree","2005","Employed","Couple + C. LE and GT 16","259","0.24832643486448","0.223442450102364","0.273210419626595","1"
"2 on scale 1-7 ","2005","Not Employed","Single parent ","84","0.245781231968302","0.203050649431095","0.288511814505508","2"
"2 on scale 1-7 ","2005","Employed","1-pers.-HH","377","0.247384094261165","0.225777252515916","0.268990936006415","2"
"2 on scale 1-7 ","2005","Employed","Couple + C. GT 16 ","644","0.222259458429687","0.206166474574996","0.238352442284379","2"
"2 on scale 1-7 ","2005","Not Employed","(Married) couple without C. ","775","0.218346872470213","0.204621030582529","0.232072714357896","2"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. LE and GT 16","137","0.235935050211601","0.200190501483192","0.27167959894001","2"
"2 on scale 1-7 ","2005","Employed","Couple + C. LE and GT 16","292","0.217712190112755","0.193942776598806","0.241481603626705","2"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. LE 16 ","168","0.228423955892993","0.196563985645601","0.260283926140384","2"
"2 on scale 1-7 ","2005","Not Employed","1-pers.-HH","311","0.213197080878862","0.191961918567414","0.23443224319031","2"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. GT 16 ","263","0.217588108652194","0.192991765477004","0.242184451827384","2"
"2 on scale 1-7 ","2005","Employed","(Married) couple without C. ","855","0.232851149314815","0.218904726901809","0.246797571727822","2"
"2 on scale 1-7 ","2005","Employed","Single parent ","177","0.246298053989234","0.214650627282932","0.277945480695536","2"
"2 on scale 1-7 ","2005","Employed","Couple + C. LE 16 ","781","0.246769373055362","0.231448690988082","0.262090055122643","2"
"3 on scale 1-7 ","2005","Not Employed","(Married) couple without C. ","508","0.143933326093492","0.132270791497444","0.15559586068954","3"
"3 on scale 1-7 ","2005","Not Employed","Single parent ","47","0.108533533653716","0.0776625644375389","0.139404502869892","3"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. LE 16 ","103","0.175698843906952","0.14681782037019","0.204579867443715","3"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. GT 16 ","168","0.158959319095344","0.13716282006803","0.180755818122658","3"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. LE and GT 16","91","0.141164014787275","0.111850657259713","0.170477372314838","3"
"3 on scale 1-7 ","2005","Employed","1-pers.-HH","254","0.168527844416576","0.149783148636028","0.187272540197124","3"
"3 on scale 1-7 ","2005","Employed","(Married) couple without C. ","576","0.152289102014098","0.140432995320192","0.164145208708004","3"
"3 on scale 1-7 ","2005","Employed","Single parent ","114","0.145004797152902","0.119141665039493","0.17086792926631","3"
"3 on scale 1-7 ","2005","Employed","Couple + C. LE 16 ","502","0.164493699633954","0.15131968974926","0.177667709518648","3"
"3 on scale 1-7 ","2005","Employed","Couple + C. GT 16 ","433","0.160959811225981","0.146735239834096","0.175184382617866","3"
"3 on scale 1-7 ","2005","Employed","Couple + C. LE and GT 16","205","0.182673936259876","0.160418824526066","0.204929047993685","3"
"3 on scale 1-7 ","2005","Not Employed","1-pers.-HH","174","0.119732063679364","0.10289971758844","0.136564409770288","3"
"4 on scale 1-7","2005","Not Employed","Couple + C. LE and GT 16","77","0.155882954951829","0.125344356774723","0.186421553128935","4"
"4 on scale 1-7","2005","Employed","Couple + C. GT 16 ","377","0.152063087573613","0.138164113222135","0.16596206192509","4"
"4 on scale 1-7","2005","Not Employed","(Married) couple without C. ","455","0.135366285177086","0.123999705319186","0.146732865034985","4"
"4 on scale 1-7","2005","Employed","1-pers.-HH","253","0.176551921336216","0.157458971007107","0.195644871665325","4"
"4 on scale 1-7","2005","Not Employed","Couple + C. GT 16 ","187","0.1839477070202","0.160851459348901","0.207043954691498","4"
"4 on scale 1-7","2005","Employed","(Married) couple without C. ","487","0.14684766385659","0.135167992684082","0.158527335029098","4"
"4 on scale 1-7","2005","Employed","Single parent ","109","0.160467712272013","0.133507666422338","0.187427758121688","4"
"4 on scale 1-7","2005","Not Employed","1-pers.-HH","178","0.124528062634111","0.107408734859487","0.141647390408735","4"
