"plh0214","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","in school","133","0.211613569400491","0.180213345889705","0.243013792911278","1"
"1 Strongly disagree","2005","16-34 y.","inadequately","21","","","","1"
"1 Strongly disagree","2005","16-34 y.","general elemantary","185","0.236017248326453","0.207180968017854","0.264853528635052","1"
"1 Strongly disagree","2005","16-34 y.","middle vocational","457","0.190328772920374","0.174402863471378","0.20625468236937","1"
"1 Strongly disagree","2005","16-34 y.","vocational + Abi","78","0.16670644274303","0.131801555451924","0.201611330034137","1"
"1 Strongly disagree","2005","16-34 y.","higher vocational","38","0.166435497663887","0.11557190106424","0.217299094263534","1"
"1 Strongly disagree","2005","16-34 y.","higher education","95","0.166470008730254","0.134484162436893","0.198455855023615","1"
"1 Strongly disagree","2005","35-65 y.","in school","","","","","1"
"1 Strongly disagree","2005","35-65 y.","inadequately","42","0.287484768026907","0.209079074207317","0.365890461846497","1"
"1 Strongly disagree","2005","35-65 y.","general elemantary","249","0.314562245996381","0.28285768130922","0.346266810683543","1"
"1 Strongly disagree","2005","35-65 y.","middle vocational","1424","0.250021783155678","0.239022688874363","0.261020877436993","1"
"1 Strongly disagree","2005","35-65 y.","vocational + Abi","143","0.243489769452165","0.208946097050905","0.278033441853425","1"
"1 Strongly disagree","2005","35-65 y.","higher vocational","226","0.223516889283488","0.198841602396985","0.248192176169991","1"
"1 Strongly disagree","2005","35-65 y.","higher education","596","0.207909460383828","0.193339294451984","0.222479626315673","1"
"1 Strongly disagree","2005","66 and older","in school","","","","","1"
"1 Strongly disagree","2005","66 and older","inadequately","21","","","","1"
"1 Strongly disagree","2005","66 and older","general elemantary","297","0.419724954157594","0.384191426135499","0.45525848217969","1"
"1 Strongly disagree","2005","66 and older","middle vocational","708","0.383944932478357","0.362386412269943","0.405503452686771","1"
"1 Strongly disagree","2005","66 and older","vocational + Abi","37","0.499535082878484","0.402502448644562","0.596567717112406","1"
"1 Strongly disagree","2005","66 and older","higher vocational","88","0.322077078353815","0.264384773624364","0.379769383083266","1"
"1 Strongly disagree","2005","66 and older","higher education","193","0.325725884621926","0.290080079256661","0.36137168998719","1"
"2 on scale 1-7 ","2005","66 and older","inadequately","10","","","","2"
"2 on scale 1-7 ","2005","66 and older","in school","","","","","2"
"2 on scale 1-7 ","2005","66 and older","middle vocational","438","0.227097847856918","0.20852649773563","0.245669197978207","2"
"2 on scale 1-7 ","2005","66 and older","general elemantary","158","0.213783340119309","0.184264653038081","0.243302027200537","2"
"2 on scale 1-7 ","2005","66 and older","higher education","160","0.233697477285258","0.201509684921466","0.265885269649051","2"
"2 on scale 1-7 ","2005","66 and older","vocational + Abi","22","","","","2"
"2 on scale 1-7 ","2005","66 and older","higher vocational","47","0.2057841441662","0.155870066357605","0.255698221974795","2"
"2 on scale 1-7 ","2005","35-65 y.","in school","","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","inadequately","26","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","general elemantary","159","0.189512522787319","0.162753108941835","0.216271936632802","2"
"2 on scale 1-7 ","2005","35-65 y.","middle vocational","1347","0.214771624318833","0.204340524067414","0.225202724570252","2"
"2 on scale 1-7 ","2005","35-65 y.","vocational + Abi","165","0.279152918060354","0.243048246160879","0.315257589959828","2"
"2 on scale 1-7 ","2005","16-34 y.","in school","158","0.211535770948397","0.180139771046052","0.242931770850741","2"
"2 on scale 1-7 ","2005","16-34 y.","inadequately","6","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","general elemantary","191","0.220309710903744","0.192164567019818","0.24845485478767","2"
"2 on scale 1-7 ","2005","35-65 y.","higher vocational","245","0.201466242589028","0.177709394809099","0.225223090368957","2"
"2 on scale 1-7 ","2005","35-65 y.","higher education","865","0.287591580533813","0.271340113751336","0.303843047316291","2"
"2 on scale 1-7 ","2005","16-34 y.","vocational + Abi","129","0.292742308816679","0.250129258574686","0.335355359058672","2"
"2 on scale 1-7 ","2005","16-34 y.","higher vocational","61","0.273177703360495","0.212329014256904","0.334026392464086","2"
"2 on scale 1-7 ","2005","16-34 y.","higher education","156","0.30052232841267","0.261153315160274","0.339891341665065","2"
"2 on scale 1-7 ","2005","16-34 y.","middle vocational","562","0.23534855922712","0.218138387940302","0.252558730513937","2"
"3 on scale 1-7 ","2005","66 and older","in school","","","","","3"
"3 on scale 1-7 ","2005","66 and older","general elemantary","91","0.107995277627186","0.0856479834285899","0.130342571825782","3"
"3 on scale 1-7 ","2005","66 and older","inadequately","9","","","","3"
"3 on scale 1-7 ","2005","66 and older","middle vocational","258","0.126296550257905","0.111571646006767","0.141021454509043","3"
"3 on scale 1-7 ","2005","35-65 y.","in school","","","","","3"
"3 on scale 1-7 ","2005","35-65 y.","inadequately","16","","","","3"
"3 on scale 1-7 ","2005","35-65 y.","general elemantary","126","0.153524932092021","0.128910998326396","0.178138865857645","3"
"3 on scale 1-7 ","2005","35-65 y.","higher education","533","0.171374722898594","0.157844890076022","0.184904555721165","3"
"3 on scale 1-7 ","2005","66 and older","vocational + Abi","14","","","","3"
"3 on scale 1-7 ","2005","66 and older","higher vocational","41","0.16809490799053","0.121924683009449","0.214265132971611","3"
"3 on scale 1-7 ","2005","66 and older","higher education","92","0.123609846360825","0.0985753228693241","0.148644369852327","3"
"3 on scale 1-7 ","2005","35-65 y.","middle vocational","905","0.146667747211911","0.137681671635209","0.155653822788613","3"
"3 on scale 1-7 ","2005","35-65 y.","vocational + Abi","87","0.13858364889407","0.110774781835231","0.166392515952908","3"
"3 on scale 1-7 ","2005","35-65 y.","higher vocational","174","0.186016979268236","0.162969416939479","0.209064541596992","3"
"3 on scale 1-7 ","2005","16-34 y.","in school","109","0.162216353380081","0.133876038633283","0.190556668126879","3"
"3 on scale 1-7 ","2005","16-34 y.","inadequately","14","","","","3"
"3 on scale 1-7 ","2005","16-34 y.","general elemantary","151","0.178750125382957","0.152731375516547","0.204768875249366","3"
"3 on scale 1-7 ","2005","16-34 y.","middle vocational","411","0.174528562056374","0.159129936947778","0.189927187164969","3"
"3 on scale 1-7 ","2005","16-34 y.","vocational + Abi","75","0.189250539065762","0.152566855996854","0.225934222134669","3"
"3 on scale 1-7 ","2005","16-34 y.","higher vocational","29","","","","3"
"3 on scale 1-7 ","2005","16-34 y.","higher education","87","0.148408713792907","0.117882388033941","0.178935039551873","3"
"4 on scale 1-7","2005","16-34 y.","inadequately","8","","","","4"
"4 on scale 1-7","2005","66 and older","in school","","","","","4"
"4 on scale 1-7","2005","16-34 y.","in school","104","0.189563957886926","0.159431908538242","0.21969600723561","4"
"4 on scale 1-7","2005","35-65 y.","higher education","407","0.150549942029765","0.137710410430851","0.163389473628679","4"
"4 on scale 1-7","2005","16-34 y.","general elemantary","135","0.155699669276795","0.131077976099711","0.180321362453879","4"
"4 on scale 1-7","2005","35-65 y.","in school","","","","","4"
"4 on scale 1-7","2005","35-65 y.","vocational + Abi","73","0.138466691128388","0.110667674205852","0.166265708050924","4"
"4 on scale 1-7","2005","35-65 y.","higher vocational","172","0.150468603351317","0.129292127205713","0.171645079496921","4"
"4 on scale 1-7","2005","66 and older","inadequately","6","","","","4"
"4 on scale 1-7","2005","66 and older","general elemantary","94","0.126920447105598","0.102952452825252","0.150888441385944","4"
"4 on scale 1-7","2005","66 and older","middle vocational","236","0.114041425116476","0.099951368570782","0.128131481662169","4"
