"plh0214","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Schleswig-Holstein","lower secondary degree","58","0.271570853525647","0.217193663002229","0.325948044049065"
"1 Strongly disagree","2005","Schleswig-Holstein","secondary school degree","34","0.17051672607027","0.11313238114697","0.227901070993569"
"1 Strongly disagree","2005","Schleswig-Holstein","college entrance qualification","32","0.196823185461733","0.135407562315733","0.258238808607732"
"1 Strongly disagree","2005","Schleswig-Holstein","Other degree","4","","",""
"1 Strongly disagree","2005","Schleswig-Holstein","no degree/no degree yet","4","","",""
"1 Strongly disagree","2005","Hamburg","lower secondary degree","24","","",""
"1 Strongly disagree","2005","Hamburg","secondary school degree","23","","",""
"1 Strongly disagree","2005","Hamburg","college entrance qualification","16","","",""
"1 Strongly disagree","2005","Hamburg","Other degree","4","","",""
"1 Strongly disagree","2005","Hamburg","no degree/no degree yet","2","","",""
"1 Strongly disagree","2005","Lower Saxony","lower secondary degree","179","0.296904377325583","0.261506794928957","0.332301959722209"
"1 Strongly disagree","2005","Lower Saxony","secondary school degree","114","0.247264887802519","0.2108097062465","0.283720069358539"
"1 Strongly disagree","2005","Lower Saxony","college entrance qualification","84","0.214827152849363","0.174629274897525","0.255025030801201"
"1 Strongly disagree","2005","Lower Saxony","Other degree","29","","",""
"1 Strongly disagree","2005","Lower Saxony","no degree/no degree yet","20","","",""
"1 Strongly disagree","2005","Bremen","lower secondary degree","19","","",""
"1 Strongly disagree","2005","Bremen","secondary school degree","16","","",""
"1 Strongly disagree","2005","Bremen","college entrance qualification","11","","",""
"1 Strongly disagree","2005","Bremen","Other degree","1","","",""
"1 Strongly disagree","2005","Bremen","no degree/no degree yet","2","","",""
"1 Strongly disagree","2005","North Rhine-Westphalia","lower secondary degree","414","0.279514600954286","0.257209831643793","0.301819370264779"
"1 Strongly disagree","2005","North Rhine-Westphalia","secondary school degree","240","0.275623051755857","0.247179488499611","0.304066615012103"
"1 Strongly disagree","2005","North Rhine-Westphalia","college entrance qualification","237","0.187199421651747","0.16550582573242","0.208893017571074"
"1 Strongly disagree","2005","North Rhine-Westphalia","Other degree","127","0.399221000092907","0.345052435437622","0.453389564748193"
"1 Strongly disagree","2005","North Rhine-Westphalia","no degree/no degree yet","65","0.328312508723957","0.265541919380224","0.39108309806769"
