"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","Female","5.75","6","2476","4","5","7","7","5.7","5.8","6","6"
"2005","college entrance qualification","Male","5.4","6","2722","4","5","6","7","5.35","5.45","5","6"
"2005","lower secondary degree","Female","5.55","6","3623","4","5","7","7","5.51","5.59","6","6"
"2005","lower secondary degree","Male","5.27","5","3453","3","4","7","7","5.22","5.32","5","5"
"2005","no degree/no degree yet","Female","5.51","6","482","4","5","7","7","5.38","5.64","6","6"
"2005","no degree/no degree yet","Male","5.38","6","419","3","5","6","7","5.24","5.52","5","6"
"2005","Other degree","Female","5.31","6","587","3","4","6","7","5.19","5.43","5","6"
"2005","Other degree","Male","5.18","5","531","3","4","6","7","5.05","5.31","5","5"
"2005","secondary school degree","Female","5.7","6","3448","4","5","7","7","5.66","5.74","6","6"
"2005","secondary school degree","Male","5.47","6","2571","4","5","7","7","5.42","5.52","6","6"
"2006","college entrance qualification","Female","","","","","","","","","","",""
"2006","college entrance qualification","Male","","","","","","","","","","",""
"2006","lower secondary degree","Female","","","","","","","","","","",""
"2006","lower secondary degree","Male","","","","","","","","","","",""
"2006","no degree/no degree yet","Female","","","","","","","","","","",""
"2006","no degree/no degree yet","Male","","","","","","","","","","",""
"2006","Other degree","Female","","","","","","","","","","",""
"2006","Other degree","Male","","","","","","","","","","",""
"2006","secondary school degree","Female","","","","","","","","","","",""
"2006","secondary school degree","Male","","","","","","","","","","",""
"2007","college entrance qualification","Female","","","","","","","","","","",""
"2007","college entrance qualification","Male","","","","","","","","","","",""
"2007","lower secondary degree","Female","","","","","","","","","","",""
"2007","lower secondary degree","Male","","","","","","","","","","",""
"2007","no degree/no degree yet","Female","","","","","","","","","","",""
"2007","no degree/no degree yet","Male","","","","","","","","","","",""
"2007","Other degree","Female","","","","","","","","","","",""
"2007","Other degree","Male","","","","","","","","","","",""
"2007","secondary school degree","Female","","","","","","","","","","",""
"2007","secondary school degree","Male","","","","","","","","","","",""
"2008","college entrance qualification","Female","","","","","","","","","","",""
"2008","college entrance qualification","Male","","","","","","","","","","",""
"2008","lower secondary degree","Female","","","","","","","","","","",""
"2008","lower secondary degree","Male","","","","","","","","","","",""
"2008","no degree/no degree yet","Female","","","","","","","","","","",""
"2008","no degree/no degree yet","Male","","","","","","","","","","",""
"2008","Other degree","Female","","","","","","","","","","",""
"2008","Other degree","Male","","","","","","","","","","",""
"2008","secondary school degree","Female","","","","","","","","","","",""
"2008","secondary school degree","Male","","","","","","","","","","",""
"2009","college entrance qualification","Female","5.68","6","2371","4","5","7","7","5.63","5.73","6","6"
"2009","college entrance qualification","Male","5.18","5","2520","3","4","6","7","5.12","5.24","5","5"
"2009","lower secondary degree","Female","5.46","6","3008","4","5","7","7","5.41","5.51","6","6"
"2009","lower secondary degree","Male","5.12","5","2904","3","4","6","7","5.07","5.17","5","5"
"2009","no degree/no degree yet","Female","5.2","5","238","3","4","6","7","5.03","5.37","5","6"
"2009","no degree/no degree yet","Male","5.12","5","247","3","4","6","7","4.94","5.3","5","6"
"2009","Other degree","Female","5.3","5","431","3","4","6","7","5.17","5.43","5","6"
"2009","Other degree","Male","5.18","5","368","3","4","7","7","5.02","5.34","5","6"
"2009","secondary school degree","Female","5.62","6","3114","4","5","7","7","5.58","5.66","6","6"
"2009","secondary school degree","Male","5.26","5","2291","3","4","6","7","5.21","5.31","5","5"
"2010","college entrance qualification","Female","","","","","","","","","","",""
"2010","college entrance qualification","Male","","","","","","","","","","",""
"2010","lower secondary degree","Female","","","","","","","","","","",""
"2010","lower secondary degree","Male","","","","","","","","","","",""
"2010","no degree/no degree yet","Female","","","","","","","","","","",""
"2010","no degree/no degree yet","Male","","","","","","","","","","",""
"2010","Other degree","Female","","","","","","","","","","",""
"2010","Other degree","Male","","","","","","","","","","",""
"2010","secondary school degree","Female","","","","","","","","","","",""
"2010","secondary school degree","Male","","","","","","","","","","",""
"2011","college entrance qualification","Female","","","","","","","","","","",""
"2011","college entrance qualification","Male","","","","","","","","","","",""
"2011","lower secondary degree","Female","","","","","","","","","","",""
"2011","lower secondary degree","Male","","","","","","","","","","",""
"2011","no degree/no degree yet","Female","","","","","","","","","","",""
"2011","no degree/no degree yet","Male","","","","","","","","","","",""
"2011","Other degree","Female","","","","","","","","","","",""
"2011","Other degree","Male","","","","","","","","","","",""
"2011","secondary school degree","Female","","","","","","","","","","",""
"2011","secondary school degree","Male","","","","","","","","","","",""
"2012","college entrance qualification","Female","5.98","6","1292","5","5","7","7","5.92","6.04","6","6"
"2012","college entrance qualification","Male","5.36","5","856","4","5","6","7","5.27","5.45","5","6"
"2012","lower secondary degree","Female","5.95","6","723","4","5","7","7","5.86","6.04","6","6"
"2012","lower secondary degree","Male","5.61","6","684","4","5","7","7","5.51","5.71","6","6"
"2012","no degree/no degree yet","Female","5.56","6","192","4","5","7","7","5.34","5.78","6","6"
"2012","no degree/no degree yet","Male","5.65","6","159","4","5","7","7","5.45","5.85","5","6"
"2012","Other degree","Female","5.8","6","370","4","5","7","7","5.67","5.93","6","6"
"2012","Other degree","Male","5.49","6","309","4","5","7","7","5.32","5.66","5","6"
"2012","secondary school degree","Female","5.96","6","1578","4","5","7","7","5.9","6.02","6","6"
"2012","secondary school degree","Male","5.66","6","810","4","5","7","7","5.57","5.75","6","6"
"2013","college entrance qualification","Female","5.76","6","2668","4","5","7","7","5.72","5.8","6","6"
"2013","college entrance qualification","Male","5.31","5","2721","3","4","6","7","5.26","5.36","5","6"
"2013","lower secondary degree","Female","5.66","6","2989","4","5","7","7","5.61","5.71","6","6"
"2013","lower secondary degree","Male","5.25","5","2839","3","4","6","7","5.2","5.3","5","5"
"2013","no degree/no degree yet","Female","5.39","6","255","3","5","7","7","5.21","5.57","6","6"
"2013","no degree/no degree yet","Male","5.39","6","232","3","5","7","7","5.21","5.57","5","6"
"2013","Other degree","Female","5.77","6","581","4","5","7","7","5.66","5.88","6","6"
"2013","Other degree","Male","5.24","5","435","3","4","6","7","5.09","5.39","5","6"
"2013","secondary school degree","Female","5.76","6","3268","4","5","7","7","5.72","5.8","6","6"
"2013","secondary school degree","Male","5.38","6","2358","4","5","6","7","5.33","5.43","5","6"
"2014","college entrance qualification","Female","","","","","","","","","","",""
"2014","college entrance qualification","Male","","","","","","","","","","",""
"2014","lower secondary degree","Female","","","","","","","","","","",""
"2014","lower secondary degree","Male","","","","","","","","","","",""
"2014","no degree/no degree yet","Female","","","","","","","","","","",""
"2014","no degree/no degree yet","Male","","","","","","","","","","",""
"2014","Other degree","Female","","","","","","","","","","",""
"2014","Other degree","Male","","","","","","","","","","",""
"2014","secondary school degree","Female","","","","","","","","","","",""
"2014","secondary school degree","Male","","","","","","","","","","",""
"2015","college entrance qualification","Female","","","","","","","","","","",""
"2015","college entrance qualification","Male","","","","","","","","","","",""
"2015","lower secondary degree","Female","","","","","","","","","","",""
"2015","lower secondary degree","Male","","","","","","","","","","",""
"2015","no degree/no degree yet","Female","","","","","","","","","","",""
"2015","no degree/no degree yet","Male","","","","","","","","","","",""
"2015","Other degree","Female","","","","","","","","","","",""
"2015","Other degree","Male","","","","","","","","","","",""
"2015","secondary school degree","Female","","","","","","","","","","",""
"2015","secondary school degree","Male","","","","","","","","","","",""
"2016","college entrance qualification","Female","","","","","","","","","","",""
"2016","college entrance qualification","Male","","","","","","","","","","",""
"2016","lower secondary degree","Female","","","","","","","","","","",""
"2016","lower secondary degree","Male","","","","","","","","","","",""
"2016","no degree/no degree yet","Female","","","","","","","","","","",""
"2016","no degree/no degree yet","Male","","","","","","","","","","",""
"2016","Other degree","Female","","","","","","","","","","",""
"2016","Other degree","Male","","","","","","","","","","",""
"2016","secondary school degree","Female","","","","","","","","","","",""
"2016","secondary school degree","Male","","","","","","","","","","",""
"2017","college entrance qualification","Female","5.69","6","4129","4","5","7","7","5.65","5.73","6","6"
"2017","college entrance qualification","Male","5.23","5","3820","3","4","6","7","5.19","5.27","5","6"
