"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","direct migration background","5.6","6","266","4","5","7","7","7","5.44","5.76","1","7","6","6"
"2005","college entrance qualification","indirect migration background","5.71","6","197","4","5","7","7","7","5.53","5.89","1","7","6","6"
"2005","college entrance qualification","no migration background","5.56","6","4735","4","5","7","7","7","5.52","5.6","1","7","6","6"
"2005","lower secondary degree","direct migration background","5.37","6","597","3","4","7","7","7","5.24","5.5","1","7","5","6"
"2005","lower secondary degree","indirect migration background","5.64","6","254","4","5","7","7","7","5.47","5.81","1","7","6","6"
"2005","lower secondary degree","no migration background","5.41","6","6225","4","5","7","7","7","5.38","5.44","1","7","6","6"
"2005","no degree/no degree yet","direct migration background","5.21","5","219","3","4","6","7","7","5","5.42","1","7","5","6"
"2005","no degree/no degree yet","indirect migration background","5.72","6","98","4","5","6","7","7","5.47","5.97","2","7","5","6"
"2005","no degree/no degree yet","no migration background","5.51","6","584","4","5","7","7","7","5.4","5.62","1","7","6","6"
"2005","Other degree","direct migration background","5.23","5","991","3","4","6","7","7","5.14","5.32","1","7","5","5"
"2005","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2005","Other degree","no migration background","5.42","6","109","3","5","7","7","7","5.13","5.71","1","7","5","6"
"2005","secondary school degree","direct migration background","5.62","6","241","4","5","7","7","7","5.46","5.78","2","7","5","6"
"2005","secondary school degree","indirect migration background","6.01","6","203","4","5","7","7","7","5.85","6.17","1","7","6","6"
"2005","secondary school degree","no migration background","5.58","6","5575","4","5","7","7","7","5.55","5.61","1","7","6","6"
"2006","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2006","Other degree","direct migration background","","","","","","","","","","","","","",""
"2006","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2006","Other degree","no migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2008","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2008","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2008","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2008","Other degree","direct migration background","","","","","","","","","","","","","",""
"2008","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2008","Other degree","no migration background","","","","","","","","","","","","","",""
"2008","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2008","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2008","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2009","college entrance qualification","direct migration background","5.36","6","224","3","4","7","7","7","5.17","5.55","1","7","6","6"
"2009","college entrance qualification","indirect migration background","5.73","6","181","4","5","7","7","7","5.54","5.92","1","7","6","6"
"2009","college entrance qualification","no migration background","5.4","6","4486","3","5","7","7","7","5.36","5.44","1","7","6","6"
"2009","lower secondary degree","direct migration background","5.33","6","407","3","4","7","7","7","5.19","5.47","1","7","5","6"
"2009","lower secondary degree","indirect migration background","5.67","6","205","3","5","7","7","7","5.48","5.86","1","7","6","6"
"2009","lower secondary degree","no migration background","5.27","5","5300","3","4","6","7","7","5.23","5.31","1","7","5","5"
"2009","no degree/no degree yet","direct migration background","4.87","5","113","3","4","6","7","7","4.6","5.14","1","7","5","5"
"2009","no degree/no degree yet","indirect migration background","5.4","6","55","3","5","7","7","7","5.05","5.75","2","7","5","6"
"2009","no degree/no degree yet","no migration background","5.25","5","317","4","4","6","7","7","5.1","5.4","1","7","5","6"
"2009","Other degree","direct migration background","5.28","5","677","3","4","6","7","7","5.17","5.39","1","7","5","6"
"2009","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2009","Other degree","no migration background","4.97","5","110","3","4","6","7","7","4.68","5.26","1","7","5","6"
"2009","secondary school degree","direct migration background","5.43","6","180","4","4","7","7","7","5.24","5.62","1","7","6","6"
"2009","secondary school degree","indirect migration background","6.04","6","174","5","6","7","7","7","5.87","6.21","2","7","6","6"
"2009","secondary school degree","no migration background","5.43","6","5051","4","5","7","7","7","5.39","5.47","1","7","6","6"
"2010","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2010","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2010","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2010","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2010","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2010","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2010","Other degree","direct migration background","","","","","","","","","","","","","",""
"2010","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2010","Other degree","no migration background","","","","","","","","","","","","","",""
"2010","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2010","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2010","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2011","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2011","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
