"year","pgcasmin","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","(0) in school","Female","5.87","6","340","5.75","5.99","4","5","7","7"
"2005","(0) in school","Male","5.4","6","312","5.25","5.55","3","5","6","7"
"2005","(1a) inadequately completed","Female","4.95","5","141","4.68","5.22","3","4","6","7"
"2005","(1a) inadequately completed","Male","5.35","6","106","5.04","5.66","3","4","7","7"
"2005","(1b) general elementary school","Female","5.3","5","1286","5.22","5.38","3","4","7","7"
"2005","(1b) general elementary school","Male","5.18","5","573","5.05","5.31","3","4","6","7"
"2005","(1c) basic vocational qualification","Female","5.6","6","2625","5.55","5.65","4","5","7","7"
"2005","(1c) basic vocational qualification","Male","5.27","5","3080","5.22","5.32","3","4","7","7"
"2005","(2a) intermediate vocational","Female","5.69","6","2738","5.65","5.73","4","5","7","7"
"2005","(2a) intermediate vocational","Male","5.43","6","2061","5.37","5.49","4","5","6","7"
"2005","(2b) intermediate general qualification","Female","5.8","6","353","5.67","5.93","4","5","7","7"
"2005","(2b) intermediate general qualification","Male","5.72","6","226","5.54","5.9","4","5","7","7"
"2005","(2c_gen) general maturity certificate","Female","5.7","6","433","5.59","5.81","4","5","7","7"
"2005","(2c_gen) general maturity certificate","Male","5.49","6","364","5.36","5.62","4","5","6","7"
"2005","(2c_voc) vocational maturity certificate","Female","5.74","6","847","5.66","5.82","4","5","7","7"
"2005","(2c_voc) vocational maturity certificate","Male","5.41","6","671","5.31","5.51","4","5","6","7"
"2005","(3a) lower tertiary education","Female","5.72","6","768","5.64","5.8","4","5","7","7"
"2005","(3a) lower tertiary education","Male","5.41","6","883","5.32","5.5","4","5","6","7"
"2005","(3b) higher tertiary education","Female","5.8","6","1091","5.73","5.87","4","5","7","7"
"2005","(3b) higher tertiary education","Male","5.34","5","1428","5.27","5.41","3","5","6","7"
"2006","(0) in school","Female","","","","","","","","",""
"2006","(0) in school","Male","","","","","","","","",""
"2006","(1a) inadequately completed","Female","","","","","","","","",""
"2006","(1a) inadequately completed","Male","","","","","","","","",""
"2006","(1b) general elementary school","Female","","","","","","","","",""
"2006","(1b) general elementary school","Male","","","","","","","","",""
"2006","(1c) basic vocational qualification","Female","","","","","","","","",""
"2006","(1c) basic vocational qualification","Male","","","","","","","","",""
"2006","(2a) intermediate vocational","Female","","","","","","","","",""
"2006","(2a) intermediate vocational","Male","","","","","","","","",""
"2006","(2b) intermediate general qualification","Female","","","","","","","","",""
"2006","(2b) intermediate general qualification","Male","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2006","(3a) lower tertiary education","Female","","","","","","","","",""
"2006","(3a) lower tertiary education","Male","","","","","","","","",""
"2006","(3b) higher tertiary education","Female","","","","","","","","",""
"2006","(3b) higher tertiary education","Male","","","","","","","","",""
"2007","(0) in school","Female","","","","","","","","",""
"2007","(0) in school","Male","","","","","","","","",""
"2007","(1a) inadequately completed","Female","","","","","","","","",""
"2007","(1a) inadequately completed","Male","","","","","","","","",""
"2007","(1b) general elementary school","Female","","","","","","","","",""
"2007","(1b) general elementary school","Male","","","","","","","","",""
"2007","(1c) basic vocational qualification","Female","","","","","","","","",""
"2007","(1c) basic vocational qualification","Male","","","","","","","","",""
"2007","(2a) intermediate vocational","Female","","","","","","","","",""
"2007","(2a) intermediate vocational","Male","","","","","","","","",""
"2007","(2b) intermediate general qualification","Female","","","","","","","","",""
"2007","(2b) intermediate general qualification","Male","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2007","(3a) lower tertiary education","Female","","","","","","","","",""
"2007","(3a) lower tertiary education","Male","","","","","","","","",""
"2007","(3b) higher tertiary education","Female","","","","","","","","",""
"2007","(3b) higher tertiary education","Male","","","","","","","","",""
"2008","(0) in school","Female","","","","","","","","",""
"2008","(0) in school","Male","","","","","","","","",""
"2008","(1a) inadequately completed","Female","","","","","","","","",""
"2008","(1a) inadequately completed","Male","","","","","","","","",""
"2008","(1b) general elementary school","Female","","","","","","","","",""
"2008","(1b) general elementary school","Male","","","","","","","","",""
"2008","(1c) basic vocational qualification","Female","","","","","","","","",""
"2008","(1c) basic vocational qualification","Male","","","","","","","","",""
"2008","(2a) intermediate vocational","Female","","","","","","","","",""
"2008","(2a) intermediate vocational","Male","","","","","","","","",""
"2008","(2b) intermediate general qualification","Female","","","","","","","","",""
"2008","(2b) intermediate general qualification","Male","","","","","","","","",""
"2008","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2008","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2008","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2008","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2008","(3a) lower tertiary education","Female","","","","","","","","",""
"2008","(3a) lower tertiary education","Male","","","","","","","","",""
"2008","(3b) higher tertiary education","Female","","","","","","","","",""
