"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","direct migration background","78.57","70","464","47","58","89","120","260","75.95","81.19","20","260","60","65"
"1984","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","no migration background","83.56","78","2219","55","64","98","120","185","82.37","84.75","20","250","76","80"
"1984","1-pers.-HH","direct migration background","46.75","42","237","18","34","56","80","134","43.76","49.74","6","134","35","40"
"1984","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1984","1-pers.-HH","no migration background","62.57","59","1087","37","48","73","94","140","60.95","64.19","8","350","56","60"
"1984","Couple + C. GT 16 ","direct migration background","87.78","80","478","60","65","100","130","170","85.66","89.9","34","180","70","80"
"1984","Couple + C. GT 16 ","indirect migration background","88.26","86.42","46","70","75","92","120","150","81.41","95.11","54","150","75","100"
"1984","Couple + C. GT 16 ","no migration background","109.68","104","1459","70","85","126","150","220","107.9","111.46","40","270","100","106"
"1984","Couple + C. LE 16","direct migration background","79.26","74","1186","50","61","92","116","168","77.95","80.57","16","200","70","71"
"1984","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","no migration background","102.59","99","1856","68","80","120","145","200","101.13","104.05","33","250","96","100"
"1984","Couple + C. LE and GT 16","direct migration background","93.35","80","676","59","70","110","150","200","91.35","95.35","38","250","79","80"
"1984","Couple + C. LE and GT 16","indirect migration background","92.47","85","34","50","75","112","150","170","81.13","103.81","38","170","75","100"
"1984","Couple + C. LE and GT 16","no migration background","120.54","115","994","80","94","138","160","260","117.94","123.14","46","442","110","120"
"1984","Single parent","direct migration background","73.04","70","128","48","57","90","100","150","68.95","77.13","12","150","60","72"
"1984","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1984","Single parent","no migration background","91.68","82","437","60","68","100","130","300","88.23","95.13","16","300","80","85"
"1985","(Married) couple without C.","direct migration background","80.3","70","380","47","58","92","120","250","77.1","83.5","20","250","60","65"
"1985","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","no migration background","84.1","79","1964","55","64","100","120","180","82.82","85.38","25","250","77","80"
"1985","1-pers.-HH","direct migration background","47.44","45","183","16","30","60","76","120","43.63","51.25","6","200","35","41"
"1985","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1985","1-pers.-HH","no migration background","61.74","57.52","943","35","45","70","90","150","59.85","63.63","10","564","55","60"
"1985","Couple + C. GT 16 ","direct migration background","86.44","80","405","57","68","95","126","180","83.7","89.18","25","220","75","80"
"1985","Couple + C. GT 16 ","indirect migration background","89.88","89.44","40","56","72","100","126","145","81.52","98.24","48","145","70","92"
"1985","Couple + C. GT 16 ","no migration background","109.26","100","1518","70","85","125","150","240","107.45","111.07","36","340","100","102"
"1985","Couple + C. LE 16","direct migration background","80.3","74.59","902","52","63","90","120","180","78.2","82.4","20","550","70","72"
"1985","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","no migration background","102.96","98","1642","67","80","120","150","220","101.32","104.6","36","300","95","100"
"1985","Couple + C. LE and GT 16","direct migration background","93.86","85","593","60","71","110","140","180","91.72","96","35","200","77","80"
"1985","Couple + C. LE and GT 16","indirect migration background","93.38","90.38","46","69","75","110","120","155","86.32","100.44","39","155","75","106"
"1985","Couple + C. LE and GT 16","no migration background","120.71","120","806","80","100","140","160","220","118.35","123.07","50","270","115","120"
"1985","Single parent","direct migration background","75.61","70","112","42","55","98","100","150","70.72","80.5","10","150","63","72"
"1985","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1985","Single parent","no migration background","93.61","85","413","57","69","110","130","240","89.92","97.3","20","250","80","88"
"1986","(Married) couple without C.","direct migration background","89.83","74.14","74","45","55","102","130","230","81.58","98.08","20","230","60","74"
"1986","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","no migration background","83.53","76","269","50","60","96","120","192","79.47","87.59","10","270","72","80"
"1986","1-pers.-HH","direct migration background","46.42","40.18","38","15","25","47","87","175","34.36","58.48","10","175","25","45"
