"year","bula_h","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-W?rttemberg","direct migration background","84.38","80","885","50","64","100","134","180","82.45","86.31","12","215","72","76"
"1984","Baden-W?rttemberg","indirect migration background","","","","","","","","","","","","","",""
"1984","Baden-W?rttemberg","no migration background","96.9","90","1334","60","70","118","140","200","94.84","98.96","20","442","90","95"
"1984","Bavaria","direct migration background","82.18","74","452","44","58","96","128","300","79.24","85.12","9","300","65","70"
"1984","Bavaria","indirect migration background","","","","","","","","","","","","","",""
"1984","Bavaria","no migration background","96.18","90","1609","54","70","120","150","220","94.37","97.99","15","300","90","96"
"1984","Berlin","direct migration background","79.42","69.99","117","50","60","99","120","170","73.92","84.92","20","170","68","78"
"1984","Berlin","indirect migration background","","","","","","","","","","","","","",""
"1984","Berlin","no migration background","79.18","70","292","48","59","90","115","280","74.43","83.93","18","280","70","78"
"1984","Brandenburg","direct migration background","","","","","","","","","","","","","",""
"1984","Brandenburg","indirect migration background","","","","","","","","","","","","","",""
"1984","Brandenburg","no migration background","","","","","","","","","","","","","",""
"1984","Bremen","direct migration background","88.23","74","34","55","60","110","140","140","79.14","97.32","48","140","56","83"
"1984","Bremen","indirect migration background","","","","","","","","","","","","","",""
"1984","Bremen","no migration background","71.84","65","98","51","55","73","110","180","65.69","77.99","33","180","64","69"
"1984","Hamburg","direct migration background","62.52","64.93","89","40","48","75","87","100","58.27","66.77","12","140","60","74"
"1984","Hamburg","indirect migration background","","","","","","","","","","","","","",""
"1984","Hamburg","no migration background","70.34","66","220","49","57","80","100","140","67.35","73.33","30","146","65","74"
"1984","Hesse","direct migration background","81.65","73","473","43","60","92","120","260","79","84.3","8","260","70","75"
"1984","Hesse","indirect migration background","","","","","","","","","","","","","",""
"1984","Hesse","no migration background","98.41","90","760","57","70","120","150","260","95.53","101.29","14","270","90","93"
"1984","Lower Saxony","direct migration background","83.29","75","200","55","65","92","120","180","79.78","86.8","18","200","70","78"
"1984","Lower Saxony","indirect migration background","","","","","","","","","","","","","",""
"1984","Lower Saxony","no migration background","98.44","96","1021","56","70","120","150","200","96.18","100.7","20","240","96","100"
"1984","Mecklenburg-Western Pomerania","direct migration background","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","indirect migration background","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","no migration background","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","direct migration background","70.79","68","956","40","52","83","110","150","69.26","72.32","6","250","68","70"
"1984","North Rhine-Westphalia","indirect migration background","84.99","83.52","40","46","75","92","130","170","75.13","94.85","38","170","80","100"
"1984","North Rhine-Westphalia","no migration background","89.85","82","2259","50","65","110","136","210","88.3","91.4","8","350","84","86"
"1984","Rhineland-Palatinate,Saarland","direct migration background","75.6","75","153","35","52","96","105","160","70.73","80.47","10","170","65","80"
"1984","Rhineland-Palatinate,Saarland","indirect migration background","","","","","","","","","","","","","",""
"1984","Rhineland-Palatinate,Saarland","no migration background","104.17","100","688","61","77","120","156","220","101.23","107.11","15","260","96","102"
"1984","Saxony","direct migration background","","","","","","","","","","","","","",""
"1984","Saxony","indirect migration background","","","","","","","","","","","","","",""
"1984","Saxony","no migration background","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","direct migration background","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","indirect migration background","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","no migration background","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","direct migration background","95.73","89.4","40","50","60","130","140","176","85.4","106.06","35","176","67","100"
"1984","Schleswig-Holstein","indirect migration background","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","no migration background","94.36","90","342","54","70","120","135","226","90.32","98.4","20","250","85","96"
"1984","Thuringia","direct migration background","","","","","","","","","","","","","",""
"1984","Thuringia","indirect migration background","","","","","","","","","","","","","",""
"1984","Thuringia","no migration background","","","","","","","","","","","","","",""
