"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","East Germany","","","","","","","","","","","","","",""
"1984","direct migration background","West Germany","78.59","72","3399","42","58","92","120","180","77.64","79.54","6","300","70","72"
"1984","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1984","indirect migration background","West Germany","86.17","85","127","60","75","96","114.93","150","81.43","90.91","38","170","80","92"
"1984","no migration background","East Germany","","","","","","","","","","","","","",""
"1984","no migration background","West Germany","94.02","88","8623","54","68","116","140","220","93.21","94.83","8","442","90","90"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","78.75","74","2746","42","58","90","120","210","77.56","79.94","6","550","70","73"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","83.69","82.55","136","52","65","98","110","153","79.56","87.82","32","155","80","88"
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","93.48","88","7797","53","66","116","140","220","92.63","94.33","10","564","90","90"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","78.93","72","392","42","58","92","127","230","75.67","82.19","10","240","68","74"
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","85.6","78","841","40","59","107","149","215","82.9","88.3","8","270","80","85"
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","78.43","76.18","347","45","58","92","120","153","75.21","81.65","8","220","74","80"
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","83.19","79.71","685","45","60","100","130","180","80.57","85.81","10","220","78","83"
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","78.88","72","331","38","58","94","120","200","74.26","83.5","16","250","70","75"
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","84.31","76.64","664","36","57","100","140","260","80.83","87.79","10","312","80","85"
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
