"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","college entrance qualification","91.95","85","669","41","63","115","150","260","88.7","95.2","13","300","80","88"
"1984","16-34 y.","lower secondary degree","92.07","86","1820","55","70","110","140","200","90.49","93.65","18","442","80","85"
"1984","16-34 y.","no degree/no degree yet","98.4","97.05","515","52","70","120","150","240","95.29","101.51","18","270","76","80"
"1984","16-34 y.","Other degree","68.59","65","524","39","50","80","100","200","66.57","70.61","12","200","65","70"
"1984","16-34 y.","secondary school degree","97.71","90.29","1014","55","70","120","150","220","95.34","100.08","8","350","90","93"
"1984","35-65 y.","college entrance qualification","114.72","110","524","65","85","140","160","240","111.21","118.23","30","300","105","120"
"1984","35-65 y.","lower secondary degree","94.94","90","3288","59","70","115","140","200","93.76","96.12","14","300","90","90"
"1984","35-65 y.","no degree/no degree yet","72.09","70","762","36","58","85","110","160","70.25","73.93","6","200","69","70"
"1984","35-65 y.","Other degree","70.82","67","920","40","53","84","110","160","69.06","72.58","8","250","69","70"
"1984","35-65 y.","secondary school degree","106.99","100","751","62","80","125","154","250","103.91","110.07","30","442","100","104"
"1984","66 and older","college entrance qualification","95.54","84.37","97","54","65","115","150","260","87.02","104.06","32","260","80","99"
"1984","66 and older","lower secondary degree","75.04","67","966","45","55","88","120","190","72.93","77.15","20","275","68","70"
"1984","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","66 and older","Other degree","","","","","","","","","","","","","",""
"1984","66 and older","secondary school degree","81.18","70","182","48","58","96","120","260","75.75","86.61","33","300","68","80"
"1985","16-34 y.","college entrance qualification","91.36","85","627","40","60","120","150","240","87.98","94.74","10","260","84","90"
"1985","16-34 y.","lower secondary degree","90.31","85","1571","54","68","110","130","200","88.7","91.92","14","280","80","85"
"1985","16-34 y.","no degree/no degree yet","104.43","100","413","58","76","130","151","220","100.81","108.05","20","240","80","90"
"1985","16-34 y.","Other degree","73.93","68","379","40","54","88","120","220","71.07","76.79","9","240","65","70"
"1985","16-34 y.","secondary school degree","96.58","90.37","958","54","70","120","150","220","94.26","98.9","15","270","90","95"
"1985","35-65 y.","college entrance qualification","114.13","110","490","63","84","138","165","250","110.38","117.88","20","300","109","120"
"1985","35-65 y.","lower secondary degree","94.25","90","2948","58","70","114","140","200","93","95.5","10","340","90","90"
"1985","35-65 y.","no degree/no degree yet","69.6","69","599","35","52","83","100","150","66.96","72.24","6","550","70","71"
"1985","35-65 y.","Other degree","72.89","65","755","38","50","85","116","200","70.51","75.27","10","550","68","70"
"1985","35-65 y.","secondary school degree","106.51","100","715","62","80","125","155","250","103.64","109.38","25","270","100","105"
"1985","66 and older","college entrance qualification","94.39","86","84","51","70","116","140","250","85.47","103.31","25","250","80","105"
"1985","66 and older","lower secondary degree","74.07","65","807","45","54","87","118","200","71.58","76.56","16","340","67","70"
"1985","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","66 and older","Other degree","","","","","","","","","","","","","",""
"1985","66 and older","secondary school degree","79.32","69.36","170","48","58","90","118","250","71.9","86.74","25","564","65","80"
"1986","16-34 y.","college entrance qualification","74.37","73","127","25","45","94","120","240","67.52","81.22","8","240","65","84"
"1986","16-34 y.","lower secondary degree","83.22","76","329","45","63","100","130","160","79.73","86.71","10","225","74","80"
"1986","16-34 y.","no degree/no degree yet","94.44","74.98","49","54","72","120","150","200","83.37","105.51","20","200","72","82"
"1986","16-34 y.","Other degree","70.61","66.35","75","35","57","80","100","150","65.2","76.02","16","150","65","78"
"1986","16-34 y.","secondary school degree","82.55","75","178","35","56","100","130","240","76.92","88.18","20","240","72","85"
