"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1984","direct migration background","(1a) inadequately completed","66.77","66.6","1033","34","50","80","100","140","65.23","68.31","6","200","68","70"
"1984","direct migration background","(1b) general elementary school","73.35","70","1020","40","54","86","106","180","71.73","74.97","8","200","69","72"
"1984","direct migration background","(1c) basic vocational qualification","81.12","75","718","45","62","96","130","168","79.14","83.1","10","200","70","75"
"1984","direct migration background","(2a) intermediate vocational","94.09","83.04","87","56","65","115","150","260","85.98","102.2","32","260","75","95"
"1984","direct migration background","(2b) intermediate general qualification","91.84","84.35","52","60","72","105","150","180","83.84","99.84","30","180","75","96"
"1984","direct migration background","(2c_gen) general maturity certificate","90.42","80","129","50","64","99","150","300","84.79","96.05","18","300","65","77"
"1984","direct migration background","(2c_voc) vocational maturity certificate","74.22","68","146","38","50","88","112","250","69.39","79.05","12","250","65","74"
"1984","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","direct migration background","(3b) higher tertiary education","101.89","90","100","48","64","130","150","300","92.81","110.97","15","300","73","90"
"1984","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1984","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","indirect migration background","(1b) general elementary school","84.3","85","36","45","60","100","102","170","73.39","95.21","38","170","70","92"
"1984","indirect migration background","(1c) basic vocational qualification","88.08","85","38","75","78","92","110","170","79.08","97.08","55","170","78","100"
"1984","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1984","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1984","no migration background","(0) in school","114.96","111.71","158","74","95","130","160","240","109.26","120.66","20","270","104","120"
"1984","no migration background","(1a) inadequately completed","89.37","79","68","50","63","100","140","260","79.11","99.63","18","260","70","92"
"1984","no migration background","(1b) general elementary school","87.87","80","1932","50","63","107","134","200","86.28","89.46","14","275","80","86"
"1984","no migration background","(1c) basic vocational qualification","91.57","85","3485","55","68","110","136","204","90.41","92.73","16","442","86","90"
"1984","no migration background","(2a) intermediate vocational","97.59","90","1301","55","70","120","149","250","95.31","99.87","8","442","90","95"
"1984","no migration background","(2b) intermediate general qualification","102.07","100","407","58","76","120","150","220","98.41","105.73","30","300","96","102"
"1984","no migration background","(2c_gen) general maturity certificate","95.59","90","277","44","65","120","155","240","90.2","100.98","13","300","85","100"
"1984","no migration background","(2c_voc) vocational maturity certificate","96.1","88","309","48","65","120","150","210","91.44","100.76","16","300","85","94"
"1984","no migration background","(3a) lower tertiary education","108.24","100","243","65","80","130","160","240","103.15","113.33","32","250","96","108"
"1984","no migration background","(3b) higher tertiary education","109.83","105","423","56","79","135","165","250","105.68","113.98","25","300","100","111"
"1985","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1985","direct migration background","(1a) inadequately completed","67.1","66","772","32","50","80","96","160","64.88","69.32","6","550","70","70"
"1985","direct migration background","(1b) general elementary school","74.04","68.78","823","42","55","88","110","180","71.82","76.26","10","550","69","72"
