"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1984","college entrance qualification","West Germany","101.73","95","1290","51","70","128","156","250","99.36","104.1","13","300","90","100"
"1984","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1984","lower secondary degree","West Germany","89.91","83","6074","52","65","110","135","200","89.03","90.79","14","442","84","86"
"1984","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","West Germany","89.1","81.5","1295","45","63","112","140","230","87.39","90.81","6","270","70","75"
"1984","Other degree","East Germany","","","","","","","","","","","","","",""
"1984","Other degree","West Germany","70","66.08","1451","40","52","83","104","170","68.66","71.34","8","250","67","70"
"1984","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1984","secondary school degree","West Germany","99.11","92","1947","56","70","120","150","250","97.3","100.92","8","442","90","96"
"1985","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1985","college entrance qualification","West Germany","101.01","97.52","1201","50","70","127","150","245","98.52","103.5","10","300","96","100"
"1985","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1985","lower secondary degree","West Germany","88.92","80","5326","52","65","106","130","200","87.99","89.85","10","340","85","86"
"1985","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","West Germany","92.74","86","1029","50","65","119","140","200","90.52","94.96","6","550","71","76"
"1985","Other degree","East Germany","","","","","","","","","","","","","",""
"1985","Other degree","West Germany","73.32","66.45","1141","40","52","86","118","200","71.48","75.16","9","550","67","70"
"1985","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1985","secondary school degree","West Germany","97.97","91","1843","55","70","120","150","240","96.16","99.78","15","564","92","98"
"1986","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1986","college entrance qualification","West Germany","84.47","78.11","181","29","55","110","140","240","77.77","91.17","8","250","75","90"
"1986","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1986","lower secondary degree","West Germany","84.98","77.6","529","44","60","102","137","200","81.85","88.11","10","270","78","84"
"1986","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","West Germany","85.6","73.82","118","38","64","100","150","200","79","92.2","12","200","69","80"
"1986","Other degree","East Germany","","","","","","","","","","","","","",""
"1986","Other degree","West Germany","71.24","67","171","40","55","82","100","176","67.12","75.36","15","176","67","75"
"1986","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1986","secondary school degree","West Germany","86.69","76","230","38","58","104","150","240","81.27","92.11","20","270","75","90"
"1987","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1987","college entrance qualification","West Germany","86.09","81.36","167","36","60","120","130","200","80.11","92.07","12","220","75","88"
"1987","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1987","lower secondary degree","West Germany","81.94","78","422","46","60","100","126","180","78.79","85.09","8","220","75","80"
"1987","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","West Germany","78.61","74","122","43","60","100","136","150","72.9","84.32","16","160","72","80"
"1987","Other degree","East Germany","","","","","","","","","","","","","",""
"1987","Other degree","West Germany","68.89","64.21","134","30","48","85","105","150","64.17","73.61","20","150","66","84"
"1987","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1987","secondary school degree","West Germany","85.14","80","187","47","60","100","136","180","80.14","90.14","22","200","75","89"
"1988","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1988","college entrance qualification","West Germany","87.92","80","139","30","55","120","150","240","79.84","96","10","250","75","94"
"1988","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1988","lower secondary degree","West Germany","81.07","71.04","441","35","58","95","130","260","77.11","85.03","12","312","75","80"
"1988","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1988","no degree/no degree yet","West Germany","76.44","68.05","97","35","50","90","125","220","67.01","85.87","20","250","62","76"
"1988","Other degree","East Germany","","","","","","","","","","","","","",""
"1988","Other degree","West Germany","73.55","66.16","116","31","58","85","95","200","64.61","82.49","20","250","63","78"
"1988","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1988","secondary school degree","West Germany","88.82","80","191","45","60","105","140","312","82.27","95.37","10","312","80","90"
"1989","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1989","college entrance qualification","West Germany","88.84","80","144","42","57","112","145","215","81.86","95.82","12","250","76","93"
"1989","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1989","lower secondary degree","West Germany","81.62","75","350","40","58","100","130","200","77.6","85.64","12","270","73","80"
"1989","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1989","no degree/no degree yet","West Germany","82.25","74.9","80","40","55","114","130","200","74.15","90.35","12","200","60","80"
"1989","Other degree","East Germany","","","","","","","","","","","","","",""
"1989","Other degree","West Germany","76.04","70","116","45","56","84","130","200","70.54","81.54","30","200","70","80"
"1989","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1989","secondary school degree","West Germany","90.6","81.15","238","45","60","114","145","250","84.79","96.41","12","270","80","90"
"1990","college entrance qualification","East Germany","75.11","70","536","45","56","90","120","150","72.72","77.5","11","210","68","74"
"1990","college entrance qualification","West Germany","89.94","80","172","40","60","113","150","240","83.18","96.7","11","250","80","100"
"1990","lower secondary degree","East Germany","65.21","60","1741","35","48","78","100","150","63.85","66.57","13","250","60","62"
"1990","lower secondary degree","West Germany","83.14","76","341","30","51","110","140","240","78.49","87.79","0","300","75","80"
"1990","no degree/no degree yet","East Germany","78.84","78","43","30","55","100","115","150","69.42","88.26","25","150","67","100"
"1990","no degree/no degree yet","West Germany","79.95","72","71","37","56","100","135","230","69.58","90.32","10","240","64","86"
"1990","Other degree","East Germany","67.87","60","59","32","48","80","100","250","58.45","77.29","30","250","55","70"
"1990","Other degree","West Germany","79.48","70","98","40","52","95","125","230","71.21","87.75","10","240","70","80"
"1990","secondary school degree","East Germany","74.26","68","2028","40","54","90","120","200","72.89","75.63","10","250","70","70"
"1990","secondary school degree","West Germany","87.93","79.94","179","40","56","111","150","260","81.29","94.57","20","300","78","90"
"1991","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1991","college entrance qualification","West Germany","92.82","85.47","169","42","60","120","150","200","86.08","99.56","18","280","75","104"
"1991","lower secondary degree","East Germany","65.8","50","64","16","32","82","150","300","52.31","79.29","12","300","50","87"
"1991","lower secondary degree","West Germany","83.8","79.5","342","35","56","100","136","204","79.65","87.95","9","250","70","83"
"1991","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","West Germany","84.71","75","52","45","63","107","120","170","75.84","93.58","30","170","63","80"
"1991","Other degree","East Germany","","","","","","","","","","","","","",""
"1991","Other degree","West Germany","75.2","70","62","47","52","100","110","140","67.5","82.9","9","140","63","75"
"1991","secondary school degree","East Germany","76.5","68","170","38","50","98","130","200","70.36","82.64","20","300","68","82"
"1991","secondary school degree","West Germany","88.69","80.41","210","45","58","112","145","200","82.88","94.5","12","280","75","92"
"1992","college entrance qualification","East Germany","80.01","66.76","37","45","54","100","130","200","65.77","94.25","25","200","65","93"
"1992","college entrance qualification","West Germany","89.93","80","169","42","60","120","150","200","83.63","96.23","15","210","75","90"
"1992","lower secondary degree","East Germany","65.63","61.13","90","30","48","75","102","200","58.54","72.72","15","200","62","75"
"1992","lower secondary degree","West Germany","88.21","81","329","40","60","120","140","200","83.91","92.51","12","250","80","90"
"1992","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","West Germany","106.32","99.36","41","70","75","126","170","200","92.87","119.77","39","200","82","120"
"1992","Other degree","East Germany","","","","","","","","","","","","","",""
"1992","Other degree","West Germany","82.49","70","75","38","54","110","150","200","73.2","91.78","15","200","57","85"
"1992","secondary school degree","East Germany","72.83","64","182","36","48","80","130","200","66.95","78.71","15","200","64","75"
"1992","secondary school degree","West Germany","84.31","75","191","40","56","103","150","210","78.32","90.3","9","250","70","80"
"1993","college entrance qualification","East Germany","82.83","74.75","45","34","62","115","130","147","73.34","92.32","30","147","72","100"
"1993","college entrance qualification","West Germany","98.04","90","177","45","60","126","165","210","91.15","104.93","12","350","83","100"
"1993","lower secondary degree","East Germany","70.34","62.31","70","36","49","80","110","210","62.34","78.34","30","210","60","74"
"1993","lower secondary degree","West Germany","88.62","80","381","36","60","105","140","250","84.08","93.16","10","350","78","86"
"1993","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","West Germany","89.28","86","68","42","53","115","151","200","80.16","98.4","23","200","62","90"
"1993","Other degree","East Germany","","","","","","","","","","","","","",""
"1993","Other degree","West Germany","83.74","72.36","83","42","57","100","145","170","76.01","91.47","18","200","63","82"
"1993","secondary school degree","East Germany","80.19","70","164","40","50","105","130","200","74.45","85.93","14","210","67","83"
"1993","secondary school degree","West Germany","94.85","85","241","45","67","120","150","300","88.73","100.97","16","350","80","90"
"1994","college entrance qualification","East Germany","80.57","76.49","40","10","46","122","141","200","66.39","94.75","10","200","70","110"
"1994","college entrance qualification","West Germany","97.85","94.57","229","38","60","131","160","230","91.58","104.12","15","270","90","105"
"1994","lower secondary degree","East Germany","60","50.06","96","30","42","70","96","170","53.49","66.51","20","170","54","69"
"1994","lower secondary degree","West Germany","79.92","75","374","38","54","95","126","220","76.19","83.65","20","250","75","83"
"1994","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","West Germany","94.1","89.03","48","19","45","141","170","250","80.75","107.45","15","250","60","90"
"1994","Other degree","East Germany","","","","","","","","","","","","","",""
"1994","Other degree","West Germany","73.49","72.93","64","48","63","85","90","180","66.86","80.12","10","200","70","85"
"1994","secondary school degree","East Germany","79.28","68.89","198","40","50","107","130","194","73.84","84.72","12","200","65","89"
"1994","secondary school degree","West Germany","93.27","80","216","48","57","120","159","270","86.99","99.55","10","270","80","90"
"1995","college entrance qualification","East Germany","95.66","86.52","68","46","65","130","150","180","85.95","105.37","29","232","80","107"
"1995","college entrance qualification","West Germany","94.11","86.6","260","49","59","120","140","250","88.47","99.75","14","300","85","100"
"1995","lower secondary degree","East Germany","67.36","64","86","39","48","73","107","160","59.85","74.87","20","170","66","73"
"1995","lower secondary degree","West Germany","87.36","80","426","35","60","115","150","210","83.44","91.28","12","350","77","85"
"1995","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1995","no degree/no degree yet","West Germany","92.05","80","110","54","64","100","124","300","84.25","99.85","18","300","72","82"
"1995","Other degree","East Germany","","","","","","","","","","","","","",""
"1995","Other degree","West Germany","68.2","69","316","29","52","81","100","161","64.96","71.44","12","250","70","76"
"1995","secondary school degree","East Germany","91.06","75","190","50","62","118","150","232","84.02","98.1","22","400","75","93"
"1995","secondary school degree","West Germany","96.85","87","326","48","68","120","150","230","91.92","101.78","10","350","85","97"
"1996","college entrance qualification","East Germany","79.75","70","76","55","60","92","128","180","71.54","87.96","16","180","70","90"
"1996","college entrance qualification","West Germany","95.38","90","228","43","63","120","150","320","89.64","101.12","11","320","78","93"
"1996","lower secondary degree","East Germany","67.7","61","103","42","50","75","103","180","61.98","73.42","30","180","60","70"
"1996","lower secondary degree","West Germany","90.47","80","417","45","62","110","150","260","86.38","94.56","10","270","80","86"
"1996","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1996","no degree/no degree yet","West Germany","78.28","66.93","59","47","60","97","120","160","70.35","86.21","24","160","75","96"
"1996","Other degree","East Germany","","","","","","","","","","","","","",""
"1996","Other degree","West Germany","72.67","72.83","131","40","60","84","104","130","68.17","77.17","10","180","73","80"
"1996","secondary school degree","East Germany","81.41","68","241","43","55","100","140","240","75.98","86.84","12","400","68","80"
"1996","secondary school degree","West Germany","94.31","90","263","45","60","120","145","320","89.03","99.59","12","320","80","95"
"1997","college entrance qualification","East Germany","88.17","83.64","80","50","70","104","140","160","80.43","95.91","33","180","73","100"
"1997","college entrance qualification","West Germany","88.24","84.35","201","39","62","110","150","188","82.99","93.49","10","188","80","90"
"1997","lower secondary degree","East Germany","57.36","56.63","130","22","42","73","83","141","52.13","62.59","10","220","58","66"
"1997","lower secondary degree","West Germany","90.47","80","338","52","65","110","140","224","85.76","95.18","16","365","78","85"
"1997","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1997","no degree/no degree yet","West Germany","99.05","84.71","50","47","65","142","170","230","85.59","112.51","10","230","70","100"
"1997","Other degree","East Germany","","","","","","","","","","","","","",""
"1997","Other degree","West Germany","75.55","70","131","36","55","93","120","180","69.45","81.65","22","200","76","86"
"1997","secondary school degree","East Germany","78.07","70","208","48","57","100","120","146","73.7","82.44","24","220","70","82"
"1997","secondary school degree","West Germany","97.47","89","278","53","68","120","150","230","92.49","102.45","18","250","83","93"
"1998","college entrance qualification","East Germany","90.45","80","541","55","64","110","140","220","87.54","93.36","10","260","80","90"
