"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","96.42","90","1270","56","70","120","150","210","94.5","98.34","12","300","80","85"
"1984","16-34 y.","higher education","90.3","85","248","46","66","110","130","200","85.65","94.95","19","280","80","87"
"1984","16-34 y.","higher vocational","90.47","80","208","42","60","115","144","220","84.96","95.98","25","300","79","90"
"1984","16-34 y.","in school","113.55","110","186","70","90","130","160","240","108.32","118.78","20","270","100","115"
"1984","16-34 y.","inadequately","76.43","70","306","40","59","86","114","200","73.3","79.56","18","260","67","73"
"1984","16-34 y.","middle vocational","92.13","85","2168","50","67","110","140","220","90.56","93.7","8","442","80","85"
"1984","16-34 y.","vocational + Abi","86.62","80","164","40","58","110","140","200","81","92.24","12","250","72","85"
"1984","35-65 y.","general elemantary","91.29","85","1655","55","68","110","135","200","89.66","92.92","8","275","80","83"
"1984","35-65 y.","higher education","118.88","119.77","480","68","89","146","172","250","115.01","122.75","15","300","110","120"
"1984","35-65 y.","higher vocational","109.09","100","363","70","80","130","155","260","105.16","113.02","31","300","100","110"
"1984","35-65 y.","in school","","","","","","","","","","","","","",""
"1984","35-65 y.","inadequately","69.91","68","691","38","57","82","100","135","68.02","71.8","6","200","69","70"
"1984","35-65 y.","middle vocational","96.41","90","2945","60","72","116","140","210","95.11","97.71","10","442","88","90"
"1984","35-65 y.","vocational + Abi","97.95","90","128","50","63","120","150","250","91.17","104.73","35","250","70","88"
"1984","66 and older","general elemantary","75.7","65","514","44","52","90","120","200","72.54","78.86","20","275","65","71"
"1984","66 and older","higher education","95.52","90","63","59","70","110","135","260","85.51","105.53","35","260","84","100"
"1984","66 and older","higher vocational","84.94","76","82","54","63","96","140","200","77.24","92.64","32","200","70","83"
"1984","66 and older","in school","","","","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","","","","",""
"1984","66 and older","middle vocational","76.16","68","576","46","56","86","115","200","73.45","78.87","18","300","67","71"
"1984","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","96.65","90","1103","58","70","120","145","200","94.61","98.69","16","280","80","86"
"1985","16-34 y.","higher education","90.92","88","234","45","65","112","140","200","86.12","95.72","20","245","84","92"
"1985","16-34 y.","higher vocational","89.94","82.21","193","45","60","110","140","240","84.58","95.3","30","240","80","96"
"1985","16-34 y.","in school","117.65","114.1","181","75","91","135","160","220","112.34","122.96","40","240","106","120"
"1985","16-34 y.","inadequately","82.42","76","226","50","60","100","125","240","78.45","86.39","20","240","70","75"
"1985","16-34 y.","middle vocational","90.5","85","1890","50","65","110","140","220","88.85","92.15","10","260","80","85"
"1985","16-34 y.","vocational + Abi","83.26","79.58","141","43","60","104","130","180","77.7","88.82","9","200","72","85"
"1985","35-65 y.","general elemantary","90.61","85","1451","54","66","110","136","200","88.75","92.47","10","550","80","84"
"1985","35-65 y.","higher education","118.43","117.02","448","70","90","140","170","250","114.49","122.37","16","300","110","120"
"1985","35-65 y.","higher vocational","105.72","100","337","60","77","128","160","220","101.65","109.79","26","254","100","106"
"1985","35-65 y.","in school","","","","","","","","","","","","","",""
"1985","35-65 y.","inadequately","68.04","66.16","549","36","51","80","96","150","65.26","70.82","6","550","70","71"
"1985","35-65 y.","middle vocational","96.51","90","2632","60","71","120","140","220","95.14","97.88","10","300","90","90"
"1985","35-65 y.","vocational + Abi","95.77","90","104","42","65","118","176","245","87.74","103.8","20","245","72","90"
"1985","66 and older","general elemantary","74.22","64","413","41","52","85","120","200","70.3","78.14","16","340","65","70"
"1985","66 and older","higher education","100.17","90","54","60","79","118","140","250","88.75","111.59","35","250","85","110"
"1985","66 and older","higher vocational","85.31","75","78","56","65","100","125","200","77.88","92.74","30","200","72","90"
"1985","66 and older","in school","","","","","","","","","","","","","",""
"1985","66 and older","inadequately","","","","","","","","","","","","","",""
"1985","66 and older","middle vocational","75.08","66.95","509","45","56","89","110","200","71.75","78.41","19","564","66","70"
"1985","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1986","16-34 y.","general elemantary","79.72","75.33","195","38","59","100","123","170","75.35","84.09","16","200","70","80"
"1986","16-34 y.","higher education","86.92","75.97","60","30","55","117","127","240","74.18","99.66","8","240","70","100"
"1986","16-34 y.","higher vocational","83.37","80","42","34","62","110","128","157","74.1","92.64","25","157","80","100"
"1986","16-34 y.","in school","","","","","","","","","","","","","",""
"1986","16-34 y.","inadequately","79.52","73.13","42","36","62","82","149","160","68.73","90.31","20","160","65","80"
"1986","16-34 y.","middle vocational","79.87","75","386","40","58","100","130","200","76.48","83.26","10","240","70","78"
"1986","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1986","35-65 y.","general elemantary","82.88","76","104","44","60","100","120","192","76.38","89.38","15","192","72","85"
"1986","35-65 y.","higher education","113.84","110","54","60","75","140","165","270","99.93","127.75","20","270","85","120"
"1986","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1986","35-65 y.","in school","","","","","","","","","","","","","",""
"1986","35-65 y.","inadequately","71.33","64","57","31","58","83","100","180","62.23","80.43","12","180","63","80"
"1986","35-65 y.","middle vocational","101.36","92.95","191","53","70","123","160","250","95.03","107.69","12","270","84","100"
"1986","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1986","66 and older","general elemantary","","","","","","","","","","","","","",""
"1986","66 and older","higher education","","","","","","","","","","","","","",""
"1986","66 and older","higher vocational","","","","","","","","","","","","","",""
"1986","66 and older","in school","","","","","","","","","","","","","",""
"1986","66 and older","inadequately","","","","","","","","","","","","","",""
"1986","66 and older","middle vocational","","","","","","","","","","","","","",""
"1986","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1987","16-34 y.","general elemantary","72.76","69.59","137","36","50","85","110","200","67.5","78.02","8","200","65","76"
"1987","16-34 y.","higher education","76.27","75","54","35","60","90","120","135","68.64","83.9","18","135","72","90"
"1987","16-34 y.","higher vocational","91.56","89.37","33","58","65","120","120","143","82.88","100.24","49","143","72","100"
"1987","16-34 y.","in school","","","","","","","","","","","","","",""
"1987","16-34 y.","inadequately","61.15","60","37","25","43","76","85","136","51.5","70.8","18","136","60","80"
"1987","16-34 y.","middle vocational","79.84","75","321","45","60","100","130","150","76.48","83.2","12","180","72","80"
"1987","16-34 y.","vocational + Abi","76.41","73.3","36","15","37","120","130","150","63.68","89.14","12","150","58","86"
"1987","35-65 y.","general elemantary","80.68","75","90","44","60","105","126","180","73.66","87.7","20","180","72","89"
"1987","35-65 y.","higher education","113.57","120","43","82","85","130","153","220","103.47","123.67","56","220","91","125"
"1987","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1987","35-65 y.","in school","","","","","","","","","","","","","",""
"1987","35-65 y.","inadequately","74.88","73.8","68","40","55","86","110","150","67.78","81.98","16","160","72","85"
"1987","35-65 y.","middle vocational","90.65","84","149","50","70","112","135","200","84.93","96.37","16","220","81","90"
"1987","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1987","66 and older","general elemantary","","","","","","","","","","","","","",""
"1987","66 and older","higher education","","","","","","","","","","","","","",""
"1987","66 and older","higher vocational","","","","","","","","","","","","","",""
"1987","66 and older","in school","","","","","","","","","","","","","",""
"1987","66 and older","inadequately","","","","","","","","","","","","","",""
"1987","66 and older","middle vocational","","","","","","","","","","","","","",""
"1987","66 and older","vocational + Abi","","","","","","","","","","","","","",""
