"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Rural Area","91.23","84","321","50","68","115","130","250","87","95.46","15","250","75","82"
"1985","direct migration background","Urban Area","76.7","70","2425","41","57","90","116","200","75.48","77.92","6","550","70","71"
"1985","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1985","indirect migration background","Urban Area","81.19","80","122","50","65","96","110","153","76.82","85.56","32","155","76","87"
"1985","no migration background","Rural Area","102.28","100","1865","60","75","120","150","220","100.6","103.96","13","340","100","100"
"1985","no migration background","Urban Area","90.63","83","5932","50","64","110","140","214","89.66","91.6","10","564","86","89"
"1986","direct migration background","Rural Area","87.08","84.42","42","42","64","120","130","156","76.39","97.77","16","156","70","90"
"1986","direct migration background","Urban Area","77.36","71.49","350","45","57","90","110","240","73.94","80.78","10","240","68","73"
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1986","no migration background","Rural Area","98.97","80","175","53","64","135","156","240","92.21","105.73","10","240","80","100"
"1986","no migration background","Urban Area","81.92","76","666","38","56","100","127","200","79.05","84.79","8","270","79","84"
"1987","direct migration background","Rural Area","83.41","79.49","43","30","60","90","145","220","73.8","93.02","20","220","72","85"
"1987","direct migration background","Urban Area","77.72","75.66","304","45","56","93","113","153","74.28","81.16","8","160","73","83"
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1987","no migration background","Rural Area","91.99","80","146","60","64","120","136","220","85.7","98.28","12","220","80","90"
"1987","no migration background","Urban Area","81.11","75","539","42","58","100","130","175","78.26","83.96","10","220","75","83"
"1988","direct migration background","Rural Area","90.58","80","48","40","70","120","120","250","74.88","106.28","25","250","78","95"
"1988","direct migration background","Urban Area","76.56","70","283","35","55","93","120","200","71.87","81.25","16","220","66","73"
"1988","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1988","no migration background","Rural Area","91.49","78.43","125","40","60","100","145","312","81.39","101.59","25","312","75","90"
"1988","no migration background","Urban Area","82.66","76","539","35","57","100","140","210","79.06","86.26","10","260","80","85"
"1989","direct migration background","Rural Area","103.34","80","41","45","70","130","180","200","90.4","116.28","35","200","70","90"
"1989","direct migration background","Urban Area","77.54","72.25","225","48","58","86","120","160","73.74","81.34","12","170","70","76"
"1989","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1989","no migration background","Rural Area","99.24","90","135","39","69","125","180","250","90.76","107.72","13","250","86","110"
"1989","no migration background","Urban Area","83.17","76","527","41","57","110","130","200","79.67","86.67","12","270","74","83"
"1990","direct migration background","Rural Area","73.96","67","137","40","51","80","110","230","66.68","81.24","26","240","67","75"
"1990","direct migration background","Urban Area","75.59","65","251","43","52","87","115","250","71.64","79.54","10","250","68","72"
"1990","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1990","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1990","no migration background","Rural Area","75.17","65","2845","40","52","90","120","199","73.93","76.41","13","230","68","70"
"1990","no migration background","Urban Area","73.51","66","1948","35","50","90","120","200","72.05","74.97","0","300","67","70"
"1991","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1991","direct migration background","Urban Area","74.95","70","184","47","58","91","110","204","70.43","79.47","9","204","63","70"
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","76.51","70","32","33","60","100","100","128","65.37","87.65","28","128","50","100"
"1991","no migration background","Rural Area","91.06","83.49","330","36","56","120","150","250","85.69","96.43","10","300","80","98"
"1991","no migration background","Urban Area","83.82","75","553","42","55","110","140","200","80.61","87.03","10","204","74","85"
"1992","direct migration background","Rural Area","110.75","90","43","23","66","190","240","240","97.47","124.03","15","240","90","100"
"1992","direct migration background","Urban Area","83.65","70","173","45","57","100","150","200","77.6","89.7","15","200","65","75"
"1992","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1992","no migration background","Rural Area","89.23","78","345","46","57","120","150","200","84.71","93.75","15","240","75","82"
"1992","no migration background","Urban Area","81.27","71.69","546","36","55","100","136","210","77.94","84.6","12","250","70","80"
"1993","direct migration background","Rural Area","85.94","70","36","20","55","120","146","350","66.72","105.16","16","350","70","100"
"1993","direct migration background","Urban Area","87.64","75","209","42","57","103","151","240","82.62","92.66","18","240","68","79"
"1993","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Urban Area","81.38","75.07","61","33","48","103","151","180","72.18","90.58","20","180","57","78"
"1993","no migration background","Rural Area","92.32","82.93","352","36","60","120","160","200","87.66","96.98","10","350","80","92"
"1993","no migration background","Urban Area","88.95","80","607","42","60","112","140","250","85.5","92.4","12","350","78","85"
"1994","direct migration background","Rural Area","87.63","75","35","48","60","135","135","150","75.53","99.73","36","200","70","85"
"1994","direct migration background","Urban Area","81.36","76.31","181","38","56","100","140","180","76.56","86.16","15","220","70","80"
"1994","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Urban Area","72.95","67.78","64","35","56","85","112","196","65.8","80.1","25","196","65","85"
"1994","no migration background","Rural Area","91.9","85.46","395","40","52","125","151","250","87.41","96.39","10","250","84","90"
"1994","no migration background","Urban Area","82.74","75","657","38","54","100","140","250","79.48","86","10","270","75","80"
"1995","direct migration background","Rural Area","86.81","74.75","99","49","61","90","130","300","76.97","96.65","18","300","70","82"
"1995","direct migration background","Urban Area","72.24","70","532","40","53","85","110","190","69.73","74.75","12","230","70","75"
"1995","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1995","indirect migration background","Urban Area","75.14","70","48","25","55","80","130","190","65.82","84.46","10","190","60","75"
"1995","no migration background","Rural Area","101.51","93.52","455","51","68","130","160","300","96.8","106.22","20","400","90","100"
"1995","no migration background","Urban Area","88.1","80","721","40","59","115","141","230","85.15","91.05","12","250","80","90"
"1996","direct migration background","Rural Area","64.08","63.81","55","34","40","72","105","146","55.7","72.46","12","146","65","87"
"1996","direct migration background","Urban Area","79.7","72","284","46","56","88","120","320","75.99","83.41","17","320","73","80"
"1996","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Urban Area","73.63","70","62","47","60","85","101","150","67.73","79.53","19","150","64","78"
"1996","no migration background","Rural Area","87.28","75.37","434","42","57","120","150","210","82.97","91.59","11","400","78","90"
"1996","no migration background","Urban Area","92.34","81","748","48","63","113","150","260","89.35","95.33","10","320","80","85"
"1997","direct migration background","Rural Area","81.49","73","59","40","60","93","132","200","69.62","93.36","15","230","73","100"
"1997","direct migration background","Urban Area","74.38","70","241","39","55","90","100","190","70.26","78.5","10","200","73","80"
"1997","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Urban Area","77.18","70","74","35","56","95","118","190","70.37","83.99","17","190","62","75"
"1997","no migration background","Rural Area","91.02","80.17","419","45","60","120","150","220","87.03","95.01","10","250","75","89"
"1997","no migration background","Urban Area","87.96","80","686","47","60","110","142","200","85.06","90.86","10","230","79","84"
"1998","direct migration background","Rural Area","91.59","80","405","50","63","110","140","270","87.29","95.89","20","280","77","86"
"1998","direct migration background","Urban Area","83.66","75","1992","50","61","97","125","220","82.19","85.13","10","420","75","78"
"1998","indirect migration background","Rural Area","110.06","104.92","91","60","72","140","180","270","100.34","119.78","20","270","88","105"
"1998","indirect migration background","Urban Area","89.52","80","511","55","65","108","140","200","86.51","92.53","18","280","75","80"
"1998","no migration background","Rural Area","100.73","95","4352","54","68","120","151","230","99.49","101.97","8","350","93","100"
"1998","no migration background","Urban Area","94.23","87","6847","52","65","120","150","220","93.32","95.14","6","420","89","90"
"1999","direct migration background","Rural Area","90.97","83.41","40","59","70","120","130","160","81.41","100.53","13","160","70","100"
"1999","direct migration background","Urban Area","91.14","75","227","51","60","97","140","450","83.86","98.42","20","450","73","80"
"1999","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Urban Area","90.85","74","106","44","58","85","150","385","78.37","103.33","16","385","68","80"
"1999","no migration background","Rural Area","94.9","80","464","45","60","117","158","290","90.31","99.49","10","330","80","90"
"1999","no migration background","Urban Area","90.07","81","746","42","60","104","150","240","86.87","93.27","12","350","80","87"
"2000","direct migration background","Rural Area","89.81","82","261","49","62","110","140","210","85.09","94.53","39","260","82","92"
"2000","direct migration background","Urban Area","83.82","78","1205","50","62","97","125","200","81.8","85.84","12","340","78","82"
"2000","indirect migration background","Rural Area","103.78","100","36","68","80","130","140","170","93.72","113.84","48","170","80","115"
"2000","indirect migration background","Urban Area","92.25","80","274","44","63","116","158","240","86.83","97.67","12","261","75","85"
"2000","no migration background","Rural Area","102.55","100","3834","55","70","125","151","240","101.16","103.94","14","450","100","100"
"2000","no migration background","Urban Area","98.46","90","6603","52","68","120","150","240","97.38","99.54","10","400","94","97"
"2001","direct migration background","Rural Area","86.13","83.2","62","42","61","110","135","144","77.32","94.94","15","160","76","110"
"2001","direct migration background","Urban Area","84.77","82","260","51","64","100","120","180","81.14","88.4","8","230","80","86"
"2001","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2001","indirect migration background","Urban Area","86.4","84.84","107","50","61","107","120","200","79.8","93","12","230","74","85"
"2001","no migration background","Rural Area","97.93","87.8","596","50","63","120","160","250","94.01","101.85","16","300","85","94"
"2001","no migration background","Urban Area","91.86","83","1148","45","60","120","150","230","89.3","94.42","12","320","84","90"
"2002","direct migration background","Rural Area","91.03","81.14","472","49","63","116","140","200","86.87","95.19","18","450","80","92"
"2002","direct migration background","Urban Area","84.7","78","2314","50","63","100","125","200","83.14","86.26","10","440","80","81"
"2002","indirect migration background","Rural Area","97.79","90","95","60","80","125","140","200","90.4","105.18","35","210","90","105"
"2002","indirect migration background","Urban Area","90.31","84","674","50","65","110","135","230","87.16","93.46","10","300","83","87"
"2002","no migration background","Rural Area","100.58","97","6964","55","70","120","150","240","99.51","101.65","9","450","100","100"
"2002","no migration background","Urban Area","97.2","90","12296","52","67","120","150","240","96.36","98.04","10","450","100","100"
"2003","direct migration background","Rural Area","92.86","86","462","50","62","120","135","230","88.89","96.83","20","440","85","93"
"2003","direct migration background","Urban Area","84.75","78","2179","50","63","100","125","200","83.07","86.43","12","430","79","82"
"2003","indirect migration background","Rural Area","96.39","90","101","50","65","125","146","205","87.34","105.44","40","280","90","120"
"2003","indirect migration background","Urban Area","93.43","84","686","50","66","112","140","320","90.02","96.84","14","350","80","89"
"2003","no migration background","Rural Area","100.67","98","6756","53","70","120","150","240","99.57","101.77","10","450","100","100"
"2003","no migration background","Urban Area","96.92","90","12040","52","67","120","150","240","96.09","97.75","10","450","100","100"
"2004","direct migration background","Rural Area","96.49","88","443","53","63","120","140","240","91.78","101.2","20","450","86","96"
"2004","direct migration background","Urban Area","86.42","80","2096","52","64","100","130","200","84.7","88.14","12","430","80","84"
"2004","indirect migration background","Rural Area","102.14","95","116","50","70","130","136","450","92.37","111.91","16","450","86","115"
"2004","indirect migration background","Urban Area","92.72","85","694","52","66","112","140","300","89.32","96.12","11","360","82","90"
"2004","no migration background","Rural Area","101.18","98","6608","54","70","120","150","250","100.04","102.32","12","450","100","100"
"2004","no migration background","Urban Area","97.6","90","11713","53","67","120","150","250","96.75","98.45","9","450","100","100"
"2005","direct migration background","Rural Area","98.2","92","410","52","60","125","154","260","93.47","102.93","7","450","88","100"
"2005","direct migration background","Urban Area","86.09","80","1971","52","65","100","130","200","84.32","87.86","16","430","80","85"
"2005","indirect migration background","Rural Area","101.58","91.56","107","60","70","130","145","260","92.3","110.86","40","280","90","115"
"2005","indirect migration background","Urban Area","92.01","84","727","55","68","105","140","350","88.73","95.29","12","360","84","90"
"2005","no migration background","Rural Area","102.05","98","6344","55","70","123","154","250","100.88","103.22","10","450","100","100"
"2005","no migration background","Urban Area","97.32","89","11223","53","67","120","150","244","96.45","98.19","6","450","100","100"
"2006","direct migration background","Rural Area","96.11","83","433","50","62","120","150","230","91.44","100.78","12","450","85","98"
"2006","direct migration background","Urban Area","85.03","78","1965","50","63","100","130","190","83.32","86.74","12","380","80","84"
"2006","indirect migration background","Rural Area","92.15","90","124","55","68","120","134","186","83.28","101.02","12","280","90","120"
"2006","indirect migration background","Urban Area","90.23","81","737","50","68","102","135","230","86.85","93.61","12","400","81","86"
"2006","no migration background","Rural Area","102.05","97","6951","54","70","124","160","240","100.94","103.16","12","450","100","100"
"2006","no migration background","Urban Area","97.93","89","12118","53","66","120","150","240","97.06","98.8","9","838","100","100"
"2007","direct migration background","Rural Area","96.39","83","396","50","62","120","154","210","91.4","101.38","18","450","83","98"
"2007","direct migration background","Urban Area","85.75","78","1748","54","64","100","130","187","83.89","87.61","14","360","80","85"
"2007","indirect migration background","Rural Area","100.04","100","121","50","70","125","140","206","90.98","109.1","35","280","90","115"
"2007","indirect migration background","Urban Area","90.07","80","724","53","67","103","140","246","86.72","93.42","12","400","83","89"
"2007","no migration background","Rural Area","103.8","100","6558","54","70","125","160","280","102.62","104.98","12","470","100","100"
"2007","no migration background","Urban Area","98.7","90","11363","54","68","120","150","240","97.81","99.59","9","838","100","100"
"2008","direct migration background","Rural Area","96.72","87.35","349","50","65","120","150","240","91.6","101.84","22","440","84","100"
"2008","direct migration background","Urban Area","86.48","79","1567","52","64","101","130","200","84.54","88.42","10","360","81","86"
"2008","indirect migration background","Rural Area","104.83","100","123","50","73","130","150","240","95.85","113.81","44","280","98","120"
"2008","indirect migration background","Urban Area","88.54","80","705","53","65","105","130","230","85.47","91.61","12","300","82","90"
"2008","no migration background","Rural Area","104.7","100","6168","55","70","125","160","270","103.49","105.91","12","470","100","102"
"2008","no migration background","Urban Area","99.87","90","10727","54","68","124","154","250","98.94","100.8","10","938","100","100"
"2009","direct migration background","Rural Area","95.9","86","317","50","63","120","150","240","90.16","101.64","10","450","85","96"
"2009","direct migration background","Urban Area","88.31","79","1350","50","65","106","140","210","86.01","90.61","12","360","82","87"
"2009","indirect migration background","Rural Area","105.91","105.33","127","58","81","122","150","240","97.51","114.31","30","280","100","120"
"2009","indirect migration background","Urban Area","92.34","80","624","52","67","113","140","250","88.77","95.91","16","360","85","92"
"2009","no migration background","Rural Area","105.82","100","5862","55","70","130","160","280","104.55","107.09","12","550","100","103"
"2009","no migration background","Urban Area","99.75","90","10029","54","69","120","154","250","98.82","100.68","10","500","100","100"
"2010","direct migration background","Rural Area","94.79","92","616","53","65","120","140","200","91.35","98.23","30","450","90","97"
"2010","direct migration background","Urban Area","90.82","82","2289","52","66","105","139","240","89.19","92.45","8","400","85","87"
"2010","indirect migration background","Rural Area","103.39","100","214","55","73","120","160","230","96.77","110.01","30","280","100","120"
"2010","indirect migration background","Urban Area","96.02","82","1006","56","70","115","140","300","93.37","98.67","24","460","85","91"
"2010","no migration background","Rural Area","107.32","100","7512","55","71","130","160","280","106.18","108.46","12","550","105","110"
"2010","no migration background","Urban Area","100.18","90","12713","54","68","125","157","250","99.36","101","12","500","100","100"
"2011","direct migration background","Rural Area","101.53","92","785","55","70","120","160","240","98.31","104.75","30","450","90","100"
"2011","direct migration background","Urban Area","90.69","80","2490","52","65","106","140","250","89.05","92.33","13","475","85","88"
"2011","indirect migration background","Rural Area","104.64","101","266","54","80","125","150","230","97.95","111.33","20","450","103","120"
"2011","indirect migration background","Urban Area","98.89","90","1144","59","70","116","150","260","96.27","101.51","12","460","90","95"
"2011","no migration background","Rural Area","106.91","100","9190","55","71","130","160","250","105.89","107.93","13","470","106","110"
"2011","no migration background","Urban Area","100.56","90","15091","54","68","125","160","250","99.8","101.32","9","500","100","101"
"2012","direct migration background","Rural Area","98.86","90","775","56","71","120","150","210","95.59","102.13","25","450","90","100"
"2012","direct migration background","Urban Area","90.76","82","2294","50","65","105","140","250","89.03","92.49","15","400","86","90"
"2012","indirect migration background","Rural Area","102.2","101.84","261","50","73","120","150","220","96.11","108.29","20","300","106","120"
"2012","indirect migration background","Urban Area","102.41","93","1113","55","70","120","160","250","99.77","105.05","16","355","91","98"
"2012","no migration background","Rural Area","107.24","100","9104","55","70","130","160","270","106.21","108.27","10","540","106","110"
"2012","no migration background","Urban Area","101.49","90","14697","55","70","125","160","250","100.71","102.27","9","500","100","101"
"2013","direct migration background","Rural Area","94.81","86","1547","54","65","120","146","250","92.58","97.04","18","450","87","90"
"2013","direct migration background","Urban Area","87.1","80","4853","48","63","100","135","230","86.04","88.16","10","375","82","85"
"2013","indirect migration background","Rural Area","102.38","99.59","379","52","73","120","160","220","97.66","107.1","20","300","100","110"
"2013","indirect migration background","Urban Area","92.23","83","1840","52","67","112","140","225","90.34","94.12","12","375","86","90"
"2013","no migration background","Rural Area","107.79","100","8599","56","72","130","160","280","106.71","108.87","10","540","106","110"
"2013","no migration background","Urban Area","102.47","94","14011","55","70","128","160","245","101.68","103.26","10","500","100","102"
"2014","direct migration background","Rural Area","97.87","88","1288","55","70","120","150","240","95.34","100.4","12","450","90","95"
