"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","general elemantary","78.66","71.28","694","51","60","92","119","160","76.66","80.66","20","200","70","72"
"1984","(Married) couple without C.","higher education","100.58","91","204","60","78","110","150","250","95.48","105.68","48","260","88","98"
"1984","(Married) couple without C.","higher vocational","91.52","82.76","159","60","70","106","140","200","86.73","96.31","42","200","80","90"
"1984","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","inadequately","59.48","60","128","34","50","70","80","130","56.44","62.52","20","130","53","61"
"1984","(Married) couple without C.","middle vocational","82.25","75","1412","55","64","96","120","170","80.8","83.7","28","260","73","76"
"1984","(Married) couple without C.","vocational + Abi","88.88","82.56","85","56","69","95","140","210","81.7","96.06","26","210","70","86"
"1984","1-pers.-HH","general elemantary","59.44","56","391","36","47","70","90","125","57.08","61.8","8","186","50","57"
"1984","1-pers.-HH","higher education","72.63","62.78","117","38","50","90","116","180","66.59","78.67","15","200","56","68"
"1984","1-pers.-HH","higher vocational","62.91","60","81","36","44","70","90","260","55.85","69.97","25","260","50","63"
"1984","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1984","1-pers.-HH","inadequately","44.02","40","69","16","25","64","75","75","39.1","48.94","6","80","25","40"
"1984","1-pers.-HH","middle vocational","61.76","58","622","35","46","72","90","138","59.57","63.95","8","350","55","59"
"1984","1-pers.-HH","vocational + Abi","54.35","50","46","30","40","68","85","110","47.74","60.96","12","110","42","58"
"1984","Couple + C. GT 16 ","general elemantary","107.34","100","585","68","80","125","150","220","104.41","110.27","40","270","90","97"
"1984","Couple + C. GT 16 ","higher education","126.72","124.42","97","85","100","145","167","210","120.16","133.28","45","210","120","126"
"1984","Couple + C. GT 16 ","higher vocational","115.44","116","96","72","85","130","170","220","107.99","122.89","56","220","100","120"
"1984","Couple + C. GT 16 ","in school","112.79","105.44","79","80","90","121","150","270","104.93","120.65","50","270","100","112"
"1984","Couple + C. GT 16 ","inadequately","84.8","80","147","60","66","107","123","135","81.55","88.05","34","139","70","80"
"1984","Couple + C. GT 16 ","middle vocational","105.95","100","931","69","80","123","150","220","103.82","108.08","34","270","95","100"
"1984","Couple + C. GT 16 ","vocational + Abi","115.49","118.37","38","70","90","140","150","200","104.42","126.56","34","200","90","120"
"1984","Couple + C. LE 16","general elemantary","90.95","86","662","60","70","108","121","200","88.91","92.99","30","245","75","80"
"1984","Couple + C. LE 16","higher education","118.43","118.81","266","76","92","140","168","226","113.86","123","42","250","100","120"
"1984","Couple + C. LE 16","higher vocational","105.24","100","205","72","80","120","144","200","100.88","109.6","30","226","100","110"
"1984","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","inadequately","72.19","70","317","46","59","80","99","140","69.82","74.56","16","170","68","70"
"1984","Couple + C. LE 16","middle vocational","98.55","93","1497","65","76","115","140","200","96.96","100.14","30","250","87","90"
"1984","Couple + C. LE 16","vocational + Abi","94.28","85.49","85","57","70","112","150","190","87.87","100.69","32","190","70","84"
"1984","Couple + C. LE and GT 16","general elemantary","111.77","100.84","593","74","87","130","160","240","109.01","114.53","38","280","90","100"
"1984","Couple + C. LE and GT 16","higher education","146.23","140","57","101","120","166","210","260","134.45","158.01","40","260","130","150"
"1984","Couple + C. LE and GT 16","higher vocational","132.84","120","46","90","100","150","180","260","120.51","145.17","70","260","120","136"
"1984","Couple + C. LE and GT 16","in school","122.23","120","77","79","100","140","160","240","113.98","130.48","46","240","101","125"
"1984","Couple + C. LE and GT 16","inadequately","93.43","80","220","60","70","100","140","260","89.83","97.03","40","260","77","80"
"1984","Couple + C. LE and GT 16","middle vocational","117.82","110","676","74","90","134","160","270","114.48","121.16","38","442","100","105"
"1984","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1984","Single parent","general elemantary","87.08","80","196","60","68","100","120","150","82.98","91.18","16","300","72","85"
"1984","Single parent","higher education","","","","","","","","","","","","","",""
"1984","Single parent","higher vocational","","","","","","","","","","","","","",""
"1984","Single parent","in school","","","","","","","","","","","","","",""
"1984","Single parent","inadequately","70.59","67.11","50","50","60","86","95","110","64.92","76.26","30","120","60","74"
"1984","Single parent","middle vocational","89.54","80","258","58","67","100","130","300","85.1","93.98","12","300","77","84"
"1984","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","general elemantary","79.3","72","579","52","60","95","120","150","77.06","81.54","20","200","68","73"
"1985","(Married) couple without C.","higher education","103.83","100","191","65","80","120","143","250","98.47","109.19","44","250","90","100"
"1985","(Married) couple without C.","higher vocational","89.33","80.42","151","58","70","101","130","180","84.65","94.01","44","180","78","89"
"1985","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","inadequately","57.48","59.99","92","40","49","63","70","90","54.39","60.57","30","120","55","60"
"1985","(Married) couple without C.","middle vocational","82.65","76","1252","55","63","98","120","180","81.08","84.22","24","250","74","78"
"1985","(Married) couple without C.","vocational + Abi","86.43","80","73","56","70","100","120","210","79.65","93.21","24","210","70","86"
"1985","1-pers.-HH","general elemantary","59.04","55","319","36","45","70","85","120","56.38","61.7","10","200","51","57"
"1985","1-pers.-HH","higher education","74.93","64.08","103","40","50","90","120","200","67.95","81.91","16","200","56","70"
"1985","1-pers.-HH","higher vocational","60.82","60","80","35","46","70","85","130","55.47","66.17","26","170","51","60"
"1985","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1985","1-pers.-HH","inadequately","44.9","44.58","50","20","23","67","70","78","39.15","50.65","6","80","24","40"
"1985","1-pers.-HH","middle vocational","60.14","56","538","34","45","70","90","130","57.45","62.83","10","564","52","57"
"1985","1-pers.-HH","vocational + Abi","55.24","47.3","38","25","37","70","96","180","44.63","65.85","9","180","42","57"
"1985","Couple + C. GT 16 ","general elemantary","104.41","100","594","68","80","120","150","250","101.42","107.4","36","340","90","98"
"1985","Couple + C. GT 16 ","higher education","128.58","126","104","84","100","145","165","260","121.26","135.9","55","260","120","135"
"1985","Couple + C. GT 16 ","higher vocational","116.3","110","99","78","90","140","160","220","109.63","122.97","56","220","100","120"
"1985","Couple + C. GT 16 ","in school","116.7","112","79","80","91","135","160","220","108.74","124.66","46","230","100","121"
"1985","Couple + C. GT 16 ","inadequately","91.68","84.4","131","60","70","102","120","240","86.7","96.66","25","240","75","80"
"1985","Couple + C. GT 16 ","middle vocational","106.06","100","898","70","80","122","150","240","103.8","108.32","32","260","97","100"
"1985","Couple + C. GT 16 ","vocational + Abi","109.05","110","32","65","88","120","150","160","97.66","120.44","32","170","88","120"
"1985","Couple + C. LE 16","general elemantary","89.79","83","528","60","69","105","125","180","86.91","92.67","20","550","75","80"
"1985","Couple + C. LE 16","higher education","119.29","120","238","77","93","140","156","254","114.47","124.11","40","300","107","120"
