"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","direct migration background","78.49","73","2406","40","59","96","120","180","77.38","79.6","6","250","70","72"
"1984","Employed","indirect migration background","85.58","84.79","70","60","76","96","116","150","79.6","91.56","42","170","78","85"
"1984","Employed","no migration background","98","90","5036","58","71","120","148","220","96.95","99.05","8","442","90","93"
"1984","Not Employed","direct migration background","78.79","70","993","44","57","90","120","260","77","80.58","12","300","70","72"
"1984","Not Employed","indirect migration background","87","87.91","57","64","75","96","112","170","79.32","94.68","38","170","85","100"
"1984","Not Employed","no migration background","89.16","80","3587","50","63","110","140","200","87.92","90.4","13","442","83","86"
"1985","Employed","direct migration background","78.04","74","1914","40","58","90","120","180","76.66","79.42","6","550","70","73"
"1985","Employed","indirect migration background","85.18","82","70","50","68","100","110","153","79.08","91.28","32","155","78","92"
"1985","Employed","no migration background","97.98","91.51","4610","55","70","120","150","220","96.89","99.07","15","340","92","96"
"1985","Not Employed","direct migration background","80.05","72","832","49","58","90","120","250","77.7","82.4","10","550","70","75"
"1985","Not Employed","indirect migration background","82.08","82.09","66","58","65","95","110","140","76.39","87.77","39","145","75","90"
"1985","Not Employed","no migration background","87.92","80","3187","50","61","108","135","200","86.59","89.25","10","564","84","88"
"1986","Employed","direct migration background","80.39","72.97","277","42","58","92","130","230","76.29","84.49","10","230","68","75"
"1986","Employed","indirect migration background","","","","","","","","","","","","","",""
"1986","Employed","no migration background","87.49","80","625","43","60","108","149","215","84.46","90.52","12","270","80","86"
"1986","Not Employed","direct migration background","75.33","70","115","47","57","91","107","240","70.13","80.53","16","240","65","77"
"1986","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1986","Not Employed","no migration background","81.16","76","216","30","53","103","150","215","75.3","87.02","8","250","76","85"
"1987","Employed","direct migration background","77.56","75","255","43","55","90","112","153","73.88","81.24","15","220","72","80"
"1987","Employed","indirect migration background","","","","","","","","","","","","","",""
"1987","Employed","no migration background","83.11","80","526","44","60","100","130","200","80.19","86.03","15","220","78","83"
"1987","Not Employed","direct migration background","80.96","81.69","92","45","60","108","125","150","74.36","87.56","8","150","75","89"
"1987","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1987","Not Employed","no migration background","83.41","75.87","159","45","60","103","135","180","77.48","89.34","10","220","75","90"
"1988","Employed","direct migration background","77.68","73","235","33","55","94","120","200","72.19","83.17","16","250","70","76"
"1988","Employed","indirect migration background","","","","","","","","","","","","","",""
"1988","Employed","no migration background","89.37","80","522","48","60","103","145","312","85.42","93.32","10","312","80","86"
"1988","Not Employed","direct migration background","82.52","70","96","50","60","95","120","200","73.82","91.22","20","200","62","77"
"1988","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1988","Not Employed","no migration background","68.48","65","142","20","35","85","120","179","61.3","75.66","10","260","66","80"
"1989","Employed","direct migration background","85.17","79.22","195","42","57","100","140","200","80.38","89.96","12","200","70","80"
"1989","Employed","indirect migration background","","","","","","","","","","","","","",""
"1989","Employed","no migration background","88.03","80","529","44","60","112","140","215","84.36","91.7","12","270","80","87"
"1989","Not Employed","direct migration background","73.19","70","71","55","60","80","86","130","67.68","78.7","20","140","66","75"
"1989","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1989","Not Employed","no migration background","81.61","69.86","133","40","55","110","130","215","73.9","89.32","12","250","69","90"
"1990","Employed","direct migration background","79.32","73","183","40","57","87","125","240","73.43","85.21","10","250","70","78"
"1990","Employed","indirect migration background","","","","","","","","","","","","","",""
"1990","Employed","no migration background","88.36","80","479","40","60","110","146","250","84.39","92.33","10","300","80","89"
"1990","Not Employed","direct migration background","75.5","64.25","62","45","50","85","110","196","66.91","84.09","34","240","70","79"
"1990","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1990","Not Employed","no migration background","81.62","71.22","126","20","43","120","140","240","72.68","90.56","0","260","68","100"
"1991","Employed","direct migration background","82.23","70","152","49","60","105","121","204","77.01","87.45","9","204","64","70"
"1991","Employed","indirect migration background","","","","","","","","","","","","","",""
"1991","Employed","no migration background","89.66","85","462","42","60","112","150","200","85.98","93.34","10","204","85","95"
"1991","Not Employed","direct migration background","73.93","65.71","51","47","58","93","100","150","66.52","81.34","9","150","55","70"
