"year","e11103","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","general elemantary","92.58","86","1152","53","66","115","140","200","90.53","94.63","8","270","78","80"
"1984","Full Time","higher education","112.37","110","467","60","83","140","165","240","108.57","116.17","15","280","100","110"
"1984","Full Time","higher vocational","105.03","100","363","60","79","130","150","240","100.99","109.07","25","300","98","104"
"1984","Full Time","in school","","","","","","","","","","","","","",""
"1984","Full Time","inadequately","69.3","70","514","34","54","83","100","151","67.08","71.52","6","200","68","70"
"1984","Full Time","middle vocational","94.63","90","2932","56","70","112","140","220","93.31","95.95","10","442","84","87"
"1984","Full Time","vocational + Abi","93.47","86.4","180","45","64","120","150","200","87.94","99","18","250","75","86"
"1984","Not Working","general elemantary","86.38","80","1745","49","60","103","134","200","84.72","88.04","14","300","80","82"
"1984","Not Working","higher education","99.33","90","159","54","68","120","156","300","92.13","106.53","19","300","83","100"
"1984","Not Working","higher vocational","90.35","80","184","54","67","110","140","260","84.67","96.03","32","300","80","90"
"1984","Not Working","in school","113.4","110","178","70","90","130","155","240","108.11","118.69","20","270","100","115"
"1984","Not Working","inadequately","74.82","70","376","44","60","85","114","165","72.36","77.28","16","200","68","72"
"1984","Not Working","middle vocational","87.93","80","1885","50","62","105","138","200","86.23","89.63","13","442","80","83"
"1984","Not Working","vocational + Abi","82.91","75","81","42","55","104","140","200","74.87","90.95","12","200","69","85"
"1984","Part Time","general elemantary","92.07","85.52","542","60","70","110","130","200","89.45","94.69","18","260","80","85"
"1984","Part Time","higher education","106.25","100","165","54","80","125","160","260","99.52","112.98","25","280","90","104"
"1984","Part Time","higher vocational","102.16","98.67","106","56","74","121","150","226","94.43","109.89","30","250","85","110"
"1984","Part Time","in school","","","","","","","","","","","","","",""
"1984","Part Time","inadequately","79.95","69.24","122","40","60","90","131","260","73.7","86.2","15","260","67","75"
"1984","Part Time","middle vocational","92.94","90","872","56","70","110","132","210","90.64","95.24","8","280","85","90"
"1984","Part Time","vocational + Abi","90.85","80","51","46","60","110","140","250","79.5","102.2","32","250","68","87"
"1985","Full Time","general elemantary","91.1","86","961","50","65","110","134","200","88.92","93.28","10","260","78","80"
"1985","Full Time","higher education","111.23","110","451","56","83","136","160","250","107.31","115.15","16","300","100","113"
"1985","Full Time","higher vocational","102.35","100","343","56","74","120","150","200","98.4","106.3","34","240","98","102"
"1985","Full Time","in school","","","","","","","","","","","","","",""
"1985","Full Time","inadequately","73.02","70","377","32","50","85","115","240","69.21","76.83","6","550","70","72"
"1985","Full Time","middle vocational","93.79","90","2476","55","70","114","140","220","92.4","95.18","10","270","85","89"
"1985","Full Time","vocational + Abi","93.27","85.04","143","45","63","120","150","210","86.64","99.9","20","245","72","88"
"1985","Not Working","general elemantary","84.93","80","1484","48","60","100","130","198.98","83.05","86.81","10","550","80","83"
"1985","Not Working","higher education","102.01","90","145","60","77","120","150","250","94.81","109.21","20","250","90","105"
"1985","Not Working","higher vocational","90.63","80","161","56","67","110","140","220","84.91","96.35","32","240","80","94"
"1985","Not Working","in school","118.35","115","174","75","91","135","160","220","112.9","123.8","40","240","106","120"
"1985","Not Working","inadequately","76.63","70","317","45","60","90","115","180","73.51","79.75","15","220","70","75"
"1985","Not Working","middle vocational","85.94","80","1680","50","60","100","130","220","84.1","87.78","10","564","80","84"
"1985","Not Working","vocational + Abi","76.46","70","76","43","56","97","120","200","69.28","83.64","17","200","70","89"
"1985","Part Time","general elemantary","97.05","88","522","59","70","120","150","220","93.78","100.32","16","340","80","88"
"1985","Part Time","higher education","106.99","100","140","56","79","135","160","210","99.98","114","25","230","90","111"
"1985","Part Time","higher vocational","95.57","90","104","38","60","120","150","254","87.34","103.8","26","254","85","100"
"1985","Part Time","in school","","","","","","","","","","","","","",""
"1985","Part Time","inadequately","73.05","67.64","95","50","60","92","110","120","68.8","77.3","24","126","64","71"
"1985","Part Time","middle vocational","95.43","90","875","55","69","120","148","220","93","97.86","15","250","87","91"
"1985","Part Time","vocational + Abi","84.12","83.05","43","40","63","110","120","180","74.22","94.02","9","180","70","94"
"1986","Full Time","general elemantary","75.45","68.09","134","35","50","100","120","160","70.07","80.83","18","160","68","80"
"1986","Full Time","higher education","113.49","107.28","72","60","75","130","190","270","102.11","124.87","55","270","89","120"
"1986","Full Time","higher vocational","85.88","80","39","45","62","110","128","170","76.36","95.4","25","170","80","110"
"1986","Full Time","in school","","","","","","","","","","","","","",""
"1986","Full Time","inadequately","76.75","74","39","31","60","90","110","180","63.77","89.73","12","180","62","80"
"1986","Full Time","middle vocational","84.12","76","340","47","60","100","130","200","80.38","87.86","12","270","74","80"
"1986","Full Time","vocational + Abi","","","","","","","","","","","","","",""
"1986","Not Working","general elemantary","75.4","72","109","43","56","90","120","192","69.48","81.32","16","192","70","80"
"1986","Not Working","higher education","","","","","","","","","","","","","",""
"1986","Not Working","higher vocational","","","","","","","","","","","","","",""
"1986","Not Working","in school","","","","","","","","","","","","","",""
"1986","Not Working","inadequately","84.43","73.65","47","50","65","95","149","160","75.44","93.42","20","160","65","90"
"1986","Not Working","middle vocational","82.08","76","131","20","53","107","150","240","74.41","89.75","10","250","70","85"
"1986","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1986","Part Time","general elemantary","88.1","80","75","46","70","100","140","200","80.11","96.09","15","200","70","90"
"1986","Part Time","higher education","","","","","","","","","","","","","",""
"1986","Part Time","higher vocational","","","","","","","","","","","","","",""
"1986","Part Time","in school","","","","","","","","","","","","","",""
"1986","Part Time","inadequately","","","","","","","","","","","","","",""
"1986","Part Time","middle vocational","92.04","84","121","44","60","120","153","225","84.49","99.59","10","225","76","92"
"1986","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"1987","Full Time","general elemantary","73.32","65.18","111","32","50","88","110","200","67.52","79.12","20","200","65","80"
"1987","Full Time","higher education","97.37","85","52","56","70","120","147","220","87.33","107.41","40","220","82","110"
"1987","Full Time","higher vocational","100.98","92.92","32","64","80","120","143","200","89.29","112.67","49","200","83","115"
"1987","Full Time","in school","","","","","","","","","","","","","",""
"1987","Full Time","inadequately","64.98","69.73","53","25","43","80","108","160","57.3","72.66","16","160","68","80"
"1987","Full Time","middle vocational","81.72","78.35","279","45","60","100","128","150","78.05","85.39","16","220","74","83"
"1987","Full Time","vocational + Abi","","","","","","","","","","","","","",""
"1987","Not Working","general elemantary","81.47","72.84","66","47","63","100","136","180","71.44","91.5","8","220","68","90"
"1987","Not Working","higher education","","","","","","","","","","","","","",""
"1987","Not Working","higher vocational","","","","","","","","","","","","","",""
"1987","Not Working","in school","","","","","","","","","","","","","",""
"1987","Not Working","inadequately","77.88","72.52","39","50","60","85","120","150","68.18","87.58","43","150","65","102"
"1987","Not Working","middle vocational","83.78","80","102","45","58","100","135","180","76.94","90.62","12","220","80","90"
"1987","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1987","Part Time","general elemantary","72.73","74.67","59","38","55","85","100","150","65.4","80.06","20","150","65","80"
"1987","Part Time","higher education","96.9","90","32","50","83","120","130","220","83.44","110.36","20","220","84","120"
"1987","Part Time","higher vocational","","","","","","","","","","","","","",""
"1987","Part Time","in school","","","","","","","","","","","","","",""
"1987","Part Time","inadequately","","","","","","","","","","","","","",""
"1987","Part Time","middle vocational","82.97","75","107","50","60","96","136","200","76.33","89.61","15","200","72","85"
"1987","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"1988","Full Time","general elemantary","77.15","65","96","35","50","90","124","312","67.01","87.29","20","312","63","80"
"1988","Full Time","higher education","121.02","110","43","75","90","140","187","240","106.95","135.09","20","240","95","135"
"1988","Full Time","higher vocational","82.75","80","38","40","60","100","140","200","71.27","94.23","30","200","65","86"
"1988","Full Time","in school","","","","","","","","","","","","","",""
"1988","Full Time","inadequately","64","61.16","32","44","50","72","80","250","41.86","86.14","25","250","50","76"
"1988","Full Time","middle vocational","85.76","78","291","45","60","99","140","312","80.76","90.76","10","312","77","84"
"1988","Full Time","vocational + Abi","","","","","","","","","","","","","",""
"1988","Not Working","general elemantary","67.54","65","88","20","36","85","117","200","58.21","76.87","12","200","65","85"
"1988","Not Working","higher education","","","","","","","","","","","","","",""
"1988","Not Working","higher vocational","","","","","","","","","","","","","",""
"1988","Not Working","in school","","","","","","","","","","","","","",""
"1988","Not Working","inadequately","67.68","60","41","38","57","72","110","200","57.07","78.29","20","200","60","72"
"1988","Not Working","middle vocational","70.84","65","72","20","50","85","120","260","60.91","80.77","17","260","65","80"
"1988","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1988","Part Time","general elemantary","81.82","80","71","50","68","100","120","200","73.87","89.77","10","220","70","86"
"1988","Part Time","higher education","","","","","","","","","","","","","",""
"1988","Part Time","higher vocational","","","","","","","","","","","","","",""
"1988","Part Time","in school","","","","","","","","","","","","","",""
"1988","Part Time","inadequately","","","","","","","","","","","","","",""
"1988","Part Time","middle vocational","91.18","80","103","49","65","110","145","312","81.58","100.78","16","312","73","85"
"1988","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"1989","Full Time","general elemantary","76.61","68.12","96","40","56","90","130","180","70.3","82.92","18","180","65","80"
"1989","Full Time","higher education","100.25","108.44","52","50","67","120","140","215","89.23","111.27","30","215","90","120"
"1989","Full Time","higher vocational","104.13","92","31","54","80","120","150","270","87.44","120.82","47","270","80","120"
"1989","Full Time","in school","","","","","","","","","","","","","",""
"1989","Full Time","inadequately","","","","","","","","","","","","","",""
"1989","Full Time","middle vocational","85.85","80","282","44","59","102","130","250","81.16","90.54","15","250","76","85"
"1989","Full Time","vocational + Abi","","","","","","","","","","","","","",""
"1989","Not Working","general elemantary","71.75","69.13","77","40","52","80","125","195","63.25","80.25","12","200","63","76"
"1989","Not Working","higher education","","","","","","","","","","","","","",""
"1989","Not Working","higher vocational","","","","","","","","","","","","","",""
"1989","Not Working","in school","","","","","","","","","","","","","",""
"1989","Not Working","inadequately","","","","","","","","","","","","","",""
"1989","Not Working","middle vocational","81.05","70.92","76","40","57","100","130","215","72.65","89.45","16","215","69","90"
"1989","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1989","Part Time","general elemantary","85.27","69.86","49","40","50","120","160","200","72.35","98.19","25","200","65","86"
"1989","Part Time","higher education","","","","","","","","","","","","","",""
"1989","Part Time","higher vocational","","","","","","","","","","","","","",""
"1989","Part Time","in school","","","","","","","","","","","","","",""
"1989","Part Time","inadequately","","","","","","","","","","","","","",""
"1989","Part Time","middle vocational","86.21","80","107","42","57","112","145","200","78.22","94.2","12","200","70","93"
"1989","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"1990","Full Time","general elemantary","85.23","70","82","25","50","100","160","300","74.29","96.17","10","300","70","80"
"1990","Full Time","higher education","104.7","93.84","64","45","70","140","173","200","93.3","116.1","40","250","90","125"
"1990","Full Time","higher vocational","97.8","90","39","56","79","120","135","200","87.13","108.47","49","200","80","110"
"1990","Full Time","in school","","","","","","","","","","","","","",""
"1990","Full Time","inadequately","92.64","73","33","54","60","120","199","240","72.56","112.72","15","240","62","120"
