"ple0024","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2009","in school","West Germany","198","0.756079018832549","0.703575343973289","0.808582693691809"
"Yes","2009","in school","East Germany","43","0.852453987874902","0.756060958203611","0.948847017546192"
"Yes","2009","inadequately","West Germany","66","0.438386350417755","0.359244362224666","0.517528338610844"
"Yes","2009","inadequately","East Germany","12","","",""
"Yes","2009","general elemantary","West Germany","677","0.433805048556707","0.40888209539129","0.458728001722124"
"Yes","2009","general elemantary","East Germany","116","0.401029877615587","0.34202117058229","0.460038584648883"
"Yes","2009","middle vocational","West Germany","3175","0.46280660793912","0.450771812130203","0.474841403748037"
"Yes","2009","middle vocational","East Germany","1136","0.458953600057548","0.438887304398673","0.479019895716424"
"Yes","2009","vocational + Abi","West Germany","480","0.538686268104198","0.504975038646924","0.572397497561473"
"Yes","2009","vocational + Abi","East Germany","93","0.599316921329768","0.521413762474144","0.677220080185392"
"Yes","2009","higher vocational","West Germany","451","0.463819384858731","0.431905720444993","0.495733049272469"
"Yes","2009","higher vocational","East Germany","138","0.369762129144888","0.320373323772866","0.41915093451691"
"Yes","2009","higher education","West Germany","1472","0.537140250395123","0.51865167507822","0.555628825712027"
"Yes","2009","higher education","East Germany","499","0.410304544865133","0.382286405322518","0.438322684407748"
"No","2009","in school","West Germany","59","0.243920981167451","0.191417306308191","0.296424656026711"
"No","2009","in school","East Germany","9","","",""
"No","2009","inadequately","West Germany","85","0.561613649582245","0.482471661389156","0.640755637775334"
"No","2009","inadequately","East Germany","4","","",""
"No","2009","general elemantary","West Germany","842","0.566194951443293","0.541271998277876","0.59111790460871"
"No","2009","general elemantary","East Germany","149","0.598970122384413","0.539961415351117","0.65797882941771"
"No","2009","middle vocational","West Germany","3419","0.53719339206088","0.525158596251963","0.549228187869797"
"No","2009","middle vocational","East Germany","1233","0.541046399942451","0.520980104283575","0.561112695601327"
"No","2009","vocational + Abi","West Germany","360","0.461313731895802","0.427602502438527","0.495024961353076"
"No","2009","vocational + Abi","East Germany","59","0.400683078670232","0.322779919814608","0.478586237525856"
"No","2009","higher vocational","West Germany","487","0.536180615141269","0.504266950727531","0.568094279555007"
"No","2009","higher vocational","East Germany","229","0.630237870855112","0.58084906548309","0.679626676227134"
"No","2009","higher education","West Germany","1322","0.462859749604877","0.444371174287973","0.48134832492178"
"No","2009","higher education","East Germany","685","0.589695455134867","0.561677315592252","0.617713594677482"
"Yes","2010","in school","West Germany","","","",""
"Yes","2010","in school","East Germany","","","",""
"Yes","2010","inadequately","West Germany","","","",""
"Yes","2010","inadequately","East Germany","","","",""
"Yes","2010","general elemantary","West Germany","","","",""
"Yes","2010","general elemantary","East Germany","","","",""
"Yes","2010","middle vocational","West Germany","","","",""
"Yes","2010","middle vocational","East Germany","","","",""
"Yes","2010","vocational + Abi","West Germany","","","",""
"Yes","2010","vocational + Abi","East Germany","","","",""
"Yes","2010","higher vocational","West Germany","","","",""
"Yes","2010","higher vocational","East Germany","","","",""
"Yes","2010","higher education","West Germany","","","",""
"Yes","2010","higher education","East Germany","","","",""
"No","2010","in school","West Germany","","","",""
"No","2010","in school","East Germany","","","",""
"No","2010","inadequately","West Germany","","","",""
"No","2010","inadequately","East Germany","","","",""
"No","2010","general elemantary","West Germany","","","",""
"No","2010","general elemantary","East Germany","","","",""
"No","2010","middle vocational","West Germany","","","",""
"No","2010","middle vocational","East Germany","","","",""
"No","2010","vocational + Abi","West Germany","","","",""
"No","2010","vocational + Abi","East Germany","","","",""
"No","2010","higher vocational","West Germany","","","",""
"No","2010","higher vocational","East Germany","","","",""
"No","2010","higher education","West Germany","","","",""
"No","2010","higher education","East Germany","","","",""
"Yes","2011","in school","West Germany","215","0.77046174431686","0.720938249496838","0.819985239136882"
"Yes","2011","in school","East Germany","28","","",""
"Yes","2011","inadequately","West Germany","64","0.29427335364889","0.23142901888323","0.35711768841455"
"Yes","2011","inadequately","East Germany","13","","",""
"Yes","2011","general elemantary","West Germany","646","0.322173977238179","0.300988034769686","0.343359919706672"
