"ple0024","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","lower secondary degree","1-pers.-HH","332","1","1","1"
"Yes","2009","lower secondary degree","(Married) couple without C. ","728","1","1","1"
"Yes","2009","lower secondary degree","Single parent ","134","1","1","1"
"Yes","2009","lower secondary degree","Couple + C. LE 16 ","402","1","1","1"
"Yes","2009","lower secondary degree","Couple + C. GT 16 ","435","1","1","1"
"Yes","2009","lower secondary degree","Couple + C. LE and GT 16","155","1","1","1"
"Yes","2009","secondary school degree","1-pers.-HH","309","1","1","1"
"Yes","2009","secondary school degree","(Married) couple without C. ","764","1","1","1"
"Yes","2009","secondary school degree","Single parent ","202","1","1","1"
"Yes","2009","secondary school degree","Couple + C. LE 16 ","689","1","1","1"
"Yes","2009","secondary school degree","Couple + C. GT 16 ","567","1","1","1"
"Yes","2009","secondary school degree","Couple + C. LE and GT 16","228","1","1","1"
"Yes","2009","college entrance qualification","1-pers.-HH","405","1","1","1"
"Yes","2009","college entrance qualification","(Married) couple without C. ","787","1","1","1"
"Yes","2009","college entrance qualification","Single parent ","144","1","1","1"
"Yes","2009","college entrance qualification","Couple + C. LE 16 ","655","1","1","1"
"Yes","2009","college entrance qualification","Couple + C. GT 16 ","499","1","1","1"
"Yes","2009","college entrance qualification","Couple + C. LE and GT 16","177","1","1","1"
"Yes","2009","Other degree","1-pers.-HH","25","","",""
"Yes","2009","Other degree","(Married) couple without C. ","99","1","1","1"
"Yes","2009","Other degree","Single parent ","22","","",""
"Yes","2009","Other degree","Couple + C. LE 16 ","100","1","1","1"
"Yes","2009","Other degree","Couple + C. GT 16 ","80","1","1","1"
"Yes","2009","Other degree","Couple + C. LE and GT 16","45","1","1","1"
"Yes","2009","no degree/no degree yet","1-pers.-HH","10","","",""
"Yes","2009","no degree/no degree yet","(Married) couple without C. ","23","","",""
"Yes","2009","no degree/no degree yet","Single parent ","35","1","1","1"
"Yes","2009","no degree/no degree yet","Couple + C. LE 16 ","15","","",""
"Yes","2009","no degree/no degree yet","Couple + C. GT 16 ","122","1","1","1"
"Yes","2009","no degree/no degree yet","Couple + C. LE and GT 16","100","1","1","1"
"Yes","2010","lower secondary degree","1-pers.-HH","","","",""
"Yes","2010","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2010","lower secondary degree","Single parent ","","","",""
"Yes","2010","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2010","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2010","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2010","secondary school degree","1-pers.-HH","","","",""
"Yes","2010","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2010","secondary school degree","Single parent ","","","",""
"Yes","2010","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2010","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2010","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2010","college entrance qualification","1-pers.-HH","","","",""
"Yes","2010","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2010","college entrance qualification","Single parent ","","","",""
"Yes","2010","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2010","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2010","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2010","Other degree","1-pers.-HH","","","",""
"Yes","2010","Other degree","(Married) couple without C. ","","","",""
"Yes","2010","Other degree","Single parent ","","","",""
"Yes","2010","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2010","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2010","Other degree","Couple + C. LE and GT 16","","","",""
