"ple0024","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","no migration background","3640","0.597056388636346","0.584685656924242","0.609427120348451"
"Yes","2009","Full Time","direct migration background","346","0.679907239419135","0.639810488944822","0.720003989893449"
"Yes","2009","Full Time","indirect migration background","228","0.762761336536766","0.71494257004546","0.810580103028072"
"Yes","2009","Part Time","no migration background","1927","0.516380975258832","0.499827513083002","0.532934437434662"
"Yes","2009","Part Time","direct migration background","273","0.581717252573679","0.535782944794044","0.627651560353315"
"Yes","2009","Part Time","indirect migration background","142","0.703036033395385","0.640640263032247","0.765431803758522"
"Yes","2009","Not Working","no migration background","1881","0.296617309681419","0.285007376437538","0.308227242925299"
"Yes","2009","Not Working","direct migration background","231","0.346769870642156","0.310838653829421","0.382701087454891"
"Yes","2009","Not Working","indirect migration background","143","0.69086827050458","0.625500015433178","0.756236525575982"
"No","2009","Full Time","no migration background","2399","0.402943611363654","0.390572879651549","0.415314343075758"
"No","2009","Full Time","direct migration background","174","0.320092760580865","0.279996010106551","0.360189511055178"
"No","2009","Full Time","indirect migration background","76","0.237238663463234","0.189419896971928","0.28505742995454"
"No","2009","Part Time","no migration background","1574","0.483619024741168","0.467065562565338","0.500172486916998"
"No","2009","Part Time","direct migration background","170","0.418282747426321","0.372348439646685","0.464217055205956"
"No","2009","Part Time","indirect migration background","64","0.296963966604615","0.234568196241478","0.359359736967753"
"No","2009","Not Working","no migration background","4065","0.703382690318581","0.691772757074701","0.714992623562462"
"No","2009","Not Working","direct migration background","443","0.653230129357844","0.617298912545109","0.689161346170579"
"No","2009","Not Working","indirect migration background","49","0.30913172949542","0.243763474424018","0.374499984566822"
"Yes","2010","Full Time","no migration background","","","",""
"Yes","2010","Full Time","direct migration background","","","",""
"Yes","2010","Full Time","indirect migration background","","","",""
"Yes","2010","Part Time","no migration background","","","",""
"Yes","2010","Part Time","direct migration background","","","",""
"Yes","2010","Part Time","indirect migration background","","","",""
"Yes","2010","Not Working","no migration background","","","",""
"Yes","2010","Not Working","direct migration background","","","",""
"Yes","2010","Not Working","indirect migration background","","","",""
"No","2010","Full Time","no migration background","","","",""
"No","2010","Full Time","direct migration background","","","",""
"No","2010","Full Time","indirect migration background","","","",""
"No","2010","Part Time","no migration background","","","",""
"No","2010","Part Time","direct migration background","","","",""
"No","2010","Part Time","indirect migration background","","","",""
"No","2010","Not Working","no migration background","","","",""
"No","2010","Not Working","direct migration background","","","",""
"No","2010","Not Working","indirect migration background","","","",""
"Yes","2011","Full Time","no migration background","3312","0.480533233204742","0.468590406409081","0.492476060000403"
"Yes","2011","Full Time","direct migration background","375","0.590747651855808","0.552624021156107","0.628871282555509"
"Yes","2011","Full Time","indirect migration background","218","0.716707702610504","0.667794318580173","0.765621086640835"
"Yes","2011","Part Time","no migration background","1812","0.414763221303174","0.39968617779819","0.429840264808159"
"Yes","2011","Part Time","direct migration background","267","0.501997361708936","0.458560770164794","0.545433953253078"
"Yes","2011","Part Time","indirect migration background","147","0.628747692878438","0.567495460229551","0.689999925527325"
"Yes","2011","Not Working","no migration background","1557","0.200245724396874","0.190872998010069","0.209618450783678"
"Yes","2011","Not Working","direct migration background","257","0.292362106900538","0.261730310430756","0.32299390337032"
"Yes","2011","Not Working","indirect migration background","145","0.588121769070617","0.523524567190579","0.652718970950654"
"No","2011","Full Time","no migration background","3411","0.519466766795258","0.507523939999597","0.531409593590919"
"No","2011","Full Time","direct migration background","264","0.409252348144192","0.371128717444491","0.447375978843893"
"No","2011","Full Time","indirect migration background","108","0.283292297389496","0.234378913359165","0.332205681419827"
"No","2011","Part Time","no migration background","2290","0.585236778696826","0.570159735191841","0.60031382220181"
"No","2011","Part Time","direct migration background","242","0.498002638291064","0.454566046746922","0.541439229835206"
"No","2011","Part Time","indirect migration background","92","0.371252307121562","0.310000074472675","0.432504539770449"
"No","2011","Not Working","no migration background","5446","0.799754275603127","0.790381549216322","0.809127001989931"
"No","2011","Not Working","direct migration background","590","0.707637893099462","0.67700609662968","0.738269689569244"
"No","2011","Not Working","indirect migration background","78","0.411878230929383","0.347281029049346","0.476475432809421"
