"ple0024","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Schleswig-Holstein","Male","122","0.482966950346474","0.420648381205139","0.545285519487809"
"Yes","2009","Schleswig-Holstein","Female","117","0.453655076124131","0.393601002627904","0.513709149620359"
"Yes","2009","Hamburg","Male","62","0.485261459829074","0.396937856471092","0.573585063187055"
"Yes","2009","Hamburg","Female","58","0.35150964573018","0.273798292124894","0.429220999335465"
"Yes","2009","Lower Saxony","Male","371","0.475149824342863","0.440193720594547","0.51010592809118"
"Yes","2009","Lower Saxony","Female","376","0.41783645471903","0.384423796419196","0.451249113018865"
"Yes","2009","Bremen","Male","31","0.447607763392827","0.316194459348256","0.579021067437398"
"Yes","2009","Bremen","Female","35","0.473797214350538","0.34951039638625","0.598084032314826"
"Yes","2009","North Rhine-Westphalia","Male","934","0.556762141812036","0.533251239279533","0.580273044344539"
"Yes","2009","North Rhine-Westphalia","Female","928","0.461930542939698","0.439340414148799","0.484520671730596"
"Yes","2009","Hesse","Male","274","0.500314360004456","0.459552490874059","0.541076229134853"
"Yes","2009","Hesse","Female","285","0.419302579665892","0.380709717829309","0.457895441502474"
"Yes","2009","Rhineland-Palatinate,Saarland","Male","226","0.511372739211057","0.465391804309823","0.55735367411229"
"Yes","2009","Rhineland-Palatinate,Saarland","Female","264","0.467878107981154","0.426215714394269","0.50954050156804"
"Yes","2009","Baden-Württemberg","Male","586","0.578040907087","0.54727675457491","0.608805059599091"
"Yes","2009","Baden-Württemberg","Female","589","0.48110771916449","0.451527418670806","0.510688019658174"
"Yes","2009","Bavaria","Male","634","0.523615473301495","0.495692786249204","0.551538160353787"
"Yes","2009","Bavaria","Female","672","0.469283694911686","0.442711502335294","0.495855887488079"
"Yes","2009","Berlin","Male","130","0.406727196573946","0.351956573947171","0.461497819200722"
"Yes","2009","Berlin","Female","150","0.387031307706618","0.336576939415165","0.43748567599807"
"Yes","2009","Brandenburg","Male","187","0.532033133856882","0.481665180036765","0.582401087676999"
"Yes","2009","Brandenburg","Female","172","0.431030034107187","0.382918486866983","0.479141581347392"
"Yes","2009","Mecklenburg-Western Pomerania","Male","106","0.380847719852914","0.316970497637393","0.444724942068435"
"Yes","2009","Mecklenburg-Western Pomerania","Female","116","0.436536889572241","0.374686443894006","0.498387335250477"
"Yes","2009","Saxony","Male","320","0.497057176725974","0.459141191809549","0.534973161642399"
"Yes","2009","Saxony","Female","309","0.416774632989917","0.379853786748375","0.453695479231459"
"Yes","2009","Saxony-Anhalt","Male","181","0.479206000343887","0.427529276080747","0.530882724607026"
"Yes","2009","Saxony-Anhalt","Female","172","0.397649215107732","0.349567343983409","0.445731086232056"
"Yes","2009","Thuringia","Male","196","0.498358368969063","0.448218398587065","0.548498339351061"
"Yes","2009","Thuringia","Female","208","0.50004574920127","0.452731772961365","0.547359725441176"
"No","2009","Schleswig-Holstein","Male","125","0.517033049653526","0.454714480512191","0.579351618794861"
"No","2009","Schleswig-Holstein","Female","147","0.546344923875869","0.486290850379641","0.606398997372096"
"No","2009","Hamburg","Male","61","0.514738540170926","0.426414936812945","0.603062143528908"
"No","2009","Hamburg","Female","87","0.64849035426982","0.570779000664535","0.726201707875106"
"No","2009","Lower Saxony","Male","413","0.524850175657137","0.48989407190882","0.559806279405453"
"No","2009","Lower Saxony","Female","461","0.58216354528097","0.548750886981135","0.615576203580804"
"No","2009","Bremen","Male","24","","",""
"No","2009","Bremen","Female","27","","",""
"No","2009","North Rhine-Westphalia","Male","781","0.443237858187964","0.419726955655461","0.466748760720467"
"No","2009","North Rhine-Westphalia","Female","943","0.538069457060302","0.515479328269404","0.560659585851201"
"No","2009","Hesse","Male","304","0.499685639995544","0.458923770865147","0.540447509125941"
"No","2009","Hesse","Female","343","0.580697420334108","0.542104558497525","0.619290282170691"
"No","2009","Rhineland-Palatinate,Saarland","Male","228","0.488627260788943","0.44264632588771","0.534608195690177"
"No","2009","Rhineland-Palatinate,Saarland","Female","287","0.532121892018846","0.49045949843196","0.573784285605731"
"No","2009","Baden-Württemberg","Male","404","0.421959092913","0.391194940400909","0.45272324542509"
"No","2009","Baden-Württemberg","Female","507","0.51889228083551","0.489311980341826","0.548472581329194"
"No","2009","Bavaria","Male","595","0.476384526698505","0.448461839646213","0.504307213750796"
"No","2009","Bavaria","Female","683","0.530716305088314","0.504144112511921","0.557288497664706"
"No","2009","Berlin","Male","179","0.593272803426054","0.538502180799278","0.648043426052829"
"No","2009","Berlin","Female","208","0.612968692293382","0.56251432400193","0.663423060584835"
"No","2009","Brandenburg","Male","190","0.467966866143118","0.417598912323001","0.518334819963235"
"No","2009","Brandenburg","Female","235","0.568969965892813","0.520858418652608","0.617081513133017"
"No","2009","Mecklenburg-Western Pomerania","Male","116","0.619152280147086","0.555275057931565","0.683029502362607"
"No","2009","Mecklenburg-Western Pomerania","Female","131","0.563463110427759","0.501612664749523","0.625313556105994"
"No","2009","Saxony","Male","348","0.502942823274026","0.465026838357601","0.540858808190451"
"No","2009","Saxony","Female","376","0.583225367010083","0.546304520768541","0.620146213251625"
"No","2009","Saxony-Anhalt","Male","178","0.520793999656113","0.469117275392974","0.572470723919253"
"No","2009","Saxony-Anhalt","Female","226","0.602350784892268","0.554268913767944","0.650432656016591"
"No","2009","Thuringia","Male","186","0.501641631030937","0.451501660648939","0.551781601412935"
"No","2009","Thuringia","Female","221","0.49995425079873","0.452640274558824","0.547268227038635"
"Yes","2010","Schleswig-Holstein","Male","","","",""
"Yes","2010","Schleswig-Holstein","Female","","","",""
"Yes","2010","Hamburg","Male","","","",""
"Yes","2010","Hamburg","Female","","","",""
"Yes","2010","Lower Saxony","Male","","","",""
"Yes","2010","Lower Saxony","Female","","","",""
"Yes","2010","Bremen","Male","","","",""
"Yes","2010","Bremen","Female","","","",""
"Yes","2010","North Rhine-Westphalia","Male","","","",""
"Yes","2010","North Rhine-Westphalia","Female","","","",""
"Yes","2010","Hesse","Male","","","",""
"Yes","2010","Hesse","Female","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2010","Baden-Württemberg","Male","","","",""
"Yes","2010","Baden-Württemberg","Female","","","",""
"Yes","2010","Bavaria","Male","","","",""
"Yes","2010","Bavaria","Female","","","",""
"Yes","2010","Berlin","Male","","","",""
"Yes","2010","Berlin","Female","","","",""
"Yes","2010","Brandenburg","Male","","","",""
"Yes","2010","Brandenburg","Female","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2010","Saxony","Male","","","",""
"Yes","2010","Saxony","Female","","","",""
"Yes","2010","Saxony-Anhalt","Male","","","",""
"Yes","2010","Saxony-Anhalt","Female","","","",""
"Yes","2010","Thuringia","Male","","","",""
"Yes","2010","Thuringia","Female","","","",""
"No","2010","Schleswig-Holstein","Male","","","",""
"No","2010","Schleswig-Holstein","Female","","","",""
"No","2010","Hamburg","Male","","","",""
"No","2010","Hamburg","Female","","","",""
"No","2010","Lower Saxony","Male","","","",""
"No","2010","Lower Saxony","Female","","","",""
"No","2010","Bremen","Male","","","",""
"No","2010","Bremen","Female","","","",""
"No","2010","North Rhine-Westphalia","Male","","","",""
"No","2010","North Rhine-Westphalia","Female","","","",""
"No","2010","Hesse","Male","","","",""
"No","2010","Hesse","Female","","","",""
"No","2010","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2010","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2010","Baden-Württemberg","Male","","","",""
"No","2010","Baden-Württemberg","Female","","","",""
"No","2010","Bavaria","Male","","","",""
"No","2010","Bavaria","Female","","","",""
"No","2010","Berlin","Male","","","",""
"No","2010","Berlin","Female","","","",""
"No","2010","Brandenburg","Male","","","",""
"No","2010","Brandenburg","Female","","","",""
"No","2010","Mecklenburg-Western Pomerania","Male","","","",""
"No","2010","Mecklenburg-Western Pomerania","Female","","","",""
"No","2010","Saxony","Male","","","",""
"No","2010","Saxony","Female","","","",""
"No","2010","Saxony-Anhalt","Male","","","",""
"No","2010","Saxony-Anhalt","Female","","","",""
"No","2010","Thuringia","Male","","","",""
"No","2010","Thuringia","Female","","","",""
"Yes","2011","Schleswig-Holstein","Male","129","0.469645891890791","0.413635784692782","0.5256559990888"
"Yes","2011","Schleswig-Holstein","Female","128","0.360177781589849","0.309522275164771","0.410833288014926"
"Yes","2011","Hamburg","Male","74","0.537335281743485","0.457808119223103","0.616862444263866"
"Yes","2011","Hamburg","Female","53","0.339481770192895","0.26610835517658","0.412855185209209"
"Yes","2011","Lower Saxony","Male","376","0.423085812854879","0.390700419796219","0.45547120591354"
"Yes","2011","Lower Saxony","Female","349","0.321863868255767","0.292979716660057","0.350748019851477"
"Yes","2011","Bremen","Male","26","","",""
"Yes","2011","Bremen","Female","28","","",""
"Yes","2011","North Rhine-Westphalia","Male","838","0.42713107251532","0.405153238480406","0.449108906550233"
"Yes","2011","North Rhine-Westphalia","Female","851","0.341185148128574","0.32117268880192","0.361197607455228"
"Yes","2011","Hesse","Male","258","0.397239363350926","0.359679597758467","0.434799128943384"
"Yes","2011","Hesse","Female","288","0.327533287757657","0.293967933094953","0.361098642420362"
"Yes","2011","Rhineland-Palatinate,Saarland","Male","215","0.394965942022871","0.353696989724455","0.436234894321286"
"Yes","2011","Rhineland-Palatinate,Saarland","Female","245","0.35439084621595","0.317815243301449","0.390966449130451"
"Yes","2011","Baden-Württemberg","Male","538","0.47084862910798","0.442099517472646","0.499597740743314"
"Yes","2011","Baden-Württemberg","Female","538","0.363737496746569","0.337716260259195","0.389758733233942"
"Yes","2011","Bavaria","Male","607","0.408588733371734","0.383645562040514","0.433531904702954"
"Yes","2011","Bavaria","Female","591","0.348287504330415","0.325375649681597","0.371199358979233"
"Yes","2011","Berlin","Male","136","0.35019657330483","0.300503780577899","0.39988936603176"
"Yes","2011","Berlin","Female","162","0.350327313834454","0.304592780303714","0.396061847365194"
"Yes","2011","Brandenburg","Male","164","0.398073488813504","0.35125937471967","0.444887602907337"
"Yes","2011","Brandenburg","Female","142","0.288882529208692","0.247597850543498","0.330167207873886"
"Yes","2011","Mecklenburg-Western Pomerania","Male","102","0.372865838445987","0.312066132157937","0.433665544734037"
"Yes","2011","Mecklenburg-Western Pomerania","Female","96","0.306200494258077","0.25122284760633","0.361178140909824"
"Yes","2011","Saxony","Male","263","0.401374065304137","0.36439562219175","0.438352508416524"
"Yes","2011","Saxony","Female","252","0.304637282403859","0.270924949484037","0.33834961532368"
"Yes","2011","Saxony-Anhalt","Male","154","0.39428737027475","0.3466924803141","0.441882260235399"
"Yes","2011","Saxony-Anhalt","Female","154","0.305341273065342","0.263070112299431","0.347612433831253"
"Yes","2011","Thuringia","Male","156","0.391597594273995","0.344522788799141","0.438672399748848"
"Yes","2011","Thuringia","Female","177","0.359223184041701","0.315756076810713","0.402690291272689"
"No","2011","Schleswig-Holstein","Male","176","0.530354108109209","0.4743440009112","0.586364215307218"
"No","2011","Schleswig-Holstein","Female","217","0.639822218410151","0.589166711985074","0.690477724835229"
"No","2011","Hamburg","Male","77","0.462664718256515","0.383137555736134","0.542191880776897"
"No","2011","Hamburg","Female","107","0.660518229807105","0.587144814790791","0.73389164482342"
"No","2011","Lower Saxony","Male","518","0.576914187145121","0.54452879408646","0.609299580203781"
"No","2011","Lower Saxony","Female","656","0.678136131744233","0.649251980148523","0.707020283339943"
"No","2011","Bremen","Male","34","0.603661997006814","0.47989574420137","0.727428249812258"
"No","2011","Bremen","Female","37","0.67159662504924","0.557427290154127","0.785765959944353"
"No","2011","North Rhine-Westphalia","Male","1108","0.57286892748468","0.550891093449767","0.594846761519594"
"No","2011","North Rhine-Westphalia","Female","1305","0.658814851871426","0.638802392544772","0.67882731119808"
"No","2011","Hesse","Male","394","0.602760636649074","0.565200871056616","0.640320402241533"
"No","2011","Hesse","Female","463","0.672466712242343","0.638901357579638","0.706032066905047"
"No","2011","Rhineland-Palatinate,Saarland","Male","324","0.605034057977129","0.563765105678714","0.646303010275545"
"No","2011","Rhineland-Palatinate,Saarland","Female","412","0.64560915378405","0.609033550869549","0.682184756698551"
"No","2011","Baden-Württemberg","Male","620","0.52915137089202","0.500402259256686","0.557900482527354"
"No","2011","Baden-Württemberg","Female","775","0.636262503253431","0.610241266766058","0.662283739740804"
"No","2011","Bavaria","Male","885","0.591411266628266","0.566468095297046","0.616354437959486"
"No","2011","Bavaria","Female","1070","0.651712495669585","0.628800641020767","0.674624350318403"
"No","2011","Berlin","Male","218","0.649803426695171","0.60011063396824","0.699496219422101"
"No","2011","Berlin","Female","256","0.649672686165546","0.603938152634806","0.695407219696286"
"No","2011","Brandenburg","Male","256","0.601926511186496","0.555112397092663","0.64874062528033"
"No","2011","Brandenburg","Female","321","0.711117470791308","0.669832792126114","0.752402149456502"
"No","2011","Mecklenburg-Western Pomerania","Male","141","0.627134161554013","0.566334455265963","0.687933867842063"
"No","2011","Mecklenburg-Western Pomerania","Female","174","0.693799505741923","0.638821859090176","0.74877715239367"
"No","2011","Saxony","Male","412","0.598625934695863","0.561647491583475","0.63560437780825"
"No","2011","Saxony","Female","464","0.695362717596141","0.66165038467632","0.729075050515963"
"No","2011","Saxony-Anhalt","Male","251","0.60571262972525","0.558117739764601","0.6533075196859"
"No","2011","Saxony-Anhalt","Female","302","0.694658726934658","0.652387566168747","0.736929887700569"
"No","2011","Thuringia","Male","257","0.608402405726006","0.561327600251152","0.655477211200859"
"No","2011","Thuringia","Female","291","0.640776815958299","0.597309708727311","0.684243923189287"
"Yes","2012","Schleswig-Holstein","Male","","","",""
"Yes","2012","Schleswig-Holstein","Female","","","",""
"Yes","2012","Hamburg","Male","","","",""
"Yes","2012","Hamburg","Female","","","",""
"Yes","2012","Lower Saxony","Male","","","",""
"Yes","2012","Lower Saxony","Female","","","",""
"Yes","2012","Bremen","Male","","","",""
"Yes","2012","Bremen","Female","","","",""
"Yes","2012","North Rhine-Westphalia","Male","","","",""
"Yes","2012","North Rhine-Westphalia","Female","","","",""
"Yes","2012","Hesse","Male","","","",""
"Yes","2012","Hesse","Female","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2012","Baden-Württemberg","Male","","","",""
"Yes","2012","Baden-Württemberg","Female","","","",""
"Yes","2012","Bavaria","Male","","","",""
"Yes","2012","Bavaria","Female","","","",""
"Yes","2012","Berlin","Male","","","",""
"Yes","2012","Berlin","Female","","","",""
"Yes","2012","Brandenburg","Male","","","",""
"Yes","2012","Brandenburg","Female","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2012","Saxony","Male","","","",""
"Yes","2012","Saxony","Female","","","",""
"Yes","2012","Saxony-Anhalt","Male","","","",""
"Yes","2012","Saxony-Anhalt","Female","","","",""
"Yes","2012","Thuringia","Male","","","",""
"Yes","2012","Thuringia","Female","","","",""
"No","2012","Schleswig-Holstein","Male","","","",""
"No","2012","Schleswig-Holstein","Female","","","",""
"No","2012","Hamburg","Male","","","",""
"No","2012","Hamburg","Female","","","",""
"No","2012","Lower Saxony","Male","","","",""
"No","2012","Lower Saxony","Female","","","",""
"No","2012","Bremen","Male","","","",""
"No","2012","Bremen","Female","","","",""
