"ple0024","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2009","66 and older","Part Time","174","0.753917675585737","0.700092840188856","0.807742510982617","2"
"No","2009","66 and older","Not Working","3076","0.813905610341706","0.801636106438741","0.826175114244671","2"
"No","2009","16-34 y.","Full Time","393","0.251947165384864","0.231316330229806","0.272578000539921","2"
"No","2009","16-34 y.","Not Working","244","0.23831431982248","0.21226991131691","0.264358728328051","2"
"No","2009","35-65 y.","Full Time","2218","0.434900979940428","0.421292624454384","0.448509335426473","2"
"No","2009","35-65 y.","Part Time","1330","0.531021842576511","0.512205382673786","0.549838302479237","2"
"No","2009","66 and older","Full Time","38","0.630585436304179","0.51233926744178","0.748831605166579","2"
"No","2009","16-34 y.","Part Time","304","0.27202647316024","0.246869450801141","0.297183495519339","2"
"No","2009","35-65 y.","Not Working","1237","0.655424878593801","0.634162393423415","0.676687363764186","2"
"Yes","2009","16-34 y.","Full Time","1308","0.748052834615136","0.727421999460079","0.768683669770194","1"
"Yes","2009","16-34 y.","Part Time","898","0.72797352683976","0.702816504480661","0.753130549198859","1"
"Yes","2009","16-34 y.","Not Working","784","0.76168568017752","0.735641271671949","0.78773008868309","1"
"Yes","2009","35-65 y.","Full Time","2880","0.565099020059571","0.551490664573527","0.578707375545616","1"
"Yes","2009","35-65 y.","Part Time","1372","0.468978157423489","0.450161697520764","0.487794617326214","1"
"Yes","2009","35-65 y.","Not Working","682","0.344575121406199","0.323312636235814","0.365837606576585","1"
"Yes","2009","66 and older","Full Time","26","","","","1"
"Yes","2009","66 and older","Part Time","72","0.246082324414263","0.192257489017383","0.299907159811144","1"
"Yes","2009","66 and older","Not Working","789","0.186094389658294","0.173824885755329","0.198363893561259","1"
"No","2010","16-34 y.","Full Time","","","","","2"
"No","2010","16-34 y.","Not Working","","","","","2"
"No","2010","35-65 y.","Full Time","","","","","2"
"No","2010","35-65 y.","Part Time","","","","","2"
"No","2010","66 and older","Full Time","","","","","2"
"No","2010","66 and older","Part Time","","","","","2"
"No","2010","66 and older","Not Working","","","","","2"
"No","2010","16-34 y.","Part Time","","","","","2"
"No","2010","35-65 y.","Not Working","","","","","2"
"Yes","2010","16-34 y.","Full Time","","","","","1"
"Yes","2010","16-34 y.","Part Time","","","","","1"
"Yes","2010","16-34 y.","Not Working","","","","","1"
"Yes","2010","35-65 y.","Full Time","","","","","1"
"Yes","2010","35-65 y.","Part Time","","","","","1"
"Yes","2010","35-65 y.","Not Working","","","","","1"
"Yes","2010","66 and older","Full Time","","","","","1"
"Yes","2010","66 and older","Part Time","","","","","1"
"Yes","2010","66 and older","Not Working","","","","","1"
"No","2011","16-34 y.","Full Time","536","0.297348551511738","0.276360274321024","0.318336828702452","2"
"No","2011","16-34 y.","Part Time","445","0.33871416712061","0.313163533402347","0.364264800838872","2"
"No","2011","16-34 y.","Not Working","324","0.301075082083921","0.273904827972182","0.328245336195661","2"
"No","2011","35-65 y.","Full Time","3199","0.572054033591573","0.559324942807772","0.584783124375374","2"
"No","2011","35-65 y.","Part Time","1932","0.63353953371487","0.616886609861134","0.650192457568607","2"
"No","2011","66 and older","Full Time","48","0.762875320340296","0.657006662444792","0.8687439782358","2"
"No","2011","66 and older","Part Time","247","0.817348862231541","0.774747893801867","0.859949830661216","2"
"No","2011","66 and older","Not Working","4114","0.87199437598761","0.862511254044866","0.881477497930355","2"
"No","2011","35-65 y.","Not Working","1676","0.776489255624382","0.759120492911499","0.793858018337266","2"
"Yes","2011","16-34 y.","Full Time","1286","0.702651448488262","0.681663171297548","0.723639725678976","1"
"Yes","2011","16-34 y.","Part Time","873","0.66128583287939","0.635735199161128","0.686836466597653","1"
"Yes","2011","16-34 y.","Not Working","771","0.698924917916079","0.671754663804339","0.726095172027818","1"
"Yes","2011","35-65 y.","Full Time","2605","0.427945966408427","0.415216875624625","0.440675057192228","1"
"Yes","2011","35-65 y.","Part Time","1284","0.36646046628513","0.349807542431393","0.383113390138866","1"
"Yes","2011","35-65 y.","Not Working","534","0.223510744375618","0.206141981662734","0.240879507088501","1"
"Yes","2011","66 and older","Full Time","14","","","","1"
"Yes","2011","66 and older","Part Time","69","0.182651137768459","0.140050169338784","0.225252106198133","1"
"Yes","2011","66 and older","Not Working","654","0.12800562401239","0.118522502069645","0.137488745955134","1"
"No","2012","16-34 y.","Full Time","","","","","2"
"No","2012","16-34 y.","Part Time","","","","","2"
"No","2012","16-34 y.","Not Working","","","","","2"
"No","2012","35-65 y.","Full Time","","","","","2"
"No","2012","35-65 y.","Part Time","","","","","2"
"No","2012","66 and older","Full Time","","","","","2"
"No","2012","66 and older","Part Time","","","","","2"
"No","2012","66 and older","Not Working","","","","","2"
"No","2012","35-65 y.","Not Working","","","","","2"
"Yes","2012","16-34 y.","Full Time","","","","","1"
"Yes","2012","16-34 y.","Part Time","","","","","1"
"Yes","2012","16-34 y.","Not Working","","","","","1"
"Yes","2012","35-65 y.","Full Time","","","","","1"
"Yes","2012","35-65 y.","Part Time","","","","","1"
"Yes","2012","35-65 y.","Not Working","","","","","1"
"Yes","2012","66 and older","Full Time","","","","","1"
"Yes","2012","66 and older","Part Time","","","","","1"
"Yes","2012","66 and older","Not Working","","","","","1"
