"ple0024","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","(0) in school","194","1","1","1"
"Yes","2009","no migration background","(1a) inadequately completed","24","","",""
"Yes","2009","no migration background","(1b) general elementary school","315","1","1","1"
"Yes","2009","no migration background","(1c) basic vocational qualification","1559","1","1","1"
"Yes","2009","no migration background","(2b) intermediate general qualification","229","1","1","1"
"Yes","2009","no migration background","(2a) intermediate vocational","2137","1","1","1"
"Yes","2009","no migration background","(2c_gen) general maturity certificate","387","1","1","1"
"Yes","2009","no migration background","(2c_voc) vocational maturity certificate","594","1","1","1"
"Yes","2009","no migration background","(3a) lower tertiary education","667","1","1","1"
"Yes","2009","no migration background","(3b) higher tertiary education","1084","1","1","1"
"Yes","2009","direct migration background","(0) in school","10","","",""
"Yes","2009","direct migration background","(1a) inadequately completed","39","1","1","1"
"Yes","2009","direct migration background","(1b) general elementary school","145","1","1","1"
"Yes","2009","direct migration background","(1c) basic vocational qualification","223","1","1","1"
"Yes","2009","direct migration background","(2b) intermediate general qualification","16","","",""
"Yes","2009","direct migration background","(2a) intermediate vocational","73","1","1","1"
"Yes","2009","direct migration background","(2c_gen) general maturity certificate","60","1","1","1"
"Yes","2009","direct migration background","(2c_voc) vocational maturity certificate","109","1","1","1"
"Yes","2009","direct migration background","(3a) lower tertiary education","35","1","1","1"
"Yes","2009","direct migration background","(3b) higher tertiary education","119","1","1","1"
"Yes","2009","indirect migration background","(0) in school","37","1","1","1"
"Yes","2009","indirect migration background","(1a) inadequately completed","5","","",""
"Yes","2009","indirect migration background","(1b) general elementary school","64","1","1","1"
"Yes","2009","indirect migration background","(1c) basic vocational qualification","86","1","1","1"
"Yes","2009","indirect migration background","(2b) intermediate general qualification","46","1","1","1"
"Yes","2009","indirect migration background","(2a) intermediate vocational","69","1","1","1"
"Yes","2009","indirect migration background","(2c_gen) general maturity certificate","43","1","1","1"
"Yes","2009","indirect migration background","(2c_voc) vocational maturity certificate","27","","",""
"Yes","2009","indirect migration background","(3a) lower tertiary education","16","","",""
"Yes","2009","indirect migration background","(3b) higher tertiary education","50","1","1","1"
"Yes","2010","no migration background","(0) in school","","","",""
"Yes","2010","no migration background","(1a) inadequately completed","","","",""
"Yes","2010","no migration background","(1b) general elementary school","","","",""
"Yes","2010","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2010","no migration background","(2a) intermediate vocational","","","",""
"Yes","2010","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","no migration background","(3a) lower tertiary education","","","",""
"Yes","2010","no migration background","(3b) higher tertiary education","","","",""
"Yes","2010","direct migration background","(0) in school","","","",""
"Yes","2010","direct migration background","(1a) inadequately completed","","","",""
"Yes","2010","direct migration background","(1b) general elementary school","","","",""
"Yes","2010","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2010","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2010","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2010","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2010","indirect migration background","(0) in school","","","",""
"Yes","2010","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2010","indirect migration background","(1b) general elementary school","","","",""
"Yes","2010","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","indirect migration background","(2b) intermediate general qualification","","","",""
