"ple0024","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2009","66 and older","direct migration background","259","0.801867897797356","0.759121089364568","0.844614706230145","2"
"No","2009","66 and older","indirect migration background","4","","","","2"
"No","2009","16-34 y.","no migration background","780","0.273417969269285","0.257800841528056","0.289035097010514","2"
"No","2009","16-34 y.","indirect migration background","109","0.223856472206906","0.187609470964054","0.260103473449758","2"
"No","2009","35-65 y.","no migration background","4233","0.510322736224379","0.499709330786736","0.520936141662022","2"
"No","2009","35-65 y.","direct migration background","476","0.490827764055175","0.459981723472895","0.521673804637455","2"
"No","2009","66 and older","no migration background","3025","0.808652280724008","0.796202607285062","0.821101954162953","2"
"No","2009","16-34 y.","direct migration background","52","0.173233457185678","0.129973930951588","0.216492983419767","2"
"No","2009","35-65 y.","indirect migration background","76","0.43038265294511","0.359606305063902","0.501159000826317","2"
"Yes","2009","16-34 y.","no migration background","2349","0.726582030730715","0.710964902989486","0.742199158471944","1"
"Yes","2009","16-34 y.","direct migration background","242","0.826766542814322","0.783507016580233","0.870026069048412","1"
"Yes","2009","16-34 y.","indirect migration background","399","0.776143527793094","0.739896526550242","0.812390529035946","1"
"Yes","2009","35-65 y.","no migration background","4289","0.489677263775621","0.479063858337978","0.500290669213264","1"
"Yes","2009","35-65 y.","direct migration background","533","0.509172235944825","0.478326195362545","0.540018276527106","1"
"Yes","2009","35-65 y.","indirect migration background","112","0.56961734705489","0.498840999173683","0.640393694936098","1"
"Yes","2009","66 and older","no migration background","810","0.191347719275992","0.178898045837047","0.203797392714938","1"
"Yes","2009","66 and older","direct migration background","75","0.198132102202644","0.155385293769855","0.240878910635432","1"
"Yes","2009","66 and older","indirect migration background","2","","","","1"
"No","2010","16-34 y.","no migration background","","","","","2"
"No","2010","16-34 y.","indirect migration background","","","","","2"
"No","2010","35-65 y.","no migration background","","","","","2"
"No","2010","35-65 y.","direct migration background","","","","","2"
"No","2010","66 and older","no migration background","","","","","2"
"No","2010","66 and older","direct migration background","","","","","2"
"No","2010","66 and older","indirect migration background","","","","","2"
"No","2010","16-34 y.","direct migration background","","","","","2"
"No","2010","35-65 y.","indirect migration background","","","","","2"
"Yes","2010","16-34 y.","no migration background","","","","","1"
"Yes","2010","16-34 y.","direct migration background","","","","","1"
"Yes","2010","16-34 y.","indirect migration background","","","","","1"
"Yes","2010","35-65 y.","no migration background","","","","","1"
"Yes","2010","35-65 y.","direct migration background","","","","","1"
"Yes","2010","35-65 y.","indirect migration background","","","","","1"
"Yes","2010","66 and older","no migration background","","","","","1"
"Yes","2010","66 and older","direct migration background","","","","","1"
"Yes","2010","66 and older","indirect migration background","","","","","1"
