"ple0024","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","1-pers.-HH","589","0.586935972513065","0.556076910935275","0.617795034090854"
"Yes","2009","Full Time","(Married) couple without C. ","1191","0.56545716943574","0.544504227331251","0.586410111540229"
"Yes","2009","Full Time","Single parent ","228","0.6108046322556","0.559797662317177","0.661811602194023"
"Yes","2009","Full Time","Couple + C. LE 16 ","939","0.668505686571537","0.643587297763613","0.693424075379461"
"Yes","2009","Full Time","Couple + C. GT 16 ","879","0.657731292319076","0.63308787417523","0.682374710462922"
"Yes","2009","Full Time","Couple + C. LE and GT 16","322","0.704942991604311","0.664354100384625","0.745531882823998"
"Yes","2009","Part Time","1-pers.-HH","206","0.471285275837216","0.424376283820008","0.518194267854424"
"Yes","2009","Part Time","(Married) couple without C. ","469","0.395334001727003","0.36613418688092","0.424533816573086"
"Yes","2009","Part Time","Single parent ","203","0.621479903469339","0.569229203832656","0.673730603106022"
"Yes","2009","Part Time","Couple + C. LE 16 ","666","0.640265212406123","0.610519850122592","0.670010574689655"
"Yes","2009","Part Time","Couple + C. GT 16 ","527","0.592585969093892","0.559689343426773","0.625482594761011"
"Yes","2009","Part Time","Couple + C. LE and GT 16","231","0.616024961575051","0.567189392305181","0.664860530844922"
"Yes","2009","Not Working","1-pers.-HH","324","0.218875605906637","0.197615076975457","0.240136134837818"
"Yes","2009","Not Working","(Married) couple without C. ","776","0.218813128372174","0.204831516410604","0.232794740333743"
"Yes","2009","Not Working","Single parent ","150","0.534053073231643","0.476738900050358","0.591367246412928"
"Yes","2009","Not Working","Couple + C. LE 16 ","284","0.691408142415133","0.647596086856687","0.735220197973579"
"Yes","2009","Not Working","Couple + C. GT 16 ","456","0.574872684498037","0.541220274797042","0.608525094199032"
"Yes","2009","Not Working","Couple + C. LE and GT 16","215","0.703165059344331","0.651467074467714","0.754863044220947"
"No","2009","Full Time","1-pers.-HH","389","0.413064027486935","0.382204965909146","0.443923089064725"
"No","2009","Full Time","(Married) couple without C. ","959","0.43454283056426","0.413589888459771","0.455495772668749"
"No","2009","Full Time","Single parent ","123","0.3891953677444","0.338188397805977","0.440202337682823"
"No","2009","Full Time","Couple + C. LE 16 ","432","0.331494313428463","0.306575924620539","0.356412702236387"
"No","2009","Full Time","Couple + C. GT 16 ","545","0.342268707680924","0.317625289537078","0.36691212582477"
"No","2009","Full Time","Couple + C. LE and GT 16","163","0.295057008395689","0.254468117176002","0.335645899615375"
"No","2009","Part Time","1-pers.-HH","229","0.528714724162784","0.481805732145576","0.575623716179992"
"No","2009","Part Time","(Married) couple without C. ","608","0.604665998272997","0.575466183426914","0.63386581311908"
"No","2009","Part Time","Single parent ","128","0.378520096530661","0.326269396893978","0.430770796167344"
"No","2009","Part Time","Couple + C. LE 16 ","334","0.359734787593877","0.329989425310345","0.389480149877408"
"No","2009","Part Time","Couple + C. GT 16 ","330","0.407414030906108","0.374517405238989","0.440310656573227"
"No","2009","Part Time","Couple + C. LE and GT 16","150","0.383975038424949","0.335139469155078","0.432810607694819"
"No","2009","Not Working","1-pers.-HH","1129","0.781124394093363","0.759863865162182","0.802384923024543"
"No","2009","Not Working","(Married) couple without C. ","2583","0.781186871627827","0.767205259666257","0.795168483589396"
"No","2009","Not Working","Single parent ","141","0.465946926768357","0.408632753587072","0.523261099949642"
"No","2009","Not Working","Couple + C. LE 16 ","143","0.308591857584867","0.264779802026421","0.352403913143313"
"No","2009","Not Working","Couple + C. GT 16 ","373","0.425127315501963","0.391474905800968","0.458779725202958"
"No","2009","Not Working","Couple + C. LE and GT 16","85","0.296834940655669","0.245136955779053","0.348532925532286"
"Yes","2010","Full Time","1-pers.-HH","","","",""
"Yes","2010","Full Time","(Married) couple without C. ","","","",""
"Yes","2010","Full Time","Single parent ","","","",""
"Yes","2010","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2010","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2010","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2010","Part Time","1-pers.-HH","","","",""
"Yes","2010","Part Time","(Married) couple without C. ","","","",""
"Yes","2010","Part Time","Single parent ","","","",""
"Yes","2010","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2010","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2010","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2010","Not Working","1-pers.-HH","","","",""
"Yes","2010","Not Working","(Married) couple without C. ","","","",""
"Yes","2010","Not Working","Single parent ","","","",""
"Yes","2010","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2010","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2010","Not Working","Couple + C. LE and GT 16","","","",""
"No","2010","Full Time","1-pers.-HH","","","",""
"No","2010","Full Time","(Married) couple without C. ","","","",""
"No","2010","Full Time","Single parent ","","","",""
"No","2010","Full Time","Couple + C. LE 16 ","","","",""
"No","2010","Full Time","Couple + C. GT 16 ","","","",""
"No","2010","Full Time","Couple + C. LE and GT 16","","","",""
"No","2010","Part Time","1-pers.-HH","","","",""
"No","2010","Part Time","(Married) couple without C. ","","","",""
"No","2010","Part Time","Single parent ","","","",""
"No","2010","Part Time","Couple + C. LE 16 ","","","",""
"No","2010","Part Time","Couple + C. GT 16 ","","","",""
