"ple0024","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","Male","2832","0.642807158080353","0.628806980001637","0.656807336159068"
"Yes","2009","Full Time","Female","1382","0.557222544503023","0.537195202241664","0.577249886764383"
"Yes","2009","Part Time","Male","648","0.51370663782907","0.484806837899523","0.542606437758618"
"Yes","2009","Part Time","Female","1694","0.548871420554354","0.531068117987578","0.566674723121129"
"Yes","2009","Not Working","Male","880","0.311522056932165","0.294498548206705","0.328545565657626"
"Yes","2009","Not Working","Female","1375","0.31824457776445","0.303753444566186","0.332735710962714"
"No","2009","Full Time","Male","1668","0.357192841919647","0.343192663840932","0.371193019998363"
"No","2009","Full Time","Female","981","0.442777455496977","0.422750113235617","0.462804797758336"
"No","2009","Part Time","Male","501","0.486293362170929","0.457393562241382","0.515193162100477"
"No","2009","Part Time","Female","1307","0.451128579445646","0.433325276878871","0.468931882012422"
"No","2009","Not Working","Male","1963","0.688477943067835","0.671454434342374","0.705501451793295"
"No","2009","Not Working","Female","2594","0.68175542223555","0.667264289037286","0.696246555433813"
"Yes","2010","Full Time","Male","","","",""
"Yes","2010","Full Time","Female","","","",""
"Yes","2010","Part Time","Male","","","",""
"Yes","2010","Part Time","Female","","","",""
"Yes","2010","Not Working","Male","","","",""
"Yes","2010","Not Working","Female","","","",""
"No","2010","Full Time","Male","","","",""
"No","2010","Full Time","Female","","","",""
"No","2010","Part Time","Male","","","",""
"No","2010","Part Time","Female","","","",""
"No","2010","Not Working","Male","","","",""
"No","2010","Not Working","Female","","","",""
"Yes","2011","Full Time","Male","2585","0.521116456227615","0.507187357562391","0.535045554892839"
"Yes","2011","Full Time","Female","1320","0.467379756526353","0.44872186582187","0.486037647230835"
"Yes","2011","Part Time","Male","632","0.451638861991825","0.425286667072875","0.477991056910775"
"Yes","2011","Part Time","Female","1594","0.4338704418937","0.417404127003419","0.450336756783982"
"Yes","2011","Not Working","Male","819","0.248275655092832","0.233745821979301","0.262805488206363"
"Yes","2011","Not Working","Female","1140","0.201617922250633","0.190119602987645","0.213116241513621"
"No","2011","Full Time","Male","2356","0.478883543772385","0.464954445107161","0.492812642437609"
"No","2011","Full Time","Female","1427","0.532620243473647","0.513962352769165","0.55127813417813"
"No","2011","Part Time","Male","738","0.548361138008175","0.522008943089225","0.574713332927125"
"No","2011","Part Time","Female","1886","0.566129558106299","0.549663243216018","0.582595872996581"
"No","2011","Not Working","Male","2577","0.751724344907168","0.737194511793637","0.766254178020699"
"No","2011","Not Working","Female","3537","0.798382077749367","0.786883758486379","0.809880397012355"
"Yes","2012","Full Time","Male","","","",""
"Yes","2012","Full Time","Female","","","",""
"Yes","2012","Part Time","Male","","","",""
"Yes","2012","Part Time","Female","","","",""
"Yes","2012","Not Working","Male","","","",""
"Yes","2012","Not Working","Female","","","",""
"No","2012","Full Time","Male","","","",""
"No","2012","Full Time","Female","","","",""
"No","2012","Part Time","Male","","","",""
"No","2012","Part Time","Female","","","",""
"No","2012","Not Working","Male","","","",""
"No","2012","Not Working","Female","","","",""
"Yes","2013","Full Time","Male","2154","0.486162171932462","0.471356987195213","0.500967356669712"
"Yes","2013","Full Time","Female","1153","0.443493767420145","0.4242039926885","0.462783542151789"
"Yes","2013","Part Time","Male","545","0.432020803866513","0.404582044483046","0.45945956324998"
"Yes","2013","Part Time","Female","1366","0.396907494686554","0.380229905109744","0.413585084263365"
"Yes","2013","Not Working","Male","629","0.203819227049519","0.1897871793069","0.217851274792139"
"Yes","2013","Not Working","Female","862","0.169463681101778","0.158056450810182","0.180870911393373"
"No","2013","Full Time","Male","2224","0.513837828067538","0.499032643330288","0.528643012804788"
"No","2013","Full Time","Female","1395","0.556506232579855","0.537216457848211","0.5757960073115"
"No","2013","Part Time","Male","707","0.567979196133487","0.54054043675002","0.595417955516954"
"No","2013","Part Time","Female","1940","0.603092505313446","0.586414915736635","0.619770094890256"
"No","2013","Not Working","Male","2537","0.796180772950481","0.782148725207861","0.810212820693101"
