"ple0024","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","indirect migration background","Male","78","0.253209210550352","0.206919179937931","0.299499241162773","2"
"No","2009","no migration background","Male","3709","0.504181580657848","0.492792997377543","0.515570163938154","2"
"No","2009","no migration background","Female","4329","0.571567913136682","0.560779350614818","0.582356475658545","2"
"No","2009","indirect migration background","Female","111","0.293371897856057","0.246533774482934","0.340210021229181","2"
"No","2009","direct migration background","Male","345","0.436537278957662","0.4010191201424","0.472055437772924","2"
"No","2009","direct migration background","Female","442","0.51971420088454","0.486853730723531","0.552574671045548","2"
"Yes","2009","no migration background","Male","3695","0.495818419342152","0.484429836061846","0.507207002622457","1"
"Yes","2009","no migration background","Female","3753","0.428432086863319","0.417643524341455","0.439220649385182","1"
"Yes","2009","direct migration background","Male","404","0.563462721042338","0.527944562227077","0.5989808798576","1"
"Yes","2009","direct migration background","Female","446","0.48028579911546","0.447425328954452","0.513146269276469","1"
"Yes","2009","indirect migration background","Male","261","0.746790789449648","0.700500758837227","0.793080820062069","1"
"Yes","2009","indirect migration background","Female","252","0.706628102143943","0.659789978770819","0.753466225517066","1"
"No","2010","indirect migration background","Male","","","","","2"
"No","2010","no migration background","Male","","","","","2"
"No","2010","indirect migration background","Female","","","","","2"
"No","2010","no migration background","Female","","","","","2"
"No","2010","direct migration background","Male","","","","","2"
"No","2010","direct migration background","Female","","","","","2"
"Yes","2010","no migration background","Male","","","","","1"
"Yes","2010","no migration background","Female","","","","","1"
"Yes","2010","direct migration background","Male","","","","","1"
"Yes","2010","direct migration background","Female","","","","","1"
"Yes","2010","indirect migration background","Male","","","","","1"
"Yes","2010","indirect migration background","Female","","","","","1"
"No","2011","no migration background","Male","5100","0.604584413703343","0.594157585706494","0.615011241700192","2"
"No","2011","indirect migration background","Male","113","0.288591225160754","0.242913616344827","0.334268833976681","2"
"No","2011","indirect migration background","Female","165","0.407321729128193","0.359762538553836","0.454880919702549","2"
"No","2011","no migration background","Female","6047","0.682218347591898","0.672796205918553","0.691640489265243","2"
"No","2011","direct migration background","Male","458","0.506909196329502","0.473914636799318","0.539903755859687","2"
"No","2011","direct migration background","Female","638","0.587961914461984","0.559045543549629","0.616878285374338","2"
"Yes","2011","no migration background","Male","3347","0.395415586296657","0.384988758299808","0.405842414293506","1"
"Yes","2011","no migration background","Female","3334","0.317781652408102","0.308359510734757","0.327203794081447","1"
"Yes","2011","direct migration background","Male","424","0.493090803670497","0.460096244140313","0.526085363200682","1"
"Yes","2011","direct migration background","Female","475","0.412038085538016","0.383121714625662","0.440954456450371","1"
"Yes","2011","indirect migration background","Male","265","0.711408774839246","0.665731166023319","0.757086383655173","1"
"Yes","2011","indirect migration background","Female","245","0.592678270871807","0.545119080297451","0.640237461446164","1"
"No","2012","no migration background","Male","","","","","2"
"No","2012","no migration background","Female","","","","","2"
"No","2012","indirect migration background","Male","","","","","2"
"No","2012","indirect migration background","Female","","","","","2"
"No","2012","direct migration background","Male","","","","","2"
"No","2012","direct migration background","Female","","","","","2"
"Yes","2012","no migration background","Male","","","","","1"
"Yes","2012","no migration background","Female","","","","","1"
"Yes","2012","direct migration background","Male","","","","","1"
"Yes","2012","direct migration background","Female","","","","","1"
"Yes","2012","indirect migration background","Male","","","","","1"
"Yes","2012","indirect migration background","Female","","","","","1"
"No","2013","no migration background","Male","4924","0.63172338240803","0.620968809111636","0.642477955704424","2"
"No","2013","no migration background","Female","5863","0.701065751430679","0.691437323221385","0.710694179639974","2"
"No","2013","direct migration background","Male","416","0.58693767490229","0.551194912583807","0.622680437220774","2"
"No","2013","direct migration background","Female","598","0.667639984381338","0.637764018160412","0.697515950602265","2"
"No","2013","indirect migration background","Male","128","0.407730187305884","0.355495997275054","0.459964377336714","2"
"No","2013","indirect migration background","Female","167","0.473947509649149","0.423069877353305","0.524825141944993","2"
"Yes","2013","no migration background","Male","2803","0.36827661759197","0.357522044295576","0.379031190888364","1"
"Yes","2013","no migration background","Female","2821","0.298934248569321","0.289305820360026","0.308562676778615","1"
"Yes","2013","direct migration background","Male","313","0.41306232509771","0.377319562779226","0.448805087416193","1"
"Yes","2013","direct migration background","Female","357","0.332360015618662","0.302484049397735","0.362235981839588","1"
"Yes","2013","indirect migration background","Male","212","0.592269812694116","0.540035622663286","0.644504002724946","1"
"Yes","2013","indirect migration background","Female","203","0.526052490350851","0.475174858055007","0.576930122646695","1"
"No","2014","no migration background","Male","","","","","2"
"No","2014","no migration background","Female","","","","","2"
"No","2014","direct migration background","Male","","","","","2"
"No","2014","direct migration background","Female","","","","","2"
"No","2014","indirect migration background","Male","","","","","2"
"No","2014","indirect migration background","Female","","","","","2"
"Yes","2014","no migration background","Male","","","","","1"
"Yes","2014","no migration background","Female","","","","","1"
"Yes","2014","direct migration background","Male","","","","","1"
"Yes","2014","direct migration background","Female","","","","","1"
"Yes","2014","indirect migration background","Male","","","","","1"
"Yes","2014","indirect migration background","Female","","","","","1"
"No","2015","no migration background","Male","5249","0.613559507253205","0.603339304605205","0.623779709901205","2"
"No","2015","no migration background","Female","6692","0.690296938714247","0.681362809482844","0.699231067945649","2"
"No","2015","direct migration background","Male","876","0.514037646098226","0.491768355479098","0.536306936717354","2"
"No","2015","direct migration background","Female","1233","0.594500657189725","0.574725110929341","0.61427620345011","2"
"No","2015","indirect migration background","Male","256","0.333747033313648","0.299999211746437","0.367494854880859","2"
"No","2015","indirect migration background","Female","408","0.480201686181215","0.447060332561288","0.513343039801142","2"
"Yes","2015","no migration background","Male","3471","0.386440492746795","0.376220290098795","0.396660695394795","1"
"Yes","2015","no migration background","Female","3597","0.309703061285753","0.300768932054351","0.318637190517156","1"
"Yes","2015","direct migration background","Male","1059","0.485962353901774","0.463693063282646","0.508231644520902","1"
"Yes","2015","direct migration background","Female","1135","0.405499342810275","0.38572379654989","0.425274889070659","1"
"Yes","2015","indirect migration background","Male","494","0.666252966686352","0.632505145119141","0.700000788253563","1"
"Yes","2015","indirect migration background","Female","465","0.519798313818785","0.486656960198858","0.552939667438712","1"
"No","2016","no migration background","Male","","","","","2"
"No","2016","no migration background","Female","","","","","2"
"No","2016","direct migration background","Male","","","","","2"
"No","2016","direct migration background","Female","","","","","2"
"No","2016","indirect migration background","Male","","","","","2"
"No","2016","indirect migration background","Female","","","","","2"
"Yes","2016","direct migration background","Male","","","","","1"
"Yes","2016","direct migration background","Female","","","","","1"
