"ple0024","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","in school","241","0.771560104650945","0.724749989525518","0.818370219776373"
"Yes","2009","16-34 y.","inadequately","30","0.754696707994576","0.62299418985009","0.886399226139062"
"Yes","2009","16-34 y.","general elemantary","411","0.765596140755221","0.729799753331008","0.801392528179434"
"Yes","2009","16-34 y.","middle vocational","1333","0.740130283496576","0.719664389322722","0.76059617767043"
"Yes","2009","16-34 y.","vocational + Abi","244","0.71065658901801","0.662242715352579","0.75907046268344"
"Yes","2009","16-34 y.","higher vocational","75","0.622299702596114","0.530006733311367","0.714592671880861"
"Yes","2009","16-34 y.","higher education","410","0.755966045893594","0.719260516494808","0.792671575292381"
"Yes","2009","35-65 y.","in school","","","",""
"Yes","2009","35-65 y.","inadequately","40","0.452334614156488","0.345257513629129","0.559411714683847"
"Yes","2009","35-65 y.","general elemantary","258","0.430353515341244","0.390058670994879","0.47064835968761"
"Yes","2009","35-65 y.","middle vocational","2517","0.473771234114679","0.459969867483351","0.487572600746007"
"Yes","2009","35-65 y.","vocational + Abi","307","0.523844700503969","0.482405956838607","0.56528344416933"
"Yes","2009","35-65 y.","higher vocational","453","0.518600136618037","0.485662589541529","0.551537683694546"
"Yes","2009","35-65 y.","higher education","1350","0.549876035586732","0.530649055657578","0.569103015515885"
"Yes","2009","66 and older","in school","","","",""
"Yes","2009","66 and older","inadequately","8","","",""
"Yes","2009","66 and older","general elemantary","124","0.171749619241518","0.143105221861867","0.200394016621169"
"Yes","2009","66 and older","middle vocational","461","0.196299932885994","0.179591902472043","0.213007963299944"
"Yes","2009","66 and older","vocational + Abi","22","","",""
"Yes","2009","66 and older","higher vocational","61","0.186601504584706","0.14357836821704","0.229624640952372"
"Yes","2009","66 and older","higher education","211","0.20289148033807","0.176321123569003","0.229461837107138"
"No","2009","16-34 y.","in school","68","0.228439895349054","0.181629780223627","0.275250010474482"
"No","2009","16-34 y.","inadequately","11","","",""
"No","2009","16-34 y.","general elemantary","127","0.234403859244779","0.198607471820566","0.270200246668992"
"No","2009","16-34 y.","middle vocational","431","0.259869716503424","0.23940382232957","0.280335610677278"
"No","2009","16-34 y.","vocational + Abi","93","0.289343410981991","0.24092953731656","0.337757284647421"
