"ple0024","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","(0) in school","1","","",""
"Yes","2009","1-pers.-HH","(1a) inadequately completed","9","","",""
"Yes","2009","1-pers.-HH","(1b) general elementary school","79","1","1","1"
"Yes","2009","1-pers.-HH","(1c) basic vocational qualification","263","1","1","1"
"Yes","2009","1-pers.-HH","(2b) intermediate general qualification","20","","",""
"Yes","2009","1-pers.-HH","(2a) intermediate vocational","267","1","1","1"
"Yes","2009","1-pers.-HH","(2c_gen) general maturity certificate","83","1","1","1"
"Yes","2009","1-pers.-HH","(2c_voc) vocational maturity certificate","97","1","1","1"
"Yes","2009","1-pers.-HH","(3a) lower tertiary education","99","1","1","1"
"Yes","2009","1-pers.-HH","(3b) higher tertiary education","172","1","1","1"
"Yes","2009","(Married) couple without C. ","(0) in school","2","","",""
"Yes","2009","(Married) couple without C. ","(1a) inadequately completed","19","","",""
"Yes","2009","(Married) couple without C. ","(1b) general elementary school","119","1","1","1"
"Yes","2009","(Married) couple without C. ","(1c) basic vocational qualification","647","1","1","1"
"Yes","2009","(Married) couple without C. ","(2b) intermediate general qualification","39","1","1","1"
"Yes","2009","(Married) couple without C. ","(2a) intermediate vocational","640","1","1","1"
"Yes","2009","(Married) couple without C. ","(2c_gen) general maturity certificate","78","1","1","1"
"Yes","2009","(Married) couple without C. ","(2c_voc) vocational maturity certificate","172","1","1","1"
"Yes","2009","(Married) couple without C. ","(3a) lower tertiary education","249","1","1","1"
"Yes","2009","(Married) couple without C. ","(3b) higher tertiary education","442","1","1","1"
"Yes","2009","Single parent ","(0) in school","30","1","1","1"
"Yes","2009","Single parent ","(1a) inadequately completed","5","","",""
"Yes","2009","Single parent ","(1b) general elementary school","65","1","1","1"
"Yes","2009","Single parent ","(1c) basic vocational qualification","83","1","1","1"
"Yes","2009","Single parent ","(2b) intermediate general qualification","39","1","1","1"
"Yes","2009","Single parent ","(2a) intermediate vocational","146","1","1","1"
"Yes","2009","Single parent ","(2c_gen) general maturity certificate","44","1","1","1"
"Yes","2009","Single parent ","(2c_voc) vocational maturity certificate","32","1","1","1"
"Yes","2009","Single parent ","(3a) lower tertiary education","47","1","1","1"
"Yes","2009","Single parent ","(3b) higher tertiary education","46","1","1","1"
"Yes","2009","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2009","Couple + C. LE 16 ","(1a) inadequately completed","15","","",""
"Yes","2009","Couple + C. LE 16 ","(1b) general elementary school","84","1","1","1"
"Yes","2009","Couple + C. LE 16 ","(1c) basic vocational qualification","355","1","1","1"
"Yes","2009","Couple + C. LE 16 ","(2b) intermediate general qualification","28","","",""
"Yes","2009","Couple + C. LE 16 ","(2a) intermediate vocational","630","1","1","1"
"Yes","2009","Couple + C. LE 16 ","(2c_gen) general maturity certificate","38","1","1","1"
"Yes","2009","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","247","1","1","1"
"Yes","2009","Couple + C. LE 16 ","(3a) lower tertiary education","162","1","1","1"
"Yes","2009","Couple + C. LE 16 ","(3b) higher tertiary education","308","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(0) in school","108","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(1a) inadequately completed","13","","",""
"Yes","2009","Couple + C. GT 16 ","(1b) general elementary school","113","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(1c) basic vocational qualification","362","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(2b) intermediate general qualification","105","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(2a) intermediate vocational","405","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(2c_gen) general maturity certificate","179","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","119","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(3a) lower tertiary education","104","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(3b) higher tertiary education","202","1","1","1"
"Yes","2009","Couple + C. LE and GT 16","(0) in school","95","1","1","1"
"Yes","2009","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"Yes","2009","Couple + C. LE and GT 16","(1b) general elementary school","49","1","1","1"
"Yes","2009","Couple + C. LE and GT 16","(1c) basic vocational qualification","124","1","1","1"
"Yes","2009","Couple + C. LE and GT 16","(2b) intermediate general qualification","55","1","1","1"
"Yes","2009","Couple + C. LE and GT 16","(2a) intermediate vocational","151","1","1","1"
"Yes","2009","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","54","1","1","1"
"Yes","2009","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","55","1","1","1"
"Yes","2009","Couple + C. LE and GT 16","(3a) lower tertiary education","50","1","1","1"
"Yes","2009","Couple + C. LE and GT 16","(3b) higher tertiary education","68","1","1","1"
"Yes","2010","1-pers.-HH","(0) in school","","","",""
"Yes","2010","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2010","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2010","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2010","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2010","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2010","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2010","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2010","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2010","(Married) couple without C. ","(0) in school","","","",""
"Yes","2010","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2010","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2010","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2010","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2010","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2010","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2010","Single parent ","(0) in school","","","",""
"Yes","2010","Single parent ","(1a) inadequately completed","","","",""
"Yes","2010","Single parent ","(1b) general elementary school","","","",""
"Yes","2010","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2010","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2010","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2010","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2010","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2010","Single parent ","(3b) higher tertiary education","","","",""
