"ple0024","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","in school","Male","130","0.76448169705164","0.699737328936767","0.829226065166514"
"Yes","2009","in school","Female","111","0.77925684367994","0.711515971881508","0.846997715478371"
"Yes","2009","inadequately","Male","35","0.545513726738988","0.42716683347773","0.663860620000247"
"Yes","2009","inadequately","Female","43","0.404093146769852","0.30743011190116","0.500756181638544"
"Yes","2009","general elemantary","Male","323","0.565360250624233","0.523894524489782","0.606825976758684"
"Yes","2009","general elemantary","Female","470","0.36856960998858","0.34166435490695","0.395474865070209"
"Yes","2009","middle vocational","Male","2120","0.500125440310569","0.485029129940528","0.515221750680609"
"Yes","2009","middle vocational","Female","2191","0.426184867343072","0.412120117330878","0.440249617355266"
"Yes","2009","vocational + Abi","Male","236","0.595604984823592","0.546708834557339","0.644501135089845"
"Yes","2009","vocational + Abi","Female","337","0.508905554583035","0.469069941061805","0.548741168104264"
"Yes","2009","higher vocational","Male","349","0.440600960597259","0.405603065744496","0.475598855450022"
"Yes","2009","higher vocational","Female","240","0.445320488826414","0.403087708298794","0.487553269354033"
"Yes","2009","higher education","Male","1025","0.50472490007476","0.483644865440726","0.525804934708794"
"Yes","2009","higher education","Female","946","0.514778785006629","0.491798741947983","0.537758828065274"
"No","2009","in school","Male","35","0.23551830294836","0.170773934833486","0.300262671063233"
"No","2009","in school","Female","33","0.22074315632006","0.153002284521629","0.288484028118492"
"No","2009","inadequately","Male","33","0.454486273261012","0.336139379999753","0.57283316652227"
"No","2009","inadequately","Female","56","0.595906853230148","0.499243818361456","0.69256988809884"
"No","2009","general elemantary","Male","226","0.434639749375767","0.393174023241316","0.476105475510218"
"No","2009","general elemantary","Female","765","0.631430390011421","0.604525134929791","0.65833564509305"
"No","2009","middle vocational","Male","2094","0.499874559689431","0.484778249319391","0.514970870059472"
"No","2009","middle vocational","Female","2558","0.573815132656928","0.559750382644734","0.587879882669122"
"No","2009","vocational + Abi","Male","151","0.404395015176408","0.355498864910155","0.453291165442661"
"No","2009","vocational + Abi","Female","268","0.491094445416965","0.451258831895736","0.530930058938195"
"No","2009","higher vocational","Male","424","0.559399039402741","0.524401144549978","0.594396934255504"
"No","2009","higher vocational","Female","292","0.554679511173586","0.512446730645967","0.596912291701206"
"No","2009","higher education","Male","1136","0.49527509992524","0.474195065291206","0.516355134559274"
"No","2009","higher education","Female","871","0.485221214993371","0.462241171934725","0.508201258052017"
"Yes","2010","in school","Male","","","",""
"Yes","2010","in school","Female","","","",""
"Yes","2010","inadequately","Male","","","",""
"Yes","2010","inadequately","Female","","","",""
"Yes","2010","general elemantary","Male","","","",""
"Yes","2010","general elemantary","Female","","","",""
"Yes","2010","middle vocational","Male","","","",""
"Yes","2010","middle vocational","Female","","","",""
"Yes","2010","vocational + Abi","Male","","","",""
"Yes","2010","vocational + Abi","Female","","","",""
"Yes","2010","higher vocational","Male","","","",""
"Yes","2010","higher vocational","Female","","","",""
"Yes","2010","higher education","Male","","","",""
"Yes","2010","higher education","Female","","","",""
"No","2010","in school","Male","","","",""
"No","2010","in school","Female","","","",""
"No","2010","inadequately","Male","","","",""
"No","2010","inadequately","Female","","","",""
"No","2010","general elemantary","Male","","","",""
"No","2010","general elemantary","Female","","","",""
"No","2010","middle vocational","Male","","","",""
"No","2010","middle vocational","Female","","","",""
"No","2010","vocational + Abi","Male","","","",""
"No","2010","vocational + Abi","Female","","","",""
"No","2010","higher vocational","Male","","","",""
"No","2010","higher vocational","Female","","","",""
"No","2010","higher education","Male","","","",""
"No","2010","higher education","Female","","","",""
"Yes","2011","in school","Male","127","0.774333370141453","0.709561601027478","0.839105139255429"
"Yes","2011","in school","Female","116","0.785982564443234","0.720565560268793","0.851399568617675"
"Yes","2011","inadequately","Male","37","0.410641172284827","0.30785660852611","0.513425736043544"
"Yes","2011","inadequately","Female","40","0.231269497896958","0.161918908825005","0.300620086968912"
"Yes","2011","general elemantary","Male","336","0.51623006313798","0.478162052614509","0.554298073661451"
"Yes","2011","general elemantary","Female","424","0.237050276231766","0.215564649129632","0.258535903333901"
"Yes","2011","middle vocational","Male","1927","0.399869356895166","0.386102548393555","0.413636165396776"
"Yes","2011","middle vocational","Female","1933","0.315890695833261","0.303679206171198","0.328102185495324"
"Yes","2011","vocational + Abi","Male","223","0.482648314515395","0.436376405733678","0.528920223297112"
"Yes","2011","vocational + Abi","Female","345","0.416830459356159","0.381403101604317","0.452257817108001"
"Yes","2011","higher vocational","Male","307","0.306682463149068","0.276336785150906","0.337028141147229"
"Yes","2011","higher vocational","Female","191","0.321168693365498","0.281895545728992","0.360441841002004"
"Yes","2011","higher education","Male","973","0.419696658933861","0.400127072443912","0.43926624542381"
"Yes","2011","higher education","Female","914","0.440283229816998","0.419056392261122","0.461510067372873"
"No","2011","in school","Male","33","0.225666629858547","0.160894860744571","0.290438398972522"
"No","2011","in school","Female","35","0.214017435556766","0.148600431382325","0.279434439731207"
"No","2011","inadequately","Male","51","0.589358827715173","0.486574263956456","0.69214339147389"
"No","2011","inadequately","Female","102","0.768730502103042","0.699379913031088","0.838081091174995"
"No","2011","general elemantary","Male","326","0.48376993686202","0.445701926338549","0.521837947385491"
"No","2011","general elemantary","Female","1081","0.762949723768234","0.741464096666099","0.784435350870368"
"No","2011","middle vocational","Male","2937","0.600130643104834","0.586363834603224","0.613897451606444"
"No","2011","middle vocational","Female","3634","0.684109304166739","0.671897814504676","0.696320793828802"
"No","2011","vocational + Abi","Male","225","0.517351685484605","0.471079776702888","0.563623594266322"
"No","2011","vocational + Abi","Female","399","0.583169540643841","0.547742182891999","0.618596898395683"
"No","2011","higher vocational","Male","580","0.693317536850932","0.662971858852771","0.723663214849094"
"No","2011","higher vocational","Female","352","0.678831306634502","0.639558158997996","0.718104454271008"
"No","2011","higher education","Male","1470","0.580303341066139","0.56073375457619","0.599872927556088"
"No","2011","higher education","Female","1187","0.559716770183002","0.538489932627127","0.580943607738878"
"Yes","2012","in school","Male","","","",""
"Yes","2012","in school","Female","","","",""
"Yes","2012","inadequately","Male","","","",""
"Yes","2012","inadequately","Female","","","",""
"Yes","2012","general elemantary","Male","","","",""
"Yes","2012","general elemantary","Female","","","",""
"Yes","2012","middle vocational","Male","","","",""
