"ple0024","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","(0) in school","Male","130","1","1","1"
"Yes","2009","(0) in school","Female","111","1","1","1"
"Yes","2009","(1a) inadequately completed","Male","36","1","1","1"
"Yes","2009","(1a) inadequately completed","Female","32","1","1","1"
"Yes","2009","(1b) general elementary school","Male","209","1","1","1"
"Yes","2009","(1b) general elementary school","Female","315","1","1","1"
"Yes","2009","(1c) basic vocational qualification","Male","1079","1","1","1"
"Yes","2009","(1c) basic vocational qualification","Female","789","1","1","1"
"Yes","2009","(2b) intermediate general qualification","Male","123","1","1","1"
"Yes","2009","(2b) intermediate general qualification","Female","168","1","1","1"
"Yes","2009","(2a) intermediate vocational","Male","1003","1","1","1"
"Yes","2009","(2a) intermediate vocational","Female","1276","1","1","1"
"Yes","2009","(2c_gen) general maturity certificate","Male","237","1","1","1"
"Yes","2009","(2c_gen) general maturity certificate","Female","253","1","1","1"
"Yes","2009","(2c_voc) vocational maturity certificate","Male","326","1","1","1"
"Yes","2009","(2c_voc) vocational maturity certificate","Female","404","1","1","1"
"Yes","2009","(3a) lower tertiary education","Male","366","1","1","1"
"Yes","2009","(3a) lower tertiary education","Female","352","1","1","1"
"Yes","2009","(3b) higher tertiary education","Male","659","1","1","1"
"Yes","2009","(3b) higher tertiary education","Female","594","1","1","1"
"Yes","2010","(0) in school","Male","","","",""
"Yes","2010","(0) in school","Female","","","",""
"Yes","2010","(1a) inadequately completed","Male","","","",""
"Yes","2010","(1a) inadequately completed","Female","","","",""
"Yes","2010","(1b) general elementary school","Male","","","",""
"Yes","2010","(1b) general elementary school","Female","","","",""
"Yes","2010","(1c) basic vocational qualification","Male","","","",""
"Yes","2010","(1c) basic vocational qualification","Female","","","",""
"Yes","2010","(2b) intermediate general qualification","Male","","","",""
"Yes","2010","(2b) intermediate general qualification","Female","","","",""
"Yes","2010","(2a) intermediate vocational","Male","","","",""
"Yes","2010","(2a) intermediate vocational","Female","","","",""
"Yes","2010","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2010","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2010","(3a) lower tertiary education","Male","","","",""
"Yes","2010","(3a) lower tertiary education","Female","","","",""
"Yes","2010","(3b) higher tertiary education","Male","","","",""
"Yes","2010","(3b) higher tertiary education","Female","","","",""
"Yes","2011","(0) in school","Male","127","1","1","1"
"Yes","2011","(0) in school","Female","116","1","1","1"
"Yes","2011","(1a) inadequately completed","Male","37","1","1","1"
"Yes","2011","(1a) inadequately completed","Female","34","1","1","1"
"Yes","2011","(1b) general elementary school","Male","210","1","1","1"
"Yes","2011","(1b) general elementary school","Female","271","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Male","891","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Female","658","1","1","1"
"Yes","2011","(2b) intermediate general qualification","Male","137","1","1","1"
"Yes","2011","(2b) intermediate general qualification","Female","160","1","1","1"
"Yes","2011","(2a) intermediate vocational","Male","902","1","1","1"
"Yes","2011","(2a) intermediate vocational","Female","1089","1","1","1"
"Yes","2011","(2c_gen) general maturity certificate","Male","279","1","1","1"
"Yes","2011","(2c_gen) general maturity certificate","Female","275","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","Male","302","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","Female","402","1","1","1"
"Yes","2011","(3a) lower tertiary education","Male","341","1","1","1"
"Yes","2011","(3a) lower tertiary education","Female","316","1","1","1"
"Yes","2011","(3b) higher tertiary education","Male","632","1","1","1"
"Yes","2011","(3b) higher tertiary education","Female","598","1","1","1"
"Yes","2012","(0) in school","Male","","","",""
"Yes","2012","(0) in school","Female","","","",""
"Yes","2012","(1a) inadequately completed","Male","","","",""
"Yes","2012","(1a) inadequately completed","Female","","","",""
"Yes","2012","(1b) general elementary school","Male","","","",""
"Yes","2012","(1b) general elementary school","Female","","","",""
"Yes","2012","(1c) basic vocational qualification","Male","","","",""
"Yes","2012","(1c) basic vocational qualification","Female","","","",""
"Yes","2012","(2b) intermediate general qualification","Male","","","",""
"Yes","2012","(2b) intermediate general qualification","Female","","","",""
"Yes","2012","(2a) intermediate vocational","Male","","","",""
"Yes","2012","(2a) intermediate vocational","Female","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2012","(3a) lower tertiary education","Male","","","",""
"Yes","2012","(3a) lower tertiary education","Female","","","",""
"Yes","2012","(3b) higher tertiary education","Male","","","",""
"Yes","2012","(3b) higher tertiary education","Female","","","",""
"Yes","2013","(0) in school","Male","90","1","1","1"
"Yes","2013","(0) in school","Female","109","1","1","1"
"Yes","2013","(1a) inadequately completed","Male","33","1","1","1"
"Yes","2013","(1a) inadequately completed","Female","26","","",""
"Yes","2013","(1b) general elementary school","Male","168","1","1","1"
"Yes","2013","(1b) general elementary school","Female","193","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Male","676","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Female","502","1","1","1"
"Yes","2013","(2b) intermediate general qualification","Male","112","1","1","1"
"Yes","2013","(2b) intermediate general qualification","Female","107","1","1","1"
"Yes","2013","(2a) intermediate vocational","Male","757","1","1","1"
"Yes","2013","(2a) intermediate vocational","Female","914","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","Male","224","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","Female","240","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","Male","264","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","Female","334","1","1","1"
"Yes","2013","(3a) lower tertiary education","Male","297","1","1","1"
"Yes","2013","(3a) lower tertiary education","Female","283","1","1","1"
"Yes","2013","(3b) higher tertiary education","Male","553","1","1","1"
"Yes","2013","(3b) higher tertiary education","Female","552","1","1","1"
"Yes","2014","(0) in school","Male","","","",""
"Yes","2014","(0) in school","Female","","","",""
"Yes","2014","(1a) inadequately completed","Male","","","",""
"Yes","2014","(1a) inadequately completed","Female","","","",""
"Yes","2014","(1b) general elementary school","Male","","","",""
"Yes","2014","(1b) general elementary school","Female","","","",""
"Yes","2014","(1c) basic vocational qualification","Male","","","",""
"Yes","2014","(1c) basic vocational qualification","Female","","","",""
"Yes","2014","(2b) intermediate general qualification","Male","","","",""
"Yes","2014","(2b) intermediate general qualification","Female","","","",""
"Yes","2014","(2a) intermediate vocational","Male","","","",""
"Yes","2014","(2a) intermediate vocational","Female","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2014","(3a) lower tertiary education","Male","","","",""
"Yes","2014","(3a) lower tertiary education","Female","","","",""
"Yes","2014","(3b) higher tertiary education","Male","","","",""
"Yes","2014","(3b) higher tertiary education","Female","","","",""
"Yes","2015","(0) in school","Male","131","1","1","1"
"Yes","2015","(0) in school","Female","132","1","1","1"
"Yes","2015","(1a) inadequately completed","Male","85","1","1","1"
"Yes","2015","(1a) inadequately completed","Female","86","1","1","1"
"Yes","2015","(1b) general elementary school","Male","350","1","1","1"
"Yes","2015","(1b) general elementary school","Female","382","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Male","914","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Female","675","1","1","1"
"Yes","2015","(2b) intermediate general qualification","Male","195","1","1","1"
"Yes","2015","(2b) intermediate general qualification","Female","183","1","1","1"
"Yes","2015","(2a) intermediate vocational","Male","943","1","1","1"
"Yes","2015","(2a) intermediate vocational","Female","1221","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Male","381","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Female","385","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Male","478","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Female","631","1","1","1"
"Yes","2015","(3a) lower tertiary education","Male","378","1","1","1"
"Yes","2015","(3a) lower tertiary education","Female","343","1","1","1"
"Yes","2015","(3b) higher tertiary education","Male","887","1","1","1"
"Yes","2015","(3b) higher tertiary education","Female","925","1","1","1"
"Yes","2016","(0) in school","Male","","","",""
"Yes","2016","(0) in school","Female","","","",""
"Yes","2016","(1a) inadequately completed","Male","","","",""
"Yes","2016","(1a) inadequately completed","Female","","","",""
"Yes","2016","(1b) general elementary school","Male","","","",""
"Yes","2016","(1b) general elementary school","Female","","","",""
"Yes","2016","(1c) basic vocational qualification","Male","","","",""
"Yes","2016","(1c) basic vocational qualification","Female","","","",""
"Yes","2016","(2b) intermediate general qualification","Male","","","",""
"Yes","2016","(2b) intermediate general qualification","Female","","","",""
"Yes","2016","(2a) intermediate vocational","Male","","","",""
"Yes","2016","(2a) intermediate vocational","Female","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2016","(3a) lower tertiary education","Male","","","",""
"Yes","2016","(3a) lower tertiary education","Female","","","",""
"Yes","2016","(3b) higher tertiary education","Male","","","",""
"Yes","2016","(3b) higher tertiary education","Female","","","",""
"Yes","2017","(0) in school","Male","140","1","1","1"
"Yes","2017","(0) in school","Female","143","1","1","1"
"Yes","2017","(1a) inadequately completed","Male","91","1","1","1"
"Yes","2017","(1a) inadequately completed","Female","97","1","1","1"
"Yes","2017","(1b) general elementary school","Male","370","1","1","1"
"Yes","2017","(1b) general elementary school","Female","373","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Male","826","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Female","603","1","1","1"
"Yes","2017","(2b) intermediate general qualification","Male","178","1","1","1"
"Yes","2017","(2b) intermediate general qualification","Female","201","1","1","1"
"Yes","2017","(2a) intermediate vocational","Male","944","1","1","1"
"Yes","2017","(2a) intermediate vocational","Female","1224","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Male","431","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Female","462","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Male","521","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Female","683","1","1","1"
"Yes","2017","(3a) lower tertiary education","Male","389","1","1","1"
"Yes","2017","(3a) lower tertiary education","Female","366","1","1","1"
"Yes","2017","(3b) higher tertiary education","Male","971","1","1","1"
"Yes","2017","(3b) higher tertiary education","Female","1062","1","1","1"
"Yes","2018","(0) in school","Male","","","",""
"Yes","2018","(0) in school","Female","","","",""
"Yes","2018","(1a) inadequately completed","Male","","","",""
"Yes","2018","(1a) inadequately completed","Female","","","",""
"Yes","2018","(1b) general elementary school","Male","","","",""
"Yes","2018","(1b) general elementary school","Female","","","",""
"Yes","2018","(1c) basic vocational qualification","Male","","","",""
"Yes","2018","(1c) basic vocational qualification","Female","","","",""
"Yes","2018","(2b) intermediate general qualification","Male","","","",""
"Yes","2018","(2b) intermediate general qualification","Female","","","",""
"Yes","2018","(2a) intermediate vocational","Male","","","",""
"Yes","2018","(2a) intermediate vocational","Female","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2018","(3a) lower tertiary education","Male","","","",""
"Yes","2018","(3a) lower tertiary education","Female","","","",""
"Yes","2018","(3b) higher tertiary education","Male","","","",""
"Yes","2018","(3b) higher tertiary education","Female","","","",""
"Yes","2019","(0) in school","Male","128","1","1","1"
"Yes","2019","(0) in school","Female","107","1","1","1"
"Yes","2019","(1a) inadequately completed","Male","68","1","1","1"
"Yes","2019","(1a) inadequately completed","Female","80","1","1","1"
"Yes","2019","(1b) general elementary school","Male","295","1","1","1"
"Yes","2019","(1b) general elementary school","Female","250","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Male","604","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Female","406","1","1","1"
"Yes","2019","(2b) intermediate general qualification","Male","172","1","1","1"
"Yes","2019","(2b) intermediate general qualification","Female","179","1","1","1"
"Yes","2019","(2a) intermediate vocational","Male","835","1","1","1"
"Yes","2019","(2a) intermediate vocational","Female","917","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Male","395","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Female","386","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Male","458","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Female","570","1","1","1"
"Yes","2019","(3a) lower tertiary education","Male","407","1","1","1"
"Yes","2019","(3a) lower tertiary education","Female","299","1","1","1"
"Yes","2019","(3b) higher tertiary education","Male","939","1","1","1"
"Yes","2019","(3b) higher tertiary education","Female","894","1","1","1"
