"ple0024","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Not Employed","Male","880","0.311522056932165","0.294498548206705","0.328545565657626"
"Yes","2009","Not Employed","Female","1375","0.31824457776445","0.303753444566186","0.332735710962714"
"Yes","2009","Employed","Male","3480","0.615215291217891","0.602527536715338","0.627903045720444"
"Yes","2009","Employed","Female","3076","0.552476016011155","0.539169370768034","0.565782661254276"
"No","2009","Not Employed","Male","1963","0.688477943067835","0.671454434342374","0.705501451793295"
"No","2009","Not Employed","Female","2594","0.68175542223555","0.667264289037286","0.696246555433813"
"No","2009","Employed","Male","2169","0.384784708782109","0.372096954279556","0.397472463284662"
"No","2009","Employed","Female","2288","0.447523983988845","0.434217338745724","0.460830629231966"
"Yes","2010","Not Employed","Male","","","",""
"Yes","2010","Not Employed","Female","","","",""
"Yes","2010","Employed","Male","","","",""
"Yes","2010","Employed","Female","","","",""
"No","2010","Not Employed","Male","","","",""
"No","2010","Not Employed","Female","","","",""
"No","2010","Employed","Male","","","",""
"No","2010","Employed","Female","","","",""
"Yes","2011","Not Employed","Male","819","0.248275655092832","0.233745821979301","0.262805488206363"
"Yes","2011","Not Employed","Female","1140","0.201617922250633","0.190119602987645","0.213116241513621"
"Yes","2011","Employed","Male","3217","0.505661733952258","0.493326676953147","0.51799679095137"
"Yes","2011","Employed","Female","2914","0.450102050715529","0.437745273860928","0.46245882757013"
"No","2011","Not Employed","Male","2577","0.751724344907168","0.737194511793637","0.766254178020699"
"No","2011","Not Employed","Female","3537","0.798382077749367","0.786883758486379","0.809880397012355"
"No","2011","Employed","Male","3094","0.494338266047742","0.48200320904863","0.506673323046854"
"No","2011","Employed","Female","3313","0.549897949284471","0.53754117242987","0.562254726139072"
"Yes","2012","Not Employed","Male","","","",""
"Yes","2012","Not Employed","Female","","","",""
"Yes","2012","Employed","Male","","","",""
"Yes","2012","Employed","Female","","","",""
"No","2012","Not Employed","Male","","","",""
"No","2012","Not Employed","Female","","","",""
"No","2012","Employed","Male","","","",""
"No","2012","Employed","Female","","","",""
"Yes","2013","Not Employed","Male","629","0.203819227049519","0.1897871793069","0.217851274792139"
"Yes","2013","Not Employed","Female","862","0.169463681101778","0.158056450810182","0.180870911393373"
"Yes","2013","Employed","Male","2699","0.474290807584308","0.461247461045657","0.487334154122959"
"Yes","2013","Employed","Female","2519","0.419077447006777","0.406438002269611","0.431716891743943"
"No","2013","Not Employed","Male","2537","0.796180772950481","0.782148725207861","0.810212820693101"
"No","2013","Not Employed","Female","3293","0.830536318898222","0.819129088606627","0.841943549189818"
"No","2013","Employed","Male","2931","0.525709192415692","0.512665845877041","0.538752538954343"
"No","2013","Employed","Female","3335","0.580922552993223","0.568283108256057","0.593561997730389"
"Yes","2014","Not Employed","Male","","","",""
"Yes","2014","Not Employed","Female","","","",""
"Yes","2014","Employed","Male","","","",""
"Yes","2014","Employed","Female","","","",""
"No","2014","Not Employed","Male","","","",""
"No","2014","Not Employed","Female","","","",""
"No","2014","Employed","Male","","","",""
"No","2014","Employed","Female","","","",""
"Yes","2015","Not Employed","Male","827","0.216051156699999","0.202256188606103","0.229846124793895"
"Yes","2015","Not Employed","Female","1318","0.203609678022181","0.192485864986242","0.21473349105812"
