"ple0024","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","in school","1","","",""
"Yes","2009","1-pers.-HH","inadequately","9","","",""
"Yes","2009","1-pers.-HH","general elemantary","95","0.250040484268764","0.207063111512866","0.293017857024662"
"Yes","2009","1-pers.-HH","middle vocational","582","0.383066702703973","0.358341425388209","0.407791980019737"
"Yes","2009","1-pers.-HH","vocational + Abi","75","0.447165199631899","0.368638125513698","0.5256922737501"
"Yes","2009","1-pers.-HH","higher vocational","69","0.411562852657173","0.340456679743119","0.482669025571226"
"Yes","2009","1-pers.-HH","higher education","271","0.477021959921214","0.436989856330997","0.517054063511431"
"Yes","2009","(Married) couple without C. ","in school","2","","",""
"Yes","2009","(Married) couple without C. ","inadequately","15","","",""
"Yes","2009","(Married) couple without C. ","general elemantary","157","0.293736435179126","0.254437068536229","0.333035801822022"
"Yes","2009","(Married) couple without C. ","middle vocational","1254","0.34759931277426","0.331752475417174","0.363446150131345"
"Yes","2009","(Married) couple without C. ","vocational + Abi","130","0.471184856556987","0.413733975169775","0.528635737944199"
"Yes","2009","(Married) couple without C. ","higher vocational","166","0.351080688665042","0.309655754863973","0.392505622466111"
"Yes","2009","(Married) couple without C. ","higher education","691","0.419515067736055","0.396152964441218","0.442877171030891"
"Yes","2009","Single parent ","in school","30","0.764751990528832","0.639424876376453","0.890079104681211"
"Yes","2009","Single parent ","inadequately","12","","",""
"Yes","2009","Single parent ","general elemantary","97","0.61969799892734","0.546722347157044","0.692673650697635"
"Yes","2009","Single parent ","middle vocational","268","0.552456279888377","0.507502537431763","0.597410022344991"
"Yes","2009","Single parent ","vocational + Abi","27","","",""
"Yes","2009","Single parent ","higher vocational","18","","",""
"Yes","2009","Single parent ","higher education","93","0.588149646228617","0.509123901264145","0.667175391193089"
"Yes","2009","Couple + C. LE 16 ","in school","","","",""
"Yes","2009","Couple + C. LE 16 ","inadequately","16","","",""
"Yes","2009","Couple + C. LE 16 ","general elemantary","110","0.612185072592097","0.540403149965314","0.68396699521888"
"Yes","2009","Couple + C. LE 16 ","middle vocational","910","0.666974904687282","0.641655569933413","0.692294239441152"
"Yes","2009","Couple + C. LE 16 ","vocational + Abi","195","0.686314352792739","0.632063846491479","0.740564859093999"
"Yes","2009","Couple + C. LE 16 ","higher vocational","178","0.561566034903335","0.503237884520056","0.619894185286613"
"Yes","2009","Couple + C. LE 16 ","higher education","470","0.699777372122995","0.665651549248824","0.733903194997165"
"Yes","2009","Couple + C. GT 16 ","in school","108","0.750623248407233","0.678175182681007","0.82307131413346"
"Yes","2009","Couple + C. GT 16 ","inadequately","19","","",""
"Yes","2009","Couple + C. GT 16 ","general elemantary","211","0.636766899361286","0.585343426741741","0.688190371980832"
