"ple0024","year","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","7448","0.461272938732443","0.453421633750875","0.469124243714011"
"Yes","2009","direct migration background","850","0.519571197371475","0.495368665352105","0.543773729390845"
"Yes","2009","indirect migration background","513","0.726857601523114","0.693896724216792","0.759818478829436"
"No","2009","no migration background","8038","0.538727061267557","0.530875756285989","0.546578366249125"
"No","2009","direct migration background","787","0.480428802628525","0.456226270609155","0.504631334647895"
"No","2009","indirect migration background","189","0.273142398476886","0.240181521170564","0.306103275783208"
"Yes","2010","no migration background","","","",""
"Yes","2010","direct migration background","","","",""
"Yes","2010","indirect migration background","","","",""
"No","2010","no migration background","","","",""
"No","2010","direct migration background","","","",""
"No","2010","indirect migration background","","","",""
"Yes","2011","no migration background","6681","0.355788321927666","0.34876072378285","0.362815920072483"
"Yes","2011","direct migration background","899","0.44914412980984","0.427317408870519","0.47097085074916"
"Yes","2011","indirect migration background","510","0.65733017692335","0.624193061716257","0.690467292130443"
"No","2011","no migration background","11147","0.644211678072334","0.637184079927517","0.65123927621715"
"No","2011","direct migration background","1096","0.55085587019016","0.52902914925084","0.572682591129481"
"No","2011","indirect migration background","278","0.34266982307665","0.309532707869557","0.375806938283743"
"Yes","2012","no migration background","","","",""
"Yes","2012","direct migration background","","","",""
"Yes","2012","indirect migration background","","","",""
"No","2012","no migration background","","","",""
"No","2012","direct migration background","","","",""
"No","2012","indirect migration background","","","",""
"Yes","2013","no migration background","5624","0.332661754909396","0.325453087098439","0.339870422720353"
"Yes","2013","direct migration background","670","0.370020417832337","0.346960745648167","0.393080090016507"
"Yes","2013","indirect migration background","415","0.560233684533601","0.523723459824463","0.596743909242739"
"No","2013","no migration background","10787","0.667338245090604","0.660129577279647","0.674546912901561"
"No","2013","direct migration background","1014","0.629979582167663","0.606919909983493","0.653039254351833"
"No","2013","indirect migration background","295","0.439766315466399","0.403256090757261","0.476276540175537"
"Yes","2014","no migration background","","","",""
"Yes","2014","direct migration background","","","",""
"Yes","2014","indirect migration background","","","",""
"No","2014","no migration background","","","",""
"No","2014","direct migration background","","","",""
"No","2014","indirect migration background","","","",""
"Yes","2015","no migration background","7068","0.347005041261265","0.340238117836086","0.353771964686445"
"Yes","2015","direct migration background","2194","0.443887776934479","0.42904277592376","0.458732777945198"
"Yes","2015","indirect migration background","959","0.596898224776307","0.573034054996724","0.62076239455589"
"No","2015","no migration background","11941","0.652994958738735","0.646228035313556","0.659761882163914"
"No","2015","direct migration background","2109","0.556112223065521","0.541267222054802","0.57095722407624"
"No","2015","indirect migration background","664","0.403101775223693","0.37923760544411","0.426965945003276"
"Yes","2016","no migration background","","","",""
"Yes","2016","direct migration background","","","",""
"Yes","2016","indirect migration background","","","",""
"No","2016","no migration background","","","",""
"No","2016","direct migration background","","","",""
"No","2016","indirect migration background","","","",""
"Yes","2017","no migration background","7219","0.334164537499521","0.327657611911746","0.340671463087295"
"Yes","2017","direct migration background","2400","0.452725318288162","0.43841854535249","0.467032091223833"
"Yes","2017","indirect migration background","966","0.572248768288339","0.548778427362196","0.595719109214483"
"No","2017","no migration background","12968","0.665835462500479","0.659328536912705","0.672342388088254"
"No","2017","direct migration background","2250","0.547274681711838","0.532967908776167","0.56158145464751"
"No","2017","indirect migration background","741","0.427751231711661","0.404280890785517","0.451221572637804"
"Yes","2018","no migration background","","","",""
"Yes","2018","direct migration background","","","",""
"Yes","2018","indirect migration background","","","",""
"No","2018","no migration background","","","",""
"No","2018","direct migration background","","","",""
"No","2018","indirect migration background","","","",""
"Yes","2019","no migration background","6377","0.296396883026937","0.290090251047753","0.30270351500612"
"Yes","2019","direct migration background","1713","0.389621936341167","0.374187649555944","0.405056223126391"
"Yes","2019","indirect migration background","825","0.509961225816368","0.486113571350536","0.533808880282201"
"No","2019","no migration background","13765","0.703603116973063","0.69729648499388","0.709909748952247"
"No","2019","direct migration background","2122","0.610378063658833","0.594943776873609","0.625812350444056"
"No","2019","indirect migration background","863","0.490038774183632","0.466191119717799","0.513886428649464"
