"year","bula_h","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Baden-W?rttemberg","direct migration background","5.39","6","537","3","4","7","7","7","5.28","5.5","1","7","5","6"
"2005","Baden-W?rttemberg","indirect migration background","5.26","5","213","3","5","6","7","7","5.08","5.44","1","7","5","6"
"2005","Baden-W?rttemberg","no migration background","5.52","6","1767","4","5","7","7","7","5.46","5.58","1","7","6","6"
"2005","Bavaria","direct migration background","5.28","5","338","3","4","6","7","7","5.13","5.43","1","7","5","6"
"2005","Bavaria","indirect migration background","5.36","6","125","4","4","6","7","7","5.13","5.59","1","7","5","6"
"2005","Bavaria","no migration background","5.36","6","2438","4","4","6","7","7","5.31","5.41","1","7","6","6"
"2005","Berlin","direct migration background","5.46","6","53","3","5","7","7","7","4.99","5.93","1","7","5","6"
"2005","Berlin","indirect migration background","4.94","5","36","2","4","6","7","7","4.48","5.4","2","7","5","6"
"2005","Berlin","no migration background","5.46","6","669","4","5","6","7","7","5.36","5.56","1","7","6","6"
"2005","Brandenburg","direct migration background","","","","","","","","","","","","","",""
"2005","Brandenburg","indirect migration background","","","","","","","","","","","","","",""
"2005","Brandenburg","no migration background","5.48","6","869","4","5","7","7","7","5.39","5.57","1","7","6","6"
"2005","Bremen","direct migration background","","","","","","","","","","","","","",""
"2005","Bremen","indirect migration background","","","","","","","","","","","","","",""
"2005","Bremen","no migration background","5.43","6","127","3","4","7","7","7","5.17","5.69","1","7","6","7"
"2005","Hamburg","direct migration background","","","","","","","","","","","","","",""
"2005","Hamburg","indirect migration background","","","","","","","","","","","","","",""
"2005","Hamburg","no migration background","5.71","6","261","4","5","7","7","7","5.57","5.85","2","7","6","6"
"2005","Hesse","direct migration background","5.56","6","217","3","5","7","7","7","5.36","5.76","1","7","6","6"
"2005","Hesse","indirect migration background","5.75","6","69","4","5","7","7","7","5.46","6.04","2","7","5","6"
"2005","Hesse","no migration background","5.59","6","1081","4","5","7","7","7","5.51","5.67","1","7","6","6"
"2005","Lower Saxony","direct migration background","5.69","6","198","4","5","7","7","7","5.51","5.87","1","7","6","6"
"2005","Lower Saxony","indirect migration background","6.06","6","49","5","6","7","7","7","5.77","6.35","2","7","6","6"
"2005","Lower Saxony","no migration background","5.59","6","1536","4","5","7","7","7","5.52","5.66","1","7","6","6"
"2005","Mecklenburg-Western Pomerania","direct migration background","","","","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","indirect migration background","","","","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","no migration background","5.55","6","487","4","5","7","7","7","5.44","5.66","1","7","6","6"
"2005","North Rhine-Westphalia","direct migration background","5.63","6","644","4","5","7","7","7","5.52","5.74","1","7","6","6"
"2005","North Rhine-Westphalia","indirect migration background","5.51","6","238","3","5","7","7","7","5.33","5.69","1","7","5","6"
"2005","North Rhine-Westphalia","no migration background","5.6","6","3466","4","5","7","7","7","5.56","5.64","1","7","6","6"
"2005","Rhineland-Palatinate,Saarland","direct migration background","5.62","6","180","4","5","7","7","7","5.43","5.81","2","7","6","6"
"2005","Rhineland-Palatinate,Saarland","indirect migration background","6.03","6","49","5","6","7","7","7","5.65","6.41","1","7","6","6"
"2005","Rhineland-Palatinate,Saarland","no migration background","5.51","6","1008","4","5","7","7","7","5.43","5.59","1","7","6","6"
"2005","Saxony","direct migration background","","","","","","","","","","","","","",""
"2005","Saxony","indirect migration background","","","","","","","","","","","","","",""
"2005","Saxony","no migration background","5.46","6","1489","4","5","6","7","7","5.39","5.53","1","7","6","6"
"2005","Saxony-Anhalt","direct migration background","","","","","","","","","","","","","",""
"2005","Saxony-Anhalt","indirect migration background","","","","","","","","","","","","","",""
"2005","Saxony-Anhalt","no migration background","5.49","6","867","4","5","6","7","7","5.4","5.58","1","7","6","6"
"2005","Schleswig-Holstein","direct migration background","5.38","5.15","59","4","4","7","7","7","5.03","5.73","1","7","5","6"
"2005","Schleswig-Holstein","indirect migration background","","","","","","","","","","","","","",""
"2005","Schleswig-Holstein","no migration background","5.5","6","564","4","5","6","7","7","5.39","5.61","1","7","6","6"
"2005","Thuringia","direct migration background","","","","","","","","","","","","","",""
"2005","Thuringia","indirect migration background","","","","","","","","","","","","","",""
"2005","Thuringia","no migration background","5.37","6","866","3","5","6","7","7","5.28","5.46","1","7","5","6"
"2006","Baden-W?rttemberg","direct migration background","","","","","","","","","","","","","",""
"2006","Baden-W?rttemberg","indirect migration background","","","","","","","","","","","","","",""
"2006","Baden-W?rttemberg","no migration background","","","","","","","","","","","","","",""
"2006","Bavaria","direct migration background","","","","","","","","","","","","","",""
"2006","Bavaria","indirect migration background","","","","","","","","","","","","","",""
"2006","Bavaria","no migration background","","","","","","","","","","","","","",""
"2006","Berlin","direct migration background","","","","","","","","","","","","","",""
"2006","Berlin","indirect migration background","","","","","","","","","","","","","",""
"2006","Berlin","no migration background","","","","","","","","","","","","","",""
"2006","Brandenburg","direct migration background","","","","","","","","","","","","","",""
"2006","Brandenburg","indirect migration background","","","","","","","","","","","","","",""
"2006","Brandenburg","no migration background","","","","","","","","","","","","","",""
"2006","Bremen","direct migration background","","","","","","","","","","","","","",""
"2006","Bremen","indirect migration background","","","","","","","","","","","","","",""
"2006","Bremen","no migration background","","","","","","","","","","","","","",""
"2006","Hamburg","direct migration background","","","","","","","","","","","","","",""
"2006","Hamburg","indirect migration background","","","","","","","","","","","","","",""
"2006","Hamburg","no migration background","","","","","","","","","","","","","",""
"2006","Hesse","direct migration background","","","","","","","","","","","","","",""
"2006","Hesse","indirect migration background","","","","","","","","","","","","","",""
"2006","Hesse","no migration background","","","","","","","","","","","","","",""
"2006","Lower Saxony","direct migration background","","","","","","","","","","","","","",""
"2006","Lower Saxony","indirect migration background","","","","","","","","","","","","","",""
"2006","Lower Saxony","no migration background","","","","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","direct migration background","","","","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","indirect migration background","","","","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","no migration background","","","","","","","","","","","","","",""
"2006","North Rhine-Westphalia","direct migration background","","","","","","","","","","","","","",""
"2006","North Rhine-Westphalia","indirect migration background","","","","","","","","","","","","","",""
"2006","North Rhine-Westphalia","no migration background","","","","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","direct migration background","","","","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","indirect migration background","","","","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","no migration background","","","","","","","","","","","","","",""
"2006","Saxony","direct migration background","","","","","","","","","","","","","",""
"2006","Saxony","indirect migration background","","","","","","","","","","","","","",""
"2006","Saxony","no migration background","","","","","","","","","","","","","",""
"2006","Saxony-Anhalt","direct migration background","","","","","","","","","","","","","",""
