"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","college entrance qualification","5.51","6","1577","4","5","6","7","5.45","5.57","6","6"
"2005","16-34 y.","lower secondary degree","5.43","6","947","4","4","7","7","5.34","5.52","5","6"
"2005","16-34 y.","no degree/no degree yet","5.62","6","693","4","5","7","7","5.53","5.71","6","6"
"2005","16-34 y.","Other degree","5.46","6","153","3","4","7","7","5.21","5.71","5","6"
"2005","16-34 y.","secondary school degree","5.5","6","1610","4","5","6","7","5.44","5.56","6","6"
"2005","35-65 y.","college entrance qualification","5.51","6","3047","4","5","6","7","5.47","5.55","6","6"
"2005","35-65 y.","lower secondary degree","5.54","6","3712","4","5","7","7","5.5","5.58","6","6"
"2005","35-65 y.","no degree/no degree yet","5.28","5","145","3","4","7","7","5.02","5.54","5","6"
"2005","35-65 y.","Other degree","5.42","6","784","3","4","7","7","5.32","5.52","6","6"
"2005","35-65 y.","secondary school degree","5.48","6","3862","4","5","6","7","5.44","5.52","6","6"
"2005","66 and older","college entrance qualification","5.48","6","567","3","5","7","7","5.37","5.59","6","6"
"2005","66 and older","lower secondary degree","5.58","6","2419","4","5","7","7","5.53","5.63","6","6"
"2005","66 and older","no degree/no degree yet","5.54","6","65","3","4","7","7","5.14","5.94","5","6"
"2005","66 and older","Other degree","5.41","6","172","2","5","7","7","5.17","5.65","6","6"
"2005","66 and older","secondary school degree","5.66","6","544","4","5","7","7","5.54","5.78","6","6"
"2006","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2006","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2006","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2006","16-34 y.","Other degree","","","","","","","","","","",""
"2006","16-34 y.","secondary school degree","","","","","","","","","","",""
"2006","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2006","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2006","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2006","35-65 y.","Other degree","","","","","","","","","","",""
"2006","35-65 y.","secondary school degree","","","","","","","","","","",""
"2006","66 and older","college entrance qualification","","","","","","","","","","",""
"2006","66 and older","lower secondary degree","","","","","","","","","","",""
"2006","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2006","66 and older","Other degree","","","","","","","","","","",""
"2006","66 and older","secondary school degree","","","","","","","","","","",""
"2007","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2007","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2007","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2007","16-34 y.","Other degree","","","","","","","","","","",""
"2007","16-34 y.","secondary school degree","","","","","","","","","","",""
"2007","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2007","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2007","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2007","35-65 y.","Other degree","","","","","","","","","","",""
"2007","35-65 y.","secondary school degree","","","","","","","","","","",""
"2007","66 and older","college entrance qualification","","","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2008","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2008","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2008","16-34 y.","Other degree","","","","","","","","","","",""
"2008","16-34 y.","secondary school degree","","","","","","","","","","",""
"2008","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2008","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2008","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2008","35-65 y.","Other degree","","","","","","","","","","",""
"2008","35-65 y.","secondary school degree","","","","","","","","","","",""
"2008","66 and older","college entrance qualification","","","","","","","","","","",""
"2008","66 and older","lower secondary degree","","","","","","","","","","",""
"2008","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2008","66 and older","Other degree","","","","","","","","","","",""
"2008","66 and older","secondary school degree","","","","","","","","","","",""
"2009","16-34 y.","college entrance qualification","5.31","6","1379","3","5","6","7","5.24","5.38","5","6"
"2009","16-34 y.","lower secondary degree","5.18","5","576","3","4","6","7","5.07","5.29","5","6"
"2009","16-34 y.","no degree/no degree yet","5.39","6","337","4","5","6","7","5.26","5.52","6","6"
"2009","16-34 y.","Other degree","5.33","6","95","3","4","7","7","5.02","5.64","5","6"
"2009","16-34 y.","secondary school degree","5.24","5","1147","3","4","6","7","5.16","5.32","5","6"
"2009","35-65 y.","college entrance qualification","5.3","6","2795","3","5","6","7","5.25","5.35","6","6"
"2009","35-65 y.","lower secondary degree","5.34","6","2851","3","4","6","7","5.29","5.39","6","6"
"2009","35-65 y.","no degree/no degree yet","5.27","6","90","2","4","7","7","4.97","5.57","5","6"
"2009","35-65 y.","Other degree","5.18","5","529","3","4","6","7","5.06","5.3","6","6"
"2009","35-65 y.","secondary school degree","5.27","6","3545","3","4","6","7","5.23","5.31","6","6"
"2009","66 and older","college entrance qualification","5.36","6","713","3","4","6","7","5.26","5.46","6","6"
"2009","66 and older","lower secondary degree","5.39","6","2491","4","5","6","7","5.34","5.44","6","6"
"2009","66 and older","no degree/no degree yet","5.44","6","57","4","4","6","7","5.08","5.8","5","6"
"2009","66 and older","Other degree","5.81","6","175","4","5","7","7","5.62","6","6","6"
"2009","66 and older","secondary school degree","5.5","6","711","3","5","7","7","5.4","5.6","6","6"
"2010","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2010","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2010","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2010","16-34 y.","Other degree","","","","","","","","","","",""
"2010","16-34 y.","secondary school degree","","","","","","","","","","",""
"2010","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2010","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2010","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2010","35-65 y.","Other degree","","","","","","","","","","",""
"2010","35-65 y.","secondary school degree","","","","","","","","","","",""
"2010","66 and older","college entrance qualification","","","","","","","","","","",""
"2010","66 and older","lower secondary degree","","","","","","","","","","",""
"2010","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2010","66 and older","Other degree","","","","","","","","","","",""
"2010","66 and older","secondary school degree","","","","","","","","","","",""
"2011","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2011","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2011","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2011","16-34 y.","Other degree","","","","","","","","","","",""
"2011","16-34 y.","secondary school degree","","","","","","","","","","",""
"2011","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2011","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2011","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2011","35-65 y.","Other degree","","","","","","","","","","",""
"2011","35-65 y.","secondary school degree","","","","","","","","","","",""
"2011","66 and older","college entrance qualification","","","","","","","","","","",""
"2011","66 and older","lower secondary degree","","","","","","","","","","",""
"2011","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2011","66 and older","Other degree","","","","","","","","","","",""
"2011","66 and older","secondary school degree","","","","","","","","","","",""
"2012","16-34 y.","college entrance qualification","5.7","6","412","4","5","6","7","5.59","5.81","6","6"
"2012","16-34 y.","lower secondary degree","5.56","6","496","4","5","7","7","5.44","5.68","6","6"
"2012","16-34 y.","no degree/no degree yet","5.42","6","274","4","5","6","7","5.26","5.58","6","6"
"2012","16-34 y.","Other degree","5.69","6","198","4","5","6","7","5.52","5.86","6","6"
"2012","16-34 y.","secondary school degree","5.49","6","681","4","5","6","7","5.39","5.59","6","6"
"2012","35-65 y.","college entrance qualification","5.53","6","1731","4","5","6","7","5.47","5.59","6","6"
"2012","35-65 y.","lower secondary degree","5.52","6","901","4","5","7","7","5.43","5.61","6","6"
"2012","35-65 y.","no degree/no degree yet","5.18","6","78","3","4","6","7","4.82","5.54","5","6"
"2012","35-65 y.","Other degree","5.6","6","478","4","5","7","7","5.48","5.72","6","6"
"2012","35-65 y.","secondary school degree","5.49","6","1700","4","5","7","7","5.43","5.55","6","6"
"2012","66 and older","college entrance qualification","","","","","","","","","","",""
"2012","66 and older","lower secondary degree","","","","","","","","","","",""
"2012","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2012","66 and older","Other degree","","","","","","","","","","",""
"2012","66 and older","secondary school degree","","","","","","","","","","",""
"2013","16-34 y.","college entrance qualification","5.41","6","1444","4","5","6","7","5.35","5.47","6","6"
"2013","16-34 y.","lower secondary degree","5.27","5","475","4","4","6","7","5.14","5.4","5","6"
"2013","16-34 y.","no degree/no degree yet","5.35","6","296","3","5","6","7","5.2","5.5","6","6"
"2013","16-34 y.","Other degree","5.5","6","98","4","5","7","7","5.21","5.79","5","6"
"2013","16-34 y.","secondary school degree","5.37","6","966","4","5","6","7","5.29","5.45","5","6"
"2013","35-65 y.","college entrance qualification","5.43","6","2989","4","5","6","7","5.38","5.48","6","6"
"2013","35-65 y.","lower secondary degree","5.41","6","2716","3","5","6","7","5.36","5.46","6","6"
"2013","35-65 y.","no degree/no degree yet","5.25","6","117","3","4","7","7","4.96","5.54","5","6"
"2013","35-65 y.","Other degree","5.38","6","661","4","5","6","7","5.28","5.48","6","6"
"2013","35-65 y.","secondary school degree","5.35","6","3673","3","4","6","7","5.31","5.39","6","6"
"2013","66 and older","college entrance qualification","5.55","6","954","4","5","6","7","5.47","5.63","6","6"
