"year","education","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","college entrance qualification","5.51","6","5191","5.48","5.54","4","5","6","7"
"2005","lower secondary degree","5.54","6","7078","5.51","5.57","4","5","7","7"
"2005","no degree/no degree yet","5.54","6","903","5.45","5.63","4","5","7","7"
"2005","Other degree","5.43","6","1109","5.34","5.52","3","4","7","7"
"2005","secondary school degree","5.5","6","6016","5.47","5.53","4","5","6","7"
"2006","college entrance qualification","","","","","","","","",""
"2006","lower secondary degree","","","","","","","","",""
"2006","no degree/no degree yet","","","","","","","","",""
"2006","Other degree","","","","","","","","",""
"2006","secondary school degree","","","","","","","","",""
"2007","college entrance qualification","","","","","","","","",""
"2007","lower secondary degree","","","","","","","","",""
"2007","no degree/no degree yet","","","","","","","","",""
"2007","Other degree","","","","","","","","",""
"2007","secondary school degree","","","","","","","","",""
"2008","college entrance qualification","","","","","","","","",""
"2008","lower secondary degree","","","","","","","","",""
"2008","no degree/no degree yet","","","","","","","","",""
"2008","Other degree","","","","","","","","",""
"2008","secondary school degree","","","","","","","","",""
"2009","college entrance qualification","5.31","6","4887","5.27","5.35","3","5","6","7"
"2009","lower secondary degree","5.34","6","5918","5.3","5.38","3","4","6","7"
"2009","no degree/no degree yet","5.36","6","484","5.25","5.47","3","5","6","7"
"2009","Other degree","5.31","6","799","5.21","5.41","3","4","7","7"
"2009","secondary school degree","5.3","6","5403","5.26","5.34","3","4","6","7"
"2010","college entrance qualification","","","","","","","","",""
"2010","lower secondary degree","","","","","","","","",""
"2010","no degree/no degree yet","","","","","","","","",""
"2010","Other degree","","","","","","","","",""
"2010","secondary school degree","","","","","","","","",""
"2011","college entrance qualification","","","","","","","","",""
"2011","lower secondary degree","","","","","","","","",""
"2011","no degree/no degree yet","","","","","","","","",""
"2011","Other degree","","","","","","","","",""
"2011","secondary school degree","","","","","","","","",""
"2012","college entrance qualification","5.57","6","2147","5.52","5.62","4","5","6","7"
"2012","lower secondary degree","5.53","6","1408","5.46","5.6","4","5","7","7"
"2012","no degree/no degree yet","5.37","6","352","5.22","5.52","3","5","6","7"
"2012","Other degree","5.63","6","677","5.53","5.73","4","5","7","7"
"2012","secondary school degree","5.5","6","2388","5.45","5.55","4","5","6","7"
"2013","college entrance qualification","5.45","6","5387","5.42","5.48","4","5","6","7"
"2013","lower secondary degree","5.43","6","5823","5.39","5.47","4","5","7","7"
"2013","no degree/no degree yet","5.27","6","485","5.15","5.39","3","4","6","7"
"2013","Other degree","5.44","6","1016","5.36","5.52","4","5","6","7"
"2013","secondary school degree","5.37","6","5634","5.34","5.4","4","5","6","7"
"2014","college entrance qualification","","","","","","","","",""
"2014","lower secondary degree","","","","","","","","",""
"2014","no degree/no degree yet","","","","","","","","",""
"2014","Other degree","","","","","","","","",""
"2014","secondary school degree","","","","","","","","",""
"2015","college entrance qualification","","","","","","","","",""
"2015","lower secondary degree","","","","","","","","",""
"2015","no degree/no degree yet","","","","","","","","",""
"2015","Other degree","","","","","","","","",""
"2015","secondary school degree","","","","","","","","",""
"2016","college entrance qualification","","","","","","","","",""
"2016","lower secondary degree","","","","","","","","",""
"2016","no degree/no degree yet","","","","","","","","",""
"2016","Other degree","","","","","","","","",""
"2016","secondary school degree","","","","","","","","",""
"2017","college entrance qualification","5.45","6","7943","5.42","5.48","4","5","6","7"
"2017","lower secondary degree","5.46","6","6096","5.42","5.5","3","5","7","7"
"2017","no degree/no degree yet","5.61","6","1860","5.55","5.67","4","5","7","7"
"2017","Other degree","5.49","6","4565","5.45","5.53","3","5","7","7"
"2017","secondary school degree","5.42","6","7612","5.39","5.45","4","5","6","7"
"2018","college entrance qualification","","","","","","","","",""
"2018","lower secondary degree","","","","","","","","",""
"2018","no degree/no degree yet","","","","","","","","",""
"2018","Other degree","","","","","","","","",""
"2018","secondary school degree","","","","","","","","",""
"2019","college entrance qualification","5.39","6","8535","5.36","5.42","4","5","6","7"
"2019","lower secondary degree","5.32","6","5292","5.28","5.36","3","4","6","7"
"2019","no degree/no degree yet","5.46","6","777","5.35","5.57","3","5","7","7"
"2019","Other degree","5.39","6","2544","5.33","5.45","3","5","7","7"
"2019","secondary school degree","5.35","6","7421","5.32","5.38","3","5","6","7"
