"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","direct migration background","5.62","6","265","4","5","7","7","5.46","5.78","6","6"
"2005","college entrance qualification","indirect migration background","5.53","6","197","4","5","6","7","5.36","5.7","5","6"
"2005","college entrance qualification","no migration background","5.5","6","4729","4","5","6","7","5.46","5.54","6","6"
"2005","lower secondary degree","direct migration background","5.63","6","597","4","5","7","7","5.52","5.74","6","6"
"2005","lower secondary degree","indirect migration background","5.53","6","253","4","5","7","7","5.35","5.71","5","6"
"2005","lower secondary degree","no migration background","5.53","6","6228","4","5","7","7","5.5","5.56","6","6"
"2005","no degree/no degree yet","direct migration background","5.69","6","220","4","5","7","7","5.49","5.89","5","6"
"2005","no degree/no degree yet","indirect migration background","5.5","6","98","4","5","7","7","5.26","5.74","5","6"
"2005","no degree/no degree yet","no migration background","5.47","6","585","4","5","7","7","5.37","5.57","6","6"
"2005","Other degree","direct migration background","5.42","6","982","3","4","7","7","5.33","5.51","6","6"
"2005","Other degree","indirect migration background","","","","","","","","","","",""
"2005","Other degree","no migration background","5.53","6","109","4","5","7","7","5.23","5.83","6","6"
"2005","secondary school degree","direct migration background","5.47","6","241","4","5","7","7","5.3","5.64","6","6"
"2005","secondary school degree","indirect migration background","5.5","6","203","3","5","6","7","5.33","5.67","6","6"
"2005","secondary school degree","no migration background","5.51","6","5572","4","5","7","7","5.48","5.54","6","6"
"2006","college entrance qualification","direct migration background","","","","","","","","","","",""
"2006","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2006","college entrance qualification","no migration background","","","","","","","","","","",""
"2006","lower secondary degree","direct migration background","","","","","","","","","","",""
"2006","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2006","lower secondary degree","no migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2006","Other degree","direct migration background","","","","","","","","","","",""
"2006","Other degree","indirect migration background","","","","","","","","","","",""
"2006","Other degree","no migration background","","","","","","","","","","",""
"2006","secondary school degree","direct migration background","","","","","","","","","","",""
"2006","secondary school degree","indirect migration background","","","","","","","","","","",""
"2006","secondary school degree","no migration background","","","","","","","","","","",""
"2007","college entrance qualification","direct migration background","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","","","","","","","","","","",""
"2008","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2008","college entrance qualification","no migration background","","","","","","","","","","",""
"2008","lower secondary degree","direct migration background","","","","","","","","","","",""
"2008","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2008","lower secondary degree","no migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2008","Other degree","direct migration background","","","","","","","","","","",""
"2008","Other degree","indirect migration background","","","","","","","","","","",""
"2008","Other degree","no migration background","","","","","","","","","","",""
"2008","secondary school degree","direct migration background","","","","","","","","","","",""
"2008","secondary school degree","indirect migration background","","","","","","","","","","",""
"2008","secondary school degree","no migration background","","","","","","","","","","",""
"2009","college entrance qualification","direct migration background","5.34","6","224","3","5","6","7","5.17","5.51","6","6"
"2009","college entrance qualification","indirect migration background","5.15","6","182","3","5","6","7","4.97","5.33","5","6"
"2009","college entrance qualification","no migration background","5.32","6","4481","3","5","6","7","5.28","5.36","6","6"
"2009","lower secondary degree","direct migration background","5.3","5","410","3","4","6","7","5.17","5.43","5","6"
"2009","lower secondary degree","indirect migration background","5.23","6","206","2","4","7","7","5.02","5.44","5","6"
"2009","lower secondary degree","no migration background","5.35","6","5302","3","4","6","7","5.31","5.39","6","6"
"2009","no degree/no degree yet","direct migration background","5.38","6","112","3","4","7","7","5.11","5.65","5","6"
"2009","no degree/no degree yet","indirect migration background","5.15","5","56","3","5","6","7","4.77","5.53","5","6"
"2009","no degree/no degree yet","no migration background","5.41","6","316","4","5","6","7","5.28","5.54","6","6"
"2009","Other degree","direct migration background","5.31","6","679","3","4","6","7","5.2","5.42","6","6"
"2009","Other degree","indirect migration background","","","","","","","","","","",""
"2009","Other degree","no migration background","5.36","6","108","3","4","7","7","5.08","5.64","5","6"
"2009","secondary school degree","direct migration background","5.17","5","180","3","4","6","7","4.98","5.36","5","6"
"2009","secondary school degree","indirect migration background","5.12","5","173","3","4","6","7","4.91","5.33","5","6"
"2009","secondary school degree","no migration background","5.31","6","5050","3","4","6","7","5.27","5.35","6","6"
"2010","college entrance qualification","direct migration background","","","","","","","","","","",""
