"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","direct migration background","(0) in school","","","","","","","","","","",""
"1984","direct migration background","(1a) inadequately completed","6.34","7","1041","2","4","9","10","6.16","6.52","7","7"
"1984","direct migration background","(1b) general elementary school","7.03","8","1020","2","5","10","10","6.85","7.21","7","8"
"1984","direct migration background","(1c) basic vocational qualification","7.44","8","715","4","6","10","10","7.24","7.64","7","8"
"1984","direct migration background","(2a) intermediate vocational","7.96","9","88","4","7","10","10","7.38","8.54","8","9"
"1984","direct migration background","(2b) intermediate general qualification","7.05","8","51","2","5","10","10","6.25","7.85","8","9"
"1984","direct migration background","(2c_gen) general maturity certificate","6.54","7.31","128","1","5","9","10","5.97","7.11","5","8"
"1984","direct migration background","(2c_voc) vocational maturity certificate","7.04","8","146","3","5","9","10","6.57","7.51","7","8"
"1984","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"1984","direct migration background","(3b) higher tertiary education","7.03","8","100","3","5","9","10","6.47","7.59","7","8"
"1984","indirect migration background","(0) in school","","","","","","","","","","",""
"1984","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"1984","indirect migration background","(1b) general elementary school","6.82","7","36","5","5","9","10","5.94","7.7","5","9"
"1984","indirect migration background","(1c) basic vocational qualification","7.63","8","38","4","7","10","10","6.75","8.51","7","10"
"1984","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"1984","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"1984","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"1984","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"1984","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"1984","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"1984","no migration background","(0) in school","8.02","9","152","5","7","10","10","7.67","8.37","8","9"
"1984","no migration background","(1a) inadequately completed","6.57","7","68","2","5","9","10","5.88","7.26","6","8"
"1984","no migration background","(1b) general elementary school","8.06","9","1942","5","7","10","10","7.96","8.16","8","9"
"1984","no migration background","(1c) basic vocational qualification","8.06","9","3497","5","7","10","10","7.99","8.13","8","9"
"1984","no migration background","(2a) intermediate vocational","8.1","9","1301","5","7","10","10","7.98","8.22","8","9"
"1984","no migration background","(2b) intermediate general qualification","7.9","9","396","5","7","10","10","7.67","8.13","8","9"
"1984","no migration background","(2c_gen) general maturity certificate","6.9","8","275","3","5","9","10","6.59","7.21","7","8"
"1984","no migration background","(2c_voc) vocational maturity certificate","7.91","8","309","5","7","10","10","7.65","8.17","8","9"
"1984","no migration background","(3a) lower tertiary education","8.32","9","243","5","7","10","10","8.08","8.56","8","9"
"1984","no migration background","(3b) higher tertiary education","7.9","9","424","4","7","10","10","7.68","8.12","8","9"
