"year","pgcasmin","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","(0) in school","Female","5.87","6","341","5.76","5.98","5","5","7","7"
"2005","(0) in school","Male","5.56","6","311","5.44","5.68","4","5","6","7"
"2005","(1a) inadequately completed","Female","6.02","6","141","5.81","6.23","4","6","7","7"
"2005","(1a) inadequately completed","Male","5.79","6","106","5.55","6.03","4","5","7","7"
"2005","(1b) general elementary school","Female","5.89","6","1286","5.83","5.95","4","5","7","7"
"2005","(1b) general elementary school","Male","5.58","6","574","5.48","5.68","4","5","7","7"
"2005","(1c) basic vocational qualification","Female","6.01","6","2631","5.97","6.05","5","6","7","7"
"2005","(1c) basic vocational qualification","Male","5.62","6","3083","5.58","5.66","4","5","7","7"
"2005","(2a) intermediate vocational","Female","6.01","6","2739","5.97","6.05","5","6","7","7"
"2005","(2a) intermediate vocational","Male","5.62","6","2062","5.57","5.67","4","5","6","7"
"2005","(2b) intermediate general qualification","Female","6.08","6","353","5.97","6.19","5","6","7","7"
"2005","(2b) intermediate general qualification","Male","5.69","6","226","5.55","5.83","4","5","7","7"
"2005","(2c_gen) general maturity certificate","Female","5.85","6","433","5.76","5.94","4","5","7","7"
"2005","(2c_gen) general maturity certificate","Male","5.51","6","364","5.4","5.62","4","5","6","7"
"2005","(2c_voc) vocational maturity certificate","Female","5.89","6","846","5.82","5.96","5","5","7","7"
"2005","(2c_voc) vocational maturity certificate","Male","5.59","6","671","5.51","5.67","4","5","6","7"
"2005","(3a) lower tertiary education","Female","6.01","6","769","5.94","6.08","5","5","7","7"
"2005","(3a) lower tertiary education","Male","5.68","6","884","5.61","5.75","4","5","6","7"
"2005","(3b) higher tertiary education","Female","5.87","6","1092","5.81","5.93","5","5","7","7"
"2005","(3b) higher tertiary education","Male","5.69","6","1427","5.64","5.74","4","5","6","7"
"2006","(0) in school","Female","","","","","","","","",""
"2006","(0) in school","Male","","","","","","","","",""
"2006","(1a) inadequately completed","Female","","","","","","","","",""
"2006","(1a) inadequately completed","Male","","","","","","","","",""
"2006","(1b) general elementary school","Female","","","","","","","","",""
"2006","(1b) general elementary school","Male","","","","","","","","",""
"2006","(1c) basic vocational qualification","Female","","","","","","","","",""
"2006","(1c) basic vocational qualification","Male","","","","","","","","",""
"2006","(2a) intermediate vocational","Female","","","","","","","","",""
"2006","(2a) intermediate vocational","Male","","","","","","","","",""
"2006","(2b) intermediate general qualification","Female","","","","","","","","",""
"2006","(2b) intermediate general qualification","Male","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2006","(3a) lower tertiary education","Female","","","","","","","","",""
"2006","(3a) lower tertiary education","Male","","","","","","","","",""
"2006","(3b) higher tertiary education","Female","","","","","","","","",""
"2006","(3b) higher tertiary education","Male","","","","","","","","",""
"2007","(0) in school","Female","","","","","","","","",""
"2007","(0) in school","Male","","","","","","","","",""
"2007","(1a) inadequately completed","Female","","","","","","","","",""
"2007","(1a) inadequately completed","Male","","","","","","","","",""
"2007","(1b) general elementary school","Female","","","","","","","","",""
"2007","(1b) general elementary school","Male","","","","","","","","",""
"2007","(1c) basic vocational qualification","Female","","","","","","","","",""
"2007","(1c) basic vocational qualification","Male","","","","","","","","",""
"2007","(2a) intermediate vocational","Female","","","","","","","","",""
"2007","(2a) intermediate vocational","Male","","","","","","","","",""
"2007","(2b) intermediate general qualification","Female","","","","","","","","",""
"2007","(2b) intermediate general qualification","Male","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2007","(3a) lower tertiary education","Female","","","","","","","","",""
"2007","(3a) lower tertiary education","Male","","","","","","","","",""
"2007","(3b) higher tertiary education","Female","","","","","","","","",""
"2007","(3b) higher tertiary education","Male","","","","","","","","",""
"2008","(0) in school","Female","","","","","","","","",""
"2008","(0) in school","Male","","","","","","","","",""
"2008","(1a) inadequately completed","Female","","","","","","","","",""
"2008","(1a) inadequately completed","Male","","","","","","","","",""
"2008","(1b) general elementary school","Female","","","","","","","","",""
"2008","(1b) general elementary school","Male","","","","","","","","",""
"2008","(1c) basic vocational qualification","Female","","","","","","","","",""
"2008","(1c) basic vocational qualification","Male","","","","","","","","",""
"2008","(2a) intermediate vocational","Female","","","","","","","","",""
"2008","(2a) intermediate vocational","Male","","","","","","","","",""
"2008","(2b) intermediate general qualification","Female","","","","","","","","",""
"2008","(2b) intermediate general qualification","Male","","","","","","","","",""
"2008","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2008","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2008","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2008","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
"2008","(3a) lower tertiary education","Female","","","","","","","","",""
"2008","(3a) lower tertiary education","Male","","","","","","","","",""
"2008","(3b) higher tertiary education","Female","","","","","","","","",""
"2008","(3b) higher tertiary education","Male","","","","","","","","",""
"2009","(0) in school","Female","5.91","6","143","5.73","6.09","4","5","7","7"
"2009","(0) in school","Male","5.52","6","168","5.37","5.67","4","5","6","7"
"2009","(1a) inadequately completed","Female","5.5","6","92","5.23","5.77","4","4","7","7"
"2009","(1a) inadequately completed","Male","5.42","6","79","5.12","5.72","4","4","7","7"
"2009","(1b) general elementary school","Female","5.87","6","997","5.8","5.94","4","5","7","7"
"2009","(1b) general elementary school","Male","5.49","6","400","5.37","5.61","4","5","6","7"
"2009","(1c) basic vocational qualification","Female","5.83","6","2213","5.78","5.88","4","5","7","7"
"2009","(1c) basic vocational qualification","Male","5.46","6","2598","5.41","5.51","4","5","6","7"
"2009","(2a) intermediate vocational","Female","5.85","6","2519","5.81","5.89","4","5","7","7"
"2009","(2a) intermediate vocational","Male","5.54","6","1844","5.49","5.59","4","5","6","7"
"2009","(2b) intermediate general qualification","Female","5.96","6","262","5.83","6.09","5","5","7","7"
"2009","(2b) intermediate general qualification","Male","5.49","5.68","171","5.33","5.65","4","5","6","7"
"2009","(2c_gen) general maturity certificate","Female","5.78","6","368","5.68","5.88","5","5","7","7"
"2009","(2c_gen) general maturity certificate","Male","5.66","6","325","5.55","5.77","5","5","6","7"
"2009","(2c_voc) vocational maturity certificate","Female","5.82","6","753","5.75","5.89","4","5","7","7"
"2009","(2c_voc) vocational maturity certificate","Male","5.4","6","571","5.31","5.49","4","5","6","7"
"2009","(3a) lower tertiary education","Female","5.73","6","728","5.66","5.8","4","5","6","7"
"2009","(3a) lower tertiary education","Male","5.5","6","853","5.42","5.58","4","5","6","7"
"2009","(3b) higher tertiary education","Female","5.73","6","1117","5.67","5.79","4","5","6","7"
"2009","(3b) higher tertiary education","Male","5.64","6","1327","5.58","5.7","4","5","6","7"
"2010","(0) in school","Female","","","","","","","","",""
"2010","(0) in school","Male","","","","","","","","",""
"2010","(1a) inadequately completed","Female","","","","","","","","",""
"2010","(1a) inadequately completed","Male","","","","","","","","",""
"2010","(1b) general elementary school","Female","","","","","","","","",""
"2010","(1b) general elementary school","Male","","","","","","","","",""
"2010","(1c) basic vocational qualification","Female","","","","","","","","",""
"2010","(1c) basic vocational qualification","Male","","","","","","","","",""
"2010","(2a) intermediate vocational","Female","","","","","","","","",""
"2010","(2a) intermediate vocational","Male","","","","","","","","",""
"2010","(2b) intermediate general qualification","Female","","","","","","","","",""
"2010","(2b) intermediate general qualification","Male","","","","","","","","",""
"2010","(2c_gen) general maturity certificate","Female","","","","","","","","",""
"2010","(2c_gen) general maturity certificate","Male","","","","","","","","",""
"2010","(2c_voc) vocational maturity certificate","Female","","","","","","","","",""
"2010","(2c_voc) vocational maturity certificate","Male","","","","","","","","",""
