"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","Female","5.87","6","2477","4","5","7","7","5.83","5.91","6","6"
"2005","college entrance qualification","Male","5.64","6","2720","4","5","6","7","5.6","5.68","6","6"
"2005","lower secondary degree","Female","5.98","6","3631","5","5","7","7","5.94","6.02","6","6"
"2005","lower secondary degree","Male","5.6","6","3457","4","5","7","7","5.56","5.64","6","6"
"2005","no degree/no degree yet","Female","5.93","6","483","4","5","7","7","5.83","6.03","6","6"
"2005","no degree/no degree yet","Male","5.65","6","418","4","5","7","7","5.54","5.76","6","6"
"2005","Other degree","Female","5.94","6","585","5","5","7","7","5.86","6.02","6","6"
"2005","Other degree","Male","5.68","6","532","4","5","7","7","5.58","5.78","6","6"
"2005","secondary school degree","Female","6.02","6","3449","5","6","7","7","5.99","6.05","6","6"
"2005","secondary school degree","Male","5.64","6","2573","4","5","6","7","5.6","5.68","6","6"
"2006","college entrance qualification","Female","","","","","","","","","","",""
"2006","college entrance qualification","Male","","","","","","","","","","",""
"2006","lower secondary degree","Female","","","","","","","","","","",""
"2006","lower secondary degree","Male","","","","","","","","","","",""
"2006","no degree/no degree yet","Female","","","","","","","","","","",""
"2006","no degree/no degree yet","Male","","","","","","","","","","",""
"2006","Other degree","Female","","","","","","","","","","",""
"2006","Other degree","Male","","","","","","","","","","",""
"2006","secondary school degree","Female","","","","","","","","","","",""
"2006","secondary school degree","Male","","","","","","","","","","",""
"2007","college entrance qualification","Female","","","","","","","","","","",""
"2007","college entrance qualification","Male","","","","","","","","","","",""
"2007","lower secondary degree","Female","","","","","","","","","","",""
"2007","lower secondary degree","Male","","","","","","","","","","",""
"2007","no degree/no degree yet","Female","","","","","","","","","","",""
"2007","no degree/no degree yet","Male","","","","","","","","","","",""
"2007","Other degree","Female","","","","","","","","","","",""
"2007","Other degree","Male","","","","","","","","","","",""
"2007","secondary school degree","Female","","","","","","","","","","",""
"2007","secondary school degree","Male","","","","","","","","","","",""
"2008","college entrance qualification","Female","","","","","","","","","","",""
"2008","college entrance qualification","Male","","","","","","","","","","",""
"2008","lower secondary degree","Female","","","","","","","","","","",""
"2008","lower secondary degree","Male","","","","","","","","","","",""
"2008","no degree/no degree yet","Female","","","","","","","","","","",""
"2008","no degree/no degree yet","Male","","","","","","","","","","",""
"2008","Other degree","Female","","","","","","","","","","",""
"2008","Other degree","Male","","","","","","","","","","",""
"2008","secondary school degree","Female","","","","","","","","","","",""
"2008","secondary school degree","Male","","","","","","","","","","",""
"2009","college entrance qualification","Female","5.76","6","2369","4","5","6","7","5.72","5.8","6","6"
"2009","college entrance qualification","Male","5.56","6","2518","4","5","6","7","5.52","5.6","6","6"
"2009","lower secondary degree","Female","5.82","6","3017","4","5","7","7","5.78","5.86","6","6"
"2009","lower secondary degree","Male","5.47","6","2905","4","5","6","7","5.43","5.51","6","6"
"2009","no degree/no degree yet","Female","5.71","6","237","4","5","7","7","5.56","5.86","6","6"
"2009","no degree/no degree yet","Male","5.48","6","248","4","5","6","7","5.34","5.62","6","6"
"2009","Other degree","Female","5.99","6","436","5","6","7","7","5.88","6.1","6","6"
"2009","Other degree","Male","5.53","6","368","4","5","7","7","5.4","5.66","6","6"
"2009","secondary school degree","Female","5.85","6","3110","4","5","7","7","5.81","5.89","6","6"
"2009","secondary school degree","Male","5.53","6","2286","4","5","6","7","5.48","5.58","6","6"
"2010","college entrance qualification","Female","","","","","","","","","","",""
"2010","college entrance qualification","Male","","","","","","","","","","",""
"2010","lower secondary degree","Female","","","","","","","","","","",""
"2010","lower secondary degree","Male","","","","","","","","","","",""
"2010","no degree/no degree yet","Female","","","","","","","","","","",""
"2010","no degree/no degree yet","Male","","","","","","","","","","",""
"2010","Other degree","Female","","","","","","","","","","",""
"2010","Other degree","Male","","","","","","","","","","",""
"2010","secondary school degree","Female","","","","","","","","","","",""
"2010","secondary school degree","Male","","","","","","","","","","",""
"2011","college entrance qualification","Female","","","","","","","","","","",""
"2011","college entrance qualification","Male","","","","","","","","","","",""
"2011","lower secondary degree","Female","","","","","","","","","","",""
"2011","lower secondary degree","Male","","","","","","","","","","",""
"2011","no degree/no degree yet","Female","","","","","","","","","","",""
"2011","no degree/no degree yet","Male","","","","","","","","","","",""
"2011","Other degree","Female","","","","","","","","","","",""
"2011","Other degree","Male","","","","","","","","","","",""
"2011","secondary school degree","Female","","","","","","","","","","",""
"2011","secondary school degree","Male","","","","","","","","","","",""
"2012","college entrance qualification","Female","5.85","6","1291","5","5","6","7","5.8","5.9","6","6"
"2012","college entrance qualification","Male","5.55","6","854","4","5","6","7","5.48","5.62","6","6"
"2012","lower secondary degree","Female","6.01","6","724","5","6","7","7","5.93","6.09","6","6"
"2012","lower secondary degree","Male","5.63","6","683","4","5","6","7","5.54","5.72","6","6"
"2012","no degree/no degree yet","Female","5.79","6","192","4","5","7","7","5.63","5.95","6","6"
"2012","no degree/no degree yet","Male","5.71","6","160","4","5","7","7","5.54","5.88","6","6"
"2012","Other degree","Female","5.92","6","370","5","5","7","7","5.81","6.03","6","6"
"2012","Other degree","Male","5.72","6","308","4","5","7","7","5.59","5.85","6","6"
"2012","secondary school degree","Female","6.02","6","1578","5","6","7","7","5.97","6.07","6","6"
"2012","secondary school degree","Male","5.66","6","807","4","5","6","7","5.59","5.73","6","6"
"2013","college entrance qualification","Female","5.89","6","2665","5","5","7","7","5.85","5.93","6","6"
"2013","college entrance qualification","Male","5.63","6","2720","4","5","6","7","5.59","5.67","6","6"
"2013","lower secondary degree","Female","5.92","6","2986","4","5","7","7","5.88","5.96","6","6"
"2013","lower secondary degree","Male","5.56","6","2834","4","5","6","7","5.52","5.6","6","6"
"2013","no degree/no degree yet","Female","5.82","6","255","4","5","7","7","5.67","5.97","6","6"
"2013","no degree/no degree yet","Male","5.66","6","232","4","5","6","7","5.51","5.81","6","6"
"2013","Other degree","Female","6.08","6","584","5","6","7","7","6","6.16","6","6"
"2013","Other degree","Male","5.65","6","433","4","5","7","7","5.54","5.76","6","6"
"2013","secondary school degree","Female","5.97","6","3272","5","5","7","7","5.94","6","6","6"
"2013","secondary school degree","Male","5.59","6","2356","4","5","6","7","5.55","5.63","6","6"
"2014","college entrance qualification","Female","","","","","","","","","","",""
"2014","college entrance qualification","Male","","","","","","","","","","",""
"2014","lower secondary degree","Female","","","","","","","","","","",""
"2014","lower secondary degree","Male","","","","","","","","","","",""
"2014","no degree/no degree yet","Female","","","","","","","","","","",""
"2014","no degree/no degree yet","Male","","","","","","","","","","",""
"2014","Other degree","Female","","","","","","","","","","",""
"2014","Other degree","Male","","","","","","","","","","",""
"2014","secondary school degree","Female","","","","","","","","","","",""
"2014","secondary school degree","Male","","","","","","","","","","",""
"2015","college entrance qualification","Female","","","","","","","","","","",""
"2015","college entrance qualification","Male","","","","","","","","","","",""
"2015","lower secondary degree","Female","","","","","","","","","","",""
"2015","lower secondary degree","Male","","","","","","","","","","",""
"2015","no degree/no degree yet","Female","","","","","","","","","","",""
"2015","no degree/no degree yet","Male","","","","","","","","","","",""
"2015","Other degree","Female","","","","","","","","","","",""
