"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","direct migration background","Female","5.99","6","1252","5","5","7","7","5.93","6.05","6","6"
"2005","direct migration background","Male","5.71","6","1114","4","5","7","7","5.64","5.78","6","6"
"2005","indirect migration background","Female","5.92","6","427","4","5","7","7","5.81","6.03","6","6"
"2005","indirect migration background","Male","5.55","6","403","4","5","7","7","5.43","5.67","6","6"
"2005","no migration background","Female","5.96","6","9135","5","5","7","7","5.94","5.98","6","6"
"2005","no migration background","Male","5.61","6","8382","4","5","6","7","5.59","5.63","6","6"
"2006","direct migration background","Female","","","","","","","","","","",""
"2006","direct migration background","Male","","","","","","","","","","",""
"2006","indirect migration background","Female","","","","","","","","","","",""
"2006","indirect migration background","Male","","","","","","","","","","",""
"2006","no migration background","Female","","","","","","","","","","",""
"2006","no migration background","Male","","","","","","","","","","",""
"2007","direct migration background","Female","","","","","","","","","","",""
"2007","direct migration background","Male","","","","","","","","","","",""
"2007","indirect migration background","Female","","","","","","","","","","",""
"2007","indirect migration background","Male","","","","","","","","","","",""
"2007","no migration background","Female","","","","","","","","","","",""
"2007","no migration background","Male","","","","","","","","","","",""
"2008","direct migration background","Female","","","","","","","","","","",""
"2008","direct migration background","Male","","","","","","","","","","",""
"2008","indirect migration background","Female","","","","","","","","","","",""
"2008","indirect migration background","Male","","","","","","","","","","",""
"2008","no migration background","Female","","","","","","","","","","",""
"2008","no migration background","Male","","","","","","","","","","",""
"2009","direct migration background","Female","5.9","6","896","4","5","7","7","5.83","5.97","6","6"
"2009","direct migration background","Male","5.56","6","755","4","5","7","7","5.47","5.65","6","6"
"2009","indirect migration background","Female","5.97","6","368","4","5","7","7","5.86","6.08","6","6"
"2009","indirect migration background","Male","5.73","6","344","4","5","7","7","5.61","5.85","6","6"
"2009","no migration background","Female","5.8","6","8148","4","5","7","7","5.78","5.82","6","6"
"2009","no migration background","Male","5.49","6","7489","4","5","6","7","5.46","5.52","6","6"
"2010","direct migration background","Female","","","","","","","","","","",""
"2010","direct migration background","Male","","","","","","","","","","",""
"2010","indirect migration background","Female","","","","","","","","","","",""
"2010","indirect migration background","Male","","","","","","","","","","",""
"2010","no migration background","Female","","","","","","","","","","",""
"2010","no migration background","Male","","","","","","","","","","",""
"2011","direct migration background","Female","","","","","","","","","","",""
"2011","direct migration background","Male","","","","","","","","","","",""
"2011","indirect migration background","Female","","","","","","","","","","",""
"2011","indirect migration background","Male","","","","","","","","","","",""
"2011","no migration background","Female","","","","","","","","","","",""
"2011","no migration background","Male","","","","","","","","","","",""
"2012","direct migration background","Female","5.97","6","606","5","5","7","7","5.88","6.06","6","6"
"2012","direct migration background","Male","5.71","6","484","4","5","7","7","5.61","5.81","6","6"
"2012","indirect migration background","Female","6.01","6","286","5","6","7","7","5.89","6.13","6","6"
"2012","indirect migration background","Male","5.78","6","197","4","5","7","7","5.63","5.93","6","6"
"2012","no migration background","Female","5.93","6","3342","5","5","7","7","5.9","5.96","6","6"
"2012","no migration background","Male","5.58","6","2205","4","5","6","7","5.54","5.62","6","6"
"2013","direct migration background","Female","5.99","6","953","5","6","7","7","5.92","6.06","6","6"
"2013","direct migration background","Male","5.68","6","730","4","5","7","7","5.59","5.77","6","6"
"2013","indirect migration background","Female","5.92","6","370","4","5","7","7","5.81","6.03","6","6"
"2013","indirect migration background","Male","5.67","6","345","4","5","6","7","5.55","5.79","6","6"
"2013","no migration background","Female","5.93","6","8707","5","5","7","7","5.91","5.95","6","6"
