"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","direct migration background","Ostdeutschland, neue Bundeslaender","6.14","6","100","4","6","7","7","5.93","6.35","6","7"
"2005","direct migration background","Westdeutschland, alte Bundeslaender","5.85","6","2266","4","5","7","7","5.8","5.9","6","6"
"2005","indirect migration background","Ostdeutschland, neue Bundeslaender","5.57","6","35","4","5","6","7","5.24","5.9","5","6"
"2005","indirect migration background","Westdeutschland, alte Bundeslaender","5.74","6","795","4","5","7","7","5.66","5.82","6","6"
"2005","no migration background","Ostdeutschland, neue Bundeslaender","5.85","6","4908","4","5","7","7","5.82","5.88","6","6"
"2005","no migration background","Westdeutschland, alte Bundeslaender","5.77","6","12609","4","5","7","7","5.75","5.79","6","6"
"2006","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","direct migration background","Ostdeutschland, neue Bundeslaender","5.72","6","74","4","5","6","7","5.43","6.01","6","6"
"2009","direct migration background","Westdeutschland, alte Bundeslaender","5.74","6","1577","4","5","7","7","5.68","5.8","6","6"
"2009","indirect migration background","Ostdeutschland, neue Bundeslaender","5.66","6","41","4","5","6","7","5.33","5.99","5","6"
"2009","indirect migration background","Westdeutschland, alte Bundeslaender","5.85","6","671","4","5","7","7","5.76","5.94","6","6"
"2009","no migration background","Ostdeutschland, neue Bundeslaender","5.7","6","4421","4","5","7","7","5.67","5.73","6","6"
"2009","no migration background","Westdeutschland, alte Bundeslaender","5.63","6","11216","4","5","6","7","5.61","5.65","6","6"
"2010","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
