"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","general elemantary","Ostdeutschland, neue Bundeslaender","5.89","6","343","4","5","7","7","5.76","6.02","6","6"
"2005","general elemantary","Westdeutschland, alte Bundeslaender","5.82","6","2059","4","5","7","7","5.77","5.87","6","6"
"2005","higher education","Ostdeutschland, neue Bundeslaender","5.88","6","1254","4","5","7","7","5.82","5.94","6","6"
"2005","higher education","Westdeutschland, alte Bundeslaender","5.76","6","2918","4","5","6","7","5.72","5.8","6","6"
"2005","higher vocational","Ostdeutschland, neue Bundeslaender","5.72","6","421","4","5","7","7","5.61","5.83","6","6"
"2005","higher vocational","Westdeutschland, alte Bundeslaender","5.79","6","1137","4","5","7","7","5.73","5.85","6","6"
"2005","in school","Ostdeutschland, neue Bundeslaender","5.67","6","146","4","5","7","7","5.5","5.84","6","6"
"2005","in school","Westdeutschland, alte Bundeslaender","5.72","6","502","4","5","7","7","5.62","5.82","6","6"
"2005","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","inadequately","Westdeutschland, alte Bundeslaender","5.89","6","220","4","5","7","7","5.71","6.07","6","6"
"2005","middle vocational","Ostdeutschland, neue Bundeslaender","5.87","6","2626","4","5","7","7","5.83","5.91","6","6"
"2005","middle vocational","Westdeutschland, alte Bundeslaender","5.79","6","7630","4","5","7","7","5.76","5.82","6","6"
"2005","vocational + Abi","Ostdeutschland, neue Bundeslaender","5.98","6","162","4","6","7","7","5.83","6.13","6","6"
"2005","vocational + Abi","Westdeutschland, alte Bundeslaender","5.72","6","974","4","5","7","7","5.65","5.79","6","6"
"2006","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
