"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","direct migration background","(0) in school","","","","","","","","","","",""
"1984","direct migration background","(1a) inadequately completed","7.01","7","757","3","5","9","10","6.84","7.18","7","8"
"1984","direct migration background","(1b) general elementary school","7.27","8","707","4","5","9","10","7.09","7.45","7","8"
"1984","direct migration background","(1c) basic vocational qualification","6.91","7","410","4","5","9","10","6.66","7.16","7","8"
"1984","direct migration background","(2a) intermediate vocational","7.16","8","67","3","5","10","10","6.54","7.78","6","8"
"1984","direct migration background","(2b) intermediate general qualification","6.46","6","34","3","5","8","10","5.53","7.39","5","8"
"1984","direct migration background","(2c_gen) general maturity certificate","6.23","5","84","4","5","8","10","5.68","6.78","5","8"
"1984","direct migration background","(2c_voc) vocational maturity certificate","6.66","7","81","3","5","8","10","6.1","7.22","6","8"
"1984","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"1984","direct migration background","(3b) higher tertiary education","6.03","5.23","49","3","5","8","9","5.28","6.78","5","8"
"1984","indirect migration background","(0) in school","","","","","","","","","","",""
"1984","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"1984","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"1984","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"1984","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"1984","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"1984","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"1984","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"1984","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"1984","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"1984","no migration background","(0) in school","5.45","5","52","2","4","7","9","4.74","6.16","5","6"
"1984","no migration background","(1a) inadequately completed","6.79","7","41","4","5","8","10","6.08","7.5","6","8"
"1984","no migration background","(1b) general elementary school","7.27","8","1549","4","6","9","10","7.16","7.38","8","8"
"1984","no migration background","(1c) basic vocational qualification","7.03","7","2141","4","5","9","10","6.93","7.13","7","8"
"1984","no migration background","(2a) intermediate vocational","7.04","8","863","4","5","9","10","6.88","7.2","7","8"
"1984","no migration background","(2b) intermediate general qualification","6.54","7","192","3","5","8","10","6.18","6.9","6","7"
"1984","no migration background","(2c_gen) general maturity certificate","5.9","6","132","2","5","8","9","5.45","6.35","5","7"
"1984","no migration background","(2c_voc) vocational maturity certificate","6.38","6","187","3","5","8","10","6.03","6.73","6","7"
"1984","no migration background","(3a) lower tertiary education","6.43","7","115","3","5","8","10","5.94","6.92","6","8"
"1984","no migration background","(3b) higher tertiary education","6.23","6","232","3","5","8","10","5.9","6.56","6","7"
"1985","direct migration background","(0) in school","","","","","","","","","","",""
"1985","direct migration background","(1a) inadequately completed","7.12","7","545","4","6","9","10","6.94","7.3","7","8"
"1985","direct migration background","(1b) general elementary school","7.1","8","539","4","5","9","10","6.89","7.31","7","8"
"1985","direct migration background","(1c) basic vocational qualification","7.03","7","321","4","5","9","10","6.79","7.27","7","8"
"1985","direct migration background","(2a) intermediate vocational","6.95","8","65","3","5","8","10","6.36","7.54","7","8"
"1985","direct migration background","(2b) intermediate general qualification","5.88","5.03","30","3","4","8","10","4.97","6.79","5","8"
"1985","direct migration background","(2c_gen) general maturity certificate","6.19","6","73","4","5","8","9","5.68","6.7","5","7"
"1985","direct migration background","(2c_voc) vocational maturity certificate","6.42","6","63","4","5","8","10","5.82","7.02","6","8"
"1985","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"1985","direct migration background","(3b) higher tertiary education","6.2","5","51","4","5","8","9","5.62","6.78","5","7"
"1985","indirect migration background","(0) in school","","","","","","","","","","",""
"1985","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"1985","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"1985","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"1985","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"1985","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"1985","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"1985","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"1985","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
