"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","East Germany","","","","","","","","","","","","","",""
"1984","direct migration background","West Germany","6.97","7","2252","4","5","9","10","10","6.87","7.07","0","10","7","8"
"1984","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1984","indirect migration background","West Germany","6.79","6.62","68","3","5","9","10","10","6.13","7.45","0","10","6","8"
"1984","no migration background","East Germany","","","","","","","","","","","","","",""
"1984","no migration background","West Germany","6.98","7","5517","4","5","9","10","10","6.92","7.04","0","10","7","7"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","6.92","7","1756","4","5","9","10","10","6.81","7.03","0","10","7","8"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","7.15","7.84","67","5","6","8","10","10","6.56","7.74","1","10","6","8"
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","6.97","7","4610","4","5","9","10","10","6.91","7.03","0","10","7","7"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","6.85","7","1737","4","5","8","10","10","6.74","6.96","0","10","7","7"
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","6.43","6","83","4","5","9","10","10","5.91","6.95","0","10","5","7"
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","6.9","7","4567","4","5","8","10","10","6.84","6.96","0","10","7","7"
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","6.91","7","1714","4","5","8","10","10","6.81","7.01","0","10","7","7"
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","6.84","7","104","5","5","8","10","10","6.43","7.25","2","10","6","8"
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","6.98","7","4543","4","5","8","10","10","6.92","7.04","0","10","7","7"
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","6.79","7","1668","4","5","8","10","10","6.69","6.89","0","10","7","7"
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","6.38","6","128","5","5","8","9","10","6.02","6.74","0","10","6","7"
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","6.81","7","4317","4","5","8","10","10","6.75","6.87","0","10","7","7"
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","6.65","7","1630","4","5","8","10","10","6.55","6.75","0","10","7","7"
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","6.5","6.35","133","4","5","8","9","10","6.13","6.87","1","10","6","7"
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","6.73","7","4301","4","5","8","10","10","6.67","6.79","0","10","7","7"
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","6.65","7","1719","4","5","8","10","10","6.55","6.75","0","10","7","7"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","6.92","7","178","5","5","8","9","10","6.62","7.22","1","10","6","7"
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","6.7","7","4494","4","5","8","10","10","6.64","6.76","0","10","7","7"
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","","","","","","","","","","","","","",""
"1992","direct migration background","East Germany","","","","","","","","","","","","","",""
"1992","direct migration background","West Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1992","no migration background","East Germany","","","","","","","","","","","","","",""
"1992","no migration background","West Germany","","","","","","","","","","","","","",""
"1993","direct migration background","East Germany","5.99","6","98","3","5","8","9","10","5.53","6.45","0","10","5","7"
"1993","direct migration background","West Germany","6.59","7","1672","4","5","8","10","10","6.49","6.69","0","10","7","7"
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","6.61","7","288","3","5","8","10","10","6.34","6.88","0","10","6","7"
"1993","no migration background","East Germany","6.33","6","2170","4","5","8","9","10","6.24","6.42","0","10","6","7"
"1993","no migration background","West Germany","6.51","7","4388","4","5","8","9","10","6.45","6.57","0","10","7","7"
"1994","direct migration background","East Germany","6.19","6","99","4","5","8","9","10","5.79","6.59","1","10","5","7"
"1994","direct migration background","West Germany","6.46","7","1562","4","5","8","9","10","6.35","6.57","0","10","6","7"
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","6.05","6","301","3","4","8","9","10","5.79","6.31","0","10","6","7"
"1994","no migration background","East Germany","6.23","6","2246","3","5","8","9","10","6.14","6.32","0","10","6","7"
"1994","no migration background","West Germany","6.55","7","4418","4","5","8","9","10","6.49","6.61","0","10","7","7"
"1995","direct migration background","East Germany","6.46","6.75","100","4","5","8","10","10","6.04","6.88","1","10","5","7"
"1995","direct migration background","West Germany","6.7","7","1910","4","5","8","10","10","6.6","6.8","0","10","7","7"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","6.31","6","300","3","5","8","10","10","6.06","6.56","1","10","7","7"
"1995","no migration background","East Germany","6.29","6","2255","3","5","8","9","10","6.21","6.37","0","10","6","7"
"1995","no migration background","West Germany","6.49","7","4555","4","5","8","9","10","6.43","6.55","0","10","7","7"
"1996","direct migration background","East Germany","6.35","6","99","4","5","8","9","10","5.96","6.74","2","10","6","7"
"1996","direct migration background","West Germany","6.6","7","1784","4","5","8","9","10","6.5","6.7","0","10","7","7"
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","6.56","7","334","4","5","8","10","10","6.33","6.79","0","10","7","7"
"1996","no migration background","East Germany","6.36","6","2243","4","5","8","9","10","6.28","6.44","0","10","6","7"
"1996","no migration background","West Germany","6.49","7","4533","4","5","8","9","10","6.43","6.55","0","10","7","7"
"1997","direct migration background","East Germany","6.12","6","98","3","5","8","8","10","5.73","6.51","2","10","6","7"
"1997","direct migration background","West Germany","6.56","7","1727","4","5","8","9","10","6.46","6.66","0","10","7","7"
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","6.43","7","345","4","5","8","10","10","6.2","6.66","0","10","6","7"
"1997","no migration background","East Germany","6.41","7","2280","4","5","8","9","10","6.33","6.49","0","10","7","7"
"1997","no migration background","West Germany","6.46","7","4476","4","5","8","9","10","6.4","6.52","0","10","7","7"
"1998","direct migration background","East Germany","6.2","6","85","4","5","8","8","10","5.8","6.6","2","10","6","7"
"1998","direct migration background","West Germany","6.51","7","1624","4","5","8","9","10","6.41","6.61","0","10","7","7"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","6.61","7","369","4","5","8","10","10","6.39","6.83","0","10","6","7"
"1998","no migration background","East Germany","6.47","7","2542","4","5","8","9","10","6.39","6.55","0","10","7","7"
"1998","no migration background","West Germany","6.57","7","5311","4","5","8","9","10","6.51","6.63","0","10","7","7"
