"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","college entrance qualification","direct migration background","6.41","6","75","4","5","8","10","5.87","6.95","5","8"
"1984","college entrance qualification","indirect migration background","","","","","","","","","","",""
"1984","college entrance qualification","no migration background","6.25","6","613","3","5","8","10","6.05","6.45","6","7"
"1984","lower secondary degree","direct migration background","7.17","8","368","4","5","9","10","6.92","7.42","7","8"
"1984","lower secondary degree","indirect migration background","7.03","6.75","47","5","5","10","10","6.19","7.87","5","7"
"1984","lower secondary degree","no migration background","7.13","8","3682","4","5","9","10","7.05","7.21","7","8"
"1984","no degree/no degree yet","direct migration background","6.96","7","764","3","5","9","10","6.79","7.13","7","8"
"1984","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"1984","no degree/no degree yet","no migration background","6.07","6","93","3","5","8","10","5.55","6.59","5","7"
"1984","Other degree","direct migration background","6.95","7","898","3","5","9","10","6.78","7.12","7","8"
"1984","Other degree","indirect migration background","","","","","","","","","","",""
"1984","Other degree","no migration background","","","","","","","","","","",""
"1984","secondary school degree","direct migration background","6.92","7","103","3","5","9","10","6.41","7.43","6","8"
"1984","secondary school degree","indirect migration background","","","","","","","","","","",""
"1984","secondary school degree","no migration background","6.93","7","1095","3","5","9","10","6.78","7.08","7","8"
"1985","college entrance qualification","direct migration background","6.47","6.16","66","4","5","8","9","5.96","6.98","6","7"
"1985","college entrance qualification","indirect migration background","","","","","","","","","","",""
"1985","college entrance qualification","no migration background","6.3","6","508","3","5","8","10","6.09","6.51","6","7"
"1985","lower secondary degree","direct migration background","7.22","7.66","297","4","6","9","10","6.96","7.48","7","8"
"1985","lower secondary degree","indirect migration background","7.11","7","36","5","6","8","10","6.35","7.87","6","8"
"1985","lower secondary degree","no migration background","7.12","7","2990","4","5","9","10","7.04","7.2","7","8"
"1985","no degree/no degree yet","direct migration background","7.11","7","552","4","5","9","10","6.93","7.29","7","8"
"1985","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"1985","no degree/no degree yet","no migration background","6.46","6","73","4","5","8","10","5.95","6.97","6","7"
"1985","Other degree","direct migration background","6.68","7","695","4","5","8","10","6.5","6.86","7","8"
