"hgowner","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1984","Employed","(Married) couple without C. ","","","","","4"
"Tenant","1984","Employed","Single parent ","","","","","4"
"Tenant","1984","Employed","Couple + C. LE 16 ","7","","","","4"
"Tenant","1984","Employed","Couple + C. GT 16 ","2","","","","4"
"Main tenant","1985","Not Employed","Single parent ","139","0.605175881515899","0.53953099041081","0.670820772620987","2"
"Main tenant","1985","Not Employed","Couple + C. GT 16 ","275","0.312726067213424","0.278209432107229","0.34724270231962","2"
"Main tenant","1985","Not Employed","1-pers.-HH","417","0.728720938299869","0.692316063526858","0.765125813072881","2"
"Main tenant","1985","Not Employed","(Married) couple without C. ","576","0.511071124276097","0.481409206192749","0.540733042359444","2"
"Main tenant","1985","Not Employed","Couple + C. LE 16 ","509","0.545844459603812","0.510813342075122","0.580875577132503","2"
"Main tenant","1985","Not Employed","Couple + C. LE and GT 16","302","0.32620026862882","0.286399444901141","0.366001092356499","2"
"Main tenant","1985","Employed","1-pers.-HH","481","0.79036765163929","0.75801275404205","0.822722549236529","2"
"Main tenant","1985","Employed","(Married) couple without C. ","916","0.623275621114656","0.597369619425495","0.649181622803817","2"
"Main tenant","1985","Employed","Single parent ","212","0.561897439642345","0.508607847479429","0.615187031805261","2"
"Main tenant","1985","Employed","Couple + C. LE 16 ","1227","0.546851126069731","0.524502972306497","0.569199279832964","2"
"Main tenant","1985","Employed","Couple + C. GT 16 ","631","0.366916721690705","0.341072763158386","0.392760680223024","2"
"Main tenant","1985","Employed","Couple + C. LE and GT 16","489","0.28470273549211","0.256156320398578","0.313249150585641","2"
"Owner","1985","Not Employed","1-pers.-HH","136","0.243405116212729","0.208267901586593","0.278542330838865","1"
"Owner","1985","Not Employed","(Married) couple without C. ","504","0.47978102630557","0.450136102102735","0.509425950508406","1"
"Owner","1985","Not Employed","Single parent ","67","0.374976726994701","0.309962479424853","0.439990974564549","1"
"Owner","1985","Not Employed","Couple + C. LE 16 ","256","0.441151352650045","0.406216562403493","0.476086142896596","1"
"Owner","1985","Not Employed","Couple + C. GT 16 ","413","0.679522998883606","0.644778825159436","0.714267172607775","1"
"Owner","1985","Not Employed","Couple + C. LE and GT 16","231","0.67379973137118","0.633998907643501","0.713600555098859","1"
"Owner","1985","Employed","1-pers.-HH","81","0.161280059012432","0.132045595893443","0.19051452213142","1"
"Owner","1985","Employed","(Married) couple without C. ","407","0.364532953025969","0.338801555706711","0.390264350345227","1"
"Owner","1985","Employed","Single parent ","120","0.433773514544981","0.38054399088556","0.487003038204402","1"
"Owner","1985","Employed","Couple + C. LE 16 ","654","0.440098380651737","0.41781313683538","0.462383624468093","1"
"Owner","1985","Employed","Couple + C. GT 16 ","701","0.631960091292826","0.606099577705268","0.657820604880384","1"
"Owner","1985","Employed","Couple + C. LE and GT 16","471","0.71529726450789","0.686750849414359","0.743843679601422","1"
"Resident or shared accommodation","1985","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Resident or shared accommodation","1985","Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1985","Not Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1985","Not Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1985","Not Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1985","Not Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1985","Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1985","Not Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1985","Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1985","Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1985","Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1985","Employed","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1985","Not Employed","1-pers.-HH","20","","","","3"
"Subtenant","1985","Not Employed","(Married) couple without C. ","11","","","","3"
"Subtenant","1985","Not Employed","Single parent ","7","","","","3"
"Subtenant","1985","Not Employed","Couple + C. LE 16 ","11","","","","3"
"Subtenant","1985","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Subtenant","1985","Not Employed","Couple + C. GT 16 ","5","","","","3"
"Subtenant","1985","Employed","1-pers.-HH","46","0.0483522893482789","0.0313015613744728","0.0654030173220851","3"
"Subtenant","1985","Employed","(Married) couple without C. ","21","","","","3"
"Subtenant","1985","Employed","Single parent ","1","","","","3"
"Subtenant","1985","Employed","Couple + C. LE 16 ","25","","","","3"
"Subtenant","1985","Employed","Couple + C. LE and GT 16","","","","","3"
"Subtenant","1985","Employed","Couple + C. GT 16 ","4","","","","3"
"Tenant","1985","Not Employed","(Married) couple without C. ","","","","","4"
"Tenant","1985","Not Employed","1-pers.-HH","","","","","4"
"Tenant","1985","Not Employed","Single parent ","","","","","4"
"Tenant","1985","Not Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1985","Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1985","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1985","Not Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1985","Employed","1-pers.-HH","","","","","4"
"Tenant","1985","Employed","(Married) couple without C. ","","","","","4"
"Tenant","1985","Employed","Single parent ","","","","","4"
"Tenant","1985","Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1985","Employed","Couple + C. GT 16 ","","","","","4"
"Main tenant","1986","Not Employed","1-pers.-HH","379","0.705822903788781","0.667389972187495","0.744255835390067","2"
"Main tenant","1986","Not Employed","(Married) couple without C. ","501","0.49454156086677","0.463676868791976","0.525406252941563","2"
"Main tenant","1986","Not Employed","Single parent ","115","0.555979226980008","0.486597372313988","0.625361081646029","2"
"Main tenant","1986","Not Employed","Couple + C. LE 16 ","436","0.558047091790348","0.520582618848528","0.595511564732168","2"
"Main tenant","1986","Not Employed","Couple + C. GT 16 ","259","0.296886117705489","0.262894163149925","0.330878072261052","2"
"Main tenant","1986","Not Employed","Couple + C. LE and GT 16","255","0.302329221641446","0.26199267172683","0.342665771556063","2"
"Main tenant","1986","Employed","1-pers.-HH","449","0.788617765926301","0.755418571562216","0.821816960290386","2"
"Main tenant","1986","Employed","Single parent ","189","0.558961501619023","0.503690613512712","0.614232389725334","2"
"Main tenant","1986","Employed","(Married) couple without C. ","941","0.6289739929635","0.603486502968481","0.654461482958519","2"
"Main tenant","1986","Employed","Couple + C. LE 16 ","1113","0.560300557369411","0.536938449264032","0.58366266547479","2"
"Main tenant","1986","Employed","Couple + C. GT 16 ","636","0.350587418467589","0.325708269387028","0.375466567548149","2"
"Main tenant","1986","Employed","Couple + C. LE and GT 16","461","0.291140297714432","0.261526426685181","0.320754168743683","2"
"Owner","1986","Not Employed","1-pers.-HH","139","0.253451917293132","0.216763591514691","0.290140243071574","1"
"Owner","1986","Not Employed","(Married) couple without C. ","490","0.490763717441946","0.45990245283303","0.521624982050862","1"
"Owner","1986","Not Employed","Single parent ","76","0.416105005305545","0.34727404573346","0.48493596487763","1"
"Owner","1986","Not Employed","Couple + C. LE 16 ","223","0.424766145826775","0.387476060995275","0.462056230658275","1"
"Owner","1986","Not Employed","Couple + C. GT 16 ","435","0.703113882294511","0.669121927738948","0.737105836850075","1"
"Owner","1986","Not Employed","Couple + C. LE and GT 16","240","0.69420013809904","0.653733753018803","0.734666523179277","1"
"Owner","1986","Employed","1-pers.-HH","83","0.15965650894549","0.129872595612575","0.189440422278405","1"
"Owner","1986","Employed","(Married) couple without C. ","411","0.352742920512892","0.327532731278277","0.377953109747507","1"
"Owner","1986","Employed","Single parent ","115","0.429228380310192","0.374129516396421","0.484327244223964","1"
"Owner","1986","Employed","Couple + C. LE 16 ","592","0.42706207841951","0.40377994180491","0.450344215034111","1"
"Owner","1986","Employed","Couple + C. GT 16 ","767","0.646195665466897","0.621264613441337","0.671126717492458","1"
"Owner","1986","Employed","Couple + C. LE and GT 16","440","0.704788698857017","0.67505425424333","0.734523143470705","1"
"Resident or shared accommodation","1986","Not Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1986","Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1986","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Resident or shared accommodation","1986","Not Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1986","Not Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1986","Not Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1986","Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1986","Not Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1986","Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1986","Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1986","Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1986","Employed","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1986","Not Employed","(Married) couple without C. ","17","","","","3"
"Subtenant","1986","Not Employed","Single parent ","6","","","","3"
"Subtenant","1986","Not Employed","1-pers.-HH","21","","","","3"
"Subtenant","1986","Not Employed","Couple + C. LE 16 ","16","","","","3"
"Subtenant","1986","Not Employed","Couple + C. GT 16 ","","","","","3"
"Subtenant","1986","Not Employed","Couple + C. LE and GT 16","3","","","","3"
"Subtenant","1986","Employed","(Married) couple without C. ","28","","","","3"
"Subtenant","1986","Employed","1-pers.-HH","49","0.0517257251282086","0.0337171105590898","0.0697343396973275","3"
"Subtenant","1986","Employed","Single parent ","6","","","","3"
"Subtenant","1986","Employed","Couple + C. LE 16 ","29","","","","3"
"Subtenant","1986","Employed","Couple + C. GT 16 ","10","","","","3"
"Subtenant","1986","Employed","Couple + C. LE and GT 16","3","","","","3"
"Tenant","1986","Not Employed","Single parent ","","","","","4"
"Tenant","1986","Not Employed","1-pers.-HH","1","","","","4"
"Tenant","1986","Not Employed","(Married) couple without C. ","","","","","4"
"Tenant","1986","Not Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1986","Not Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1986","Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1986","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1986","Employed","1-pers.-HH","","","","","4"
"Tenant","1986","Employed","(Married) couple without C. ","","","","","4"
"Tenant","1986","Employed","Single parent ","","","","","4"
"Tenant","1986","Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1986","Employed","Couple + C. LE 16 ","","","","","4"
"Main tenant","1987","Not Employed","(Married) couple without C. ","483","0.48153801859044","0.450413385387894","0.512662651792985","2"
"Main tenant","1987","Not Employed","Single parent ","106","0.497697929048828","0.426035307908597","0.569360550189059","2"
"Main tenant","1987","Not Employed","Couple + C. LE 16 ","422","0.582641545237856","0.544347282989335","0.620935807486376","2"
"Main tenant","1987","Not Employed","Couple + C. GT 16 ","272","0.302255421482446","0.2684042526232","0.336106590341693","2"
"Main tenant","1987","Not Employed","1-pers.-HH","375","0.720690651898891","0.682672729487128","0.758708574310653","2"
"Main tenant","1987","Not Employed","Couple + C. LE and GT 16","236","0.333418948440028","0.288439566209063","0.378398330670994","2"
"Main tenant","1987","Employed","(Married) couple without C. ","896","0.597362038547414","0.5713640347283","0.623360042366528","2"
"Main tenant","1987","Employed","1-pers.-HH","432","0.748030118976084","0.712819348743411","0.783240889208758","2"
"Main tenant","1987","Employed","Couple + C. LE 16 ","1111","0.554763933567884","0.531351377247027","0.57817648988874","2"
"Main tenant","1987","Employed","Single parent ","210","0.555055712155137","0.501918402977158","0.608193021333116","2"
"Main tenant","1987","Employed","Couple + C. GT 16 ","626","0.340422750421892","0.316049867369169","0.364795633474616","2"
"Main tenant","1987","Employed","Couple + C. LE and GT 16","427","0.300165946691398","0.269097238347292","0.331234655035505","2"
"Owner","1987","Not Employed","1-pers.-HH","139","0.242684059821748","0.206356989482688","0.279011130160807","1"
"Owner","1987","Not Employed","(Married) couple without C. ","492","0.501953272260022","0.470807637662115","0.533098906857928","1"
"Owner","1987","Not Employed","Single parent ","79","0.486104958759399","0.414469255804412","0.557740661714386","1"
"Owner","1987","Not Employed","Couple + C. LE 16 ","200","0.395117592679","0.357153149442444","0.433082035915556","1"
"Owner","1987","Not Employed","Couple + C. GT 16 ","433","0.697021789752141","0.663147729204623","0.73089585029966","1"
"Owner","1987","Not Employed","Couple + C. LE and GT 16","181","0.650374139823854","0.604877924389347","0.695870355258361","1"
"Owner","1987","Employed","1-pers.-HH","87","0.169207389968406","0.138798704737846","0.199616075198966","1"
"Owner","1987","Employed","(Married) couple without C. ","444","0.382428398764049","0.356666221763368","0.40819057576473","1"
"Owner","1987","Employed","Single parent ","122","0.43092423015042","0.377974474921949","0.48387398537889","1"
"Owner","1987","Employed","Couple + C. LE 16 ","590","0.425741193281452","0.402448150426578","0.449034236136326","1"
"Owner","1987","Employed","Couple + C. GT 16 ","821","0.658828869935362","0.634443057408602","0.683214682462123","1"
"Owner","1987","Employed","Couple + C. LE and GT 16","400","0.690161099865001","0.658814664435465","0.721507535294537","1"
"Resident or shared accommodation","1987","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Resident or shared accommodation","1987","Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1987","Not Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1987","Not Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1987","Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1987","Not Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1987","Not Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1987","Not Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1987","Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1987","Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1987","Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1987","Employed","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1987","Not Employed","Couple + C. LE 16 ","14","","","","3"
"Subtenant","1987","Not Employed","(Married) couple without C. ","14","","","","3"
"Subtenant","1987","Not Employed","1-pers.-HH","20","","","","3"
"Subtenant","1987","Not Employed","Single parent ","2","","","","3"
"Subtenant","1987","Not Employed","Couple + C. GT 16 ","2","","","","3"
"Subtenant","1987","Not Employed","Couple + C. LE and GT 16","5","","","","3"
"Subtenant","1987","Employed","1-pers.-HH","65","0.0827624910555098","0.0604165140497696","0.10510846806125","3"
"Subtenant","1987","Employed","Single parent ","4","","","","3"
"Subtenant","1987","Employed","(Married) couple without C. ","26","","","","3"
"Subtenant","1987","Employed","Couple + C. LE 16 ","29","","","","3"
"Subtenant","1987","Employed","Couple + C. GT 16 ","5","","","","3"
"Subtenant","1987","Employed","Couple + C. LE and GT 16","9","","","","3"
"Tenant","1987","Not Employed","1-pers.-HH","1","","","","4"
"Tenant","1987","Not Employed","(Married) couple without C. ","1","","","","4"
"Tenant","1987","Not Employed","Single parent ","","","","","4"
"Tenant","1987","Not Employed","Couple + C. LE 16 ","1","","","","4"
"Tenant","1987","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1987","Not Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1987","Employed","1-pers.-HH","","","","","4"
"Tenant","1987","Employed","(Married) couple without C. ","1","","","","4"
"Tenant","1987","Employed","Single parent ","","","","","4"
"Tenant","1987","Employed","Couple + C. LE 16 ","1","","","","4"
"Tenant","1987","Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1987","Employed","Couple + C. LE and GT 16","","","","","4"
"Main tenant","1988","Not Employed","(Married) couple without C. ","486","0.492773802236766","0.460948790973465","0.524598813500067","2"
"Main tenant","1988","Not Employed","1-pers.-HH","366","0.715228460139502","0.676806382808886","0.753650537470119","2"
"Main tenant","1988","Not Employed","Single parent ","104","0.560593698331951","0.48663618751548","0.634551209148422","2"
"Main tenant","1988","Not Employed","Couple + C. LE 16 ","376","0.562049476721229","0.521426608990316","0.602672344452141","2"
"Main tenant","1988","Not Employed","Couple + C. GT 16 ","279","0.293670228358538","0.260426159350007","0.32691429736707","2"
"Main tenant","1988","Not Employed","Couple + C. LE and GT 16","215","0.380828866456994","0.331148437234291","0.430509295679697","2"
"Main tenant","1988","Employed","1-pers.-HH","408","0.742051832217339","0.705253213193611","0.778850451241066","2"
"Main tenant","1988","Employed","(Married) couple without C. ","877","0.579442625588068","0.553031331597474","0.605853919578663","2"
"Main tenant","1988","Employed","Single parent ","194","0.508756256228447","0.455302054292352","0.562210458164543","2"
"Main tenant","1988","Employed","Couple + C. LE 16 ","1038","0.538096254232697","0.514098999897157","0.562093508568238","2"
"Main tenant","1988","Employed","Couple + C. GT 16 ","636","0.31808930956813","0.294425486382289","0.341753132753972","2"
"Main tenant","1988","Employed","Couple + C. LE and GT 16","398","0.323744757087493","0.289661938538259","0.357827575636728","2"
"Owner","1988","Not Employed","1-pers.-HH","139","0.240482448461599","0.204097584465775","0.276867312457424","1"
"Owner","1988","Not Employed","(Married) couple without C. ","452","0.494805724530458","0.46297910660872","0.526632342452197","1"
"Owner","1988","Not Employed","Single parent ","62","0.385080385986843","0.312568381346986","0.457592390626701","1"
"Owner","1988","Not Employed","Couple + C. LE 16 ","186","0.415781553959985","0.375427142141798","0.456135965778171","1"
"Owner","1988","Not Employed","Couple + C. GT 16 ","442","0.706329771641462","0.67308570263293","0.739573840649993","1"
"Owner","1988","Not Employed","Couple + C. LE and GT 16","146","0.595471390697072","0.54525793275964","0.645684848634504","1"
"Owner","1988","Employed","1-pers.-HH","87","0.179431953571186","0.147157762218168","0.211706144924203","1"
"Owner","1988","Employed","(Married) couple without C. ","431","0.388604321339503","0.362525567898795","0.414683074780212","1"
"Owner","1988","Employed","Single parent ","138","0.47655216632033","0.423148585324157","0.529955747316504","1"
"Owner","1988","Employed","Couple + C. LE 16 ","591","0.443625916953416","0.419712164531888","0.467539669374945","1"
"Owner","1988","Employed","Couple + C. GT 16 ","843","0.678781583534845","0.655056274986358","0.702506892083331","1"
"Owner","1988","Employed","Couple + C. LE and GT 16","320","0.665853901784071","0.631495221079831","0.700212582488311","1"
"Resident or shared accommodation","1988","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Resident or shared accommodation","1988","Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1988","Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1988","Not Employed","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1988","Not Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1988","Not Employed","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1988","Not Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1988","Not Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1988","Employed","Single parent ","","","","","5"
"Resident or shared accommodation","1988","Employed","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1988","Employed","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1988","Employed","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1988","Not Employed","1-pers.-HH","24","","","","3"
"Subtenant","1988","Not Employed","(Married) couple without C. ","10","","","","3"
"Subtenant","1988","Not Employed","Single parent ","7","","","","3"
"Subtenant","1988","Not Employed","Couple + C. LE 16 ","11","","","","3"
"Subtenant","1988","Not Employed","Couple + C. GT 16 ","","","","","3"
"Subtenant","1988","Not Employed","Couple + C. LE and GT 16","6","","","","3"
"Subtenant","1988","Employed","1-pers.-HH","48","0.0785162142114758","0.0558920939449084","0.101140334478043","3"
"Subtenant","1988","Employed","(Married) couple without C. ","32","0.0310255185019785","0.0217489463436038","0.0403020906603532","3"
"Subtenant","1988","Employed","Single parent ","4","","","","3"
"Subtenant","1988","Employed","Couple + C. LE 16 ","29","","","","3"
"Subtenant","1988","Employed","Couple + C. GT 16 ","9","","","","3"
"Subtenant","1988","Employed","Couple + C. LE and GT 16","6","","","","3"
"Tenant","1988","Not Employed","(Married) couple without C. ","","","","","4"
"Tenant","1988","Not Employed","1-pers.-HH","1","","","","4"
"Tenant","1988","Not Employed","Single parent ","","","","","4"
"Tenant","1988","Not Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1988","Not Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1988","Employed","1-pers.-HH","","","","","4"
"Tenant","1988","Employed","(Married) couple without C. ","2","","","","4"
"Tenant","1988","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Tenant","1988","Employed","Single parent ","","","","","4"
"Tenant","1988","Employed","Couple + C. LE 16 ","","","","","4"
"Tenant","1988","Employed","Couple + C. GT 16 ","","","","","4"
"Tenant","1988","Employed","Couple + C. LE and GT 16","","","","","4"
"Main tenant","1989","Not Employed","1-pers.-HH","355","0.70185033579211","0.662494981141785","0.741205690442435","2"
"Main tenant","1989","Not Employed","(Married) couple without C. ","444","0.470713935327676","0.438247924849569","0.503179945805784","2"
"Main tenant","1989","Not Employed","Single parent ","101","0.537786219676787","0.462618561847223","0.612953877506351","2"
"Main tenant","1989","Not Employed","Couple + C. LE 16 ","384","0.608850246966739","0.568139851086591","0.649560642846886","2"
"Main tenant","1989","Not Employed","Couple + C. GT 16 ","257","0.260346252812962","0.227861543973272","0.292830961652651","2"
"Main tenant","1989","Not Employed","Couple + C. LE and GT 16","199","0.416796092722174","0.363682445327318","0.46990974011703","2"
"Main tenant","1989","Employed","(Married) couple without C. ","911","0.600251812310566","0.5741891870907","0.626314437530431","2"
"Main tenant","1989","Employed","1-pers.-HH","413","0.746128398670464","0.709755275559816","0.782501521781113","2"
"Main tenant","1989","Employed","Single parent ","166","0.457169295770502","0.401170069178431","0.513168522362572","2"
"Main tenant","1989","Employed","Couple + C. LE 16 ","989","0.526207231213737","0.501664541946413","0.55074992048106","2"
"Main tenant","1989","Employed","Couple + C. LE and GT 16","371","0.389542000682602","0.352253884253411","0.426830117111794","2"
"Main tenant","1989","Employed","Couple + C. GT 16 ","573","0.282154013579571","0.25895750088807","0.305350526271072","2"
"Owner","1989","Not Employed","1-pers.-HH","142","0.256455701704115","0.21888718784972","0.294024215558511","1"
"Owner","1989","Not Employed","(Married) couple without C. ","454","0.518643429828728","0.48614420075259","0.551142658904866","1"
"Owner","1989","Not Employed","Single parent ","65","0.436229452136362","0.361461855179015","0.51099704909371","1"
"Owner","1989","Not Employed","Couple + C. LE 16 ","160","0.378534817629008","0.338073514179555","0.418996121078461","1"
"Owner","1989","Not Employed","Couple + C. GT 16 ","434","0.722504784373513","0.689358321134579","0.755651247612447","1"
"Owner","1989","Not Employed","Couple + C. LE and GT 16","128","0.571451829080555","0.518139981883477","0.624763676277632","1"
"Owner","1989","Employed","1-pers.-HH","81","0.1564165083921","0.126058583931899","0.1867744328523","1"
