"hgowner","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Resident or shared accommodation","1986","Not Working","East Germany","","","","","5"
"Subtenant","1986","Full Time","West Germany","101","0.0169264840555728","0.0133002013655281","0.0205527667456175","3"
"Subtenant","1986","Full Time","East Germany","","","","","3"
"Subtenant","1986","Part Time","West Germany","33","0.0158140105925025","0.0100997042291235","0.0215283169558815","3"
"Subtenant","1986","Part Time","East Germany","","","","","3"
"Subtenant","1986","Not Working","West Germany","64","0.0180992436521827","0.0139382340974961","0.0222602532068693","3"
"Subtenant","1986","Not Working","East Germany","","","","","3"
"Tenant","1986","Full Time","West Germany","","","","","4"
"Tenant","1986","Full Time","East Germany","","","","","4"
"Tenant","1986","Part Time","West Germany","","","","","4"
"Tenant","1986","Part Time","East Germany","","","","","4"
"Tenant","1986","Not Working","West Germany","1","","","","4"
"Tenant","1986","Not Working","East Germany","","","","","4"
"Main tenant","1987","Full Time","East Germany","","","","","2"
"Main tenant","1987","Full Time","West Germany","2880","0.50645275135514","0.492451316772288","0.520454185937993","2"
"Main tenant","1987","Part Time","West Germany","1038","0.524065377816495","0.501089285877212","0.547041469755778","2"
"Main tenant","1987","Part Time","East Germany","","","","","2"
"Main tenant","1987","Not Working","West Germany","2043","0.515907760735003","0.500007937667743","0.531807583802263","2"
"Main tenant","1987","Not Working","East Germany","","","","","2"
"Owner","1987","Full Time","West Germany","1916","0.471884631644246","0.457904185840849","0.485865077447643","1"
"Owner","1987","Full Time","East Germany","","","","","1"
"Owner","1987","Part Time","West Germany","731","0.45035282580149","0.42746375185656","0.47324189974642","1"
"Owner","1987","Part Time","East Germany","","","","","1"
"Owner","1987","Not Working","West Germany","1688","0.464447119321765","0.448579509327602","0.480314729315927","1"
"Owner","1987","Not Working","East Germany","","","","","1"
"Resident or shared accommodation","1987","Full Time","West Germany","","","","","5"
"Resident or shared accommodation","1987","Full Time","East Germany","","","","","5"
"Resident or shared accommodation","1987","Part Time","West Germany","","","","","5"
"Resident or shared accommodation","1987","Not Working","West Germany","","","","","5"
"Resident or shared accommodation","1987","Part Time","East Germany","","","","","5"
"Resident or shared accommodation","1987","Not Working","East Germany","","","","","5"
"Subtenant","1987","Full Time","West Germany","100","0.02116505146987","0.0171341414969727","0.0251959614427673","3"
"Subtenant","1987","Full Time","East Germany","","","","","3"
"Subtenant","1987","Part Time","West Germany","46","0.0255817963820149","0.0183182621174845","0.0328453306465454","3"
"Subtenant","1987","Part Time","East Germany","","","","","3"
"Subtenant","1987","Not Working","West Germany","61","0.0185233197395622","0.0142334746939943","0.02281316478513","3"
"Subtenant","1987","Not Working","East Germany","","","","","3"
"Tenant","1987","Full Time","East Germany","","","","","4"
"Tenant","1987","Full Time","West Germany","2","","","","4"
"Tenant","1987","Part Time","West Germany","","","","","4"
"Tenant","1987","Part Time","East Germany","","","","","4"
"Tenant","1987","Not Working","West Germany","3","","","","4"
"Tenant","1987","Not Working","East Germany","","","","","4"
"Main tenant","1988","Full Time","West Germany","2693","0.498564309565501","0.484116893222893","0.513011725908109","2"
"Main tenant","1988","Full Time","East Germany","","","","","2"
"Main tenant","1988","Part Time","West Germany","1073","0.516896038966267","0.494106447259053","0.539685630673481","2"
"Main tenant","1988","Part Time","East Germany","","","","","2"
"Main tenant","1988","Not Working","East Germany","","","","","2"
"Main tenant","1988","Not Working","West Germany","1954","0.519815411325196","0.503431369414713","0.536199453235679","2"
"Owner","1988","Full Time","West Germany","1804","0.474225678228643","0.459797410465247","0.48865394599204","1"
"Owner","1988","Full Time","East Germany","","","","","1"
"Owner","1988","Part Time","West Germany","741","0.461679490210357","0.43894394373394","0.484415036686774","1"
"Owner","1988","Part Time","East Germany","","","","","1"
"Owner","1988","Not Working","West Germany","1557","0.458086421662108","0.441747210261461","0.474425633062754","1"
"Owner","1988","Not Working","East Germany","","","","","1"
"Resident or shared accommodation","1988","Full Time","West Germany","","","","","5"
"Resident or shared accommodation","1988","Full Time","East Germany","","","","","5"
"Resident or shared accommodation","1988","Not Working","West Germany","","","","","5"
"Resident or shared accommodation","1988","Part Time","West Germany","","","","","5"
"Resident or shared accommodation","1988","Part Time","East Germany","","","","","5"
"Resident or shared accommodation","1988","Not Working","East Germany","","","","","5"
"Subtenant","1988","Full Time","East Germany","","","","","3"
"Subtenant","1988","Full Time","West Germany","102","0.0269007273201934","0.0222257171553053","0.0315757374850814","3"
"Subtenant","1988","Part Time","West Germany","33","0.0214244708233762","0.0148210819916365","0.0280278596551159","3"
"Subtenant","1988","Part Time","East Germany","","","","","3"
"Subtenant","1988","Not Working","East Germany","","","","","3"
"Subtenant","1988","Not Working","West Germany","60","0.0213854194665555","0.0166412838694961","0.026129555063615","3"
"Tenant","1988","Full Time","East Germany","","","","","4"
"Tenant","1988","Full Time","West Germany","2","","","","4"
"Tenant","1988","Part Time","West Germany","","","","","4"
"Tenant","1988","Part Time","East Germany","","","","","4"
"Tenant","1988","Not Working","West Germany","1","","","","4"
"Tenant","1988","Not Working","East Germany","","","","","4"
"Main tenant","1989","Full Time","West Germany","2704","0.509459878922233","0.494943827623073","0.523975930221394","2"
"Main tenant","1989","Full Time","East Germany","","","","","2"
"Main tenant","1989","Part Time","West Germany","942","0.487156819146583","0.463486937020381","0.510826701272785","2"
"Main tenant","1989","Not Working","West Germany","1855","0.506633053195633","0.489913814210131","0.523352292181134","2"
"Main tenant","1989","Part Time","East Germany","","","","","2"
"Main tenant","1989","Not Working","East Germany","","","","","2"
"Owner","1989","Full Time","West Germany","1760","0.466118063108261","0.451632785807901","0.480603340408622","1"
"Owner","1989","Full Time","East Germany","","","","","1"
"Owner","1989","Part Time","West Germany","730","0.484212559315604","0.460546670713196","0.507878447918013","1"
"Owner","1989","Part Time","East Germany","","","","","1"
"Owner","1989","Not Working","West Germany","1519","0.470758187535022","0.454066096852928","0.487450278217116","1"
"Owner","1989","Not Working","East Germany","","","","","1"
"Resident or shared accommodation","1989","Full Time","West Germany","","","","","5"
"Resident or shared accommodation","1989","Full Time","East Germany","","","","","5"
"Resident or shared accommodation","1989","Part Time","West Germany","","","","","5"
"Resident or shared accommodation","1989","Part Time","East Germany","","","","","5"
"Resident or shared accommodation","1989","Not Working","West Germany","","","","","5"
"Resident or shared accommodation","1989","Not Working","East Germany","","","","","5"
"Subtenant","1989","Full Time","East Germany","","","","","3"
"Subtenant","1989","Full Time","West Germany","86","0.0226518118439545","0.0183313282317602","0.0269722954561487","3"
"Subtenant","1989","Part Time","West Germany","39","0.0278045965653053","0.0200187742138008","0.0355904189168097","3"
"Subtenant","1989","Part Time","East Germany","","","","","3"
"Subtenant","1989","Not Working","West Germany","55","0.0196965958929996","0.015049725463271","0.0243434663227282","3"
"Subtenant","1989","Not Working","East Germany","","","","","3"
"Tenant","1989","Full Time","West Germany","6","","","","4"
"Tenant","1989","Full Time","East Germany","","","","","4"
"Tenant","1989","Part Time","West Germany","2","","","","4"
"Tenant","1989","Part Time","East Germany","","","","","4"
"Tenant","1989","Not Working","West Germany","6","","","","4"
"Tenant","1989","Not Working","East Germany","","","","","4"
"Main tenant","1990","Full Time","West Germany","2575","0.509561609317615","0.49485390054948","0.524269318085751","2"
"Main tenant","1990","Full Time","East Germany","","","","","2"
"Main tenant","1990","Part Time","West Germany","965","0.506624873652542","0.483086270381402","0.530163476923681","2"
"Main tenant","1990","Part Time","East Germany","","","","","2"
"Main tenant","1990","Not Working","West Germany","1793","0.508552223346076","0.491610542504599","0.525493904187554","2"
"Main tenant","1990","Not Working","East Germany","","","","","2"
"Owner","1990","Full Time","West Germany","1753","0.462513056382811","0.447844060046342","0.47718205271928","1"
"Owner","1990","Full Time","East Germany","","","","","1"
"Owner","1990","Part Time","West Germany","728","0.463069136344306","0.439592768158307","0.486545504530305","1"
"Owner","1990","Part Time","East Germany","","","","","1"
"Owner","1990","Not Working","West Germany","1490","0.467736675375053","0.450827827639095","0.484645523111012","1"
"Owner","1990","Not Working","East Germany","","","","","1"
"Resident or shared accommodation","1990","Full Time","West Germany","","","","","5"
"Resident or shared accommodation","1990","Full Time","East Germany","","","","","5"
"Resident or shared accommodation","1990","Part Time","West Germany","","","","","5"
"Resident or shared accommodation","1990","Part Time","East Germany","","","","","5"
"Resident or shared accommodation","1990","Not Working","West Germany","","","","","5"
"Resident or shared accommodation","1990","Not Working","East Germany","","","","","5"
"Subtenant","1990","Full Time","West Germany","109","0.0278811906382434","0.0230375738792775","0.0327248073972092","3"
"Subtenant","1990","Full Time","East Germany","","","","","3"
"Subtenant","1990","Part Time","West Germany","39","0.0302110156629534","0.0221522208903778","0.038269810435529","3"
"Subtenant","1990","Part Time","East Germany","","","","","3"
"Subtenant","1990","Not Working","West Germany","59","0.0218630415834559","0.0169073399073718","0.02681874325954","3"
"Subtenant","1990","Not Working","East Germany","","","","","3"
"Tenant","1990","Full Time","West Germany","1","","","","4"
"Tenant","1990","Full Time","East Germany","","","","","4"
"Tenant","1990","Part Time","West Germany","1","","","","4"
"Tenant","1990","Part Time","East Germany","","","","","4"
"Tenant","1990","Not Working","West Germany","3","","","","4"
"Tenant","1990","Not Working","East Germany","","","","","4"
"Main tenant","1991","Full Time","West Germany","2640","0.53026963745496","0.515579598632277","0.544959676277643","2"
"Main tenant","1991","Full Time","East Germany","","","","","2"
"Main tenant","1991","Part Time","West Germany","959","0.489781143005631","0.466433249916708","0.513129036094553","2"
"Main tenant","1991","Part Time","East Germany","","","","","2"
"Main tenant","1991","Not Working","East Germany","","","","","2"
"Main tenant","1991","Not Working","West Germany","1711","0.494082519395209","0.476943727008426","0.511221311781991","2"
"Owner","1991","Full Time","West Germany","1687","0.440065452357306","0.425454533922859","0.454676370791753","1"
"Owner","1991","Full Time","East Germany","","","","","1"
"Owner","1991","Part Time","West Germany","759","0.484639664511124","0.461297915987154","0.507981413035094","1"
"Owner","1991","Part Time","East Germany","","","","","1"
"Owner","1991","Not Working","West Germany","1490","0.479537783175842","0.462412149503403","0.49666341684828","1"
"Owner","1991","Not Working","East Germany","","","","","1"
"Resident or shared accommodation","1991","Full Time","West Germany","","","","","5"
"Resident or shared accommodation","1991","Full Time","East Germany","","","","","5"
"Resident or shared accommodation","1991","Part Time","West Germany","","","","","5"
"Resident or shared accommodation","1991","Part Time","East Germany","","","","","5"
"Resident or shared accommodation","1991","Not Working","West Germany","","","","","5"
"Resident or shared accommodation","1991","Not Working","East Germany","","","","","5"
"Subtenant","1991","Full Time","East Germany","","","","","3"
"Subtenant","1991","Full Time","West Germany","99","0.0283011845275263","0.0234200768334677","0.033182292221585","3"
"Subtenant","1991","Part Time","East Germany","","","","","3"
"Subtenant","1991","Part Time","West Germany","40","0.024078333733058","0.0169187279898566","0.0312379394762594","3"
"Subtenant","1991","Not Working","West Germany","62","0.0224378319514763","0.0173608774754092","0.0275147864275434","3"
"Subtenant","1991","Not Working","East Germany","","","","","3"
"Tenant","1991","Full Time","West Germany","8","","","","4"
"Tenant","1991","Full Time","East Germany","","","","","4"
"Tenant","1991","Part Time","East Germany","","","","","4"
"Tenant","1991","Part Time","West Germany","3","","","","4"
"Tenant","1991","Not Working","West Germany","6","","","","4"
"Tenant","1991","Not Working","East Germany","","","","","4"
"Main tenant","1992","Full Time","West Germany","2611","0.522895636201125","0.508169110713422","0.537622161688829","2"
"Main tenant","1992","Full Time","East Germany","1445","0.687380626784677","0.667948085452501","0.706813168116852","2"
"Main tenant","1992","Part Time","West Germany","958","0.480739351105361","0.457303889420366","0.504174812790357","2"
"Main tenant","1992","Part Time","East Germany","481","0.652519192384868","0.618754447876333","0.686283936893403","2"
"Main tenant","1992","Not Working","West Germany","1693","0.496704204135914","0.479469421598588","0.51393898667324","2"
"Main tenant","1992","Not Working","East Germany","668","0.68390728174699","0.655690219493554","0.712124344000425","2"
"Owner","1992","Full Time","West Germany","1694","0.446609147579925","0.431951445670142","0.461266849489708","1"
"Owner","1992","Full Time","East Germany","674","0.282136244406633","0.263270520861816","0.301001967951451","1"
"Owner","1992","Part Time","West Germany","736","0.480706096466289","0.457270694964718","0.50414149796786","1"
"Owner","1992","Part Time","East Germany","258","0.313519166570888","0.280622820042645","0.346415513099131","1"
"Owner","1992","Not Working","East Germany","350","0.292585540337714","0.264975354308544","0.320195726366884","1"
"Owner","1992","Not Working","West Germany","1482","0.479054987938623","0.461834959514776","0.496275016362469","1"
"Resident or shared accommodation","1992","Full Time","West Germany","","","","","5"
"Resident or shared accommodation","1992","Full Time","East Germany","","","","","5"
"Resident or shared accommodation","1992","Part Time","West Germany","","","","","5"
"Resident or shared accommodation","1992","Part Time","East Germany","","","","","5"
"Resident or shared accommodation","1992","Not Working","West Germany","","","","","5"
"Resident or shared accommodation","1992","Not Working","East Germany","","","","","5"
"Subtenant","1992","Full Time","East Germany","66","0.0294165900535709","0.0223332905058252","0.0364998896013166","3"
"Subtenant","1992","Full Time","West Germany","113","0.0302279061423888","0.0251798408427066","0.035275971442071","3"
"Subtenant","1992","Part Time","West Germany","50","0.0367383772168921","0.0279145278657503","0.0455622265680339","3"
"Subtenant","1992","Part Time","East Germany","25","","","","3"
"Subtenant","1992","Not Working","West Germany","56","0.0225970092788292","0.0174742074903444","0.027719811067314","3"
"Subtenant","1992","Not Working","East Germany","23","","","","3"
"Tenant","1992","Full Time","West Germany","1","","","","4"
"Tenant","1992","Full Time","East Germany","1","","","","4"
"Tenant","1992","Part Time","West Germany","2","","","","4"
"Tenant","1992","Part Time","East Germany","","","","","4"
"Tenant","1992","Not Working","West Germany","2","","","","4"
"Tenant","1992","Not Working","East Germany","2","","","","4"
"Main tenant","1993","Full Time","West Germany","2547","0.527152853414589","0.512282105556759","0.542023601272419","2"
"Main tenant","1993","Part Time","West Germany","983","0.472718365005597","0.449762525092446","0.495674204918748","2"
"Main tenant","1993","Full Time","East Germany","1243","0.641653751809492","0.620310480433448","0.662997023185536","2"
"Main tenant","1993","Not Working","West Germany","1676","0.483631380378248","0.466287031990551","0.500975728765945","2"
"Main tenant","1993","Part Time","East Germany","409","0.683854888070562","0.64802700368251","0.719682772458614","2"
"Main tenant","1993","Not Working","East Germany","835","0.696427949547541","0.670979090817515","0.721876808277567","2"
"Owner","1993","Full Time","West Germany","1659","0.44298178097718","0.428186208441741","0.457777353512618","1"
"Owner","1993","Full Time","East Germany","642","0.327066873684116","0.306185290614864","0.347948456753367","1"
"Owner","1993","Part Time","West Germany","773","0.489154849234828","0.466170170037408","0.512139528432249","1"
"Owner","1993","Part Time","East Germany","222","0.293305616031908","0.258224616403709","0.328386615660106","1"
"Owner","1993","Not Working","West Germany","1436","0.483691077372268","0.466346661243092","0.501035493501445","1"
"Owner","1993","Not Working","East Germany","397","0.289079369197625","0.263988342603802","0.314170395791449","1"
"Resident or shared accommodation","1993","Full Time","West Germany","","","","","5"
"Resident or shared accommodation","1993","Full Time","East Germany","","","","","5"
"Resident or shared accommodation","1993","Part Time","West Germany","","","","","5"
"Resident or shared accommodation","1993","Part Time","East Germany","","","","","5"
"Resident or shared accommodation","1993","Not Working","West Germany","","","","","5"
"Resident or shared accommodation","1993","Not Working","East Germany","","","","","5"
"Subtenant","1993","Full Time","West Germany","124","0.0298653656082314","0.0247954110660975","0.0349353201503652","3"
"Subtenant","1993","Full Time","East Germany","54","0.0312793745063923","0.0235314123693777","0.039027336643407","3"
"Subtenant","1993","Part Time","West Germany","61","0.0381267857595745","0.0293214759728172","0.0469320955463318","3"
"Subtenant","1993","Part Time","East Germany","16","","","","3"
"Subtenant","1993","Not Working","West Germany","77","0.032677542249483","0.0265068887646901","0.038848195734276","3"
"Subtenant","1993","Not Working","East Germany","22","","","","3"
"Tenant","1993","Full Time","West Germany","","","","","4"
"Tenant","1993","Full Time","East Germany","","","","","4"
"Tenant","1993","Part Time","West Germany","","","","","4"
"Tenant","1993","Part Time","East Germany","","","","","4"
"Tenant","1993","Not Working","West Germany","","","","","4"
"Tenant","1993","Not Working","East Germany","","","","","4"
"Main tenant","1994","Full Time","East Germany","1172","0.653865539598655","0.632262826009054","0.675468253188255","2"
"Main tenant","1994","Full Time","West Germany","2400","0.522930212793044","0.507678721646434","0.538181703939653","2"
"Main tenant","1994","Part Time","West Germany","1004","0.49989995848098","0.476672158076198","0.523127758885763","2"
"Main tenant","1994","Part Time","East Germany","340","0.637135013055373","0.598304000795304","0.675966025315443","2"
"Main tenant","1994","Not Working","West Germany","1693","0.479193691864632","0.462021201934545","0.496366181794718","2"
"Main tenant","1994","Not Working","East Germany","880","0.688552651635001","0.663720991339244","0.713384311930758","2"
"Owner","1994","Full Time","West Germany","1610","0.448366712842413","0.433180782732517","0.463552642952309","1"
"Owner","1994","Full Time","East Germany","643","0.319382211063613","0.298210855155553","0.340553566971673","1"
"Owner","1994","Part Time","West Germany","726","0.472735215201304","0.449541973671553","0.495928456731056","1"
"Owner","1994","Part Time","East Germany","222","0.321500483662772","0.283781843236808","0.359219124088736","1"
"Owner","1994","Not Working","West Germany","1489","0.490305290528164","0.473121144331984","0.507489436724344","1"
"Owner","1994","Not Working","East Germany","424","0.287271745782979","0.263008253676048","0.311535237889911","1"
"Resident or shared accommodation","1994","Full Time","West Germany","","","","","5"
"Resident or shared accommodation","1994","Full Time","East Germany","","","","","5"
"Resident or shared accommodation","1994","Part Time","West Germany","","","","","5"
"Resident or shared accommodation","1994","Part Time","East Germany","","","","","5"
"Resident or shared accommodation","1994","Not Working","West Germany","","","","","5"
"Resident or shared accommodation","1994","Not Working","East Germany","","","","","5"
"Subtenant","1994","Full Time","West Germany","110","0.0287030743645433","0.0236046063610186","0.0338015423680681","3"
"Subtenant","1994","Full Time","East Germany","48","0.0267522493377321","0.0194251257036535","0.0340793729718107","3"
"Subtenant","1994","Part Time","West Germany","50","0.0273648263177154","0.0197858696606089","0.034943782974822","3"
"Subtenant","1994","Part Time","East Germany","27","","","","3"
"Subtenant","1994","Not Working","West Germany","69","0.0305010176072046","0.0245898884386849","0.0364121467757242","3"
"Subtenant","1994","Not Working","East Germany","32","0.0241756025820196","0.0159395454253842","0.0324116597386549","3"
"Tenant","1994","Full Time","West Germany","","","","","4"
"Tenant","1994","Part Time","West Germany","","","","","4"
"Tenant","1994","Full Time","East Germany","","","","","4"
"Tenant","1994","Part Time","East Germany","","","","","4"
"Tenant","1994","Not Working","West Germany","","","","","4"
"Tenant","1994","Not Working","East Germany","","","","","4"
"Main tenant","1995","Full Time","East Germany","1066","0.619030869771503","0.596521394014742","0.641540345528264","2"
"Main tenant","1995","Full Time","West Germany","2415","0.506878674375225","0.49163105762747","0.52212629112298","2"
"Main tenant","1995","Part Time","West Germany","1158","0.508063407572385","0.486207764732563","0.529919050412206","2"
"Main tenant","1995","Part Time","East Germany","368","0.644981978173316","0.606820199225842","0.683143757120789","2"
"Main tenant","1995","Not Working","West Germany","1944","0.479070264714266","0.462578857629061","0.495561671799472","2"
"Main tenant","1995","Not Working","East Germany","849","0.666190750080896","0.64068346649694","0.691698033664852","2"
"Owner","1995","Full Time","West Germany","1592","0.457011387599968","0.441818793432849","0.472203981767087","1"
"Owner","1995","Full Time","East Germany","669","0.352565527476508","0.330420196944001","0.374710858009015","1"
"Owner","1995","Part Time","West Germany","807","0.465364305187832","0.443558327063665","0.487170283311999","1"
"Owner","1995","Part Time","East Germany","211","0.312063363480708","0.275112445375731","0.349014281585685","1"
"Owner","1995","Not Working","East Germany","417","0.298153633842023","0.273410380078661","0.322896887605386","1"
"Owner","1995","Not Working","West Germany","1492","0.486850409269668","0.470350244027783","0.503350574511554","1"
"Resident or shared accommodation","1995","Full Time","West Germany","","","","","5"
"Resident or shared accommodation","1995","Full Time","East Germany","","","","","5"
"Resident or shared accommodation","1995","Part Time","West Germany","","","","","5"
"Resident or shared accommodation","1995","Part Time","East Germany","","","","","5"
"Resident or shared accommodation","1995","Not Working","West Germany","","","","","5"
"Resident or shared accommodation","1995","Not Working","East Germany","","","","","5"
"Subtenant","1995","Full Time","East Germany","53","0.0284036027519894","0.0207035447481668","0.036103660755812","3"
"Subtenant","1995","Full Time","West Germany","123","0.0361099380248067","0.0304200962701602","0.0417997797794532","3"
"Subtenant","1995","Part Time","West Germany","45","0.026572287239783","0.0195412987886826","0.0336032756908834","3"
"Subtenant","1995","Part Time","East Germany","25","","","","3"
"Subtenant","1995","Not Working","West Germany","89","0.034079326016065","0.0280899061367524","0.0400687458953775","3"
"Subtenant","1995","Not Working","East Germany","47","0.0356556160770808","0.0256257351267237","0.0456854970274379","3"
"Tenant","1995","Full Time","West Germany","","","","","4"
"Tenant","1995","Full Time","East Germany","","","","","4"
"Tenant","1995","Part Time","West Germany","","","","","4"
"Tenant","1995","Part Time","East Germany","","","","","4"
"Tenant","1995","Not Working","East Germany","","","","","4"
"Tenant","1995","Not Working","West Germany","","","","","4"
"Main tenant","1996","Full Time","West Germany","2268","0.512523160431113","0.496959039498487","0.528087281363738","2"
"Main tenant","1996","Full Time","East Germany","1037","0.614208216540497","0.591664028616451","0.636752404464542","2"
"Main tenant","1996","Part Time","West Germany","1194","0.506914196864716","0.485490435240944","0.528337958488488","2"
"Main tenant","1996","Part Time","East Germany","354","0.623389384909521","0.584906694711469","0.661872075107574","2"
"Main tenant","1996","Not Working","East Germany","855","0.683205166835385","0.657876623949412","0.708533709721357","2"
"Main tenant","1996","Not Working","West Germany","1808","0.475565012599897","0.458716484006504","0.492413541193289","2"
"Owner","1996","Full Time","West Germany","1558","0.453323622253006","0.437822605535412","0.4688246389706","1"
"Owner","1996","Full Time","East Germany","704","0.349953554044349","0.327864470568665","0.372042637520034","1"
"Owner","1996","Part Time","West Germany","837","0.463753836279249","0.442384397936003","0.485123274622494","1"
"Owner","1996","Part Time","East Germany","234","0.331876641326017","0.294477974950948","0.369275307701085","1"
"Owner","1996","Not Working","East Germany","409","0.291677341045825","0.266930913964061","0.316423768127589","1"
"Owner","1996","Not Working","West Germany","1479","0.495803908106052","0.478935817978249","0.512671998233856","1"
"Resident or shared accommodation","1996","Full Time","West Germany","","","","","5"
"Resident or shared accommodation","1996","Full Time","East Germany","","","","","5"
"Resident or shared accommodation","1996","Part Time","West Germany","","","","","5"
"Resident or shared accommodation","1996","Part Time","East Germany","","","","","5"
"Resident or shared accommodation","1996","Not Working","West Germany","","","","","5"
"Resident or shared accommodation","1996","Not Working","East Germany","","","","","5"
"Subtenant","1996","Full Time","West Germany","136","0.0341532173158815","0.0284978504252895","0.0398085842064734","3"
