"ple0097","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Neither","1999","indirect migration background","8","","","","3"
"Neither","1999","direct migration background","10","","","","3"
"Neither","1999","no migration background","94","0.0087273466382312","0.00698347135025731","0.0104712219262051","3"
"Private health insurance","1999","indirect migration background","24","","","","2"
"Private health insurance","1999","direct migration background","65","0.0581179210999227","0.048391979398273","0.0678438628015724","2"
"Private health insurance","1999","no migration background","1127","0.114564601556397","0.108593129386784","0.12053607372601","2"
"Public health insurance","1999","no migration background","9707","0.876708051805372","0.870543910256105","0.882872193354639","1"
"Public health insurance","1999","direct migration background","2148","0.936455940131222","0.926315436767706","0.946596443494739","1"
"Public health insurance","1999","indirect migration background","580","0.946112147176042","0.928223020934228","0.964001273417855","1"
"Neither","2000","indirect migration background","8","","","","3"
"Neither","2000","direct migration background","22","","","","3"
"Neither","2000","no migration background","111","0.00513973964160428","0.00415034560429743","0.00612913367891112","3"
"Private health insurance","2000","indirect migration background","37","0.0462755304572606","0.0319920269844552","0.0605590339300659","2"
"Private health insurance","2000","direct migration background","138","0.0548247645319602","0.0471081917395846","0.0625413373243357","2"
"Private health insurance","2000","no migration background","2357","0.119416183469374","0.114929404966232","0.123902961972515","2"
"Public health insurance","2000","no migration background","17598","0.875444076889022","0.870875151313413","0.880013002464631","1"
"Public health insurance","2000","direct migration background","3183","0.937312833629227","0.929095867365076","0.945529799893377","1"
"Public health insurance","2000","indirect migration background","786","0.939217542382461","0.922972539045753","0.955462545719168","1"
"Neither","2001","indirect migration background","6","","","","3"
"Neither","2001","direct migration background","16","","","","3"
"Neither","2001","no migration background","109","0.00655869897120095","0.00539030962399801","0.00772708831840389","3"
"Private health insurance","2001","indirect migration background","42","0.0582376052039857","0.0417707749747479","0.0747044354332236","2"
"Private health insurance","2001","direct migration background","131","0.0589549710551341","0.0504480802318488","0.0674618618784195","2"
"Private health insurance","2001","no migration background","2164","0.121277404821449","0.116552169101375","0.126002640541522","2"
"Public health insurance","2001","no migration background","16062","0.87216389620735","0.867330710871785","0.876997081542916","1"
"Public health insurance","2001","direct migration background","2798","0.934436444516308","0.925496978573382","0.943375910459235","1"
"Public health insurance","2001","indirect migration background","729","0.925507195619609","0.907044944938785","0.943969446300432","1"
"Neither","2002","indirect migration background","5","","","","3"
"Neither","2002","direct migration background","8","","","","3"
"Neither","2002","no migration background","104","0.00451317509417885","0.00357333109186117","0.00545301909649654","3"
"Private health insurance","2002","direct migration background","174","0.0510021395899994","0.0428822457500957","0.0591220334299031","2"
"Private health insurance","2002","indirect migration background","58","0.0569055772163743","0.0406895276030778","0.0731216268296709","2"
"Private health insurance","2002","no migration background","3065","0.118248449815761","0.113720852763209","0.122776046868313","2"
"Public health insurance","2002","no migration background","16370","0.87723837509006","0.872637006224383","0.881839743955737","1"
"Public health insurance","2002","direct migration background","2638","0.94591220001185","0.937563889217879","0.95426051080582","1"
"Public health insurance","2002","indirect migration background","721","0.933671618144647","0.916252071840974","0.951091164448321","1"
"Neither","2003","indirect migration background","6","","","","3"
"Neither","2003","direct migration background","13","","","","3"
"Neither","2003","no migration background","110","0.00560697685723613","0.00454063325858439","0.00667332045588788","3"
"Private health insurance","2003","direct migration background","144","0.0457380404140311","0.0377732914481651","0.053702789379897","2"
"Private health insurance","2003","indirect migration background","58","0.0525135227596785","0.0369392753715096","0.0680877701478475","2"
"Private health insurance","2003","no migration background","2921","0.118885090233657","0.114263050004964","0.12350713046235","2"
"Public health insurance","2003","no migration background","15805","0.875507932909107","0.870793226737427","0.880222639080787","1"
"Public health insurance","2003","direct migration background","2486","0.948948352486496","0.940557121454029","0.957339583518962","1"
"Public health insurance","2003","indirect migration background","724","0.933780158513042","0.916418093766009","0.951142223260076","1"
"Neither","2004","indirect migration background","","","","","3"
"Neither","2004","direct migration background","","","","","3"
"Neither","2004","no migration background","","","","","3"
"Private health insurance","2004","direct migration background","145","0.0466980388382735","0.0384943284033328","0.0549017492732141","2"
"Private health insurance","2004","indirect migration background","59","0.0492714552192415","0.0342829682632077","0.0642599421752753","2"
"Private health insurance","2004","no migration background","2850","0.119120861554792","0.11441575954121","0.123825963568374","2"
"Public health insurance","2004","no migration background","15358","0.880879138445208","0.876174036431626","0.88558424045879","1"
"Public health insurance","2004","direct migration background","2396","0.953301961161727","0.945098250726786","0.961505671596667","1"
"Public health insurance","2004","indirect migration background","742","0.950728544780759","0.935740057824725","0.965717031736792","1"
"Neither","2005","indirect migration background","","","","","3"
"Neither","2005","direct migration background","","","","","3"
"Neither","2005","no migration background","","","","","3"
"Private health insurance","2005","direct migration background","141","0.0484878148345981","0.0398218769271324","0.0571537527420637","2"
"Private health insurance","2005","no migration background","2714","0.12130000573226","0.116446434210656","0.126153577253864","2"
"Private health insurance","2005","indirect migration background","62","0.0457476789318658","0.0314730667455731","0.0600222911181586","2"
"Public health insurance","2005","no migration background","14667","0.87869999426774","0.873846422746137","0.883553565789344","1"
"Public health insurance","2005","direct migration background","2219","0.951512185165402","0.942846247257936","0.960178123072868","1"
"Public health insurance","2005","indirect migration background","761","0.954252321068134","0.939977708881841","0.968526933254427","1"
"Neither","2006","indirect migration background","","","","","3"
"Neither","2006","direct migration background","","","","","3"
"Neither","2006","no migration background","","","","","3"
"Private health insurance","2006","direct migration background","150","0.0519482318086708","0.0430286688139049","0.0608677948034367","2"
"Private health insurance","2006","no migration background","2936","0.126298183786109","0.121538354583549","0.131058012988668","2"
"Private health insurance","2006","indirect migration background","70","0.0537062908998338","0.0382384901847798","0.0691740916148877","2"
"Public health insurance","2006","no migration background","15774","0.873701816213891","0.868941987011332","0.878461645416451","1"
"Public health insurance","2006","direct migration background","2228","0.948051768191329","0.939132205196563","0.956971331186095","1"
"Public health insurance","2006","indirect migration background","746","0.946293709100166","0.930825908385112","0.96176150981522","1"
"Neither","2007","indirect migration background","","","","","3"
"Neither","2007","direct migration background","","","","","3"
"Neither","2007","no migration background","","","","","3"
"Private health insurance","2007","direct migration background","121","0.0483496466078698","0.0392122385365816","0.057487054679158","2"
"Private health insurance","2007","no migration background","2750","0.127653250416368","0.122710535861213","0.132595964971523","2"
"Private health insurance","2007","indirect migration background","64","0.0564182378892479","0.0401845662085248","0.072651909569971","2"
"Public health insurance","2007","no migration background","14760","0.872346749583632","0.867404035028477","0.877289464138787","1"
"Public health insurance","2007","direct migration background","1996","0.95165035339213","0.942512945320842","0.960787761463418","1"
"Public health insurance","2007","indirect migration background","712","0.943581762110752","0.927348090430029","0.959815433791475","1"
"Neither","2008","indirect migration background","","","","","3"
"Neither","2008","direct migration background","","","","","3"
"Neither","2008","no migration background","","","","","3"
"Private health insurance","2008","no migration background","2608","0.125720285528455","0.120692175956236","0.130748395100674","2"
"Private health insurance","2008","direct migration background","105","0.0493972358054498","0.0396892756701685","0.0591051959407312","2"
"Private health insurance","2008","indirect migration background","60","0.0591007073790167","0.0424555152464166","0.0757458995116167","2"
"Public health insurance","2008","indirect migration background","711","0.940899292620983","0.924254100488383","0.957544484753583","1"
"Public health insurance","2008","no migration background","14093","0.874279714471545","0.869251604899326","0.879307824043764","1"
"Public health insurance","2008","direct migration background","1809","0.95060276419455","0.940894804059269","0.960310724329832","1"
"Neither","2009","indirect migration background","","","","","3"
"Neither","2009","direct migration background","","","","","3"
"Neither","2009","no migration background","","","","","3"
"Private health insurance","2009","no migration background","2482","0.131681199932076","0.126395919163545","0.136966480700608","2"
"Private health insurance","2009","direct migration background","90","0.053418923081849","0.0426210786579081","0.06421676750579","2"
"Private health insurance","2009","indirect migration background","50","0.0467539092094653","0.0312580804970552","0.0622497379218753","2"
"Public health insurance","2009","indirect migration background","663","0.953246090790535","0.937750262078125","0.968741919502945","1"
"Public health insurance","2009","direct migration background","1576","0.946581076918151","0.93578323249421","0.957378921342092","1"
"Public health insurance","2009","no migration background","13242","0.868318800067924","0.863033519299392","0.873604080836455","1"
"Neither","2010","direct migration background","","","","","3"
"Neither","2010","indirect migration background","","","","","3"
"Neither","2010","no migration background","","","","","3"
"Private health insurance","2010","no migration background","2977","0.133333969878035","0.128620907664117","0.138047032091954","2"
"Private health insurance","2010","direct migration background","163","0.055215730121418","0.0469072361385127","0.0635242241043232","2"
"Private health insurance","2010","indirect migration background","92","0.0560953875512302","0.0427845685637314","0.0694062065387291","2"
"Public health insurance","2010","indirect migration background","1056","0.94390461244877","0.930593793461271","0.957215431436269","1"
"Public health insurance","2010","direct migration background","2740","0.944784269878582","0.936475775895677","0.953092763861487","1"
"Public health insurance","2010","no migration background","17007","0.866666030121965","0.861952967908046","0.871379092335883","1"
"Neither","2011","no migration background","","","","","3"
"Neither","2011","direct migration background","","","","","3"
"Neither","2011","indirect migration background","","","","","3"
"Private health insurance","2011","no migration background","3505","0.135541482699068","0.131199807687634","0.139883157710502","2"
"Private health insurance","2011","indirect migration background","106","0.0675848576631886","0.0539388448254618","0.0812308705009155","2"
"Private health insurance","2011","direct migration background","175","0.0619313769088753","0.0536357867178151","0.0702269670999355","2"
"Public health insurance","2011","indirect migration background","1194","0.932415142336811","0.918769129499085","0.946061155174538","1"
"Public health insurance","2011","direct migration background","3068","0.938068623091125","0.929773032900064","0.946364213282185","1"
"Public health insurance","2011","no migration background","20373","0.864458517300932","0.860116842289498","0.868800192312366","1"
"Neither","2012","no migration background","","","","","3"
"Neither","2012","direct migration background","","","","","3"
"Neither","2012","indirect migration background","","","","","3"
"Private health insurance","2012","no migration background","3421","0.137759804147757","0.133341013587971","0.142178594707543","2"
"Private health insurance","2012","indirect migration background","105","0.0719549602927416","0.0577928584024286","0.0861170621830546","2"
"Private health insurance","2012","direct migration background","146","0.0524078033409089","0.0445003670160769","0.060315239665741","2"
