"ple0097","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","Not Employed","Male","1608","0.90308341428057","0.889222494413743","0.916944334147397"
"Public health insurance","1999","Not Employed","Female","3022","0.926688564740859","0.917678864014269","0.935698265467449"
"Public health insurance","1999","Employed","Male","4205","0.831744155381064","0.821261173739209","0.84222713702292"
"Public health insurance","1999","Employed","Female","3600","0.908799036315361","0.899770536070645","0.917827536560076"
"Private health insurance","1999","Not Employed","Male","129","0.0895730178578161","0.0761935071914563","0.102952528524176"
"Private health insurance","1999","Not Employed","Female","181","0.0695288474818013","0.0607367686329967","0.0783209263306058"
"Private health insurance","1999","Employed","Male","616","0.152437858691507","0.142365363670535","0.162510353712478"
"Private health insurance","1999","Employed","Female","290","0.0867767079360875","0.0779485103117155","0.0956049055604595"
"Neither","1999","Not Employed","Male","13","","",""
"Neither","1999","Not Employed","Female","12","","",""
"Neither","1999","Employed","Male","71","0.015817985927429","0.0123216095989184","0.0193143622559396"
"Neither","1999","Employed","Female","16","","",""
"Public health insurance","2000","Not Employed","Male","2989","0.899980399041262","0.88972838419878","0.910232413883745"
"Public health insurance","2000","Not Employed","Female","5335","0.921952158686386","0.915030744719023","0.928873572653749"
"Public health insurance","2000","Employed","Male","7003","0.829536959788089","0.821472786797778","0.837601132778399"
"Public health insurance","2000","Employed","Female","6239","0.913429018543981","0.906757567000307","0.920100470087655"
"Private health insurance","2000","Not Employed","Male","277","0.0932726059489742","0.0833353708232522","0.103209841074696"
"Private health insurance","2000","Not Employed","Female","407","0.0733649371209812","0.0666373578464997","0.0800925163954627"
"Private health insurance","2000","Employed","Male","1274","0.161234189463895","0.153347844328434","0.169120534599356"
"Private health insurance","2000","Employed","Female","573","0.0848659437750565","0.0782543548328414","0.0914775327172715"
"Neither","2000","Not Employed","Male","24","","",""
"Neither","2000","Not Employed","Female","28","","",""
"Neither","2000","Employed","Male","76","0.0092288507480167","0.00717822060289429","0.0112794808931391"
"Neither","2000","Employed","Female","13","","",""
"Public health insurance","2001","Not Employed","Male","2760","0.893350272521956","0.882395863988139","0.904304681055774"
"Public health insurance","2001","Not Employed","Female","4698","0.921637868738761","0.914252142801615","0.929023594675907"
"Public health insurance","2001","Employed","Male","6288","0.823393211642094","0.814780142363693","0.832006280920495"
"Public health insurance","2001","Employed","Female","5843","0.911441310162325","0.904475949193087","0.918406671131563"
"Private health insurance","2001","Not Employed","Male","268","0.0966465400783225","0.0861602906677472","0.107132789488898"
"Private health insurance","2001","Not Employed","Female","374","0.0752909350883075","0.0680393354923152","0.0825425346842999"
"Private health insurance","2001","Employed","Male","1158","0.163967388766771","0.1556047959257","0.172329981607843"
"Private health insurance","2001","Employed","Female","537","0.0873153413086525","0.0803943335595511","0.094236349057754"
"Neither","2001","Not Employed","Male","22","","",""
"Neither","2001","Not Employed","Female","14","","",""
"Neither","2001","Employed","Male","84","0.0126393995911346","0.0101161993262143","0.0151625998560549"
"Neither","2001","Employed","Female","11","","",""
"Public health insurance","2002","Not Employed","Male","2840","0.904529858174433","0.894321050803336","0.914738665545531"
"Public health insurance","2002","Not Employed","Female","4650","0.925415733777134","0.918219501701106","0.932611965853162"
"Public health insurance","2002","Employed","Male","6263","0.830946311663132","0.822726628902039","0.839165994424224"
"Public health insurance","2002","Employed","Female","5976","0.913413555488592","0.906755208795692","0.920071902181491"
"Private health insurance","2002","Not Employed","Male","326","0.0899523315636861","0.0800127510784029","0.0998919120489694"
"Private health insurance","2002","Not Employed","Female","454","0.0715780468536649","0.0645168920477491","0.0786392016595806"
"Private health insurance","2002","Employed","Male","1651","0.16134909249534","0.153281756912748","0.169416428077932"
"Private health insurance","2002","Employed","Female","866","0.0853824442440096","0.0787661961279528","0.0919986923600663"
"Neither","2002","Not Employed","Male","17","","",""
"Neither","2002","Not Employed","Female","16","","",""
"Neither","2002","Employed","Male","73","0.00770459584152815","0.00578702388504","0.0096221677980163"
"Neither","2002","Employed","Female","11","","",""
"Public health insurance","2003","Not Employed","Male","2839","0.897311570252928","0.886789306996355","0.907833833509501"
"Public health insurance","2003","Not Employed","Female","4546","0.927542588692698","0.920366173193611","0.934719004191784"
"Public health insurance","2003","Employed","Male","5919","0.831292134109764","0.822825162569547","0.83975910564998"
"Public health insurance","2003","Employed","Female","5711","0.910364250522048","0.903442099890805","0.917286401153292"
"Private health insurance","2003","Not Employed","Male","333","0.0928359409235622","0.0827764092494653","0.102895472597659"
"Private health insurance","2003","Not Employed","Female","444","0.0682578403482128","0.0612767479873034","0.0752389327091221"
"Private health insurance","2003","Employed","Male","1522","0.159776226302227","0.151492282174585","0.168060170429868"
"Private health insurance","2003","Employed","Female","824","0.0885732070835675","0.0816881919093127","0.0954582222578223"
"Neither","2003","Not Employed","Male","25","","",""
"Neither","2003","Not Employed","Female","23","","",""
"Neither","2003","Employed","Male","74","0.00893163958800964","0.0068044754657993","0.01105880371022"
"Neither","2003","Employed","Female","7","","",""
"Public health insurance","2004","Not Employed","Male","2888","0.91472471209787","0.905103416794225","0.924346007401515"
"Public health insurance","2004","Not Employed","Female","4471","0.931888883531482","0.924847712493011","0.938930054569954"
"Public health insurance","2004","Employed","Male","5605","0.832777993694898","0.824080616605389","0.841475370784408"
"Public health insurance","2004","Employed","Female","5532","0.913845438041613","0.906929326107382","0.920761549975845"
"Private health insurance","2004","Not Employed","Male","349","0.0852752879021303","0.0756539925984852","0.0948965832057754"
"Private health insurance","2004","Not Employed","Female","447","0.0681111164685175","0.0610699454300457","0.0751522875069894"
"Private health insurance","2004","Employed","Male","1467","0.167222006305102","0.158524629215592","0.175919383394611"
"Private health insurance","2004","Employed","Female","791","0.0861545619583869","0.0792384500241553","0.0930706738926184"
"Neither","2004","Not Employed","Male","","","",""
"Neither","2004","Not Employed","Female","","","",""
"Neither","2004","Employed","Male","","","",""
"Neither","2004","Employed","Female","","","",""
"Public health insurance","2005","Not Employed","Male","2819","0.91416680776935","0.904407891529839","0.923925724008861"
"Public health insurance","2005","Not Employed","Female","4254","0.928805874821073","0.921447978819936","0.936163770822211"
"Public health insurance","2005","Employed","Male","5253","0.833709713896744","0.824745799257111","0.842673628536377"
"Public health insurance","2005","Employed","Female","5321","0.911416407369936","0.904273630469728","0.918559184270144"
"Private health insurance","2005","Not Employed","Male","346","0.0858331922306502","0.0760742759911391","0.0955921084701613"
"Private health insurance","2005","Not Employed","Female","438","0.0711941251789266","0.0638362291777891","0.0785520211800641"
"Private health insurance","2005","Employed","Male","1375","0.166290286103256","0.157326371463623","0.17525420074289"
"Private health insurance","2005","Employed","Female","758","0.0885835926300638","0.0814408157298557","0.0957263695302718"
"Neither","2005","Not Employed","Male","","","",""
"Neither","2005","Not Employed","Female","","","",""
"Neither","2005","Employed","Male","","","",""
"Neither","2005","Employed","Female","","","",""
"Public health insurance","2006","Not Employed","Male","3034","0.903473406853158","0.893613526826371","0.913333286879944"
"Public health insurance","2006","Not Employed","Female","4600","0.929891266140698","0.922868569815838","0.936913962465557"
"Public health insurance","2006","Employed","Male","5495","0.826349187728374","0.817454837389449","0.8352435380673"
"Public health insurance","2006","Employed","Female","5619","0.908841754585101","0.901796552602819","0.915886956567382"
"Private health insurance","2006","Not Employed","Male","412","0.0965265931468424","0.0866667131200561","0.106386473173629"
"Private health insurance","2006","Not Employed","Female","478","0.0701087338593022","0.0630860375344426","0.0771314301841618"
"Private health insurance","2006","Employed","Male","1473","0.173650812271626","0.1647564619327","0.182545162610551"
"Private health insurance","2006","Employed","Female","793","0.0911582454148996","0.0841130434326177","0.0982034473971815"
"Neither","2006","Not Employed","Male","","","",""
"Neither","2006","Not Employed","Female","","","",""
"Neither","2006","Employed","Male","","","",""
"Neither","2006","Employed","Female","","","",""
"Public health insurance","2007","Not Employed","Male","2841","0.903909749933156","0.893761812447739","0.914057687418574"
"Public health insurance","2007","Not Employed","Female","4240","0.92809335817278","0.920706293170838","0.935480423174721"
"Public health insurance","2007","Employed","Male","5107","0.824504473579014","0.815212624694053","0.833796322463975"
"Public health insurance","2007","Employed","Female","5280","0.909215627215437","0.901962313030301","0.916468941400572"
"Private health insurance","2007","Not Employed","Male","399","0.0960902500668435","0.0859423125814257","0.106238187552261"
"Private health insurance","2007","Not Employed","Female","458","0.0719066418272202","0.0645195768252787","0.0792937068291618"
"Private health insurance","2007","Employed","Male","1331","0.175495526420986","0.166203677536025","0.184787375305947"
